TID,FR
TID_DECO_EVENT_INFO_PAGE4_BOX4,Visitez la galerie d'honneur pour voir les designs mis en avant. Peut-être que le vôtre s'y retrouvera !
TID_DECO_EVENT_INFO_TITLE_PAGE5,Magasin du Festival du design
TID_DECO_EVENT_INFO_SUBTEXT_PAGE5,Achetez des objets exclusifs avec vos pellicules photo.
TID_DECO_EVENT_SUB_PREVIEW_HDR,Préparez-vous à designer !
TID_DECO_EVENT_SUB_LASTCHANCE_HDR,Envoyez dans <TIME>
TID_DECO_EVENT_THEME_HDR,Thème du Festival du design
TID_DECO_EVENT_INFO_TITLE,Comment participer
TID_DECO_EVENT_INACTIVE_NOTE,"Le Festival du design est actuellement inactif. En attendant, vous pouvez parcourir le magasin du festival et l'album de designs. N'oubliez pas de consulter les albums de vos voisins pour voir leurs magnifiques designs !"
TID_DECO_EVENT_INACTIVE_HEADER,Préparez-vous à décorer
TID_DECO_EVENT_INACTIVE_GOTO_ALBUM,Ouvrez l'album
TID_DECO_EVENT_INACTIVE_GOTO_SHOP,Visitez le magasin
TID_GIFT_BOX1_24,Cadeau à pois
TID_GIFT_BOX2_24,Cadeau porcin
TID_GIFT_BOX3_24,Cadeau rouge
TID_GIFT_BOX4_24,Sac cadeau
TID_DECO_EVENT_CHALLENGE_NEW,Nouveau
TID_DECO_EVENT_CHALLENGES_HEADER,Tableau des tâches du Festival
TID_DECO_EVENT_CHALLENGES_CLAIM,Récupérez des récompenses après avoir envoyé votre design !
TID_DECO_EVENT_SHOP_NO_CURRENCY,Pas assez de pellicules photo ! Terminez des tâches pour en obtenir davantage.
TID_DECO_EVENT_PURCHASE_CONFIRM_TITLE,Confirmer l'échange
TID_DECO_EVENT_PURCHASE_CONFIRM_DESC,<ITEM_NAME>
TID_DECO_EVENT_PURCHASE_CONFIRM_BTN,Récupérer
TID_DECO_EVENT_SHOP_SOLD_OUT,Rupture !
TID_DECO_EVENT_SHOP_QUANTITY,<COUNT>/<MAX>
TID_DECO_CHALLENGE_PLACE_NATURE,Placer une décoration de nature x<NUM>
TID_DECO_CHALLENGE_PLACE_SANCTUARY,Placer une décoration de la réserve x<NUM>
TID_DECO_EVENT_CHALLENGES_REWARD,Complétez des tâches pour débloquer des récompenses
TID_DECO_EVENT_CHALLENGES_HEADER_SUBMISSION,Tâches supplémentaires
TID_DECO_EVENT_CHALLENGES_HEADER_BONUS,Récompenses bonus
TID_DECO_EVENT_EMPTY_PHOTO,Les designs seront bientôt affichés !
TID_DECO_EVENT_VOTING_HEADER,Choisissez vos designs préférés !
TID_DECO_EVENT_SHOP_ITEM_TIMER,Encore <TIME>
TID_DECO_EVENT_SHOP_ITEM_TIMER_EXPIRED,Expiré(e) !
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TEXT,Ne signalez les designs que si vous les trouvez offensants ou inappropriés. Abuser du bouton Signaler peut entraîner une sanction sur votre compte.
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TITLE,Signaler le design
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CONFIRM,Confirmer
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CANCEL,Annuler
TID_DECO_EVENT_SUBMIT_CONFIRM_TITLE,Confirmer l'envoi
TID_DECO_EVENT_SUBMIT_CONFIRM_DESC,Voulez-vous vraiment envoyer votre design ?
TID_DECO_EVENT_SUBMIT_CONFIRM_ACCESS_LOSS,"Attention, après l'envoi, vous ne pourrez plus ni accéder à l'espace de design ni modifier votre design."
TID_DECO_EVENT_SKIP_CONFIRM_TITLE,Passer l'envoi ?
TID_DECO_EVENT_SKIP_CONFIRM_DESC,"Voulez-vous vraiment passer l'envoi de votre design ? C'est votre dernière chance d'envoyer votre design, il sera perdu si vous passez."
TID_DECO_EVENT_SUBMIT_CONFIRM_TASKS,Vous pouvez encore obtenir des pellicules photo en terminant des tâches supplémentaires. Certaines tâches ne seront plus disponibles après avoir envoyé votre design.
TID_DECO_EVENT_SUBMIT_CANCEL_BTN,Annuler
TID_DECO_EVENT_SUBMIT_CONFIRM_BTN,Envoyer
TID_DECO_EVENT_BUTTON_TIMER,<TIME>
TID_DECO_EVENT_BUTTON_PHASE,<PHASE>
TID_DECO_EVENT_VOTE_DIAMONDS_OWNED,Vous avez
TID_DECO_EVENT_WIDGET_PREPARATION,Préparation
TID_DECO_EVENT_WIDGET_DESIGN,Design
TID_DECO_EVENT_WIDGET_VOTE,Vote
TID_DECO_EVENT_WIDGET_REWARDS,Récompenses
TID_DECO_EVENT_PENDING_REELS,Récupérez vos pellicules photo gagnées en soumettant votre design.
TID_DECO_EVENT_BEFORE_SUBMIT_INFO,"Soumettez votre design à temps ! Vous pourrez le soumettre même après le début des votes, mais moins de joueurs le verront."
TID_DECO_EVENT_BEFORE_SUBMIT_RESUBMIT_INFO,"Soumettez votre design à temps ! Vous pourrez le soumettre même après le début des votes, mais moins de joueurs le verront."
TID_DECO_EVENT_AFTER_SUBMIT_RESUBMIT_INFO,Modifiez votre design pour le soumettre à nouveau. Il remplacera alors votre soumission précédente.
TID_WHEEL_OF_FORTUNE_ADS_MORE_SPINS,Regarder pour lancer
TID_PERFUMERIE,Parfumerie
TID_PERFUMERIE_DESCRIPTION,Produit des parfums et des arômes
TID_PRODUCT_FRESH_DIFFUSER,Diffuseur d'arômes
TID_PRODUCT_ZESTY_PERFUME,Parfum citronné
TID_PERFUMERIE_PRODUCT_DESCRIPTION,Produit de la parfumerie
TID_DECO_EVENT_SUBMITTED_TAP,Appuyez pour continuer
TID_DECO_EVENT_MILESTONE_FIRST_LIKE,❤️ Première mention J'aime ! Votre design ne passe pas inaperçu !
TID_DECO_EVENT_MILESTONE_LIKES,❤️ <COUNT> mentions J'aime ! Votre design plaît beaucoup !
TID_SWAN1,Cygne noir
TID_SWAN2,Cygne à cou noir
TID_SWAN3,Cygne chanteur
TID_SWAN_DESCRIPTION,À nourrir pour obtenir des points
TID_DECO_EVENT_DESIGN_COMING,L'aperçu de votre design apparaîtra ici pendant la phase de design.
TID_DECO_SUBMIT_SUBMIT_MISSED,Envoi manqué
TID_DECO_DANCE_FLOOR,Piste de danse
TID_DECO_SNOWMAN_BALLOON,Ballomme de neige
TID_DECO_WINTER_PHOTO_OP,Mise en scène hivernale
TID_DECO_RESCUE_PATROL,Chiots sauveteurs
TID_DECO_WINTER_CENTERPIECE,Pièce centrale hivernale
TID_DECO_REINDEER_RIDE,Traîneau de rennes
TID_DECO_WINTER_GATE,Arche de chalet
TID_DECO_WINTER_LOG_PATH,Chemin de rondins enneigé
TID_DECO_PUPPY_YOGA,Yoga animalier
TID_DECO_BUBBLE_BATH,Jacuzzi relax
TID_DECO_SOUND_BATH,Méditation auditive
TID_DECO_CALMING_CAIRNS,Montjoie de sérénité
TID_DECO_GENTLE_FIRE,Braises relaxantes
TID_DECO_CHOCOLATE_FRENZY,Décadence chocolatée
TID_DECO_FRUIT_FRENZY,Charette d'abondance
TID_DECO_BOUQUET_HAT,Chapeau floral
TID_DECO_CORAL_REEF,Récif corallien
TID_DECO_HEARTWARMING_GIFT,Cadeau d'amour
TID_DECO_TEA_PARTY,Heure du thé
TID_DECO_MODE_PREPLACED_OBJECT_FLOATER,Cette décoration est fixe et ne peut être retirée.
TID_DECO_CHALLENGE_FENCE,Clôture
TID_DECO_CHALLENGE_PATH,Chemin
TID_DECO_CHALLENGE_FENCE_OR_PATH,Clôture ou chemin
TID_CUSTOMIZATION_WINTER_2024,Hiver 2024
TID_DECO_APRES_SKI,Détente à la neige
TID_DECO_WAXING_STATION,Réparation de skis
TID_DECO_GARDEN_HELPERS,Petits assistants
TID_DECO_BUSY_BEES,Pollinisation mécanique
TID_DECO_REACHING_HEIGHTS,Voyageur alpin
TID_DECO_FEEDING_BIRDS,Casse-croûte aviaire
TID_DECO_OCCUPIED_CHIMNEY,Nid de cigogne
TID_DECO_STONE_LEMURS,Lémuriens en pierre
TID_DECO_CHEESY_VENDOR,Fromagère
TID_DECO_HOT_FONDUE,Fondue savoyarde
TID_DECO_BALCONY_SERENADE,Sérénade cochonne
TID_DECO_HEARTWARMING_FOUNTAIN,Fontaine choco-love
TID_DECO_HEART_BALLOON,Montgolfière en cœur
TID_DECO_CUPIDS_CANON,Canon d'amour
TID_DECO_HEARTWARMING_FENCE,Clôture de cœurs
TID_DECO_HEART_CONFETTI,Confettis d'amour
TID_DECO_CHICKEN_GALLEY,Galère de poulets
TID_DECO_LOVELY_BUBBLES,Bulles arc-en-ciel
TID_DECO_BUTTERFLY_HEADBAND,Serre-tête papillon
TID_DECO_HIDDEN_GARDEN,Jardin secret
TID_TUTORIAL_NEWCHAR_1,Vous tombez bien ! Je suis sur le point de partir pêcher pendant quelques jours.
TID_TUTORIAL_NEWCHAR_2,"Voici mon ami, il a accepté de s'occuper de ma ferme en mon absence."
TID_TUTORIAL_NEWCHAR_3,"Bonjour ! Je suis Gordon Ramsay. C'est vraiment paisible, à la ferme. Ce changement d'air est le bienvenu."
TID_TUTORIAL_NEWCHAR_4,"À la ferme, il faut faire preuve de patience. Les récoltes prennent du temps à pousser, les animaux vivent à leur propre rythme... C'est paisible, ça me fait du bien."
TID_TUTORIAL_NEWCHAR_5,"Ah bon, paisible... Hmm, ne criez pas sur les poulets et tout devrait bien se passer. À bientôt !"
TID_TUTORIAL_GREG_GIFT_BOXES_1,"Passez me voir quand vous voulez. J'ai caché une surprise pour vous chaque jour pendant 7 jours, essayez de toutes les trouver !"
TID_DECO_RAINBOW_ARCH,Arche arc-en-ciel
TID_DECO_HEART_TILE,Chemin de fierté
TID_DECO_FLAG_BEARER,Porte-drapeaux
TID_DECO_GARDEN_CHESS,Gazon d'échecs
TID_DECO_BEE_TOPIARY,Topiaire d'abeille
TID_DECO_GARDEN_PAVILION,Pavillon en fer forgé
TID_DECO_GARDEN_CART,Charette en fer forgé
TID_DECO_DECO_GARDEN_ROOSTER,Coq en fer forgé
TID_DECO_GARDEN_FENCE,Clôture en fer forgé
TID_DECO_LEPRECHAUN_BALLOON,Leprechaun flottant
TID_DECO_CASCADING_POTS,Chaudrons en cascade
TID_DECO_SHAMROCK_CHAIR,Chaise en trèfle
TID_DECO_GOLD_BARREL,Tonneau d'or
TID_DECO_LUCKY_WELL,Fontaine de la chance
TID_DECO_EASTER_CARRIAGE,Carrosse printanier
TID_DECO_EASTER_BANQUET,Banquet printanier
TID_DECO_EASTER_PARADE,Parade printanière
TID_DECO_EASTER_STAND,Stand printanier
TID_DECO_EASTER_PARADE_ARCH,Arche de la parade printanière
TID_DECO_PAW_PRINTS,Pattes de chat
TID_DECO_STURDY_YURT,Yourte solide
TID_DECO_SERENE_TEMPLE,Temple serein
TID_DECO_COLORFUL_HUT,Cabane colorée
TID_DECO_PICKING_BERRIES,Cueillette
TID_DECO_COLORFUL_TAPESTRY,Tapisserie colorée
TID_DECO_SURPRISE_EGGS,Œufs surprises
TID_DECO_ICY_PIG,Cochon glacé
TID_DECO_EVENT_SHOP_FOOTER,N'oubliez pas de récupérer vos pellicules photo dans le tableau des tâches
TID_DECO_EVENT_SHOP_FOOTER_EVENT_INACTIVE,Ne manquez pas le prochain festival du design pour gagner plus de pellicules photo !
TID_AGE_GATE_SCID_LOGIN,Vous avez un compte Supercell ID ? <LOGIN>Connectez-vous</LOGIN> pour récupérer votre progression.
TID_DECO_EVENT_TASK_CLAIM,Récupérer
TID_CONFIRM_KEY_TO_DIAMOND_SPEND,Utiliser des diamants pour compléter l'achat
TID_FEATURE_DECO_EVENT,Festival du design
TID_DECO_EVENT_COMING_SOON,Le festival du design est disponible au niveau <LEVEL>
TID_GACHA_KEY_STORAGE_FULL,Maximum de clés dorées atteint !
TID_COLORFUL_CRAFTS,Bricolages colorés
TID_ANIMAL_ACCESSORY_HAT_BUTTERFLY_HEADBAND,Bandeau papillons
TID_ANIMAL_ACCESSORY_HAT_FAUX_FUR,Chapeau en fausse fourrure
TID_ANIMAL_ACCESSORY_HAT_BOUQUET,Couvre-chef fleuri
TID_CROP_CHAMOMILE,Camomille
TID_PRODUCT_SOOTHING_PAD,Coussin apaisant
TID_PRODUCT_CALMING_DIFFUSER,Diffuseur apaisant
TID_PRODUCT_CHAMOMILE_TEA,Infusion de camomille
TID_PRODUCT_ESSENTIAL_OIL_CHAMOMILE,Huile essentielle de camomille
TID_GACHA_CURRENCY_ENOUGH_NOTIFICATION_MESSAGE,Vous avez assez de clés dorées pour ouvrir une boîte surprise ! Consultez les offres dès maintenant.
TID_GREG_FIRST_NAME,Greg
TID_GACHA_KEY_STORAGE_FULL_POP_UP_TEXT,Votre stockage de clés dorées est plein. Dépensez-les maintenant pour ouvrir des offres de boîte surprise.
TID_GACHA_KEY_STORAGE_FULL_GO_TO_STORE,Voir les offres
TID_SPIN_WHEEL_READY_TO_SPIN,Prêt à lancer
TID_DECO_MARBLE_DUCK_BATH,Baignoire aux canards en marbre
TID_DECO_MARBLE_FLOWERVASE,Vase en marbre
TID_DECO_MARBLE_LEAF,Feuille en marbre
TID_SPIN_WHEEL_NEXT_IN_ADS,Prochaine pub dispo dans : <TIME>
TID_DECO_PATH_OF_HARMONY,Chemin de l'harmonie
TID_DECO_CUPIDS_BENCH,Banc de Cupidon
TID_DECO_HEARTWARMING_BOUQUETS,Échoppe de fleurs
TID_DECO_SPRING_OF_SERENITY,Ruisseau de sérénité
TID_DECO_NAP_TIME,Sieste paisible
TID_DECO_POND_OF_HARMONY,Bassin de l'harmonie
TID_DECO_SPA_TREATMENT,Spa relaxant
TID_DECO_JADE_SNAKE,Serpent de jade
TID_DECO_SNAKE_DANCE,Danse du serpent
TID_DECO_SNAKE_PATH,Dalle serpent
TID_DECO_TALL_POTTED_PLANT,Grande plante en pot
TID_DECO_MOSAIC_CENTERPIECE,Pièce centrale en mosaïque
TID_DECO_HER_SWING,Balançoire féminine
TID_DECO_MONUMENT_OF_HER,Monument aux femmes
TID_DECO_COVERED STAND,Tribune remplie
TID_DECO_HORSE_LOUNGE,Box confortable
TID_DECO_HORSE_FEEDER,Mangeoire pour chevaux
TID_DECO_REFEREE_SHED,Tour des stewards
TID_DECO_HORSE_BALLOON,Ballon en forme de cheval
TID_DECO_FLAGGED_FENCE,Clôture à drapeaux
TID_DECO_SPRING_FLOWER_TILE,Dalle fleurie printanière
TID_DECO_HAYPOLE_FENCE,Clôture en foin
TID_DECO_PET_FENCE,Clôture animalière
TID_DECO_GRASS_TILE_LIGHT,Chemin d'herbe claire
TID_DECO_GRASS_TILE_DARK,Chemin d'herbe foncée
TID_DECO_PALETTE_FENCE,Clôture colorée
TID_DECO_BUTTERFLY_HOUSE,Serre de papillons
TID_DECO_SMALL_BIRCH_TREE,Petit bouleau
TID_DECO_BIRCH_TREE,Bouleau
TID_DECO_BIG_BIRCH_TREE,Grand bouleau
TID_DECO_SMALL_BONSAI_TREE,Petit pin taillé
TID_DECO_BONSAI_TREE,Pin taillé
TID_DECO_BIG_BONSAI_TREE,Grand pin taillé
TID_DECO_MEDITERRANEAN_POND,Mare méditerranéenne
TID_DECO_MUDDY_TRAIL,Chemin boueux
TID_DECO_NATURAL_PLANTER,Jardinière naturelle
TID_DECO_HER_JOURNEY,Son voyage
TID_NEW_EVENT_BOARD_HEADER,Tableau des événements
TID_NEW_EVENT_BOARD_SUB_HEADER,Revenez le consulter chaque jour pour voir de nouveaux événements !
TID_NEW_EVENT_BOARD_EMPTY_TAB,Oups ! Aucun événement en cours. Revenez bientôt !
TID_NEW_EVENT_BOARD_EMPTY_LIKED_TAB,Mettez vos événements préférés en favori et montez votre propre tableau !
TID_NEW_EVENT_BOARD_TAB_ONGOING,En cours
TID_NEW_EVENT_BOARD_TAB_UPCOMING,Bientôt
TID_NEW_EVENT_BOARD_TAB_RECENTLY_ENDED,Terminés
TID_NEW_EVENT_BOARD_TAB_LIKED,Favoris
TID_NEW_EVENT_BOARD_TAB_NEW_BADGE,NOUV. !
TID_NEW_EVENT_BOARD_EVENT_STARTS_IN,Début :
TID_NEW_EVENT_BOARD_EVENT_ENDS_IN,Fin :
TID_NEW_EVENT_BOARD_EVENT_LEAVES_IN,Départ :
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_ENABLED,Notifications : oui
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_DISABLED,Notifications : non
TID_NEW_EVENT_BOARD_EVENT_LIKE_ENABLED,Ajouté aux favoris
TID_NEW_EVENT_BOARD_EVENT_LIKE_DISABLED,Supprimé des favoris
TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,L'événement <EVENT_NAME> vient de commencer !
TID_CALENDAR_EVENT_ENDING_DEFAULT_NOTIFICATION,L'événement <EVENT_NAME> est bientôt terminé !
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_TOP_REWARDS,Meilleures récompenses
TID_NEW_EVENT_BOARD_EVENT_GO_BUTTON,C'est parti !
TID_NEW_EVENT_BOARD_EVENT_COLLECT_REWARDS_BUTTON,Récompenses
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATIONS_DISABLED,Activez les notifications d'événement dans les paramètres avancés
TID_NEW_EVENT_BOARD_DERBY_NOTIFICATIONS_DISABLED,Activez les notifications de derby dans les paramètres avancés
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT,Événement disponible au niveau <LEVEL>
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW,Événement disponible au niveau <LEVEL> de la ville
TID_GREG_CALENDAR_EVENT_GIFT_BOX_NOTIFICATION,Un nouveau cadeau est disponible à la ferme de Greg. Allez le récupérer !
TID_ANDROID_NOTIFICATION_CHANNEL_GREG,Ferme de Greg
TID_LOADING,Chargement...
TID_EASTER_EGG1_25,Mouton en chocolat
TID_EASTER_EGG2_25,Abeille en chocolat
TID_EASTER_EGG3_25,Canard en chocolat
TID_EASTER_EGG4_25,Cheval en chocolat
TID_DECO_TOPIARY_LETTER_D,Buisson en forme de D
TID_DECO_TOPIARY_LETTER_H,Buisson en forme de H
TID_DECO_TOPIARY_LETTER_A,Buisson en forme de A
TID_DECO_TOPIARY_LETTER_Y,Buisson en forme de Y
TID_DECO_TOAD_OASIS,Bain des crapauds
TID_DECO_CHEETAH_TOPIARY,Buisson en forme de guépard
TID_DECO_GREEN_ENERGY,Énergie cinétique
TID_DECO_GREEN_FUTURE,Joyeux avenir
TID_DECO_GREEN_GOLD,Poubelle jaune
TID_DECO_GREEN_GLOBE,Monde vert
TID_DECO_CATCHING_SUN,Panneau solaire
TID_DECO_PLANT_WAGON,Vente de fleurs
TID_DECO_HEDGE_PRUNING,Buisson taillé
TID_DECO_ZINNIA_PLANTER,Fleurs zinnia
TID_DECO_CHASING_DROPLETS,Arroseur arrosé
TID_DECO_PRUNING_STATION,Atelier de taille
TID_DECO_POT_DISPLAY,Présentation de fleurs
TID_DECO_FLOWER_BIKE,Vélo bohème
TID_DECO_FLOWER_TRUCK,Camion bohème
TID_DECO_ARTIST_EASEL,Peinture de fleurs
TID_DECO_NAP_IN_SHADE,Petite sieste
TID_DECO_GOLDEN_WEATHERVANE,Girouette
TID_DECO_WISTERIA_PAGODA,Pagode à glycine
TID_DECO_BAMBOO_FOREST,Portail bambou
TID_DECO_BENTO_BOX,Bento
TID_DECO_KATSUNE_BUSH,Buisson kitsune
TID_DECO_WEDDING_GIFTS,Cadeaux de noces
TID_DECO_WEDDING_TABLE,Table de noces
TID_DECO_WEDDING_BENCH,Banc de noces
TID_DECO_WEDDING_ARCH,Arche de noces
TID_DECO_FLOWER_GIRL,Jeune fille aux fleurs
TID_DECO_FIESTA,Fiesta
TID_DECO_PINATA_PARTY,Piñata party
TID_DECO_MARIACHI_CORNER,Coin musical
TID_DECO_PUPPETEERS,Spectacle de marionnettes
TID_DECO_GLITTER_CANNON,Canons à confettis
TID_DECO_CHAMELEON_BALLOON,Ballon caméléon
TID_DECO_COMBINE_HARVESTER,Camion agricole
TID_DECO_WEDDING_FENCE,Clôture de noces
TID_DECO_CHAMOMILE_FENCE,Clôture camomille
TID_DECO_WISTERIA_FENCE,Clôture à glycine
TID_DECO_STONE_TURTLE_PATH,Chemin tortue
TID_SEND_DOUBLE_TRUCK_ORDER,Envoyer
TID_DOUBLE_TRUCK_ORDER_TOOLTIP_GET_REWARD,Gagnez le double de pièces et d'EXP en regardant une pub.
TID_DECO_WISH_TREE,Sapin de vœux
TID_NO_PREVIOUS_GLOBAL_EVENT_ONGOING,Les infos de l'événement général précédent sont indisponibles. Réessayez plus tard !
TID_TUTORIAL_V2_IntroChar,"Salut ! Moi, c'est Tilly. Je suis ravie que quelqu'un ait décidé de s'occuper de cette vieille ferme. Laissez-moi vous donner un coup de main !"
TID_TUTORIAL_V2_Harvest,Quelle jolie couleur ! Ce <cdc634a>blé</c> est prêt à être récolté.
TID_TUTORIAL_V2_Seeding,"Les plantations mettent du temps à pousser, alors plantons plus de <cdc634a>blé</c> en attendant."
TID_TUTORIAL_V2_ClaimHabitat,<disabled>Votre poulailler est prêt ! Terminons-le.
TID_TUTORIAL_V2_PlaceChicken,On devrait ajouter encore quelques <cdc634a>poules</c> au poulailler.
TID_TUTORIAL_V2_PlaceChicken2,Invitons encore une autre amie à plume !
TID_TUTORIAL_V2_PlaceChicken3,<disabled>Que diriez-vous d'une troisième poule ?
TID_TUTORIAL_V2_FeedChickens,On peut enfin les nourrir !
TID_TUTORIAL_V2_BuildFeedMill,"Oh non, elles ont l'air d'avoir faim ! Construisons une <cdc634a>provenderie</c> qui nous permettra de préparer leur nourriture."
TID_TUTORIAL_V2_CompleteFeedMill,"Ça va prendre un peu de temps, mais on peut accélérer le processus."
TID_TUTORIAL_V2_PlaceFields,"On aura besoin de maïs pour la provenderie, plaçons un peu plus de <cdc634a>champs</c> pour en faire pousser."
TID_TUTORIAL_V2_PlantCorn,"Voilà, on peut planter du <cdc634a>maïs</c>, maintenant !"
TID_TUTORIAL_V2_HarvestCorn,C'est le moment de la récolte !
TID_TUTORIAL_V2_SpeedUpCorn,Accélérons un peu ça aussi.
TID_TUTORIAL_V2_ProduceChickenFeed,Et voilà : on a tous les ingrédients qu'il nous faut pour les <cdc634a>rations de volaille</c>.
TID_TUTORIAL_V2_SpeedUpChickenFeed,"Accélérons la provenderie, les poules ont faim !"
TID_TUTORIAL_V2_GuestAppears,"Oh, notre premier visiteur ! Mais ce ne sera pas le dernier, maintenant que la ferme est à nouveau active."
TID_TUTORIAL_V2_BuyBakery,"Nous avons plein de blé, alors construisons une <cdc634a>boulangerie</c> pour en faire du pain !"
TID_TUTORIAL_V2_SpeedBakery,"C'est rapide, mais autant l'accélérer."
TID_TUTORIAL_V2_BakeBread,C'est opérationnel ! Faisons du <cdc634a>pain</c> !
TID_TUTORIAL_V2_SpeedBread,Ça sent bon ! Accélérons la cuisson.
TID_TUTORIAL_V2_SpeedChicken1,Accélérons les poules pour obtenir des <cdc634a>œufs</c>.
TID_TUTORIAL_V2_SpeedChicken2,Pas la peine de marcher sur des œufs ! Accélérez aussi la deuxième <cdc634a>poule</c>.
TID_TUTORIAL_V2_SpeedChicken3,Autant mettre tous vos œufs dans le même panier ! Accélérez aussi la troisième <cdc634a>poule</c>.
TID_TUTORIAL_V2_CollectEggs,"Voilà, récupérons tous nos <cdc634a>œufs</c>."
TID_TUTORIAL_V2_CarArrives,"Regardez, le camion de livraison est arrivé ! Grâce à lui, vous pouvez livrer des produits aux villageois."
TID_TUTORIAL_V2_CompleteFirstOrder,"Les nouvelles commandes seront affichées sur le <cdc634a>panneau des commandes</c>, ici présent."
TID_TUTORIAL_V2_CollectFirstOrder,Quelle efficacité ! Récupérez les récompenses de votre première commande.
TID_TUTORIAL_V2_CompleteSecondOrder,"On vient de recevoir une autre commande ! Décidément, les villageois raffolent de vos produits fermiers !"
TID_TUTORIAL_V2_SellBread1,"C'est d'ici que vient cette délicieuse odeur de pain ? Oh, mais j'en oublie les bonnes manières ! Je m'appelle Joan."
TID_TUTORIAL_V2_SellBread2,<disabled>Vendons notre pain à Joan !
TID_TUTORIAL_V2_GregAppears,Encore de la visite !
TID_TUTORIAL_V2_GregIntro,"Bonjour, cher voisin ! Je m'appelle Greg. Vous avez besoin d'outils pour faire un peu de place sur votre ferme ? Rendez-moi visite à l'occasion, j'en ai quelques-uns à vendre."
TID_TUTORIAL_V2_OpenFriendBar,"Greg a raison, de quoi déblayer le terrain ne serait pas de refus."
TID_TUTORIAL_V2_VisitGreg,Rendons visite à notre cher voisin Greg !
TID_TUTORIAL_V2_GregsFarm,Bienvenue dans ma ferme ! N'hésitez pas à faire un tour dans mon échoppe pour voir ce que j'ai à vendre !
TID_TUTORIAL_V2_GregShop,Appuyez sur l'échoppe pour voir les articles disponibles.
TID_TUTORIAL_V2_GregLeave,"Merci pour votre venue ! Je réapprovisionne l'échoppe tous les jours, donc n'hésitez pas à revenir !"
TID_TUTORIAL_V2_BackHome,"Bon, je file ! La ferme est entre de bonnes mains désormais. Continuez à faire pousser vos récoltes, nourrissez bien vos animaux et n'oubliez pas de consulter le panneau des commandes de temps en temps !"
TID_CUSTOMIZATION_BIRTHDAY_2025,Anniversaire 2025
TID_DECO_SUPERCELL_STORE_01,Pile de doudous
TID_DECO_SUPERCELL_STORE_02,Petit bois paisible
TID_ANIMAL_ACCESSORY_EARTHDAY_HEADBAND,Serre-tête Terre bleue
TID_ANIMAL_ACCESSORY_FLORAL_BRAID,Tresses colorées
TID_DECO_CAMPER_VAN,Camping-car
TID_DECO_CLIMBING_GEAR,Matos d'escalade
TID_DECO_RAFTING_GEAR,Matos de rafting
TID_DECO_CAMP_GRILL,Barbecue de camping
TID_DECO_CAMP_RADIO,Radio de camping
TID_DECO_LOOKOUT_TOWER,Tour d'observation
TID_DECO_CAMPING_GEAR,Matos de camping
TID_DECO_CAMP_SIGNPOST,Panneaux de camping
TID_DECO_NO_FIRE_SIGN,Feu interdit
TID_DECO_GROOVY_FENCE,Clôture bohème
TID_DECO_GROOVY_TILE,Chemin bohème
TID_DECO_GROOVY_BUG,Deudeuche bohème
TID_DECO_GROOVY_VAN,Van bohème
TID_DECO_GROOVY_PEACE_DOVES,Colombes bohèmes
TID_DECO_GROOVY_MRS_SCARECROW,Mme Épouvantail bohème
TID_DECO_GROOVY_MR_SCARECROW,M. Épouvantail bohème
TID_DECO_GROOVY_EGGCHAIR,Fauteuil bohème
TID_DECO_GROOVY_GUITAR_CASE,Housse de guitare bohème
TID_DECO_GROOVY_SIDE_TABLE,Commode bohème
TID_DECO_GROOVY_CORNER,Coin bohème
TID_DECO_GROOVY_GUITAR_PLAYER,Guitariste bohème
