TID,CH
TID_DECO_CLOTHES_DRYER,晾衣架
TID_DECO_FESTIVE_STAGE,节日舞台
TID_DECO_RAILROAD_FENCE,铁路栅栏
TID_DECO_FLOWERSHOP_FENCE,花坊栅栏
TID_DECO_FLOWER_TILE,鲜花地砖
TID_DECO_SPRING_BENCH,春日长椅
TID_DECO_DUCK_POND,小鸭池塘
TID_DECO_SNOWDROP,雪钟花
TID_DECO_TROPICAL_PAPERLANTERN,热带风情纸灯笼
TID_DECO_TROPICAL_FLAMINGO,热带风情火烈鸟
TID_DECO_TROPICAL_BENCH,热带风情长椅
TID_DECO_TROPICAL_STAND,热带风情小摊
TID_DECO_TROPICAL_PICNIC,热带风情野餐
TID_DECO_TROPICAL_FENCE,热带风情栅栏
TID_REENGAGEMENT_TAP_TO_CONTINUE,点击继续
TID_REENGAGEMENT_WELCOME_1,哈喽？谁来了？
TID_REENGAGEMENT_WELCOME_2,哇，是你呀！欢迎回来。\n\n你休假这段时间都是我在打理农场。假期过得怎么样呀？
TID_REENGAGEMENT_WELCOME_3,你可能还沉浸在假日的美好回忆中。\n\n我来给你点提示，帮你找回经营农场的状态吧。
TID_REENGAGEMENT_ORDER_BOARD_TEXT,首先，这是订单板。选择你想完成的订单，点击交易就可以获得金币和经验值，送货的事就交给小卡车吧。
TID_REENGAGEMENT_FARMPASS_TEXT,想扩大经营规模？你可以在这里畅玩农场勋章季，完成更多任务，赢取更多奖励。
TID_REENGAGEMENT_THUMBS_UP,另外，多熟悉熟悉农场里的物品，你会发现更多精彩内容。它们就在那儿，你只要四处逛逛就能找到。
TID_REENGAGEMENT_REWARDS_TEXT,这是送给你的，帮你加速农场发展！
TID_REENGAGEMENT_REWARDS_BUTTON,好耶!
TID_REENGAGEMENT_THANKS_BUTTON1,真棒!
TID_REENGAGEMENT_THANKS_BUTTON2,太好了!
TID_REENGAGEMENT_THANKS_BUTTON3,谢啦，格雷格!
TID_REENGAGEMENT_VISITORS_TEXT,多留意农场里的访客，接下来<DAYS>天，他们会以非常诱人的价格求购物品。
TID_REENGAGEMENT_TOM_TEXT,还记得汤姆吗？他说有东西要给你，最好去找下他。
TID_REENGAGEMENT_FOREST_TEXT,接下来<DAYS>天，移除树木、灌木和岩石都免费。别急，慢慢来。
TID_REENGAGEMENT_BARN_FULL,哎呀！货仓满了，别担心！\n我为你准备了一次免费升级的福利，快去升级吧！
TID_REENGAGEMENT_SILO_FULL,哎呀！粮仓满了，别担心！\n我为你准备了一次免费升级的福利，快去升级吧！
TID_REENGAGEMENT_SILO_FULL_PRO_TIP,专家建议：在路边小店出售物品、完成卡车订单和航运订单，为你的仓库腾出更多空间！
TID_SEASONAL_EASTER_REWARD_TITLE,春季节日活动已结束！
TID_SEASONAL_EASTER_REWARD_TEXT,制作复活节彩蛋真的很有意思，但现在活动该结束了！\n\n别担心，您剩下的巧克力兔子已转换为金币。
TID_SEASONAL_EASTER_OBJECT_TEXT,活动期间，您将获得一座特殊的限时生产设施——复活节彩蛋机。您可以在那里制作复活节彩蛋，并将彩蛋通过货船送往其他地方。\n\n活动结束后，该特殊生产设施将从您的农场中移除！
TID_SEASONAL_EASTER_OBJECT_TITLE,春季节日生产设施！
TID_TIME_CUT_PERCENT_DESCRIPTION,观看广告可缩短<PERCENT>%的生产时间。
TID_BOOSTER_PACK_4,加速器礼包4
TID_MUTED_FEATURE_DISABLED_MESSAGE,您已被屏蔽，请前往\q帮助与支持\q了解具体情况。
TID_MUTED_POPUP_TITLE,您已被屏蔽
TID_MUTED_POPUP_BUTTON,了解
TID_WARNING_POPUP_TITLE,您已被警告
TID_WARNING_POPUP_BUTTON,了解
TID_DAILY_REWARD,每日奖励
TID_DECO_FLYING_GOAT,飞天山羊
TID_DECO_HIT_OR_MISS,欢乐投球
TID_DECO_POPPING_BALLOONS,射气球
TID_DECO_FITTING_ROOM,变装秀
TID_DECO_BUNNY_SURPRISE,兔子惊喜
TID_DECO_BUNNY_SPRINGER,兔兔摇摇乐
TID_DECO_CARVED_BUNNY,木雕小兔
TID_DECO_EGG_HUNT,彩蛋寻宝
TID_DECO_BUNNY_BOUNCY,兔子蹦床
TID_DECO_CARNIVAL_LAMP,嘉年华灯柱
TID_DECO_CARNIVAL_BALLOON,嘉年华气球
TID_DECO_CARNIVAL_CANON,嘉年华礼炮
TID_DECO_CARNIVAL_SURPRISE,嘉年华惊喜
TID_DECO_CARNIVAL_PUPPIES,嘉年华狗狗
TID_DECO_CARNIVAL_TRACTOR,嘉年华拖拉机
TID_DECO_CARNIVAL_GATE,嘉年华大门
TID_DECO_CARNIVAL_CAROUSEL,嘉年华旋转木马
TID_DECO_CARNIVAL_JESTER,嘉年华小丑
TID_DECO_CARNIVAL_BOAT,嘉年华游船
TID_LOGIN_RESTRICTED_BY_LOCATION,您当前所在地区不支持登录
TID_DECO_CRAB_STATUE,螃蟹木雕
TID_DECO_PEARL_GUARDIANS,珍珠守护蟹
TID_DECO_CRAB_FLOATER,螃蟹浮艇
TID_DECO_SURFBOARDS,冲浪板
TID_DECO_RATTAN_TABLE,藤木桌椅
TID_DECO_BARREL_FENCE,木桶栅栏
TID_HERON1,栗腹鹭
TID_HERON2,三色鹭
TID_HERON3,蓝嘴黑顶鹭
TID_HERON_DESCRIPTION,喂食以获取经验值
TID_PRODUCT_OMELET_COLORFUL,什锦欧姆蛋
TID_PRODUCT_OMELET_SPRING,春日欧姆蛋
TID_PRODUCT_OMELET_RICE,蛋包饭
TID_PRODUCT_OMELET_CHEESE,芝士欧姆蛋
TID_PRODUCT_OMELET_POTATO,土豆欧姆蛋
TID_OMELET_MAKER_PRODUCT_DESCRIPTION,在欧姆蛋小摊中制作
TID_OMELET_MAKER,欧姆蛋小摊
TID_OMELET_MAKER_DESCRIPTION,制作各种欧姆蛋
TID_DECO_PUMPKIN_GNOME,南瓜地精
TID_DECO_APPLE_HARVESTING,苹果大丰收
TID_DECO_MUSHROOM_TABLE,蘑菇小桌
TID_DECO_AUTUMN_UMBRELLA,秋日雨伞
TID_DECO_AUTUMN_LAUNGER,秋日躺椅
TID_DECO_AUTUMN_PAVILION,秋日凉亭
TID_DECO_GRAVEL_GRAY,灰色砂砾路
TID_DECO_GRAVEL_WHITE,白色砂砾路
TID_DECO_GRAVEL_PASTEL,淡彩砂砾路
TID_DECO_GRAVEL_BROWN,铜色砂砾路
TID_DECO_GRAVEL_PATTERN,花纹砂砾路
TID_LEAFYTREE_SMALL2,小紫叶树
TID_LEAFYTREE_SMALL3,小红叶树
TID_LEAFYTREE_SMALL4,小橙叶树
TID_LEAFYTREE_SMALL5,小黄叶树
TID_LEAFYTREE_SMALL6,繁茂小绿树
TID_LEAFYTREE_SMALL7,深绿叶小树
TID_LEAFYTREE_SMALL8,冬日小银树
TID_DECO_WINTER_TREE,冬日银树
TID_BIRTHDAY_TASK_NEXT_IN,还需等待：
TID_BIRTHDAY_TASK_EXPIRED,已过期
TID_BIRTHDAY_TASK_CLAIM,收集
TID_BIRTHDAY_TASK_TAKE_TASK,领取
TID_BIRTHDAY_TASK_RENEW_TASK,恢复
TID_BIRTHDAY_TASK_ADD_ONE_TASK_TEXT,您可以在队列中添加更多任务。
TID_BIRTHDAY_TASK_ADD_ONE_TASK_BUTTON,添加1项任务
TID_BIRTHDAY_TASKS_LEFT,任务队列
TID_BIRTHDAY_TASKS_LEFT_TODAY,今日任务队列
TID_BIRTHDAY_TASKS_DONE_TITLE,已完成
TID_BIRTHDAY_TASKS_DONE_TODAY_TITLE,今日已完成
TID_BIRTHDAY_TASKS_REMAINING_TOOLTIP,活动期间的任务总数有限！\n\n撕毁任务可能会导致您因积分不足而错过最终奖励，因此在撕毁前请谨慎考虑。
TID_BIRTHDAY_TASKS_REMAINING_TODAY_TOOLTIP,您每日可领取的免费任务数量有限！任务队列每<HOURS>小时添加一批任务。\n\n可领取的任务数量无法累积，因此每天都要尽量完成更多任务，赢取更多积分。
TID_BIRTHDAY_REWARD_ALREADY_CLAIMED,已领取该奖励
TID_BIRTHDAY_REWARD_NOT_ENOUGH_POINTS,还需更多积分才能解锁该奖励
TID_BIRTHDAY_EVENT_ENDS_IN,离活动结束还有<TIME>
TID_BIRTHDAY_EVENT_TIME_TO_COLLECT_REWARDS,离领取奖励还有：<TIME>
TID_BIRTHDAY_DISCARD_TASK_POPUP_TITLE,确定要撕毁任务吗？
TID_BIRTHDAY_DISCARD_TASK_POPUP_NO,取消
TID_BIRTHDAY_DISCARD_TASK_POPUP_YES,撕毁
TID_BIRTHDAY_DISCARD_TASK_POPUP_DESCRIPTION,您确定吗？您将失去该任务的积分，且该任务仍会占用您的每日任务额度。
TID_BIRTHDAY_TASK_NOTE,您一次只能领取一个任务
TID_BIRTHDAY_TASK_ACTIVE,当前任务
TID_BIRTHDAY_TASK_OTHER_ACTIVE,您需要先完成当前的任务才能领取新任务
TID_BIRTHDAY_EVENT_TOOLTIP_POINTS,积分
TID_BIRTHDAY_EVENT_TOOLTIP_POINTS_TO_NEXT_REWARD,下一项奖励还需
TID_BIRTHDAY_EVENT_INFO_TITLE,如何参加
TID_BIRTHDAY_EVENT_INFO_STEP1,从任务板上领取任务
TID_BIRTHDAY_EVENT_INFO_STEP2,完成任务并收集积分
TID_BIRTHDAY_EVENT_INFO_STEP3,使用积分解锁奖励
TID_BIRTHDAY_EVENT_INFO_STEP4,收集积分，赢取排行榜奖励
TID_BIRTHDAY_EVENT_INFO_DESCRIPTION,您可以撕毁任务，但您可领取的任务总数是有限的。
TID_BIRTHDAY_EVENT_INFO_DAILY_DESCRIPTION,您可以撕毁任务，但每日任务的总数是有限的。
TID_BIRTHDAY_EVENT_INFO_DESCRIPTION_LEADERBOARD,您可以撕毁任务，但您可领取的任务总数是有限的。完成奖励之路后，大家仍可参与排行榜比拼。记得领取您的奖励哦！
TID_BIRTHDAY_EVENT_INFO_DAILY_DESCRIPTION_LEADERBOARD,您可以撕毁任务，但每日任务的数量是有限的。完成奖励之路后，大家仍可参与排行榜比拼。记得领取您的奖励哦！
TID_BIRTHDAY_EVENT_COMPLETE_TITLE,恭喜！
TID_BIRTHDAY_EVENT_COMPLETE_TITLE_BUT_LEADERBOARD_ACTIVE,继续参加活动以赢取排行榜奖励
TID_BIRTHDAY_EVENT_ENDED_TITLE,活动已结束
TID_BIRTHDAY_EVENT_ALL_DAILY_TASKS_DONE,更多任务还需等待：\n<TIME>
TID_BIRTHDAY_EVENT_REMEMBER_TO_CLAIM_YOUR_REWARDS,下次别忘了查看排行榜哦！
TID_BIRTHDAY_EVENT_FINAL_RANK_TEXT,您排名第<RANK>，可获得奖励：
TID_BIRTHDAY_EVENT_DISCARD_EXPIRED_TASK_FIRST_FLOATER_TEXT,请先撕毁或恢复过期的任务
TID_PLACEHOLDER_PRODUCT,Placeholder - change asset once ready
TID_PLACEHOLDER_PRODUCT_DESCRIPTION,Placeholder - change asset once ready
TID_ADVANCE_SETTINGS_CHOOSE_YOUR_FARM_POPUP,\q选择您的农场\q弹窗
TID_ADVANCE_SETTINGS_CHOOSE_YOUR_FARM_POPUP_HEADER,历史账号选择
TID_CHOOSE_ACCOUNT_POPUP_DONT_SHOW_AGAIN,不再显示
TID_CHOOSE_ACCOUNT_POPUP_DONT_SHOW_AGAIN_DESCRIPTION,您可以在高级设置中重新勾选弹窗提醒
TID_CUSTOMIZATION_BIRTHDAY2023,生日嘉年华
TID_TOOLTIP_LINK_GO_TO,前往
TID_NH_FAMILY_FRIENDLY,全年龄
TID_NH_FAMILY_FRIENDLY_DESCRIPTION,由于任何人都可以加入全年龄社区，我们将采取额外的预防措施来确保低年龄玩家的安全。
TID_DECO_LIFEGUARD,救生椅
TID_DECO_SUN_LOUNGERS,太阳椅
TID_DECO_POOL_PARTY,泳池派对
TID_DECO_RUSTIC_PICNIC,田园野餐
TID_DECO_TALLEST_SUNFLOWER,高杆向日葵
TID_DECO_HOOPLA,趣味套环
TID_DECO_APPLE_THROWING,扔苹果比赛
TID_DECO_BROWN_SUNFLOWER_PATH,深棕向日葵小路
TID_DECO_MINT_SUNFLOWER_PATH,薄荷向日葵小路
TID_DECO_SUNFLOWER_FENCE,向日葵栅栏
TID_MEERKAT_PUP1,红色小狐獴
TID_MEERKAT_PUP2,棕色小狐獴
TID_DECO_SAVANNAH_CACTUS,草原仙人掌
TID_DECO_DRY_GRASS,干枯草丛
TID_CROP_ASPARAGUS,芦笋
TID_PRODUCTION_TIME_CUT_DONE_TOOLTIP_TEXT,该产品的生产时间已缩短：
TID_PRODUCTION_TIME_CUT_DONE_TOOLTIP_BUTTON,太棒啦!
TID_DECO_CRAB_HIDEOUT,螃蟹秘密基地
TID_DECO_BEACH_CORALS,海滩珊瑚
TID_DECO_RATTAN_BENCH,藤木长椅
TID_GENERIC_COLLECTION_TASK,收集任务：\n<FRUIT>x<NUMBER>
TID_DECO_SURF_RENTAL_STAND,冲浪板租赁点
TID_DECO_WICKER_BENCH,藤木长椅
TID_DECO_PUMPKIN_FENCE,南瓜栅栏
TID_DECO_WICKER_FENCE,藤木栅栏
TID_DECO_ROUND_STONE_PATH,圆石小径
TID_DECO_SURF_FLOWER_PIANO,冲浪鲜花钢琴
TID_DECO_CALLUNA_PATCH,帚石楠丛
TID_DECO_FLOWER_PIANO,节日钢琴
TID_PENGUIN_HOUSE,企鹅之家
TID_PENGUIN_HOUSE_SHOP_DESCRIPTION,可容纳<CAPACITY>只企鹅
TID_CROP_OATS,燕麦
TID_DECO_FLOATED_WOOD,浮木
TID_DECO_SAND_PLANT,沙地绿植
TID_DECO_LAUNDRY_RACK,晾晒区
TID_DECO_INSECT_HOUSE,昆虫小屋
TID_DECO_KENNEL,舒适狗屋
TID_DECO_MUSHROOM_BENCH,蘑菇长椅
TID_DECO_AUTUMN_PATH,金秋小径
TID_DECO_LAUNDRY,手洗衣物
TID_DECO_RAZOR_GOLD_STATUE,Razer Gold雕像
TID_DECO_DRAGON_FENCE,金龙栅栏
TID_DECO_MOONCAKE_TABLE,月饼方桌
TID_DECO_MOONCAKE_STATUE,月饼雕像
TID_DECO_MOONCAKE_TILE,月饼地砖
TID_DECO_MOONCAKE_BUNNYBALLOON,月兔气球
TID_DECO_FLYING_GNOME_WITCH,飞天女巫地精
TID_DECO_GRANDMA_PLANT,老奶奶盆栽
TID_DECO_VOODOO_SHRINE,巫术祭坛
TID_DECO_SKULLBIRD_SWING,骷髅鸟秋千
TID_DECO_SPIDER_DEN,蜘蛛巢穴
TID_DECO_BONES_FENCE,骨头栅栏
TID_DECO_MAIBAUM,五朔节花柱
TID_DECO_PRETZEL_PICNIC,德国结面包野餐
TID_DECO_OKTOBERFEST_TABLE,德国啤酒节餐桌
TID_DECO_BAVARIAN_PATH,巴伐利亚小径
TID_DECO_MOON_AND_STARS,星与月
TID_DECO_BUNNY_ROCKET,自制火箭
TID_DECO_STAR_GAZING,观星绵羊
TID_DECO_ALIEN_VISITOR,天外来客
TID_LEADERBOARD_BOAT_ERROR_ADD_FRIENDS,暂无好友登上排行榜！
TID_DECO_SIZE,尺寸：<WIDTH>x<HEIGHT>
TID_DECO_NEEDLECHICKEN,母鸡针垫
TID_DECO_TUBA_PIG,吹号猪猪
TID_DECO_ACCORDEON_PIG,手风琴猪猪
TID_DECO_DIRLDN_PIG,巴伐利亚裙猪猪
TID_DECO_SMALL_HORNOFPLENTY,小型丰收号角
TID_DECO_SETTLER_FEMALE,女移民地精
TID_DECO_SETTLER_MALE,男移民地精
TID_DECO_THANKS_BOUQUE_S,小号感恩节花束
TID_DECO_THANKS_BOUQUE_M,中号感恩节花束
TID_DECO_THANKS_TABLE,感恩节餐桌
TID_DECO_MOONFISH_LANTERN,锦鲤灯笼
TID_DECO_MOONBUNNY_SHRINE,月兔门坊
TID_DECO_MOONLANTERN_CARRIER,中秋灯笼
TID_DECO_MOONBUNNY_STATUE,月兔雕像
TID_DECO_ASTRONOMER,天文学家
TID_DECO_TESTFLIGHT,试飞员
TID_DECO_SCIENCE_BOARD,科研黑板
TID_DECO_CHEESEMOON_PATH,月面小径
TID_PORRIDGE_BAR,麦片粥小摊
TID_PORRIDGE_BAR_DESCRIPTION,制作各种麦片粥
TID_PORRIDGE_BAR_PRODUCT_DESCRIPTION,在麦片粥小摊中制作
TID_PRODUCT_PORRIDGE_APPLE,苹果麦片粥
TID_PRODUCT_PORRIDGE_SWEET,香甜麦片粥
TID_PRODUCT_PORRIDGE_FRESH,清爽麦片粥
TID_DECO_SPIDER_FENCE,蜘蛛栅栏
TID_PRODUCT_COCONUTBARS,菠萝椰子酥
TID_PRODUCT_RICHSOAP,高级香皂
TID_PENGUIN1,蓝色企鹅
TID_PENGUIN2,灰色企鹅
TID_DERBY_TASK_HARVEST_CABBAGE_DESCRIPTION,收获<NUMBER>块卷心菜地
TID_DERBY_TASK_HARVEST_CLAY_DESCRIPTION,收获<NUMBER>块黏土地
TID_DERBY_TASK_HARVEST_CHICKPEA_DESCRIPTION,收获<NUMBER>块鹰嘴豆地
TID_DERBY_TASK_HARVEST_PASSIONFRUIT_DESCRIPTION,收获<NUMBER>块百香果地
TID_DERBY_TASK_HARVEST_ASPARAGUS_DESCRIPTION,收获<NUMBER>块芦笋地
TID_DERBY_TASK_HARVEST_OATS_DESCRIPTION,收获<NUMBER>块燕麦地
TID_EVENT_LEADERBOARD_JOIN_DESCRIPTION,收集<POINTS>积分以加入排行榜，冲击超赞奖励！
TID_EVENT_LEADERBOARD_HEADER,排行榜
TID_EVENT_LEADERBOARD_INFO_HEADER,排行榜信息
TID_EVENT_LEADERBOARD_INFO_TEXT,欢迎来到排行榜！
TID_EVENT_LEADERBOARD_INFO_TEXT_1,您可以通过排行榜获得额外奖励，包括游戏内货币、加速器和季节性装饰物。领取并完成任务，收集活动积分。排行榜和奖励会在每次活动开始时重置，赶快行动起来吧！
TID_EVENT_LEADERBOARD_INFO_TEXT_2,根据农场等级，您将和来自各地的其他玩家分到一组，进行公平、友好的比拼！
TID_EVENT_LEADERBOARD_INFO_TEXT_3,奖励之路完成了？还有更多乐趣等着您！大家可以在活动期间参与排行榜比拼。记得继续收集活动积分哦！
TID_SUPER_BOOSTER_FASTER_PRODUCTION,超级加速器
TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,在接下来的<TIME>小时内，<PARAM1>的生产速度x<MULTIPLIER>
TID_SUPER_BOOSTER_PERCENTAGE_FASTER,<PARAM>x
TID_OFFER_SUPER_BOOSTER_BAKERY,- <AMOUNT>个<NAME>：面包房超级加速器（<STARS>星）
TID_OFFER_SUPER_BOOSTER_ANIMAL_FEED,- <AMOUNT>个<NAME>：饲料厂超级加速器（<STARS>星）
TID_OFFER_SUPER_BOOSTER_DAIRY,- <AMOUNT>个<NAME>：乳品厂超级加速器（<STARS>星）
TID_OFFER_SUPER_BOOSTER_SUGAR_MILL,- <AMOUNT>个<NAME>：制糖厂超级加速器（<STARS>星）
TID_OFFER_SUPER_BOOSTER_LOOM,- <AMOUNT>个<NAME>：织布机超级加速器（<STARS>星）
TID_OFFER_SUPER_BOOSTER_SMELTER,- <AMOUNT>个<NAME>：炼金炉超级加速器（<STARS>星）
TID_STORED_BOOSTER_COUNT_ONE,您拥有1个此类型的加速器
TID_STORED_BOOSTER_COUNT,您拥有<AMOUNT>个此类型的加速器
TID_BOOSTER_FILTER_NEWEST,最新
TID_BOOSTER_FILTER_STARS,星级
TID_BOOSTER_FILTER_FARM,农场
TID_BOOSTER_FILTER_FISHING,钓鱼区
TID_BOOSTER_FILTER_TOWN,小镇
TID_BOOSTER_FILTER_PROGRESS,进度
TID_BOOSTER_FILTER_PURCHASED,购买获得
TID_BOOSTER_FILTER_HEADER,排序方式
TID_FARM_PASS_PERK_EXTRA_SILO_CAPACITY,额外粮仓容量
TID_FARM_PASS_PERK_EXTRA_WAREHOUSE_CAPACITY,额外货仓容量
TID_FARM_PASS_PERK_EXTRA_SILO_CAPACITY_DESC,您的粮仓容量额外提升<AMOUNT>，持续到本次勋章季结束。
TID_FARM_PASS_PERK_EXTRA_WAREHOUSE_CAPACITY_DESC,您的货仓容量额外提升<AMOUNT>，持续到本次勋章季结束。
TID_SILO_FARM_PASS_EXTRA_CAPACITY_NO_PASS,通过农场勋章\n获得额外容量
TID_SILO_FARM_PASS_EXTRA_CAPACITY_ACTIVE,容量从<OLD>提升至<NEW>
TID_SILO_FARM_PASS_EXTRA_CAPACITY_NOT_ACTIVE,再获取<POINTS>积分以解锁额外容量
TID_SILO_FARM_PASS_EXTRA_CAPACITY_LOW_LEVEL,<LEVEL>级可解锁农场勋章季，有机会获得额外容量。
TID_SILO_FARM_PASS_EXTRA_CAPACITY_CLAIM,领取农场勋章的额外容量奖励
TID_SUPER_BOOSTER_FASTER_SPEED,速度
TID_SHOP_ONE_SUPER_BOOSTER,超级加速器！
TID_SHOP_MULTIPLE_SUPER_BOOSTERS,超级加速器！
TID_TASK_EVENT_NOTIFICATION_RANK_UP,您的排名上升了<NUMBER>名
TID_TASK_EVENT_NOTIFICATION_RANK_UP_ONE_PLACE,您的排名上升了1名
TID_TASK_EVENT_NOTIFICATION_TIER_DOWN,您的排名掉出了前<NUMBER>名
TID_TASK_EVENT_NOTIFICATION_ENTERED_LEADERBOARD,您已进入排行榜
TID_GIFT_BOX1_23,圆盒礼物
TID_GIFT_BOX2_23,红色礼物
TID_GIFT_BOX3_23,黄色礼物
TID_GIFT_BOX4_23,小火车礼物
TID_EVENT_LEADERBOARD_INFO_TEXT_PART1,您可以通过排行榜获得额外奖励，包括游戏内货币、加速器和季节性装饰物。领取并完成任务，收集活动积分。排行榜和奖励会在每次活动开始时重置，赶快行动起来吧！
TID_EVENT_LEADERBOARD_INFO_TEXT_PART2,根据农场等级，您将和来自各地的其他玩家分到一组，进行公平、友好的比拼！
TID_EVENT_LEADERBOARD_INFO_TEXT_PART3,奖励之路完成了？还有更多乐趣等着您！大家可以在活动期间参与排行榜比拼。记得继续收集活动积分哦！
TID_TIME_LIMITED_OFFER_BUNDLE_CONTENTS,礼包内容
TID_PRODUCT_DECADENT_MILKSHAKE,香草奶昔
TID_PRODUCT_MOCHA_MILKSHAKE,摩卡奶昔
TID_PRODUCT_FRUITY_MILKSHAKE,水果奶昔
TID_MILKSHAKE_BAR_PRODUCT_DESCRIPTION,在奶昔店中制作
TID_MILKSHAKE_BAR,奶昔店
TID_MILKSHAKE_BAR_DESCRIPTION,制作各种奶昔
TID_DECO_SLIPPERY_SLOPE,滑雪坡
TID_DECO_LOVE_LETTERS,浪漫情书
TID_DECO_GETAWAY,休闲时光
TID_DECO_PRANKSTERS,快乐捣蛋鬼
TID_DECO_RIGHT_WAY,雪道方向标
TID_DECO_LOVELY_PICNIC,爱心野餐
TID_DECO_BAKEOFF,烘焙小鸡
TID_DECO_EGGSHELL_BED,蛋壳小床
TID_DECO_VALLEY_CUBA,香车咖啡
TID_DECO_VALLEY_NZ,橄榄球迷
TID_DECO_VALLEY_LATVIA,民族舞者
TID_DECO_VALLEY_UGANDA,水果小贩
TID_DECO_VALLEY_PAKISTAN,嘟嘟车小摊
TID_DECO_VALLEY_GREENLAND,双胞胎山羊
TID_DECO_SHORE_FLOWERS,岸边小花
TID_DECO_ROCKY_SHORE,岩石海岸
TID_DECO_MARSHMALLOW_MOMENT,烤棉花糖
TID_DECO_WINTER_HOTTUB,冬日浴池
TID_DECO_YULE_GOAT,圣诞山羊
TID_DECO_SWEET_BOOTH,糖果摊
TID_DECO_WRAPPING_BOOTH,礼品包装铺
TID_DECO_HOT_CHOCOLATE_BOOTH,热巧克力摊
TID_DECO_SNOWFIGHT,雪球大战
TID_DECO_HOLIDAY_CAROLS,节日颂歌
TID_DECO_CHESTNUT_BOOTH,炒板栗摊
TID_DECO_MARKET_GATE,市集彩门
TID_DECO_MARKET_TABLE,市集小桌
TID_DECO_SNOWMOBILE,雪地摩托
TID_DECO_TREE_DELIVERY,圣诞树快递
TID_DECO_MARKET_GAME,市集小游戏
TID_DECO_MARKET_CART,市集手推车
TID_DECO_GIFT_LAMP,圣诞礼物灯
TID_DECO_GIFT_ARCH,礼物拱门
TID_DECO_MARKET_FEAST,市集美食
TID_DECO_HOUR_GLASS,沙漏
TID_DECO_CUCKOO_CLOCK,布谷鸟闹钟
TID_DECO_WEATHER_HOUSE,气象小屋
TID_DECO_HOLIDAY_STOCKING,节日长袜
TID_DECO_NEON_LIGHT,霓虹灯
TID_DECO_DRAGON_SWING,金龙秋千
TID_DECO_DRAGON_CHASE,龙跃宝盒
TID_DECO_DRAGON_DANCE,舞龙表演
TID_DECO_DRAIN_DRAGON,祥龙出没
TID_DECO_DRAGON_POOL,盘龙充气池
TID_DECO_MARKET_FENCE,市集栅栏
TID_DECO_GIFT_FENCE,礼物栅栏
TID_DECO_CLEARED_SNOWPATH,雪清小道
TID_CUSTOMIZATION_WINTER2023,冬日
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_TITLE,礼券领取失败
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_ALREADY_CLAIMED,已领取过该礼券
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_EXPIRED,礼券已过期
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_INVALID_CODE,您的礼券代码有误，请使用正确的代码重试。
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_INVALIDATED,礼券已失效
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_UNKNOWN,出错了，请稍后重试。
TID_SPELL_FACTORY_VOUCHER_CLAIM_SUCCESS_TITLE,奖励已收到
TID_SPELL_FACTORY_VOUCHER_CLAIM_SUCCESS_TEXT,礼券兑换成功
TID_SPELL_FACTORY_VOUCHER_CLAIM_HEADER,领取奖励
TID_SPELL_FACTORY_VOUCHER_CLAIM_TEXT,点击\q领取\q按钮，领取您的奖励。
TID_SPELL_FACTORY_VOUCHER_CLAIM_BUTTON,领取
TID_SPELL_FACTORY_VOUCHER_OKAY_BUTTON,确定
TID_FARM_PASS_SECTION_UNLOCKED,第<NUM>部分已解锁！
TID_EVENT_BOARD_EVENT_ENDED_POSTER,活动已结束
TID_EVENT_BOARD_TASK_EVENT_ENDED_POSTER_TEXT,活动已结束，但您还有时间领取奖励，要抓紧哦！
TID_PLAYER_AGE_TITLE,您的年龄是？
TID_FARM_PASS_BUY_BUNDLE_ALL_BUTTON,获取全部
TID_FARM_PASS_BUY_BUNDLE_REST_BUTTON,购买礼包
TID_FARM_PASS_TIER_N,第<NUM>阶
TID_FARM_PASS_TIER_1,农场勋章
TID_FARM_PASS_TIER_2,派对勋章
TID_FARM_PASS_TIER_3,节日勋章
TID_TUTORIAL_EXISTING_PLAYER_AGE,亲爱的农场主，您好！我们的农场既安全又友好，适合所有人加入。请输入您的年龄，一起打造更好的《卡通农场》！
TID_FARM_PASS_GET_FARM_PASS_1_POPUP_TITLE,欢迎获取农场勋章！
TID_FARM_PASS_GET_FARM_PASS_2_POPUP_TITLE,欢迎获取派对勋章！
TID_FARM_PASS_GET_FARM_PASS_3_POPUP_TITLE,欢迎获取节日勋章！
TID_FARM_PASS_GET_FARM_PASS_TWO_TIERS_POPUP_TITLE,欢迎获取派对礼包！
TID_FARM_PASS_GET_FARM_PASS_ALL_TIERS_POPUP_TITLE,欢迎获取农场勋章礼包！
TID_AGE_GATE_NEW_PLAYERS_LINK_TEXT,继续游戏则表示您同意我们的<TOS>《服务条款》</TOS>。点击<PP>此处</PP>了解我们如何处理您的个人数据。
TID_AGE_GATE_EXISTING_PLAYERS_LINK_TEXT,点击<PP>此处</PP>了解我们如何处理您的数据。
TID_FARM_PASS_GET_FARM_PASS_1_POPUP_BUTTON,获取农场勋章!
TID_FARM_PASS_GET_FARM_PASS_2_POPUP_BUTTON,获取派对勋章!
