TID,IT
TID_DECO_EVENT_INACTIVE_GOTO_ALBUM,Apri l'album
TID_DECO_EVENT_INACTIVE_GOTO_SHOP,Vai al negozio
TID_GIFT_BOX1_24,Regalo a pois
TID_GIFT_BOX2_24,Regalo del maialino
TID_GIFT_BOX3_24,Regalo rosso
TID_GIFT_BOX4_24,Borsa regalo
TID_DECO_EVENT_CHALLENGE_NEW,Nuova
TID_DECO_EVENT_CHALLENGES_HEADER,Bacheca degli incarichi per i design
TID_DECO_EVENT_CHALLENGES_CLAIM,Ritira i premi dopo aver inviato il design!
TID_DECO_EVENT_SHOP_NO_CURRENCY,Non hai abbastanza rullini! Completa gli incarichi per riceverne di più.
TID_DECO_EVENT_PURCHASE_CONFIRM_TITLE,Conferma dello scambio
TID_DECO_EVENT_PURCHASE_CONFIRM_DESC,<ITEM_NAME>
TID_DECO_EVENT_PURCHASE_CONFIRM_BTN,Ritira premio
TID_DECO_EVENT_SHOP_SOLD_OUT,Esaurito
TID_DECO_EVENT_SHOP_QUANTITY,<COUNT>/<MAX>
TID_DECO_CHALLENGE_PLACE_NATURE,Posiziona <NUM> decorazione/i naturale/i
TID_DECO_CHALLENGE_PLACE_SANCTUARY,Posiziona <NUM> decorazione/i del rifugio
TID_DECO_EVENT_CHALLENGES_REWARD,Completa gli incarichi per sbloccare le ricompense
TID_DECO_EVENT_CHALLENGES_HEADER_SUBMISSION,Incarichi extra
TID_DECO_EVENT_CHALLENGES_HEADER_BONUS,Ricompense bonus
TID_DECO_EVENT_EMPTY_PHOTO,Presto appariranno i design!
TID_DECO_EVENT_VOTING_HEADER,Scegli i tuoi design preferiti!
TID_DECO_EVENT_SHOP_ITEM_TIMER,Rimossa tra: <TIME>
TID_DECO_EVENT_SHOP_ITEM_TIMER_EXPIRED,Scaduto!
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TEXT,"Segnala i design solo se li ritieni offensivi o inappropriati. Se abusi del pulsante per le segnalazioni, il tuo account potrebbe incorrere in una sanzione."
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TITLE,Segnalazione di un design
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CONFIRM,Conferma
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CANCEL,Annulla
TID_DECO_EVENT_SUBMIT_CONFIRM_TITLE,Conferma dell'invio
TID_DECO_EVENT_SUBMIT_CONFIRM_DESC,Vuoi davvero inviare questo design?
TID_DECO_EVENT_SUBMIT_CONFIRM_ACCESS_LOSS,"Ricorda che, dopo l'invio, non potrai più entrare nell'area di progettazione né fare modifiche."
TID_DECO_EVENT_SKIP_CONFIRM_TITLE,Saltare l'invio?
TID_DECO_EVENT_SKIP_CONFIRM_DESC,"Vuoi davvero saltare l'invio del design? È l'ultima occasione che hai per inviarlo e, se la salti, il design andrà perduto."
TID_DECO_EVENT_SUBMIT_CONFIRM_TASKS,Puoi ancora ottenere altri rullini completando incarichi aggiuntivi. Ricorda che alcuni incarichi non saranno disponibili dopo l'invio.
TID_DECO_EVENT_SUBMIT_CANCEL_BTN,Annulla
TID_DECO_EVENT_SUBMIT_CONFIRM_BTN,Invia
TID_DECO_EVENT_BUTTON_TIMER,<TIME>
TID_DECO_EVENT_BUTTON_PHASE,<PHASE>
TID_DECO_EVENT_VOTE_DIAMONDS_OWNED,Hai
TID_DECO_EVENT_WIDGET_PREPARATION,Preparativi
TID_DECO_EVENT_WIDGET_DESIGN,Design
TID_DECO_EVENT_WIDGET_VOTE,Voto
TID_DECO_EVENT_WIDGET_REWARDS,Ricompense
TID_DECO_EVENT_PENDING_REELS,Questi sono i rullini che hai guadagnato! Invia il design per ritirarli.
TID_DECO_EVENT_BEFORE_SUBMIT_INFO,"Invia il design in tempo! Puoi farlo anche dopo l'inizio delle votazioni, ma, in questo caso, lo vedranno meno giocatori."
TID_DECO_EVENT_BEFORE_SUBMIT_RESUBMIT_INFO,"Invia il design in tempo! Puoi farlo anche dopo l'inizio delle votazioni, ma, in questo caso, lo vedranno meno giocatori."
TID_DECO_EVENT_AFTER_SUBMIT_RESUBMIT_INFO,Modifica il design per inviarlo di nuovo e rimpiazzare la versione precedente.
TID_WHEEL_OF_FORTUNE_ADS_MORE_SPINS,Guarda per girare
TID_PERFUMERIE,Profumeria
TID_PERFUMERIE_DESCRIPTION,Produce profumi
TID_PRODUCT_FRESH_DIFFUSER,Diffusore di profumo
TID_PRODUCT_ZESTY_PERFUME,Profumo agli agrumi
TID_PERFUMERIE_PRODUCT_DESCRIPTION,Prodotto della profumeria
TID_DECO_EVENT_SUBMITTED_TAP,Tocca per continuare
TID_DECO_EVENT_MILESTONE_FIRST_LIKE,Hai ricevuto il tuo primo \qMi piace\q! Il tuo design comincia a farsi notare! ❤️
TID_DECO_EVENT_MILESTONE_LIKES,Ben <COUNT> \qMi piace\q! Il tuo design è un successone! ❤️
TID_SWAN1,Cigno nero
TID_SWAN2,Cigno dal collo nero
TID_SWAN3,Cigno selvatico
TID_SWAN_DESCRIPTION,Nutri per ottenere dei punti
TID_DECO_EVENT_DESIGN_COMING,L'anteprima del design apparirà qui durante la fase di progettazione.
TID_DECO_SUBMIT_SUBMIT_MISSED,Invio mancato
TID_DECO_DANCE_FLOOR,Pista da ballo
TID_DECO_SNOWMAN_BALLOON,Pallone gigante del pupazzo
TID_DECO_WINTER_PHOTO_OP,Foto invernale
TID_DECO_RESCUE_PATROL,Squadra dei soccorsi
TID_DECO_WINTER_CENTERPIECE,Rotonda invernale
TID_DECO_REINDEER_RIDE,Gita con le renne
TID_DECO_WINTER_GATE,Cancello invernale
TID_DECO_WINTER_LOG_PATH,Sentiero di tronchi innevati
TID_DECO_PUPPY_YOGA,Puppy yoga
TID_DECO_BUBBLE_BATH,Idromassaggio rilassante
TID_DECO_SOUND_BATH,Sound bath
TID_DECO_CALMING_CAIRNS,Cairn rilassanti
TID_DECO_GENTLE_FIRE,Fuocherello
TID_DECO_CHOCOLATE_FRENZY,Scorpacciata di cioccolato
TID_DECO_FRUIT_FRENZY,Scorpacciata di frutta
TID_DECO_BOUQUET_HAT,Cappello con bouquet
TID_DECO_CORAL_REEF,Barriera corallina
TID_DECO_HEARTWARMING_GIFT,Dono degli innamorati
TID_DECO_TEA_PARTY,Merenda in compagnia
TID_DECO_MODE_PREPLACED_OBJECT_FLOATER,Questa è una decorazione fissa e non può essere spostata.
TID_DECO_CHALLENGE_FENCE,Recinto
TID_DECO_CHALLENGE_PATH,Sentiero
TID_DECO_CHALLENGE_FENCE_OR_PATH,Recinto o sentiero
TID_CUSTOMIZATION_WINTER_2024,Inverno 2024
TID_DECO_APRES_SKI,Relax in montagna
TID_DECO_WAXING_STATION,Manutenzione degli sci
TID_DECO_GARDEN_HELPERS,Aiutanti giardinieri
TID_DECO_BUSY_BEES,Api indaffarate
TID_DECO_REACHING_HEIGHTS,Vetta alpina
TID_DECO_FEEDING_BIRDS,Uccellini affamati
TID_DECO_OCCUPIED_CHIMNEY,Nido sul camino
TID_DECO_STONE_LEMURS,Lemuri di pietra
TID_DECO_CHEESY_VENDOR,Venditrice di formaggio
TID_DECO_HOT_FONDUE,Fonduta calda
TID_DECO_BALCONY_SERENADE,Serenata al balcone
TID_DECO_HEARTWARMING_FOUNTAIN,Fontana degli innamorati
TID_DECO_HEART_BALLOON,Mongolfiera degli innamorati
TID_DECO_CUPIDS_CANON,Cannone di cupido
TID_DECO_HEARTWARMING_FENCE,Recinto degli innamorati
TID_DECO_HEART_CONFETTI,Cuoricini di carta
TID_DECO_CHICKEN_GALLEY,Galea delle galline
TID_DECO_LOVELY_BUBBLES,Bolle del cuore
TID_DECO_BUTTERFLY_HEADBAND,Cerchietto delle farfalle
TID_DECO_HIDDEN_GARDEN,Giardino nascosto
TID_TUTORIAL_NEWCHAR_1,Mi hai trovato per un soffio. Starò via per qualche giorno per andare a pesca.
TID_TUTORIAL_NEWCHAR_2,Questo mio amico si occuperà della mia fattoria mentre non ci sono.
TID_TUTORIAL_NEWCHAR_3,Salve! Sono Gordon Ramsay. Davvero tranquillo questo posto! Sarà un bel cambiamento rispetto a quello a cui sono abituato.
TID_TUTORIAL_NEWCHAR_4,"In questo posto è importante portare pazienza. Le colture hanno bisogno di tempo per crescere, gli animali hanno i propri ritmi... Come ti dicevo, è davvero tranquillo. Mi aiuta a stare coi piedi per terra."
TID_TUTORIAL_NEWCHAR_5,"Tranquillo... Sì, come no. Vedi solo di non urlare dietro alle galline, altrimenti addio \qtranquillità\q. Io vado, a presto!"
TID_TUTORIAL_GREG_GIFT_BOXES_1,Passa a trovarmi se hai tempo. Nasconderò un regalo ogni giorno per i prossimi sette giorni. Vediamo se li trovi tutti!
TID_DECO_RAINBOW_ARCH,Arco multicolore
TID_DECO_HEART_TILE,Sentiero del cuore
TID_DECO_FLAG_BEARER,Portabandiera
TID_DECO_GARDEN_CHESS,Scacchi in giardino
TID_DECO_BEE_TOPIARY,Cespuglio dell'ape
TID_DECO_GARDEN_PAVILION,Padiglione del giardino
TID_DECO_GARDEN_CART,Carretto del giardino
TID_DECO_DECO_GARDEN_ROOSTER,Gallo del giardino
TID_DECO_GARDEN_FENCE,Recinto del giardino
TID_DECO_LEPRECHAUN_BALLOON,Pallone gigante del leprecauno
TID_DECO_CASCADING_POTS,Cascata dei pentoloni
TID_DECO_SHAMROCK_CHAIR,Sedia a trifoglio
TID_DECO_GOLD_BARREL,Barile d'oro
TID_DECO_LUCKY_WELL,Fontana della fortuna
TID_DECO_EASTER_CARRIAGE,Carrozza della mucca
TID_DECO_EASTER_BANQUET,Banchetto primaverile
TID_DECO_EASTER_PARADE,Parata primaverile
TID_DECO_EASTER_STAND,Bancarella primaverile
TID_DECO_EASTER_PARADE_ARCH,Arco della parata primaverile
TID_DECO_PAW_PRINTS,Sentiero di impronte
TID_DECO_STURDY_YURT,Iurta resistente
TID_DECO_SERENE_TEMPLE,Tempio della serenità
TID_DECO_COLORFUL_HUT,Capanna colorata
TID_DECO_PICKING_BERRIES,Raccolta di frutti di bosco
TID_DECO_COLORFUL_TAPESTRY,Arazzo colorato
TID_DECO_SURPRISE_EGGS,Uova con sorpresa
TID_DECO_ICY_PIG,Maiale glaciale
TID_DECO_EVENT_SHOP_FOOTER,Ricordati di ritirare i rullini dalla bacheca degli incarichi.
TID_DECO_EVENT_SHOP_FOOTER_EVENT_INACTIVE,Non perderti la prossima Fiera del design per accumulare altri rullini!
TID_AGE_GATE_SCID_LOGIN,Hai un Supercell ID? <LOGIN>Accedi</LOGIN> per recuperare i progressi fatti.
TID_DECO_EVENT_TASK_CLAIM,Ritira
TID_CONFIRM_KEY_TO_DIAMOND_SPEND,Usa i diamanti per completare l'acquisto
TID_FEATURE_DECO_EVENT,Fiera del design
TID_DECO_EVENT_COMING_SOON,La Fiera del design si sblocca al livello <LEVEL>
TID_GACHA_KEY_STORAGE_FULL,Hai raggiunto il massimo di chiavi dorate!
TID_COLORFUL_CRAFTS,Creazioni colorate
TID_ANIMAL_ACCESSORY_HAT_BUTTERFLY_HEADBAND,Cerchietto delle farfalle
TID_ANIMAL_ACCESSORY_HAT_FAUX_FUR,Cappello di pelliccia sintetica
TID_ANIMAL_ACCESSORY_HAT_BOUQUET,Cappello con bouquet
TID_CROP_CHAMOMILE,Camomilla
TID_PRODUCT_SOOTHING_PAD,Cuscini profumati
TID_PRODUCT_CALMING_DIFFUSER,Diffusore di profumo rilassante
TID_PRODUCT_CHAMOMILE_TEA,Tisana alla camomilla
TID_PRODUCT_ESSENTIAL_OIL_CHAMOMILE,Olio essenziale di camomilla
TID_GACHA_CURRENCY_ENOUGH_NOTIFICATION_MESSAGE,Hai abbastanza chiavi dorate per aprire una scatola a sorpresa! Controlla subito le offerte.
TID_GREG_FIRST_NAME,Greg
TID_GACHA_KEY_STORAGE_FULL_POP_UP_TEXT,Non puoi conservare altre chiavi dorate. Usa adesso quelle che hai per aprire le offerte con le scatole a sorpresa.
TID_GACHA_KEY_STORAGE_FULL_GO_TO_STORE,Vai alle offerte
TID_SPIN_WHEEL_READY_TO_SPIN,Falla girare
TID_DECO_MARBLE_DUCK_BATH,Vasca di marmo per le anatre
TID_DECO_MARBLE_FLOWERVASE,Vaso di marmo
TID_DECO_MARBLE_LEAF,Foglia di marmo
TID_SPIN_WHEEL_NEXT_IN_ADS,Prossimo annuncio tra: <TIME>
TID_DECO_PATH_OF_HARMONY,Sentiero dell'armonia
TID_DECO_CUPIDS_BENCH,Panchina di cupido
TID_DECO_HEARTWARMING_BOUQUETS,Bancarella dei bouquet
TID_DECO_SPRING_OF_SERENITY,Fonte della serenità
TID_DECO_NAP_TIME,Sonnellino tranquillo
TID_DECO_POND_OF_HARMONY,Stagno dell'armonia
TID_DECO_SPA_TREATMENT,Terme rilassanti
TID_DECO_JADE_SNAKE,Serpente di giada
TID_DECO_SNAKE_DANCE,Danza del serpente
TID_DECO_SNAKE_PATH,Sentiero del serpente
TID_DECO_TALL_POTTED_PLANT,Pianta alta
TID_DECO_MOSAIC_CENTERPIECE,Mosaico monumentale
TID_DECO_HER_SWING,Altalena al femminile
TID_DECO_MONUMENT_OF_HER,Monumento alle donne
TID_DECO_COVERED STAND,Spalti coperti
TID_DECO_HORSE_LOUNGE,Area relax per cavalli
TID_DECO_HORSE_FEEDER,Mangiatoia per cavalli
TID_DECO_REFEREE_SHED,Torre per le riprese
TID_DECO_HORSE_BALLOON,Palloncino del cavallo
TID_DECO_FLAGGED_FENCE,Recinto con bandiere
TID_DECO_SPRING_FLOWER_TILE,Sentiero floreale primaverile
TID_DECO_HAYPOLE_FENCE,Recinto di legno e paglia
TID_DECO_PET_FENCE,Recinto degli animali
TID_DECO_GRASS_TILE_LIGHT,Sentiero di erba chiara
TID_DECO_GRASS_TILE_DARK,Sentiero di erba scura
TID_DECO_PALETTE_FENCE,Recinto di tavolozze
TID_DECO_BUTTERFLY_HOUSE,Casa delle farfalle
TID_DECO_SMALL_BIRCH_TREE,Betulla piccola
TID_DECO_BIRCH_TREE,Betulla media
TID_DECO_BIG_BIRCH_TREE,Betulla grande
TID_DECO_SMALL_BONSAI_TREE,Pino potato piccolo
TID_DECO_BONSAI_TREE,Pino potato medio
TID_DECO_BIG_BONSAI_TREE,Pino potato grande
TID_DECO_MEDITERRANEAN_POND,Stagno mediterraneo
TID_DECO_MUDDY_TRAIL,Sentiero fangoso
TID_DECO_NATURAL_PLANTER,Fioriera naturale
TID_DECO_HER_JOURNEY,La sua avventura
TID_NEW_EVENT_BOARD_HEADER,Tabellone degli eventi
TID_NEW_EVENT_BOARD_SUB_HEADER,Controllalo ogni giorno per scoprire i nuovi eventi!
TID_NEW_EVENT_BOARD_EMPTY_TAB,"Ops, al momento non ci sono eventi. Torna più tardi!"
TID_NEW_EVENT_BOARD_EMPTY_LIKED_TAB,Scegli i tuoi eventi preferiti per creare un tabellone personalizzato!
TID_NEW_EVENT_BOARD_TAB_ONGOING,Attivi
TID_NEW_EVENT_BOARD_TAB_UPCOMING,In arrivo
TID_NEW_EVENT_BOARD_TAB_RECENTLY_ENDED,Terminati
TID_NEW_EVENT_BOARD_TAB_LIKED,Preferiti
TID_NEW_EVENT_BOARD_TAB_NEW_BADGE,NUOVO!
TID_NEW_EVENT_BOARD_EVENT_STARTS_IN,Inizia tra:
TID_NEW_EVENT_BOARD_EVENT_ENDS_IN,Finisce tra:
TID_NEW_EVENT_BOARD_EVENT_LEAVES_IN,Rimosso tra:
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_ENABLED,Notifiche attivate
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_DISABLED,Notifiche disattivate
TID_NEW_EVENT_BOARD_EVENT_LIKE_ENABLED,Aggiunto ai preferiti
TID_NEW_EVENT_BOARD_EVENT_LIKE_DISABLED,Rimosso dai preferiti
TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,L'evento \q<EVENT_NAME>\q è iniziato!
TID_CALENDAR_EVENT_ENDING_DEFAULT_NOTIFICATION,L'evento \q<EVENT_NAME>\q sta per finire!
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_TOP_REWARDS,Ricompense migliori
TID_NEW_EVENT_BOARD_EVENT_GO_BUTTON,Vai
TID_NEW_EVENT_BOARD_EVENT_COLLECT_REWARDS_BUTTON,Ritira ricompense
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATIONS_DISABLED,Attiva le notifiche degli eventi nelle impostazioni avanzate.
TID_NEW_EVENT_BOARD_DERBY_NOTIFICATIONS_DISABLED,Attiva le notifiche dei derby nelle impostazioni avanzate.
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT,L'evento si sblocca al livello <LEVEL>
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW,L'evento si sblocca con una reputazione della città di livello <LEVEL>
TID_GREG_CALENDAR_EVENT_GIFT_BOX_NOTIFICATION,C'è un nuovo regalo alla fattoria di Greg. Va' a prenderlo!
TID_ANDROID_NOTIFICATION_CHANNEL_GREG,Fattoria di Greg
TID_LOADING,Caricamento...
TID_EASTER_EGG1_25,Pecora di cioccolato
TID_EASTER_EGG2_25,Ape di cioccolato
TID_EASTER_EGG3_25,Anatra di cioccolato
TID_EASTER_EGG4_25,Cavallo di cioccolato
TID_DECO_TOPIARY_LETTER_D,Cespuglio della D
TID_DECO_TOPIARY_LETTER_H,Cespuglio dell'H
TID_DECO_TOPIARY_LETTER_A,Cespuglio della A
TID_DECO_TOPIARY_LETTER_Y,Cespuglio della Y
TID_DECO_TOAD_OASIS,Fontana delle rane
TID_DECO_CHEETAH_TOPIARY,Cespuglio del ghepardo
TID_DECO_GREEN_ENERGY,Energia pulita
TID_DECO_GREEN_FUTURE,Futuro ecologico
TID_DECO_GREEN_GOLD,Bidone del compost
TID_DECO_GREEN_GLOBE,Monumento alla natura
TID_DECO_CATCHING_SUN,Pannello solare
TID_DECO_PLANT_WAGON,Carretto del fioraio
TID_DECO_HEDGE_PRUNING,Arte topiaria
TID_DECO_ZINNIA_PLANTER,Fiori di zinnia
TID_DECO_CHASING_DROPLETS,Divertimento acquatico
TID_DECO_PRUNING_STATION,Banchetto del giardiniere
TID_DECO_POT_DISPLAY,Esposizione floreale
TID_DECO_FLOWER_BIKE,Bici dei fiori
TID_DECO_FLOWER_TRUCK,Furgone dei fiori
TID_DECO_ARTIST_EASEL,Fiori dipinti
TID_DECO_NAP_IN_SHADE,Pisolino all'ombra
TID_DECO_GOLDEN_WEATHERVANE,Banderuola del mulino
TID_DECO_WISTERIA_PAGODA,Pagoda dei glicini
TID_DECO_BAMBOO_FOREST,Portale dei bambù
TID_DECO_BENTO_BOX,Pranzo giapponese
TID_DECO_KATSUNE_BUSH,Cespuglio della volpe
TID_DECO_WEDDING_GIFTS,Regali di nozze
TID_DECO_WEDDING_TABLE,Tavolo delle nozze
TID_DECO_WEDDING_BENCH,Panchina delle nozze
TID_DECO_WEDDING_ARCH,Arco delle nozze
TID_DECO_FLOWER_GIRL,Cucciolo portafiori
TID_DECO_FIESTA,Fiesta
TID_DECO_PINATA_PARTY,Party con pentolaccia
TID_DECO_MARIACHI_CORNER,Postazione del mariachi
TID_DECO_PUPPETEERS,Spettacolo di burattini
TID_DECO_GLITTER_CANNON,Fiori sparacoriandoli
TID_DECO_CHAMELEON_BALLOON,Pallone gigante del camaleonte
TID_DECO_COMBINE_HARVESTER,Vecchia mietitrebbia
TID_DECO_WEDDING_FENCE,Recinto delle nozze
TID_DECO_CHAMOMILE_FENCE,Recinto della margherita
TID_DECO_WISTERIA_FENCE,Recinto dei glicini
TID_DECO_STONE_TURTLE_PATH,Sentiero della tartaruga
TID_SEND_DOUBLE_TRUCK_ORDER,Invia
TID_DOUBLE_TRUCK_ORDER_TOOLTIP_GET_REWARD,Ottieni il doppio di monete e di XP guardando un annuncio.
TID_DECO_WISH_TREE,Albero dei desideri
TID_NO_PREVIOUS_GLOBAL_EVENT_ONGOING,Le informazioni sull'evento globale scorso non sono disponibili. Riprova più tardi.
TID_TUTORIAL_V2_IntroChar,"Ehilà, sono Tilly! Sono proprio contenta che qualcuno abbia deciso di occuparsi della vecchia fattoria. Vediamo insieme cosa possiamo fare!"
TID_TUTORIAL_V2_Harvest,"Il <cdc634a>grano</c> è pronto, quindi lo puoi mietere! Che meraviglia quel colore dorato, non trovi?"
TID_TUTORIAL_V2_Seeding,"Le colture ci mettono un po' a crescere. Nel frattempo, piantiamo altro <cdc634a>grano</c>."
TID_TUTORIAL_V2_ClaimHabitat,<disabled>Il pollaio è pronto! Finiamolo.
TID_TUTORIAL_V2_PlaceChicken,Dovremmo prendere altre <cdc634a>galline</c> per riempire il pollaio.
TID_TUTORIAL_V2_PlaceChicken2,Invitiamo alla fattoria un'altra amichetta pennuta!
TID_TUTORIAL_V2_PlaceChicken3,<disabled>Che ne pensi se ne compriamo un'altra?
TID_TUTORIAL_V2_FeedChickens,"Finalmente, possiamo dare loro da mangiare!"
TID_TUTORIAL_V2_BuildFeedMill,"Oh no, sbaglio o hanno fame? Costruiamo un <cdc634a>mangimificio</c> per preparare del mangime."
TID_TUTORIAL_V2_CompleteFeedMill,"Ci vorrà del tempo, ma possiamo accelerare un po' le cose."
TID_TUTORIAL_V2_PlaceFields,Ci serve del granoturco per il cibo per galline. Aggiungiamo altri <cdc634a>campi</c> e facciamo crescere le colture.
TID_TUTORIAL_V2_PlantCorn,Possiamo piantare del <cdc634a>granoturco</c> adesso.
TID_TUTORIAL_V2_HarvestCorn,È ora di raccogliere quello che abbiamo piantato!
TID_TUTORIAL_V2_SpeedUpCorn,Velocizziamo tutto anche stavolta.
TID_TUTORIAL_V2_ProduceChickenFeed,Ora abbiamo tutto quello che ci serve per preparare il <cdc634a>cibo per galline</c>.
TID_TUTORIAL_V2_SpeedUpChickenFeed,"Facciamo in fretta, così quelle povere gallinelle potranno riempirsi un po' la pancia."
TID_TUTORIAL_V2_GuestAppears,"È venuto a trovarci qualcuno! Adesso che la fattoria è tornata operativa, inizierà ad arrivare della gente."
TID_TUTORIAL_V2_BuyBakery,"Abbiamo un sacco di grano, quindi possiamo farci del pane. Costruiamo una <cdc634a>panetteria</c>!"
TID_TUTORIAL_V2_SpeedBakery,"Ci metteremo poco ad averla, ma possiamo essere ancora più veloci."
TID_TUTORIAL_V2_BakeBread,"E con questo, possiamo iniziare a fare il <cdc634a>pane</c>. Già sento il profumo!"
TID_TUTORIAL_V2_SpeedBread,"M'è venuta l'acquolina in bocca, non posso più aspettare! Finiamo subito il pane!"
TID_TUTORIAL_V2_SpeedChicken1,Prendiamo delle <cdc634a>uova</c> riducendo un po' l'attesa!
TID_TUTORIAL_V2_SpeedChicken2,Fauovoloso! Usa l'accelerazione anche con la seconda <cdc634a>gallina</c>.
TID_TUTORIAL_V2_SpeedChicken3,Non sto più nelle penne! Ora facciamo lo stesso anche con la <cdc634a>terza</c>.
TID_TUTORIAL_V2_CollectEggs,Le <cdc634a>uova</c> sono pronte. Raccogliamole!
TID_TUTORIAL_V2_CarArrives,"Guarda, è arrivato il furgone delle consegne! Lo possiamo usare per far arrivare i prodotti alla gente in città."
TID_TUTORIAL_V2_CompleteFirstOrder,Tutti gli ordini nuovi saranno messi su questa <cdc634a>bacheca</c>. Diamo un'occhiata!
TID_TUTORIAL_V2_CollectFirstOrder,"Wow, che rapidità! Prendiamo la ricompensa del primo ordine."
TID_TUTORIAL_V2_CompleteSecondOrder,Ci hanno già mandato un altro ordine! Ai cittadini piacciono proprio i nostri prodotti freschi!
TID_TUTORIAL_V2_SellBread1,"Questo fantastico profumo di pane proviene da qui? Oh, ma dove sono finite le mie buone maniere! Mi chiamo Joan."
TID_TUTORIAL_V2_SellBread2,<disabled>Vendiamo un po' di pane a Joan!
TID_TUTORIAL_V2_GregAppears,Pare proprio che abbiamo un altro visitatore!
TID_TUTORIAL_V2_GregIntro,"Salve, sono Greg, il tuo vicino! Da quel che vedo, forse ti serve una mano per fare un po' di spazio qui alla fattoria. Vieni a trovarmi, ti posso vendere un po' di roba."
TID_TUTORIAL_V2_OpenFriendBar,"In effetti, Greg ha ragione. Ci servirebbe davvero qualcosa per sistemare un po' di aree incolte."
TID_TUTORIAL_V2_VisitGreg,Andiamo a fare una capatina da Greg!
TID_TUTORIAL_V2_GregsFarm,"Ciao, questa è la mia fattoria! Vieni a vedere tutti i prodotti che ho in vendita alla mia bancarella!"
TID_TUTORIAL_V2_GregShop,Tocca il negozio per vedere che c'è di interessante.
TID_TUTORIAL_V2_GregLeave,"Grazie per avermi fatto visita! Di solito, mi rifornisco ogni giorno, quindi fatti vedere spesso da queste parti, OK? Ti aspetto!"
TID_TUTORIAL_V2_BackHome,"Devo andare, ma sono sicura che ce la puoi fare! Continua a coltivare, non scordarti di dar da mangiare agli animali e controlla sempre la bacheca degli ordini. Ci vediamo!"
TID_CUSTOMIZATION_BIRTHDAY_2025,Compleanno del 2025
TID_DECO_SUPERCELL_STORE_01,Montagna di orsacchiotti
TID_DECO_SUPERCELL_STORE_02,Boschetto sereno
TID_ANIMAL_ACCESSORY_EARTHDAY_HEADBAND,Cerchietto della Giornata della Terra
TID_ANIMAL_ACCESSORY_FLORAL_BRAID,Cerchietto floreale
TID_DECO_CAMPER_VAN,Furgone del campeggio
TID_DECO_CLIMBING_GEAR,Attrezzatura da arrampicata
TID_DECO_RAFTING_GEAR,Attrezzatura da rafting
TID_DECO_CAMP_GRILL,Griglia da campeggio
TID_DECO_CAMP_RADIO,Radio del campeggio
TID_DECO_LOOKOUT_TOWER,Torre d'avvistamento
TID_DECO_CAMPING_GEAR,Attrezzatura da campeggio
TID_DECO_CAMP_SIGNPOST,Cartelli del campeggio
TID_DECO_NO_FIRE_SIGN,Cartello della forestale
TID_DECO_GROOVY_FENCE,Recinto hippy
TID_DECO_GROOVY_TILE,Sentiero hippy
TID_DECO_GROOVY_BUG,Auto hippy
TID_DECO_GROOVY_VAN,Furgoncino hippy
TID_DECO_GROOVY_PEACE_DOVES,Colombe hippy
TID_DECO_GROOVY_MRS_SCARECROW,Sig.ra spaventapasseri hippy
TID_DECO_GROOVY_MR_SCARECROW,Sig. spaventapasseri hippy
TID_DECO_GROOVY_EGGCHAIR,Poltrona a uovo hippy
TID_DECO_GROOVY_GUITAR_CASE,Custodia hippy
TID_DECO_GROOVY_SIDE_TABLE,Tavolinetto hippy
TID_DECO_GROOVY_CORNER,Angolo hippy
TID_DECO_GROOVY_GUITAR_PLAYER,Chitarrista hippy
TID_DECO_GROOVY_BIKE,Bici hippy
TID_DECO_GROOVY_BOOTS,Stivali hippy
TID_TUTORIAL_EVENT_BOARD_OLD_PLAYERS_1,"Ehilà, abbiamo fatto una piccola miglioria alla fattoria! Ora il nuovo tabellone degli eventi si trova vicino al menu dei messaggi."
TID_TUTORIAL_EVENT_BOARD_NEW_PLAYERS_1,"Complimenti, hai appena sbloccato il tabellone degli eventi!"
TID_TUTORIAL_EVENT_BOARD_OLD_PLAYERS_2,Qui puoi vedere gli eventi in un formato tutto nuovo. Tocca il poster evidenziato per vedere cosa nasconde!
TID_TUTORIAL_EVENT_BOARD_NEW_PLAYERS_2,Qui puoi vedere le informazioni sugli eventi. Tocca il poster evidenziato per vedere cosa nasconde!
TID_TUTORIAL_EVENT_BOARD_3,Tocca il pulsante delle informazioni per vedere altri dettagli e premi!
TID_TUTORIAL_EVENT_BOARD_4,Ricordati di tornare qui ogni giorno per scoprire quali magnifici eventi ci sono in serbo per te!
TID_SKIP_INTRO,Salta
TID_GLOBAL_EVENT_THRESHOLD_REACHED,Stai partecipando a questo evento globale.
TID_BIRTHDAY_BALLOON1_25,Palloncino del girasole
TID_BIRTHDAY_BALLOON2_25,Palloncino della pace
