TID,FI
TID_CUSTOM_DECORATIONS_OPTIONS_CANDLES,Kynttilät
TID_CUSTOM_DECORATIONS_OPTIONS_CLEMATIS,Kärhö
TID_CUSTOM_DECORATIONS_OPTIONS_ROSE,Ruusu
TID_CUSTOM_DECORATIONS_OPTIONS_JASMINE,Jasmiini
TID_FARM_PASS_OFFER_DECOS_TITLE,Somista farmiasi ja kylääsi!
TID_FARM_PASS_OFFER_DECOS_INFO,Ainutlaatuisia koristeita kylääsi ja farmillesi
TID_DECO_BARRELHORSE,Tynnyriponi
TID_DECO_PAINTEDROCKS,Maalatut kivet
TID_DECO_BLUEPAVILION,Sininen paviljonki
TID_DECO_JOCKEYSCARECROW,Jockey-linnunpelätti
TID_DECO_CRESCENT_LANTERN,Puolikuulyhty
TID_DECO_CRESCENT_ARCH,Puolikuuportti
TID_DECO_CRESCENT_FOUNTAIN,Puolikuulähde
TID_ANIMAL_ACCESSORY_HAT_CROWN_GOLD,Kultakruunu
TID_ANIMAL_ACCESSORY_HAT_CROWN_RAINBOW,Sateenkaarikruunu
TID_ANIMAL_ACCESSORY_HAT_BIRTHDAY_PARTYRAINBOW,Synttärihattu
TID_REINDEER_CALF1,Ruskea poronvasa
TID_REINDEER_CALF2,Harmaa poronvasa
TID_DECO_RUSTICHOSE,Rustiikkinen letku
TID_DECO_RUSTICPLANTER,Rustiikkinen kukkalaatikko
TID_DECO_RUSTICBIRDHOUSE,Rustiikkinen linnunpönttö
TID_DONUTMAKER,Donitsikone
TID_PLAIN_DONUT,Perinteinen donitsi
TID_CREAM_DONUT,Kermadonitsi
TID_BACON_DONUT,Pekonidonitsi
TID_FILLED_DONUT,Täytetty donitsi
TID_CRUNCHY_DONUT,Rouskuva donitsi
TID_SPRINKLES_DONUT,Strösselidonitsi
TID_DONUT_MAKER_PRODUCT_DESCRIPTION,Valmista donitsikoneella.
TID_DONUTMAKER_DESCRIPTION,Valmistaa herkullisia donitseja.
TID_DECO_BEACHHUT,Uimakoppi
TID_DECO_BRAZILSTATUE,Sulkapatsas
TID_DECO_FRANCETOWER,Rautainen torni
TID_DECO_UKCROWN,Jalokivikruunu
TID_DECO_RAINBOWCAKE,Värikäs kakku
TID_DECO_KITESTAND,Leijakoju
TID_DECO_CLASSICCAR,Klassinen auto
TID_DECO_HOTAIRBALLOON,Kuumailmapallo
TID_DECO_CHICKBALLOON,Tipuilmapallo
TID_MASSGIFT_9THBIRTHDAY_ANNOUNCEMENT_TEXT,"Hay Day täyttää 9 vuotta, ja meistä on ihanaa juhlistaa tapahtumaa kaikkien pelaajiemme kanssa! Synttäreillähän on aina lahjoja, joten tässä on sinulle hieman timantteja. Kiitos, kun olet pelannut Hay Dayta kaikki nämä vuodet!"
TID_CUSTOMIZATION_BIRTHDAY2021,Synttärit
TID_CHEETAH1,Keltainen gepardi
TID_CHEETAH2,Oranssi gepardi
TID_ARCTIC_FOX1,Valkoinen naali
TID_ARCTIC_FOX2,Ruskea naali
TID_CHEETAH_HOUSE_SHOP_DESCRIPTION,Tarjoaa kodin\n<CAPACITY> gepardille.
TID_ARCTIC_FOX_HOUSE_SHOP_DESCRIPTION,Tarjoaa kodin\n<CAPACITY> naalille.
TID_CROP_CLAY,Savi
TID_CROP_CHICKPEA,Kikherne
TID_CROP_PASSIONFRUIT,Passionhedelmä
TID_POTTERY_STUDIO,Savipaja
TID_POTTERY_STUDIO_DESCRIPTION,Valmistaa savituotteita.
TID_POTTERY_STUDIO_PRODUCT_DESCRIPTION,Valmista savipajassa.
TID_TEA_POT,Teekannu
TID_PLANT_POT,Ruukkukasvi
TID_MUG,Keramiikkamuki
TID_PRESERVATION_STATION,Säilöntäkeittiö
TID_PRESERVATION_STATION_DESCRIPTION,Valmistaa säilykkeitä.
TID_PRESERVATION_STATION_PRODUCT_DESCRIPTION,Valmista säilöntäkeittiössä.
TID_PRODUCT_DRIED_FRUIT,Kuivatut hedelmät
TID_PRODUCT_PICKELS,Suolakurkut
TID_PRODUCT_CANNED_FISH,Säilykekala
TID_PRODUCT_KIMCHI,Kimchi
TID_GUINEA_PIG1,Marsu (teddy)
TID_GUINEA_PIG_DESCRIPTION,Kerää pisteitä ruokkimalla.
TID_GUINEA_PIG2,Marsu (sheba)
TID_GUINEA_PIG3,Marsu (sheltie)
TID_GUINEA_PIG_HOUSE,Marsumökki
TID_GUINEA_PIG_HOUSE_DESCRIPTION,Tarjoaa kodin\n<CAPACITY> marsulle.
TID_PRODUCT_PASSION_FRUIT_PIE,Passionpiirakka
TID_PASSION_FRUIT_JUICE,Passionmehu
TID_PRODUCT_PASSION_FRUIT_JAM,Passionhillo
TID_PRODUCT_PASSION_FRUIT_SAUCE,Piirakkakastike
TID_PRODUCT_HUMMUS,Hummus
TID_PRODUCT_WRAP,Hummuswrap
TID_PRODUCT_FALAFEL,Falafel
TID_PRODUCT_SAMOSA,Samosa
TID_PRODUCT_PARTYCANDLE,Värikkäät kynttilät
TID_COTTON_CANDY,Hattara
TID_HORSE6,Appaloosa
TID_DECO_PARTY_FENCE,Juhla-aita
TID_DECO_PARTY_BUBBLES,Juhlakuplat
TID_DECO_PARTY_STAGE,Juhlalava
TID_ARCTIC_FOX_HOUSE,Naalinpesä
TID_CHEETAH_HOUSE,Geparditalo
TID_CARNIVORE_FOOD,Kalaämpäri
TID_DECO_DISCOCAKE,Värikäs kakku
TID_CUSTOMIZATION_HALLOWEEN2021,Halloween
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_TITLE,Varoitus
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_MESSAGE,Hay Dayta ei ole asennettu oikein. Korjaa ongelma asentamalla peli uudelleen Google Play Kaupasta.
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_BUTTON,OK
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_YELLOW,Keltainen turvakypärä
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BLUE,Sininen turvakypärä
TID_DECO_TRAIN_TRACK,Ratakisko
TID_PRODUCT_BIRTHDAYBOUQUET,Synttärikimppu
TID_DECO_ALPINEFLOWERS,Alppikukat
TID_DECO_ALPINEPOND,Alppilampi
TID_DECO_WATERTOWER,Vesisäiliö
TID_DECO_LUGGAGECART,Matkatavarakärry
TID_DECO_COZYBLANKET,Mukava viltti
TID_DECO_COLORFULFLOWERS,Värikkäät kukat
TID_DECO_BUTTERFLYPOND,Perhoslampi
TID_DECO_FITTINGROOM,Sovituskoppi
TID_DECO_POTTEDSUCCULENTS,Mehikasviruukku
TID_DECO_TREEHOUSE,Puumaja
TID_DECO_PUMPKINCHICKS,Kurpitsatiput
TID_DECO_CARVEDCHICK,Veistetty tipu
TID_DECO_CANDYPOOL,Karkkiallas
TID_DECO_SANDTOYS,Hiekkalelut
TID_DECO_SANDBED,Hiekkapeti
TID_DECO_SANDSWING,Hiekkakeinu
TID_DECO_BEACHFENCE,Ranta-aita
TID_DECO_BEACHBOARD,Rantalauta
TID_DECO_BEACHKITES,Rantaleijat
TID_DECO_FALL_HEDGE,Syyspensasaita
TID_DECO_FALL_WEATHERVANE,Syystuuliviiri
TID_DECO_FALL_FOUNTAIN,Syyssuihkulähde
TID_VOUCHER5,Tipukuponki
TID_VOUCHER5_DESCRIPTION,Vaihda kaupassa erikoistuotteisiin.
TID_FARM_PASS_BLACK_VOUCHER_DESCRIPTION,Voit saada tipukuponkeja farmipassista.
TID_BIRD_HOUSE,Lintutalo
TID_BIRD_HOUSE_DESCRIPTION,Tarjoaa kodin linnuille.
TID_PEACOCK1,Sininen riikinkukko
TID_PEACOCK_DESCRIPTION,Kerää pisteitä ruokkimalla.
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_TITLE,Ei riittävästi resursseja!
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_GENERIC_TEXT,Tipukuponkisi eivät riitä!\n\nVoit ansaita lisää tipukuponkeja farmipassilla.
TID_LEVEL_UP_NEW_CONTAINER_PRODUCTION_BUILDING_TEXT,Uusi tuotantorakennus
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_COLLECT_VOUCHER,Lunasta kuponki
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_GET_FARM_PASS,Hanki farmipassi nyt!
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_PASS_ROAD,Tarkista farmipassi
TID_DECO_AUTUMNVASE,Syysruukku
TID_DECO_AUTUMNLANTERNS,Syyslyhdyt
TID_DECO_AUTUMNWHEELBARROW,Syyskottikärryt
TID_DECO_SUGARSKULL_PATH,Sokerikallopolku
TID_DECO_SUGARSKULLTOMB,Sokerikallohauta
TID_DECO_SUGARSKULLALTAR,Sokerikalloalttari
TID_DECO_PUMPKINSCARECROW,Kurpitsapelätti
TID_DECO_SNOWCHICKEN,Lumikana
TID_DECO_SKIJUMPER,Mäkihyppääjä
TID_DECO_HOCKEYPOND,Jääkiekkolampi
TID_DECO_STOCKINGSTAND,Lahjasukat
TID_DECO_SNOWCANNON,Lumitykki
TID_DECO_WINTERGAZEBO,Talvinen huvimaja
TID_DECO_GIFTSTATION,Paketointipöytä
TID_DECO_SHOVELSTAND,Lumilapiot
TID_DECO_MOVIEPROPS,Elokuvan rekvisiitta
TID_DECO_MOVIENIGHT,Elokuvailta
TID_DECO_MOVIEBENCH,Teatterin penkki
TID_DECO_MOVIESTARS,Elokuvatähdet
TID_DECO_OLYMPIC_GNOME,Antiikin tonttu
TID_DECO_OLYMPIC_OBSTACLE,Antiikin este
TID_DECO_OLYMPIC_FLAME,Antiikin tuli
TID_DECO_OLYMPIC_PODIUM,Antiikin koroke
TID_DECO_ARCTIC_LUPINE,Lupiini
TID_DECO_ARCTIC_POPPY,Tunturiunikko
TID_DECO_EMPTY_WELL,Tyhjä kaivo
TID_DECO_TRAIN_STOP,Junaseisake
TID_DECO_WOODCUTTING_STATION,Halonhakkauspaikka
TID_DECO_AUSTRALIA_PAINTINGS,Luolamaalaukset
TID_DECO_RUSSIAN_STATUE,Värikkäät tornit
TID_OFFER_CONTENTS_PURCHASE_TIMES_INFO,Voit ostaa tämän tarjouksen <NUM_TIMES_PURCHASABLE> kertaa.
TID_OFFER_CONTENTS_PURCHASE_TIMES_INFO_WITH_COUNT,Olet ostanut tämän tarjouksen <PURCHASE_COUNT>/<NUM_TIMES_PURCHASABLE> kertaa.
TID_APP_TRACKING_ATT_NOT_GIVEN_FLOATER_TEXT,Facebookin sosiaaliset ominaisuudet ovat tällä hetkellä poissa käytöstä yksityisyysasetustesi vuoksi.
TID_ARCTIC_FOX_CUB1,Valkoinen naalinpoikanen
TID_ARCTIC_FOX_CUB2,Ruskea naalinpoikanen
TID_CHEETAH_CUB1,Keltainen gepardinpoikanen
TID_CHEETAH_CUB2,Oranssi gepardinpoikanen
TID_BEE_HIVE_PLACE_BEE_INSIDE_NEST_TEXT,Aseta mehiläinen mehiläispesään!
TID_SQUIRREL_HOUSE_PLACE_SQUIRREL_INSIDE_NEST_TEXT,Aseta orava oravamajaan!
TID_GATHERER_MASTERY_INFO_POPUP_TOOLTIP_NEW,<BUILDING>: mahtuu <PARAM> mehiläispesää.
TID_SQUIRREL_GATHERER_MASTERY_INFO_POPUP_TOOLTIP_NEW,<BUILDING>: mahtuu <PARAM> oravamajaa.
TID_NEED_MORE_FRIENDS_SINGULAR,Avaamiseen tarvitaan yksi uusi Supercell ID -kaveri!
TID_CUSTOM_DECORATIONS_OPTIONS_OCHRE,Okra
TID_DERBY_BUNNY_DERBY_REWARDS_KEYS_HEADER_SINGULAR_BUNNY,Saitte kiinni yhden pupun ja saatte <NUMBER> kpl palkintoja!
TID_DERBY_BUNNY_DERBY_OVER_REWARDS_KEYS_HEADER_SINGULAR_BUNNY,Saitte kiinni yhden pupun ja ansaitsitte <NUMBER> kpl palkintoja!
TID_DERBY_BINGO_OVER_REWARDS_KEYS_HEADER_SINGULAR,Saitte yhden bingorivin ja ansaitsitte yhden palkinnon!
TID_DERBY_BINGO_OVER_REWARDS_KEYS_HEADER_SINGULAR_BINGO,Saitte yhden bingorivin ja ansaitsitte <NUMBER> kpl palkintoja!
TID_DERBY_BINGO_REWARDS_KEYS_HEADER_SINGULAR,Saitte yhden bingorivin ja saatte yhden palkinnon!
TID_DERBY_BINGO_REWARDS_KEYS_HEADER_SINGULAR_BINGO,Saitte yhden bingorivin ja saatte <NUMBER> kpl palkintoja!
TID_DERBY_REWARDS_KEYS_HEADER_SINGULAR,Naapurustollasi on yksi hevosenkenkä.
TID_DERBY_OVER_REWARDS_KEYS_HEADER_SINGULAR,Ansaitsitte yhden hevosenkengän.
TID_PEACOCK2,Ruskea riikinkukko
TID_PEACOCK3,Valkea riikinkukko
TID_MASTERY_INFO_POPUP_TOOLTIP_COINS_NEW,Kaikista kohteen <BUILDING> tuotteista saa <BONUS> enemmän kolikoita tavararekkatilauksissa.
TID_MASTERY_INFO_POPUP_TOOLTIP_EXP_NEW,Kaikista kohteen <BUILDING> tuotteista saa <BONUS> enemmän kokemusta tavararekkatilauksissa.
TID_MASTERY_INFO_POPUP_TOOLTIP_BOAT_EXP_NEW,Kaikista kohteen <BUILDING> tuotteista saa <BONUS> kokemusta laivatilauksissa.
TID_MASTERY_INFO_POPUP_TOOLTIP_BOAT_SPECIAL_CURRENCY_NEW,Kaikista kohteen <BUILDING> tuotteista saa <BONUS> enemmän valuuttaa <CURRENCY> laivatilauksissa.
TID_MASTERY_INFO_POPUP_TOOLTIP_TIME_NEW,Kaikki kohteen <BUILDING> tuotteet tuotetaan <BONUS> nopeammin.
TID_DECO_CHINA_WALL,Kivinen muuri
TID_DECO_GREECE_PILLARS,Kultaiset pylväät
TID_DECO_IRELAND_SHEEP,Onnenlammas
TID_DECO_NETHERLANDS_WINDMILL,Rauhaisa tuulimylly
TID_DECO_NORWAY_FISH,Polskiva kala
TID_DECO_SWEDEN_HORSE,Maalattu hevonen
TID_FUDGE_SHOP,Fudgekoju
TID_FUDGE_SHOP_DESCRIPTION,Valmistaa kermakaramelleja.
TID_FUDGE_SHOP_PRODUCT_DESCRIPTION,Valmista fudgekojussa.
TID_YOGURT_MAKER,Jogurttikone
TID_YOGURT_MAKER_DESCRIPTION,Valmistaa jogurtteja.
TID_YOGURT_MAKER_PRODUCT_DESCRIPTION,Valmista jogurttikoneessa.
TID_PLAIN_YOGHURT,Tavallinen jogurtti
TID_STRAWBERRY_YOGHURT,Mansikkajogurtti
TID_TROPICAL_YOGHURT,Tropiikin jogurtti
TID_BREAKFAST_BOWL,Aamiaiskulho
TID_DECO_SNOWCASTLEFENCE,Jäälinnan aita
TID_DECO_COWTOPIARY,Talvinen lehmäpuu
TID_DECO_SNOWCASTLE,Jäälinna
TID_PRODUCT_MANGO_DESCRIPTION,Poimi mangopuusta.
TID_TREE_MANGOTREE_DESCRIPTION,Poimi kolme kertaa.
TID_DECO_CNY_ENVELOPE,Kirjekuoripensas
TID_DECO_CNY_DRAGON,Punainen lohikäärme
TID_DECO_CNY_FANS,Värikkäät viuhkat
TID_DECO_CNY_TEAPARTY,Rauhaisa teehetki
TID_DECO_CANDLELIGHT_DINNER,Kynttiläillallinen
TID_DECO_HEART_POND,Sydänlampi
TID_DECO_HANAMI_BENCH,Hanami-penkki
TID_DECO_HANAMI_PARK,Hanami-puisto
TID_DECO_MOON_LAMP,Kuulamppu
TID_DECO_MOON_BENCH,Kuupenkki
TID_DECO_MOON_GAZEBO,Kuuhuvimaja
TID_DECO_MOON_LANTERNS,Kuulyhdyt
TID_DECO_EASTER_EGGLAMP,Munalyhty
TID_DECO_EASTER_CUTOUT,Kurkistuspuput
TID_DECO_EASTER_FOUNTAIN,Munasuihkulähde
TID_DECO_EASTER_EGGPAINTING,Munien maalaus
TID_DECO_ROSEPETAL_PATH,Terälehtipolku
TID_DECO_HANAMI_PATH,Hanami-polku
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_PITH,Hellekypärä
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BIKER,Moottoripyöräkypärä
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_HORSERIDER,Ratsastuskypärä
TID_ANIMAL_ACCESSORY_HAT_HELMET_HORNS,Sarvikypärä
TID_ANIMAL_ACCESSORY_HAT_HELMET_BUTTONS,Nastakypärä
TID_ANIMAL_ACCESSORY_HAT_HELMET_WINGS,Siipikypärä
TID_ANIMAL_ACCESSORY_HAT_CAP_CLAPPERS,Aplodilippis
TID_ANIMAL_ACCESSORY_HAT_CAP_WINGS,Siipilippis
TID_ANIMAL_ACCESSORY_HAT_CAP_BOW,Rusettilippis
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_FROG,Sammakkosuihkumyssy
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_CHICK,Tipusuihkumyssy
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_LOBSTER,Hummerisuihkumyssy
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_BAT,Lepakkosuihkumyssy
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_CLOVER,Apilasilinteri
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FLOWER,Kukkasilinteri
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FEATHER,Sulkasilinteri
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_GOGGLES,Rillisilinteri
TID_ANIMAL_ACCESSORY_HAT_CAP_POLICE,Poliisin lakki
TID_ANIMAL_ACCESSORY_HAT_CAP_CONDUCTOR,Konduktöörin lakki
TID_ANIMAL_ACCESSORY_HAT_CAP_CAPTAIN,Kapteenin lakki
TID_ANIMAL_ACCESSORY_HAT_MARINE_POMPOM,Merellinen tupsuhattu
TID_ANIMAL_ACCESSORY_HAT_MARINE_FEATHER,Merellinen sulkahattu
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_FELT,Vihreä huopahattu
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_PLAIN,Värikäs huopahattu
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BUCKLE,Huopahattu soljella
TID_ANIMAL_ACCESSORY_HAT_BOATER_FEATHER,Lierihattu sulalla
TID_ANIMAL_ACCESSORY_HAT_BOATER_PEARLS,Lierihattu helmillä
TID_ANIMAL_ACCESSORY_HAT_BOATER_PLAIN,Lierihattu nauhalla
TID_ANIMAL_ACCESSORY_HAT_BOATER_POMPOM,Lierihattu tupsulla
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_UMBRELLA,Sateenvarjoknalli
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_HAMMER,Vasaraknalli
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_PERISCOPE,Periskooppiknalli
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BULB,Lamppuknalli
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC,Vihreä knalli
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC2,Roosa knalli
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BIRTHDAY,Juhlava synttärihattu
TID_DECO_PURPLE_HEDGE,Violetti pensasaita
TID_DECO_OLYMPIC_PATH,Antiikin polku
TID_DECO_MINERS_BENCH,Kaivoksen penkki
TID_DECO_SNOWCHICKS,Lumitiput
TID_DECO_LOVEBIRDS,Kyyhkyläistiput
TID_DECO_BOOKWORMS,Lukutoukat
TID_DECO_CHICKLEG_TOPIARY,Kananjalkapensas
TID_DECO_PAPERBOAT_PUDDLE,Paperivene
TID_DECO_MIDSUMMER_FESTIVAL,Juhannusjuhla
TID_PRODUCT_AFFOGATO,Affogato
TID_DECO_WELWITSCHIA,Ikilehti
TID_DECO_SUN_LICHEN,Jäkäläiset kivet
TID_NEED_MORE_SCID_FRIENDS_SINGULAR,Avaamiseen tarvitaan yksi uusi kaveri!
TID_NEED_MORE_SCID_FRIENDS,Avaamiseen tarvitaan <NUMBER> uutta kaveria!
TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_RED,Punainen tonttulakki
TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_GREEN,Vihreä tonttulakki
TID_DECO_OLYMPIC_FENCE,Antiikin aita
TID_DECO_ORANGE_FENCE,Oranssi aita
TID_DECO_COLORFUL_PATH,Värikäs polku
TID_MINT_FUDGE,Minttufudge
TID_CHILI_FUDGE,Chilifudge
TID_LEMON_FUDGE,Sitruunafudge
TID_PEANUT_FUDGE,Maapähkinäfudge
TID_RICH_FUDGE,Täyteläinen fudge
TID_DECO_FLOWER_BULBS,Kukkalamput
TID_DECO_ARCHERY,Jousiammunta
TID_DECO_CARROT_HEIST,Porkkananryöstö
TID_DECO_ARCTIC_FIR,Napapiirin kuusi
TID_DECO_ARCTIC_JUNIPER,Napapiirin kataja
TID_DECO_SUCCULENTS,Mehikasvit
TID_DECO_CLIVIA,Kliivia
TID_DECO_BELGIUM_SQUIRREL,Oravasuihkulähde
TID_DECO_CHILE_STATUE,Moai-possu
TID_DECO_MEXICO_PYRAMID,Kivitemppeli
TID_DECO_SPAIN_CHICKEN,Kultainen jalkapallo
TID_DECO_DENMARK_STATUE,Merenneito-Greg
TID_DECO_SAUDIARABIA_EXCAVATION,Kaivauspaikka
TID_MANGOTREE,Mangopuu
TID_DECO_DERBY_HAY_HORSESHOE,Hevosenkenkä heinästä
TID_DECO_DERBY_BALL_BASKET,Pallokori
TID_DECO_DERBY_SNAIL_RACETRACK,Etanakilparata
TID_DECO_DERBY_HOBBYHORSE_TRACK,Keppihevoskilparata
TID_DECO_DERBY_MECHANICAL_HORSE,Robottihevonen
TID_DECO_DERBY_HORSEHEAD_STATUE,Hevosenpääpatsas
TID_DECO_BEACH_TIKI,Rantatiki
TID_DECO_BEACH_TOWELS,Rantapyyhkeet
TID_DECO_BEACH_HAMMOCK,Rantariippumatto
TID_DECO_LABRADORTEA,Suopursu
TID_DECO_ICYBATH,Jääkylpy
TID_TOUCAN1,Kuningastukaani
TID_TOUCAN2,Kultakuvetukaani
TID_TOUCAN3,Rikkitukaani
TID_TOUCAN_DESCRIPTION,Kerää pisteitä ruokkimalla.
TID_DECO_FISHERMANS_LIFERING,Kalastajan pelastusrengas
TID_DECO_FISHERMANS_BOAT,Kalastajan vene
TID_DECO_FISHERMANS_NETS,Kalastajan verkot
TID_YOGHURT_MAKER,Jogurttikone
TID_YOGHURT_MAKER_DESCRIPTION,Valmista jogurttikoneessa.
TID_STEW_POT,Muhennospata
TID_STEW_POT_DESCRIPTION,Valmistaa pataruokia.
TID_MANGO,Mango
TID_COCONUT,Kookospähkinä
TID_CHICKPEA_STEW,Kikhernemuhennos
TID_WINTER_STEW,Talvimuhennos
TID_CHILI_STEW,Chilimuhennos
TID_COCONUTTREE,Kookospalmu
TID_DECO_10THBIRTHDAY_GAME_STRENGHT,Voimamiespeli
TID_DECO_10THBIRTHDAY_GAME_BALL,Pallonheitto
TID_DECO_10THBIRTHDAY_GAME_POOL,Kanakylpy
TID_DECO_10THBIRTHDAY_TOPIARY,Synttäripensas
TID_DECO_10THBIRTHDAY_FERRIS,Synttärimaailmanpyörä
TID_DECO_10THBIRTHDAY_CAKE,Synttärikerroskakku
TID_TREE_COCONUTTREE_DESCRIPTION,Poimi kolme kertaa.
TID_DECO_SNOWMAN_GREG,Lumiukko-Greg
TID_DECO_SNOWANGEL_CHICKEN,Lumienkelikana
TID_DECO_MOSAIC_PATH,Mosaiikkipolku
TID_DECO_BIRDHOUSE_FENCE,Linnunpönttöaita
TID_DECO_RUSTIC_FENCE,Rustiikkinen aita
TID_DECO_POTTED_FENCE,Ruukkuaita
TID_WALRUS_HOUSE,Mursumaja
TID_WALRUS_HOUSE_SHOP_DESCRIPTION,Tarjoaa kodin\n<CAPACITY> mursulle.
TID_WALRUS1,Harmaa mursu
TID_WALRUS2,Ruskea mursu
TID_MANGO_JUICE,Mangomehu
TID_PRODUCT_TROPICAL_FONDUE,Tropiikin fondue
TID_DECO_SUNBED,Aurinkotuoli
TID_DECO_FISHERCHICK,Kalastajatipu
TID_DECO_HARVESTER,Syksyn sato
TID_DECO_RAINYDAY,Sadepäivä
TID_DECO_CHICKFOOTTROPHY,Kananjalkapokaali
TID_DECO_ICECHICK,Jäätipu
TID_DECO_FLAG_FENCE,10-vuotislippuaita
TID_CLAIM_ALREADY_IN_PROGRESS,Aktivointi on jo käynnissä.
TID_FARM_PASS_SCID_CLAIM_BUTTON,Aktivoi Farmipassi
TID_CLAM_WITCH_SCID_BUTTON,Aktivoi
TID_SCID_CONFIRM_GET_FARM_PASS_TITLE,Aktivoidaanko Farmipassi?
TID_SCID_CONFIRM_GET_FARM_PASS_TEXT,Supercell ID:lläsi käytettävissä olevat Farmipassit: <NUMBER> kpl. Käytetäänkö yksi tämän kauden Farmipassin aktivoimiseen?
TID_CUSTOMIZATION_BIRTHDAY2022,Synttäririeha
TID_DECO_CRAFTS_CORNER,Askartelunurkkaus
TID_DECO_RUINS,Sammalrauniot
TID_DECO_WEEPING_WILLOW,Itkupaju
TID_DECO_WEEPING_CHERRY,Itkevä kirsikka
TID_DECO_BLUE_SPRUCE,Pieni okakuusi
TID_DECO_ANGEL_TRUMPET,Pasuunapuu
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE1_HEADER,Hay Dayn 10-vuotissynttärit
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE8_HEADER,Taas uusi synttäriyllätys!
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE1_TEXT,"10-vuotissynttärien aikakapselista putkahtanut timantti onkin suurempi kuin luulimme! Kiitos, että olet pelannut nämä menneet 10 vuotta - vielä monta on edessä! Mitäköhän muuta aikakapselissa on piilossa..."
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE8_TEXT,Hei! Toisesta aikakapselista löytyi kuulemma useita kultaisia kuponkeja! Tällä säihkyvällä yllätyksellä voit lunastaa valtavasti palkintoja. Toivottavasti siitä on iloa!
TID_DECO_JADE_PATH,Jadepolku
TID_DECO_SUCCULENT_PATH,Mehikasvipolku
TID_DECO_BAMBOO_FENCE,Bambuaita
TID_DECO_MASONRY_FENCE,Muurarin aita
TID_PRODUCT_COCONUT_DESCRIPTION,Poimi kookospalmusta.
TID_TROPICAL_SMOOTHIE,Tropiikin smoothie
TID_PRODUCT_MACAROON,Kookos-macaroon
TID_PRODUCT_COCONUT_ICECREAM,Kookosjäätelö
TID_DECO_SEAGULLS_NEST,Lokinpesä
TID_DECO_LIGHTHOUSE,Majakka
TID_DECO_TEACHING_ART,Taidetuokio
TID_DECO_EATING_HOMEWORK,Läksyahmatti
TID_DECO_ARRANGING_PAPERS,Kokeidenjärjestelijä
TID_DECO_SANDY_SHEEP,Hiekkalammas
TID_DECO_ACORN_LAMP,Tammenterholamppu
TID_DECO_FOX_STATUE,Kettupatsas
TID_DECO_SLEEPING_FOX,Nukkuva kettu
TID_DECO_AUTUMN_GNOMES,Syystontut
TID_DECO_RESTAURANT_FENCE,Ravintolapöytäaita
TID_DECO_BRICK_PATH,Tiilipolku
TID_ANIMAL_ACCESSORY_HAT_BALLOON_CHICKEN,Ilmapallokanahattu
TID_ANIMAL_ACCESSORY_HAT_BALLOON_STARS,Ilmapallotähtihattu
TID_DECO_BLUE_SPRUCE2,Keskikokoinen okakuusi
TID_DECO_BLUE_SPRUCE3,Suuri okakuusi
TID_DECO_ICEPOPPIES,Jääunikot
TID_DECO_SNOWYTRUNK,Luminen tukki
TID_PURCHASE_COST_FREE,Ilmainen
TID_SCID_PURCHACE_VERIFICATION_ERROR,Ostosi vahvistuksessa tapahtui virhe.
TID_WALRUS_CALF1,Harmaa mursunpoikanen
TID_WALRUS_CALF2,Ruskea mursunpoikanen
