TID,MS
TID_DECO_OLYMPIC_GNOME,Gnome klasik
TID_DECO_OLYMPIC_OBSTACLE,Halangan klasik
TID_DECO_OLYMPIC_FLAME,Api klasik
TID_DECO_OLYMPIC_PODIUM,Podium klasik
TID_DECO_ARCTIC_LUPINE,Lupin artik
TID_DECO_ARCTIC_POPPY,Popi artik
TID_DECO_EMPTY_WELL,Perigi kosong
TID_DECO_TRAIN_STOP,Perhentian kereta api
TID_DECO_WOODCUTTING_STATION,Stesen pomotongan kayu
TID_DECO_AUSTRALIA_PAINTINGS,Lukisan gua
TID_DECO_RUSSIAN_STATUE,Menara berwarna-warni
TID_OFFER_CONTENTS_PURCHASE_TIMES_INFO,Anda boleh membeli tawaran ini <NUM_TIMES_PURCHASABLE> kali
TID_OFFER_CONTENTS_PURCHASE_TIMES_INFO_WITH_COUNT,Anda telah membeli tawaran ini <PURCHASE_COUNT>/<NUM_TIMES_PURCHASABLE> kali
TID_APP_TRACKING_ATT_NOT_GIVEN_FLOATER_TEXT,Ciri sosial Facebook dinyahdayakan berdasarkan pilihan privasi anda.
TID_ARCTIC_FOX_CUB1,Anak rubah artik putih
TID_ARCTIC_FOX_CUB2,Anak rubah artik perang
TID_CHEETAH_CUB1,Anak citah kuning
TID_CHEETAH_CUB2,Anak citah oren
TID_BEE_HIVE_PLACE_BEE_INSIDE_NEST_TEXT,Letakkan lebah ke dalam sarang lebah!
TID_SQUIRREL_HOUSE_PLACE_SQUIRREL_INSIDE_NEST_TEXT,Letakkan tupai ke dalam rumah tupai!
TID_GATHERER_MASTERY_INFO_POPUP_TOOLTIP_NEW,<BUILDING> akan mempunyai <PARAM> sarang lebah.
TID_SQUIRREL_GATHERER_MASTERY_INFO_POPUP_TOOLTIP_NEW,<BUILDING> akan mempunyai <PARAM> rumah tupai.
TID_NEED_MORE_FRIENDS_SINGULAR,Memerlukan satu rakan Supercell ID baharu untuk buka!
TID_CUSTOM_DECORATIONS_OPTIONS_OCHRE,Kuning tanah
TID_DERBY_BUNNY_DERBY_REWARDS_KEYS_HEADER_SINGULAR_BUNNY,Anda telah menangkap seekor arnab dan akan mendapat <NUMBER> ganjaran!
TID_DERBY_BUNNY_DERBY_OVER_REWARDS_KEYS_HEADER_SINGULAR_BUNNY,Anda telah menangkap seekor arnab dan mendapat <NUMBER> ganjaran!
TID_DERBY_BINGO_OVER_REWARDS_KEYS_HEADER_SINGULAR,Anda mendapat sebaris bingo dan mendapat satu ganjaran!
TID_DERBY_BINGO_OVER_REWARDS_KEYS_HEADER_SINGULAR_BINGO,Anda mendapat sebaris bingo dan mendapat <NUMBER> ganjaran!
TID_DERBY_BINGO_REWARDS_KEYS_HEADER_SINGULAR,Anda menyelesaikan sebaris bingo dan akan mendapat satu ganjaran!
TID_DERBY_BINGO_REWARDS_KEYS_HEADER_SINGULAR_BINGO,Anda menyelesaikan sebaris bingo dan akan mendapat <NUMBER> ganjaran!
TID_DERBY_REWARDS_KEYS_HEADER_SINGULAR,Anda mempunyai satu ladam kuda
TID_DERBY_OVER_REWARDS_KEYS_HEADER_SINGULAR,Anda mendapat satu ladam kuda
TID_PEACOCK2,Burung merak perang
TID_PEACOCK3,Burung merak putih
TID_MASTERY_INFO_POPUP_TOOLTIP_COINS_NEW,Semua pesanan trak dari <BUILDING> memberikan <BONUS> duit syiling.
TID_MASTERY_INFO_POPUP_TOOLTIP_EXP_NEW,Semua pesanan trak dari <BUILDING> memberikan <BONUS> mata pengalaman.
TID_MASTERY_INFO_POPUP_TOOLTIP_BOAT_EXP_NEW,Semua produk pesanan bot dari <BUILDING> memberikan <BONUS> mata pengalaman.
TID_MASTERY_INFO_POPUP_TOOLTIP_BOAT_SPECIAL_CURRENCY_NEW,Semua produk pesanan bot dari <BUILDING> akan memberikan <BONUS> <CURRENCY>.
TID_MASTERY_INFO_POPUP_TOOLTIP_TIME_NEW,Semua barangan <BUILDING> dihasilkan dengan <BONUS> lebih cepat.
TID_DECO_CHINA_WALL,Tembok Batu
TID_DECO_GREECE_PILLARS,Tiang keemasan
TID_DECO_IRELAND_SHEEP,Biri-biri bertuah
TID_DECO_NETHERLANDS_WINDMILL,Kincir angin aman
TID_DECO_NORWAY_FISH,Ikan melompat
TID_DECO_SWEDEN_HORSE,Kuda bercorak
TID_FUDGE_SHOP,Kedai Fudge
TID_FUDGE_SHOP_DESCRIPTION,Menghasilkan fudge
TID_FUDGE_SHOP_PRODUCT_DESCRIPTION,Hasilkan di Kedai Fudge
TID_YOGURT_MAKER,Pembuat Yogurt
TID_YOGURT_MAKER_DESCRIPTION,Menghasilkan produk yogurt
TID_YOGURT_MAKER_PRODUCT_DESCRIPTION,Hasilkan di Pembuat Yogurt
TID_PLAIN_YOGHURT,Yogurt biasa
TID_STRAWBERRY_YOGHURT,Yogurt strawberi
TID_TROPICAL_YOGHURT,Yogurt tropika
TID_BREAKFAST_BOWL,Mangkuk sarapan
TID_DECO_SNOWCASTLEFENCE,Pagar istana salji
TID_DECO_COWTOPIARY,Topiari lembu salji
TID_DECO_SNOWCASTLE,Istana salji
TID_PRODUCT_MANGO_DESCRIPTION,Petik daripada Pokok Manga
TID_TREE_MANGOTREE_DESCRIPTION,Petik tiga kali
TID_DECO_CNY_ENVELOPE,Pokok renek angpau
TID_DECO_CNY_DRAGON,Naga merah
TID_DECO_CNY_FANS,Kipas berwarna-warni
TID_DECO_CNY_TEAPARTY,Teh anggun
TID_DECO_CANDLELIGHT_DINNER,Makan malam romantik
TID_DECO_HEART_POND,Kolam hati
TID_DECO_HANAMI_BENCH,Bangku hanami
TID_DECO_HANAMI_PARK,Taman hanami
TID_DECO_MOON_LAMP,Lampu bulan
TID_DECO_MOON_BENCH,Bangku bulan
TID_DECO_MOON_GAZEBO,Gazebo bulan
TID_DECO_MOON_LANTERNS,Lantera bulan
TID_DECO_EASTER_EGGLAMP,Tanglung telur
TID_DECO_EASTER_CUTOUT,Keratan telur
TID_DECO_EASTER_FOUNTAIN,Air pancut telur
TID_DECO_EASTER_EGGPAINTING,Telur berlukis
TID_DECO_ROSEPETAL_PATH,Laluan kelopak mawar
TID_DECO_HANAMI_PATH,Laluan hanami
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_PITH,Topi peneroka
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BIKER,Topi keledar
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_HORSERIDER,Topi penunggang kuda
TID_ANIMAL_ACCESSORY_HAT_HELMET_HORNS,Ketopong bertanduk
TID_ANIMAL_ACCESSORY_HAT_HELMET_BUTTONS,Ketopong bertatah
TID_ANIMAL_ACCESSORY_HAT_HELMET_WINGS,Ketopong bersayap
TID_ANIMAL_ACCESSORY_HAT_CAP_CLAPPERS,Ketopong bersorak
TID_ANIMAL_ACCESSORY_HAT_CAP_WINGS,Topi bersayap
TID_ANIMAL_ACCESSORY_HAT_CAP_BOW,Topi reben
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_FROG,Topi mandi katak
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_CHICK,Topi mandi anak ayam
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_LOBSTER,Topi mandi udang kara
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_BAT,Topi mandi kelawar
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_CLOVER,Topi tinggi klover
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FLOWER,Topi tinggi bunga
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FEATHER,Topi tinggi berbulu
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_GOGGLES,Topi tinggi gogal
TID_ANIMAL_ACCESSORY_HAT_CAP_POLICE,Topi polis
TID_ANIMAL_ACCESSORY_HAT_CAP_CONDUCTOR,Topi konduktor
TID_ANIMAL_ACCESSORY_HAT_CAP_CAPTAIN,Topi kapten
TID_ANIMAL_ACCESSORY_HAT_MARINE_POMPOM,Topi kelasi pompom
TID_ANIMAL_ACCESSORY_HAT_MARINE_FEATHER,Topi kelasi berbulu
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_FELT,Topi felt hijau
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_PLAIN,Topi felt berwarna-warni
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BUCKLE,Topi felt kancing
TID_ANIMAL_ACCESSORY_HAT_BOATER_FEATHER,Topi kapal berbulu
TID_ANIMAL_ACCESSORY_HAT_BOATER_PEARLS,Topi kapal mutiara
TID_ANIMAL_ACCESSORY_HAT_BOATER_PLAIN,Topi kapal putih
TID_ANIMAL_ACCESSORY_HAT_BOATER_POMPOM,Topi kapal pompom
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_UMBRELLA,Topi bowler payung
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_HAMMER,Topi bowler tukul
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_PERISCOPE,Topi bowler periskop
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BULB,Topi bowler mentol
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC,Topi bowler hijau
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC2,Topi bowler merah jambu
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BIRTHDAY,Topi hari jadi
TID_DECO_PURPLE_HEDGE,Pagar hidup ungu
TID_DECO_OLYMPIC_PATH,Laluan klasik
TID_DECO_MINERS_BENCH,Bangku pelombong
TID_DECO_SNOWCHICKS,Ayam salji
TID_DECO_LOVEBIRDS,Merpati dua sejoli
TID_DECO_BOOKWORMS,Ulat buku
TID_DECO_CHICKLEG_TOPIARY,Topiari kaki anak ayam
TID_DECO_PAPERBOAT_PUDDLE,Kapal kertas
TID_DECO_MIDSUMMER_FESTIVAL,Pertengahan musim panas
TID_PRODUCT_AFFOGATO,Affogato
TID_DECO_WELWITSCHIA,Welwitschia
TID_DECO_SUN_LICHEN,Liken matahari
TID_NEED_MORE_SCID_FRIENDS_SINGULAR,Memerlukan seorang rakan baharu untuk buka!
TID_NEED_MORE_SCID_FRIENDS,Memerlukan <NUMBER> rakan baharu untuk buka!
TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_RED,Topi bunian merah
TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_GREEN,Topi bunian hijau
TID_DECO_OLYMPIC_FENCE,Pagar klasik
TID_DECO_ORANGE_FENCE,Pagar oren
TID_DECO_COLORFUL_PATH,Laluan berwarna-warni
TID_MINT_FUDGE,Fudge pudina
TID_CHILI_FUDGE,Fudge cili
TID_LEMON_FUDGE,Fudge lemon
TID_PEANUT_FUDGE,Fudge kacang
TID_RICH_FUDGE,Fudge coklat
TID_DECO_FLOWER_BULBS,Bebawang bunga
TID_DECO_ARCHERY,Perkakas Memanah
TID_DECO_CARROT_HEIST,Rompakan lobak merah
TID_DECO_ARCTIC_FIR,Pain artik
TID_DECO_ARCTIC_JUNIPER,Juniper artik
TID_DECO_SUCCULENTS,Sukulen
TID_DECO_CLIVIA,Lili belukar
TID_DECO_BELGIUM_SQUIRREL,Patung Tupai
TID_DECO_CHILE_STATUE,Moai Khinzir
TID_DECO_MEXICO_PYRAMID,Kuil batu
TID_DECO_SPAIN_CHICKEN,Bola sepak emas
TID_DECO_DENMARK_STATUE,Greg Mermaid
TID_DECO_SAUDIARABIA_EXCAVATION,Tapak ekskavasi
TID_MANGOTREE,Pokok mangga
TID_DECO_DERBY_HAY_HORSESHOE,Ladam kuda rumput kering
TID_DECO_DERBY_BALL_BASKET,Bakul bola
TID_DECO_DERBY_SNAIL_RACETRACK,Balapan siput
TID_DECO_DERBY_HOBBYHORSE_TRACK,Trek kuda mainan
TID_DECO_DERBY_MECHANICAL_HORSE,Kuda mekanik
TID_DECO_DERBY_HORSEHEAD_STATUE,Tugu kepala kuda
TID_DECO_BEACH_TIKI,Tiki pantai
TID_DECO_BEACH_TOWELS,Tuala pantai
TID_DECO_BEACH_HAMMOCK,Buaian kanvas pantai
TID_DECO_LABRADORTEA,Teh labrador
TID_DECO_ICYBATH,Mandian berais
TID_TOUCAN1,Tukana besar
TID_TOUCAN2,Tukana paruh mampat
TID_TOUCAN3,Tukana paruh hijau
TID_TOUCAN_DESCRIPTION,Beri makan untuk mengumpul mata
TID_DECO_FISHERMANS_LIFERING,Pelampung keselamatan nelayan
TID_DECO_FISHERMANS_BOAT,Bot nelayan
TID_DECO_FISHERMANS_NETS,Jaring nelayan
TID_YOGHURT_MAKER,Pembuat Yogurt
TID_YOGHURT_MAKER_DESCRIPTION,Hasilkan di Pembuat Yogurt
TID_STEW_POT,Periuk Rebus
TID_STEW_POT_DESCRIPTION,Menghasilkan produk periuk rebus
TID_MANGO,Mangga
TID_COCONUT,Kelapa
TID_CHICKPEA_STEW,Stew kacang kuda
TID_WINTER_STEW,Stew musim sejuk
TID_CHILI_STEW,Stew cili
TID_COCONUTTREE,Pokok kelapa
TID_DECO_10THBIRTHDAY_GAME_STRENGHT,Penguji kekuatan
TID_DECO_10THBIRTHDAY_GAME_BALL,Permainan membaling bola
TID_DECO_10THBIRTHDAY_GAME_POOL,Permainan kolam ayam
TID_DECO_10THBIRTHDAY_TOPIARY,Topiari hari jadi
TID_DECO_10THBIRTHDAY_FERRIS,Roda Ferris hari jadi
TID_DECO_10THBIRTHDAY_CAKE,Kek hari jadi berlapis
TID_TREE_COCONUTTREE_DESCRIPTION,Petik tiga kali
TID_DECO_SNOWMAN_GREG,Greg orang salji
TID_DECO_SNOWANGEL_CHICKEN,Ayam malaikat salji
TID_DECO_MOSAIC_PATH,Laluan mozek
TID_DECO_BIRDHOUSE_FENCE,Pagar rumah burung
TID_DECO_RUSTIC_FENCE,Pagar kedesaan
TID_DECO_POTTED_FENCE,Pagar berpasu
TID_WALRUS_HOUSE,Rumah walrus
TID_WALRUS_HOUSE_SHOP_DESCRIPTION,Rumah untuk <CAPACITY> walrus
TID_WALRUS1,Walrus kelabu
TID_WALRUS2,Walrus perang
TID_MANGO_JUICE,Jus mangga
TID_PRODUCT_TROPICAL_FONDUE,Fondu tropika
TID_DECO_SUNBED,Kerusi berjemur
TID_DECO_FISHERCHICK,Nelayan anak ayam
TID_DECO_HARVESTER,Hasil musim luruh
TID_DECO_RAINYDAY,Hari hujan
TID_DECO_CHICKFOOTTROPHY,Trofi kaki ayam
TID_DECO_ICECHICK,Anak ayam ais
TID_DECO_FLAG_FENCE,Pagar panji hari jadi ke-10
TID_CLAIM_ALREADY_IN_PROGRESS,Sedang diaktifkan
TID_FARM_PASS_SCID_CLAIM_BUTTON,Aktifkan Pas Ladang
TID_CLAM_WITCH_SCID_BUTTON,Aktifkan
TID_SCID_CONFIRM_GET_FARM_PASS_TITLE,Aktifkan Pas Ladang?
TID_SCID_CONFIRM_GET_FARM_PASS_TEXT,Supercell ID anda ada <NUMBER> Pas Ladang. Guna salah satu untuk mengaktifkan Pas Emas musim ini?
TID_CUSTOMIZATION_BIRTHDAY2022,Pesta hari jadi
TID_DECO_CRAFTS_CORNER,Sudut kraftangan
TID_DECO_RUINS,Runtuhan berlumut
TID_DECO_WEEPING_WILLOW,Pokok janda merana
TID_DECO_WEEPING_CHERRY,Pokok dedalu ceri
TID_DECO_BLUE_SPRUCE,Spruce biru kecil
TID_DECO_ANGEL_TRUMPET,Brugmansia
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE1_HEADER,Hari Jadi Hay Day ke-10!
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE8_HEADER,Satu lagi kejutan hari jadi!
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE1_TEXT,Nampaknya berlian di dalam kapsul masa hari jadi ke-10 ini lebih besar daripada jangkaan kami! Terima kasih kerana bermain sepanjang 10 tahun ini dan kami berharap ia akan berterusan! Hmm...ada apa lagi di dalam ya?
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE8_TEXT,Helo! Khabarnya mereka menemukan beberapa baucar emas di dalam kapsul masa yang lain! Kejutan bersinar ini boleh digunakan untuk menebus banyak hadiah. Selamat menikmati!
TID_DECO_JADE_PATH,Laluan jed
TID_DECO_SUCCULENT_PATH,Laluan sukulen
TID_DECO_BAMBOO_FENCE,Pagar buluh
TID_DECO_MASONRY_FENCE,Pagar batu
TID_PRODUCT_COCONUT_DESCRIPTION,Kumpul dari Pokok Kelapa
TID_TROPICAL_SMOOTHIE,Smoothie tropika
TID_PRODUCT_MACAROON,Makarun
TID_PRODUCT_COCONUT_ICECREAM,Aiskrim kelapa
TID_DECO_SEAGULLS_NEST,Sarang burung camar
TID_DECO_LIGHTHOUSE,Rumah api
TID_DECO_TEACHING_ART,Kelas seni
TID_DECO_EATING_HOMEWORK,Makan kerja rumah
TID_DECO_ARRANGING_PAPERS,Menyusun kertas ujian
TID_DECO_SANDY_SHEEP,Biri-biri berpasir
TID_DECO_ACORN_LAMP,Lampu buah oak
TID_DECO_FOX_STATUE,Tugu rubah
TID_DECO_SLEEPING_FOX,Rubah tidur
TID_DECO_AUTUMN_GNOMES,Gnome musim luruh
TID_DECO_RESTAURANT_FENCE,Pagar meja restoran
TID_DECO_BRICK_PATH,Laluan batu-bata
TID_ANIMAL_ACCESSORY_HAT_BALLOON_CHICKEN,Topi belon ayam berpintal
TID_ANIMAL_ACCESSORY_HAT_BALLOON_STARS,Topi belon bintang berpintal
TID_DECO_BLUE_SPRUCE2,Spruce biru sederhana
TID_DECO_BLUE_SPRUCE3,Spruce biru besar
TID_DECO_ICEPOPPIES,Bunga popi berais
TID_DECO_SNOWYTRUNK,Balak bersalji
TID_PURCHASE_COST_FREE,Percuma
TID_SCID_PURCHACE_VERIFICATION_ERROR,Berlaku ralat semasa mengesahkan pembelian anda.
TID_WALRUS_CALF1,Anak walrus kelabu
TID_WALRUS_CALF2,Anak walrus perang
TID_COCKATOO1,Kakaktua jambul sulfur
TID_COCKATOO2,Kakaktua galah
TID_COCKATOO3,Kakaktua jambul merah
TID_COCKATOO_DESCRIPTION,Beri makan untuk mengumpul mata
TID_PEOPLE_ORDER_CONFIRM_DISMISSAL_TEXT,Ini tawaran satu kali sahaja! Sila tekan X untuk kembali dan mengisi pesanan. Amaran: Memilih tanda semak akan membatalkan hiasan anda!
TID_PEOPLE_ORDER_CONFIRM_DISMISSAL_TITLE,Adakah anda pasti?
TID_MEERKAT_HOUSE,Rumah Meerkat
TID_MEERKAT_HOUSE_SHOP_DESCRIPTION,Rumah untuk <CAPACITY> Meerkat
TID_MEERKAT1,Meerkat merah
TID_MEERKAT2,Meerkat perang
TID_DECO_BIRD_FEEDER,Tapakan burung
TID_DECO_BIRD_TREE,Pokok burung
TID_DECO_BIRD_FOREST,Hutan burung
TID_CUPCAKE_MAKER,Pembuat kek cawan
TID_CUPCAKE_MAKER_DESCRIPTION,Menghasilkan kek cawan
TID_PLAIN_CUPCAKE,Kek cawan kosong
TID_TROPICAL_CUPCAKE,Kek cawan tropika
TID_COOKIE_CUPCAKE,Kek cawan biskut
TID_GUAVA_CUPCAKE,Kek cawan jambu batu
TID_CUPCAKE_MAKER_PRODUCT_DESCRIPTION,Hasilkan di Pembuat Kek Cawan
TID_DECO_CHINESE_LANTERN_FLOWERS,Leletup
TID_DECO_GRASSY_ROCK,Batu berumput
TID_DECO_ICY_SNOWFLAKE,Emping salji berais
TID_DECO_DRUMMERBOYS,Pemain dram
TID_DECO_WORKBENCH,Meja kerja Santa
TID_DECO_GIFT_TREE,Pokok hadiah
TID_STEW_POT_PRODUCT_DESCRIPTION,Hasilkan di Periuk Rebus
TID_DELETE_ACCOUNT_TITLE,Hapus Akaun
TID_DELETE_ACCOUNT_BUTTON,Hapus Akaun
TID_DECO_WISTERIA_BLUE,Pokok wisteria biru
TID_DECO_WISTERIA_PINK,Pokok wisteria merah senduduk
TID_DECO_WEEPING_WILLOW_SMALL,Pokok janda merana kecil
TID_DECO_PARTYBALLOONS,Belon parti
TID_DECO_PARTYMUSIC,Muzik parti
TID_DECO_PARTYSTATUE,Patung parti
TID_DECO_PARTYPOT,Tembikar parti
TID_GUAVATREE,Pokok jambu batu
TID_TREE_GUAVATREE_DESCRIPTION,Petik tiga kali
TID_GUAVA,Jambu batu
TID_PRODUCT_GUAVA_DESCRIPTION,Petik daripada Pokok Jambu Batu
TID_DECO_PERUSTATUE,Khinzir panpipes
TID_DECO_PORTUGALSTATUE,Ayam jantan berwarna-warni
TID_DECO_THAILANDSTATUE,Lebah harmoni
TID_DECO_ALASKASTATUE,Greg kereta luncur
TID_PRODUCT_FRUITSORBET,Serbat buah
TID_GUAVA_JUICE,Jus jambu batu
TID_PRODUCT_GUAVA_COMPOTE,Manisan jambu batu
TID_DECO_CARVED_PUMPKIN,Labu berukir
TID_DECO_RAVENS,Burung raven
TID_DECO_MUMMY_PIG,Ibu khinzir
TID_DECO_TRICK_TREE,Pokok Halloween
TID_CUSTOMIZATION_HALLOWEEN2022,Halloween
TID_DECO_STABLE_FENCE,Pagar kandang
TID_DECO_APPLE_BOBBING,Permainan rebut epal
TID_DECO_CARVED_TURKEY,Ayam belanda berukir
TID_DECO_HORNOF_PLENTY,Tanduk mewah
TID_DECO_BIGGEST_CROP,Tanaman terbesar
TID_DECO_STALK_LANTERN,Lantera tangkai
TID_DECO_PUMPKIN_ARCH,Gerbang labu
TID_DECO_HALLOWEENPATH,Laluan Halloween
TID_DECO_LUNAR_SWING,Buaian Tahun Baharu Cina
TID_DECO_LOVELY_TRAMPOLINE,Trampolin cantik
TID_DECO_CHERRY_BLOSSOM,Bunga sakura
TID_DECO_CHICK_SURPRISE,Kejutan anak ayam
TID_DECO_PILOT_TRAINING,Latihan juruterbang
TID_DECO_BUTTERFLY_OASIS,Oasis rama-rama
TID_DECO_SEED_SPITTING,Peserta meludah benih
TID_DECO_TOURIST_ATTRACTION,Daya penarik
TID_DECO_KNITTER_CHICKS,Anak ayam pengait
TID_DECO_HALLOWEEN_COSTUME,Kostum Halloween
TID_DECO_SNOW_DEER,Rusa salji
TID_DECO_WRAPPING_PAPERS,Kertas pembungkus
TID_DECO_BUNNY_SCROLL,Skrol arnab
TID_DECO_BUNNY_GUARDIANS,Arnab pelindung
TID_DECO_SKY_LANTERN,Kolam lantera langit
TID_DECO_EASTER_PLANTER,Pasu Easter
TID_DECO_EASTER_ARCH,Gerbang Easter
TID_DECO_EASTER_BALLOON,Belon Easter
TID_DECO_EASTER_TILE,Jubin Easter
TID_DECO_BUNNY_HEDGE,Pagar arnab
TID_DECO_ICELANDSTATUE,Air pancut gnome
TID_DECO_MAROCCOSTATUE,Pasar meriah
TID_DECO_SWITZERLANDSTATUE,Lembu keju
TID_DECO_INDONESIASTATUE,Loceng senyap
TID_DECO_UKRAINESTATUE,Monumen tanah air
TID_DECO_TURKEYSTATUE,Pelindung gunung
TID_DECO_ROMANIASTATUE,Count kambing
TID_DECO_FINLANDSTATUE,Alam ajaib musim sejuk
TID_DECO_VENETIAN_GNOME,Gnome Venetian
TID_DECO_VENETIAN_BRIDGE,Jambatan Venetian
TID_DECO_VENETIAN_RIDE,Tunggangan Venetian
TID_DECO_VENETIAN_FENCE,Pagar Venetian
TID_GIFT_WRAPPING_STATION,Tempat membungkus hadiah
TID_GIFT_WRAPPING_STATION_DESCRIPTION,Hasilkan hadiah dibungkus
TID_MISTLETOE,Dedalu
TID_MISTLETOE_DESCRIPTION,Item istimewa untuk acara hari cuti. Dapatkan lebih banyak dengan mengisi krat bot istimewa. Tukarkan untuk pakej hadiah posmen.
TID_DECO_VENETIAN_CANAL,Terusan Venetian
TID_SEASONAL_OBJECT_CANT_BE_USED_ANYMORE,Tidak boleh guna lagi. Acara ini hampir tamat!
TID_UNABLE_TO_PURCHASE_RESOURCE_MAXED_OUT,Tidak dapat membeli. Anda telah memiliki bilangan maksimum untuk item ini!
TID_DECO_BULRUSH,Cattail
TID_DECO_LAWN_MOVER,Mesin rumput
TID_DECO_POPPY_FIELD,Ladang popi
TID_GIFT_BOX1,Hadiah emping salji
TID_GIFT_BOX2,Hadiah hijau
TID_GIFT_BOX3,Hadiah bertindan
TID_GIFT_BOX4,Hadiah panjang
TID_GIFT_BOX_DESCRIPTION,Hasilkan di Tempat Membungkus Hadiah. Produk masa terhad!
TID_CUSTOMIZATION_WINTER2022,Musim salji
TID_EVENT_GOTO,Pergi ke acara!
TID_HOLIDAY_BOAT_TITLE,Acara bot hadiah hari cuti!
TID_HOLIDAY_BOAT_TEXT,"Musim cuti! Semua bot sungai mahu hadiah masa terhad! Isi krat dengan produk hadiah untuk menerima dedalu yang boleh ditukarkan untuk ganjaran istimewa daripada katalog hadiah posmen.\n\nApabila acara tamat, baki dedalu anda akan ditukar menjadi syiling."
TID_SEASONAL_REWARD_TITLE,Acara hari cuti telah tamat!
TID_SEASONAL_REWARD_TEXT,"Ke mana perginya masa? Kami telah berseronok di masa cuti, membungkus hadiah dan hantarkannya.\n\nBaki dedalu anda akan ditukar menjadi syiling."
TID_SEASONAL_OBJECT_TEXT,"Dalam tempoh acara ini, anda akan mendapat bangunan pengeluaran istimewa masa terhad untuk ladang anda. Di tempat membungkus hadiah ini, anda boleh menghasilkan hadiah untuk dihantar menggunakan bot, eksklusif untuk acara hari cuti ini.\n\nBangunan pengeluaran istimewa ini akan dikeluarkan dari ladang anda selepas acara tamat!"
TID_SEASONAL_OBJECT_TITLE,Bangunan pengeluaran hari cuti istimewa!
TID_EVENT_ENDED_TITLE,Acara telah tamat
TID_EVENT_ENDED_TEXT,Kembali lagi untuk lebih banyak acara!
TID_DECO_CRESCENT_TENT,Khemah bulan sabit
TID_DECO_CRESCENT_SWING,Buaian bulan sabit
TID_DECO_CRESCENT_TILE,Jubin bulan sabit
TID_DECO_CRESCENT_FENCE,Pagar bulan sabit
TID_DECO_FIGURESKATER_GNOME,Gnome peluncur ais
TID_DECO_CURLING_RINK,Gelanggang kurling
TID_DECO_OLYMPIC_METALISTS,Pemenang medal klasik
TID_DECO_ORNAMENT_TOWER,Menara hiasan
TID_DECO_SANTAS_GIFTS,Hadiah Santa
TID_DECO_TREE_MARKET,Pasar pokok
TID_DECO_VENETIAN_MASKS,Topeng Venetian
TID_POPUP_OPEN_EXTERNAL_URL_TITLE,Buka pautan
TID_POPUP_OPEN_EXTERNAL_URL,Membuka pautan ini akan bawa anda ke luar permainan. Buka <url>?
TID_POPUP_OPEN_EXTERNAL_URL_CONFIRM_YES,Buka
TID_POPUP_OPEN_EXTERNAL_URL_CONFIRM_NO,Batal
TID_NO_GLOBAL_EVENT_ONGOING,Tiada acara global sedang berjalan. Semak lagi kemudian!
TID_SEASONAL_GIFT_SOLD_OUT,Habis dijual!
TID_SEASONAL_GIFT_COMING_IN,Tiba dalam:
TID_SEASONAL_GIFT_LEAVING_IN,Beredar dalam:
TID_SEASONAL_GIFT_NO_LONGER_AVAILABLE,Tidak lagi tersedia
TID_SEASONAL_GIFT_NOT_YET_AVAILABLE,Belum tersedia
TID_WHEEL_SPIN_LIMIT_REACHED,Had harian tercapai
TID_DECO_RAINBOW_LIGHTS,Lampu pelangi
TID_DECO_RAINBOW_UMBRELLAS,Payung pelangi
TID_DECO_RAINBOW_TENT,Khemah pelangi
TID_DECO_RAINBOW_PATH,Laluan pelangi
TID_VERIFY_AGE,Sila mengesahkan umur anda!
TID_ADVANCE_SETTINGS_SHOW_VIDEOS_ADS_HEADER,Pengiklanan
TID_ADVANCE_SETTINGS_SHOW_VIDEOS_ADS_TEXT,Membolehkan perkongsian untuk personalisasi iklan
TID_VIDEO_ADS_CONSENT,"Hay Day ingin meminta kebenaran untuk menjejaki anda merentas aplikasi dan laman web yang dimiliki oleh syarikat lain.\n\nData anda akan digunakan untuk memahami para pengguna, analisis dan menambah baik perkhidmatan kami."
