TID,ES
TID_DECO_EVENT_SUBMITTED_TAP,Toca para continuar
TID_DECO_EVENT_MILESTONE_FIRST_LIKE,❤️ ¡Has recibido el primer \qMe gusta\q! Tu diseño está empezando a llamar la atención.
TID_DECO_EVENT_MILESTONE_LIKES,❤️ ¡Has recibido <COUNT> \qMe gusta\q!¡Tu diseño es todo un éxito!
TID_SWAN1,Cisne negro
TID_SWAN2,Cisne de cuello negro
TID_SWAN3,Cisne cantor
TID_SWAN_DESCRIPTION,Aliméntalo para conseguir puntos.
TID_DECO_EVENT_DESIGN_COMING,La vista previa de tu diseño aparecerá aquí durante la fase de diseño.
TID_DECO_SUBMIT_SUBMIT_MISSED,Entrega perdida
TID_DECO_DANCE_FLOOR,Pista de baile
TID_DECO_SNOWMAN_BALLOON,Globo de muñeco de nieve
TID_DECO_WINTER_PHOTO_OP,Fotografía invernal
TID_DECO_RESCUE_PATROL,Patrulla de rescate
TID_DECO_WINTER_CENTERPIECE,Estatua invernal
TID_DECO_REINDEER_RIDE,Trineo de renos
TID_DECO_WINTER_GATE,Arco nevado
TID_DECO_WINTER_LOG_PATH,Sendero de troncos invernal
TID_DECO_PUPPY_YOGA,Yoga perruno
TID_DECO_BUBBLE_BATH,Baño de burbujas
TID_DECO_SOUND_BATH,Altar del sonido
TID_DECO_CALMING_CAIRNS,Rocas meditativas
TID_DECO_GENTLE_FIRE,Fuego de la serenidad
TID_DECO_CHOCOLATE_FRENZY,Fiesta del chocolate
TID_DECO_FRUIT_FRENZY,Fiesta de la fruta
TID_DECO_BOUQUET_HAT,Sombrero florido
TID_DECO_CORAL_REEF,Arrecife de coral
TID_DECO_HEARTWARMING_GIFT,Regalo amoroso
TID_DECO_TEA_PARTY,Hora del té
TID_DECO_MODE_PREPLACED_OBJECT_FLOATER,"Este adorno es fijo, así que no se puede mover."
TID_DECO_CHALLENGE_FENCE,Valla
TID_DECO_CHALLENGE_PATH,Camino
TID_DECO_CHALLENGE_FENCE_OR_PATH,Valla o camino
TID_CUSTOMIZATION_WINTER_2024,Invierno 2024
TID_DECO_APRES_SKI,Día en la pista
TID_DECO_WAXING_STATION,Taller de esquí
TID_DECO_GARDEN_HELPERS,Aprendices de jardinería
TID_DECO_BUSY_BEES,Abejas obreras
TID_DECO_REACHING_HEIGHTS,Cima alpina
TID_DECO_FEEDING_BIRDS,Puente de picoteo
TID_DECO_OCCUPIED_CHIMNEY,Nido en las alturas
TID_DECO_STONE_LEMURS,Lémures de gemas
TID_DECO_CHEESY_VENDOR,Quesero
TID_DECO_HOT_FONDUE,Fondue calentita
TID_DECO_BALCONY_SERENADE,Serenata en la torre
TID_DECO_HEARTWARMING_FOUNTAIN,Fuente amorosa
TID_DECO_HEART_BALLOON,Globo de los enamorados
TID_DECO_CUPIDS_CANON,Cañón de cupido
TID_DECO_HEARTWARMING_FENCE,Valla amorosa
TID_DECO_HEART_CONFETTI,Confeti de corazón
TID_DECO_CHICKEN_GALLEY,Galeón gallinero
TID_DECO_LOVELY_BUBBLES,Burbujas del amor
TID_DECO_BUTTERFLY_HEADBAND,Diadema de mariposa
TID_DECO_HIDDEN_GARDEN,Jardín secreto
TID_TUTORIAL_NEWCHAR_1,¡Justo a tiempo! Me voy durante unos días a pescar.
TID_TUTORIAL_NEWCHAR_2,Este amigo mío se ocupará de la granja mientras estoy fuera.
TID_TUTORIAL_NEWCHAR_3,¡Buenas! Me llamo Gordon Ramsay. Gracias a la granja he podido cambiar de aires y relajarme un poco.
TID_TUTORIAL_NEWCHAR_4,"Aquí la paciencia es clave. Los cultivos necesitan tiempo para crecer, los animales van a su propio ritmo. Esta tranquilidad me ayuda a mantener los pies en la tierra."
TID_TUTORIAL_NEWCHAR_5,"Tranquilidad, claro... Con que no les grites a las gallinas todo irá bien. ¡Nos vemos!"
TID_TUTORIAL_GREG_GIFT_BOXES_1,Ven a verme cuando tengas tiempo. Esconderé un regalo cada día durante los próximos siete días. ¡Intenta encontrarlos todos!
TID_DECO_RAINBOW_ARCH,Arco multicolor
TID_DECO_HEART_TILE,Embaldosado de corazón
TID_DECO_FLAG_BEARER,Portaestandarte
TID_DECO_GARDEN_CHESS,Ajedrez de jardín
TID_DECO_BEE_TOPIARY,Topiaria de abeja
TID_DECO_GARDEN_PAVILION,Cenador de jardín
TID_DECO_GARDEN_CART,Carrito de jardín
TID_DECO_DECO_GARDEN_ROOSTER,Gallo de jardín
TID_DECO_GARDEN_FENCE,Valla de jardín
TID_DECO_LEPRECHAUN_BALLOON,Globo de duende
TID_DECO_CASCADING_POTS,Cascada arcoíris
TID_DECO_SHAMROCK_CHAIR,Silla trébol
TID_DECO_GOLD_BARREL,Barril de oro
TID_DECO_LUCKY_WELL,Fuente de la suerte
TID_DECO_EASTER_CARRIAGE,Carruaje de huevos
TID_DECO_EASTER_BANQUET,Banquete primaveral
TID_DECO_EASTER_PARADE,Desfile primaveral
TID_DECO_EASTER_STAND,Expositor primaveral
TID_DECO_EASTER_PARADE_ARCH,Arco del desfile primaveral
TID_DECO_PAW_PRINTS,Huellas perrunas
TID_DECO_STURDY_YURT,Yurta resistente
TID_DECO_SERENE_TEMPLE,Templo de la serenidad
TID_DECO_COLORFUL_HUT,Choza colorida
TID_DECO_PICKING_BERRIES,Colecta de bayas
TID_DECO_COLORFUL_TAPESTRY,Tapiz colorido
TID_DECO_SURPRISE_EGGS,Huevos sorpresa
TID_DECO_ICY_PIG,Cerdo helado
TID_DECO_EVENT_SHOP_FOOTER,Recuerda reclamar los carretes en el tablón de tareas.
TID_DECO_EVENT_SHOP_FOOTER_EVENT_INACTIVE,No te pierdas el próximo festival para ganar más carretes.
TID_AGE_GATE_SCID_LOGIN,¿Tienes un Supercell ID? <LOGIN>Inicia sesión</LOGIN> para recuperar tu progreso.
TID_DECO_EVENT_TASK_CLAIM,Reclamar
TID_CONFIRM_KEY_TO_DIAMOND_SPEND,Usa diamantes para completar la compra
TID_FEATURE_DECO_EVENT,Festival de diseños
TID_DECO_EVENT_COMING_SOON,Nivel de desbloqueo del festival de diseños: <LEVEL>
TID_GACHA_KEY_STORAGE_FULL,Has alcanzado el límite de llaves doradas
TID_COLORFUL_CRAFTS,Creaciones coloridas
TID_ANIMAL_ACCESSORY_HAT_BUTTERFLY_HEADBAND,Diadema de mariposa
TID_ANIMAL_ACCESSORY_HAT_FAUX_FUR,Sombrero de piel sintética
TID_ANIMAL_ACCESSORY_HAT_BOUQUET,Sombrero florido
TID_CROP_CHAMOMILE,Manzanilla
TID_PRODUCT_SOOTHING_PAD,Almohada relajante
TID_PRODUCT_CALMING_DIFFUSER,Difusor relajante
TID_PRODUCT_CHAMOMILE_TEA,Té de manzanilla
TID_PRODUCT_ESSENTIAL_OIL_CHAMOMILE,Aceite esencial de manzanilla
TID_GACHA_CURRENCY_ENOUGH_NOTIFICATION_MESSAGE,"Tienes llaves doradas suficientes para abrir una caja sorpresa, ve a ver las ofertas."
TID_GREG_FIRST_NAME,Greg
TID_GACHA_KEY_STORAGE_FULL_POP_UP_TEXT,No hay más espacio para llaves doradas. Abre cajas sorpresa para gastarlas.
TID_GACHA_KEY_STORAGE_FULL_GO_TO_STORE,Ir a las ofertas
TID_SPIN_WHEEL_READY_TO_SPIN,Hazla girar
TID_DECO_MARBLE_DUCK_BATH,Bañera de mármol
TID_DECO_MARBLE_FLOWERVASE,Jarrón de mármol
TID_DECO_MARBLE_LEAF,Hoja de mármol
TID_SPIN_WHEEL_NEXT_IN_ADS,Próximo anuncio dentro de <TIME>
TID_DECO_PATH_OF_HARMONY,Camino de la armonía
TID_DECO_CUPIDS_BENCH,Banco de Cupido
TID_DECO_HEARTWARMING_BOUQUETS,Puesto de flores
TID_DECO_SPRING_OF_SERENITY,Fuente de la serenidad
TID_DECO_NAP_TIME,Siesta reparadora
TID_DECO_POND_OF_HARMONY,Estanque de la armonía
TID_DECO_SPA_TREATMENT,Balneario relajante
TID_DECO_JADE_SNAKE,Serpiente de jade
TID_DECO_SNAKE_DANCE,Danza de la serpiente
TID_DECO_SNAKE_PATH,Embaldosado de la serpiente
TID_DECO_TALL_POTTED_PLANT,Planta alta
TID_DECO_MOSAIC_CENTERPIECE,Mosaico colosal
TID_DECO_HER_SWING,Columpio de la mujer
TID_DECO_MONUMENT_OF_HER,Monumento a la mujer
TID_DECO_COVERED STAND,Grada cubierta
TID_DECO_HORSE_LOUNGE,Área de descanso equina
TID_DECO_HORSE_FEEDER,Comedero para caballos
TID_DECO_REFEREE_SHED,Torre del juez
TID_DECO_HORSE_BALLOON,Globo equino
TID_DECO_FLAGGED_FENCE,Valla con banderas
TID_DECO_SPRING_FLOWER_TILE,Embaldosado de flores primaverales
TID_DECO_HAYPOLE_FENCE,Valla de madera y heno
TID_DECO_PET_FENCE,Valla de mascotas
TID_DECO_GRASS_TILE_LIGHT,Sendero de hierba clara
TID_DECO_GRASS_TILE_DARK,Sendero de hierba oscura
TID_DECO_PALETTE_FENCE,Valla colorida
TID_DECO_BUTTERFLY_HOUSE,Casa de las mariposas
TID_DECO_SMALL_BIRCH_TREE,Abedul pequeño
TID_DECO_BIRCH_TREE,Abedul
TID_DECO_BIG_BIRCH_TREE,Abedul grande
TID_DECO_SMALL_BONSAI_TREE,Pino pequeño podado
TID_DECO_BONSAI_TREE,Pino podado
TID_DECO_BIG_BONSAI_TREE,Pino grande podado
TID_DECO_MEDITERRANEAN_POND,Estanque mediterráneo
TID_DECO_MUDDY_TRAIL,Sendero peliagudo
TID_DECO_NATURAL_PLANTER,Descanso entre nenúfares
TID_DECO_HER_JOURNEY,Su aventura
TID_NEW_EVENT_BOARD_HEADER,Tablón de eventos
TID_NEW_EVENT_BOARD_SUB_HEADER,¡Entra cada día para descubrir eventos nuevos!
TID_NEW_EVENT_BOARD_EMPTY_TAB,¡Ups! No hay ningún evento disponible ahora mismo. ¡Vuelve pronto!
TID_NEW_EVENT_BOARD_EMPTY_LIKED_TAB,¡Añade los eventos que te gusten a favoritos para crear tu propio tablón!
TID_NEW_EVENT_BOARD_TAB_ONGOING,Activos
TID_NEW_EVENT_BOARD_TAB_UPCOMING,Próximos
TID_NEW_EVENT_BOARD_TAB_RECENTLY_ENDED,Antiguos
TID_NEW_EVENT_BOARD_TAB_LIKED,Favoritos
TID_NEW_EVENT_BOARD_TAB_NEW_BADGE,NUEVO
TID_NEW_EVENT_BOARD_EVENT_STARTS_IN,Empieza dentro de
TID_NEW_EVENT_BOARD_EVENT_ENDS_IN,Termina dentro de
TID_NEW_EVENT_BOARD_EVENT_LEAVES_IN,Se acaba en
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_ENABLED,Notificaciones activadas
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_DISABLED,Notificaciones desactivadas
TID_NEW_EVENT_BOARD_EVENT_LIKE_ENABLED,Añadido a favoritos
TID_NEW_EVENT_BOARD_EVENT_LIKE_DISABLED,Eliminado de favoritos
TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,¡El evento <EVENT_NAME> acaba de empezar!
TID_CALENDAR_EVENT_ENDING_DEFAULT_NOTIFICATION,¡El evento <EVENT_NAME> está a punto de terminar!
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_TOP_REWARDS,Mejores recompensas
TID_NEW_EVENT_BOARD_EVENT_GO_BUTTON,Ir
TID_NEW_EVENT_BOARD_EVENT_COLLECT_REWARDS_BUTTON,Recibir recompensas
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATIONS_DISABLED,Activa las notificaciones de los eventos en los ajustes avanzados.
TID_NEW_EVENT_BOARD_DERBY_NOTIFICATIONS_DISABLED,Activa las notificaciones de los derbis en los ajustes avanzados.
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT,Se desbloquea en el nivel <LEVEL>.
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW,Se desbloquea con un nivel de reputación <LEVEL>.
TID_GREG_CALENDAR_EVENT_GIFT_BOX_NOTIFICATION,Hay un nuevo regalo disponible en la granja de Greg. ¡Recógelo ya!
TID_ANDROID_NOTIFICATION_CHANNEL_GREG,Granja de Greg
TID_LOADING,Cargando...
TID_EASTER_EGG1_25,Oveja de chocolate
TID_EASTER_EGG2_25,Abeja de chocolate
TID_EASTER_EGG3_25,Pato de chocolate
TID_EASTER_EGG4_25,Caballo de chocolate
TID_DECO_TOPIARY_LETTER_D,Topiario (letra D)
TID_DECO_TOPIARY_LETTER_H,Topiario (letra H)
TID_DECO_TOPIARY_LETTER_A,Topiario (letra A)
TID_DECO_TOPIARY_LETTER_Y,Topiario (letra Y)
TID_DECO_TOAD_OASIS,Oasis para ranas
TID_DECO_CHEETAH_TOPIARY,Topiario de guepardo
TID_DECO_GREEN_ENERGY,Energía renovable
TID_DECO_GREEN_FUTURE,Futuro ecológico
TID_DECO_GREEN_GOLD,Contenedor de compost
TID_DECO_GREEN_GLOBE,Monumento a la Tierra
TID_DECO_CATCHING_SUN,Energía solar
TID_DECO_PLANT_WAGON,Florista
TID_DECO_HEDGE_PRUNING,Jardinera profesional
TID_DECO_ZINNIA_PLANTER,Cinias
TID_DECO_CHASING_DROPLETS,Divertimento acuático
TID_DECO_PRUNING_STATION,Taller de poda
TID_DECO_POT_DISPLAY,Estante de flores
TID_DECO_FLOWER_BIKE,Bicicleta floral
TID_DECO_FLOWER_TRUCK,Camioneta floral
TID_DECO_ARTIST_EASEL,Pintura floral
TID_DECO_NAP_IN_SHADE,Siesta a la sombra
TID_DECO_GOLDEN_WEATHERVANE,Veleta de molino
TID_DECO_WISTERIA_PAGODA,Pagoda con glicinias
TID_DECO_BAMBOO_FOREST,Portal con bambú
TID_DECO_BENTO_BOX,Almuerzo japonés
TID_DECO_KATSUNE_BUSH,Topiario de kitsune
TID_DECO_WEDDING_GIFTS,Regalos nupciales
TID_DECO_WEDDING_TABLE,Mesa nupcial
TID_DECO_WEDDING_BENCH,Banco nupcial
TID_DECO_WEDDING_ARCH,Arco nupcial
TID_DECO_FLOWER_GIRL,Dama de honor
TID_DECO_FIESTA,Fiesta
TID_DECO_PINATA_PARTY,Fiesta de piñatas
TID_DECO_MARIACHI_CORNER,Rincón del mariachi
TID_DECO_PUPPETEERS,Espectáculo de marionetas
TID_DECO_GLITTER_CANNON,Cañones de confeti
TID_DECO_CHAMELEON_BALLOON,Globo camaleónico
TID_DECO_COMBINE_HARVESTER,Cosechadora antigua
TID_DECO_WEDDING_FENCE,Valla nupcial
TID_DECO_CHAMOMILE_FENCE,Valla de manzanilla
TID_DECO_WISTERIA_FENCE,Valla con glicinias
TID_DECO_STONE_TURTLE_PATH,Embaldosado de tortuga
TID_SEND_DOUBLE_TRUCK_ORDER,Enviar
TID_DOUBLE_TRUCK_ORDER_TOOLTIP_GET_REWARD,Mira un anuncio para recibir el doble de monedas y XP.
TID_DECO_WISH_TREE,Árbol de los deseos
TID_NO_PREVIOUS_GLOBAL_EVENT_ONGOING,La información del evento global anterior no está disponible. Inténtalo de nuevo más tarde.
TID_TUTORIAL_V2_IntroChar,¡Buenas! Soy Tilly. Me alegra que alguien se haga cargo de la vieja granja. ¡Deja que te ayude!
TID_TUTORIAL_V2_Harvest,¡Qué color tan bonito! El tono dorado indica que el <cdc634a>trigo</c> está listo para la cosecha.
TID_TUTORIAL_V2_Seeding,"Los cultivos tardan un poco en crecer. Mientras tanto, sembremos más <cdc634a>trigo</c>."
TID_TUTORIAL_V2_ClaimHabitat,<disabled>¡El gallinero está listo! Vamos a completarlo.
TID_TUTORIAL_V2_PlaceChicken,Deberíamos conseguir más <cdc634a>gallinas</c> para llenar el gallinero.
TID_TUTORIAL_V2_PlaceChicken2,¡Invitemos a otra amiga emplumada!
TID_TUTORIAL_V2_PlaceChicken3,<disabled>¡Y otra más!
TID_TUTORIAL_V2_FeedChickens,¡Hora de darles de comer!
TID_TUTORIAL_V2_BuildFeedMill,¡Están hambrientas! Construyamos una <cdc634a>moledora</c> para preparar pienso.
TID_TUTORIAL_V2_CompleteFeedMill,"Va a tardar un poco, pero podemos acelerar el proceso."
TID_TUTORIAL_V2_PlaceFields,Necesitaremos maíz para el pienso de gallina. Coloquemos más <cdc634a>parcelas</c> para cultivarlo.
TID_TUTORIAL_V2_PlantCorn,Ya podemos plantar <cdc634a>maíz</c>.
TID_TUTORIAL_V2_HarvestCorn,¡Hora de la cosecha!
TID_TUTORIAL_V2_SpeedUpCorn,Aceleremos los cultivos.
TID_TUTORIAL_V2_ProduceChickenFeed,Ya tenemos todos los ingredientes para el <cdc634a>pienso de gallina</c>.
TID_TUTORIAL_V2_SpeedUpChickenFeed,Aceleremos el proceso para que las pobres gallinas dejen de pasar hambre.
TID_TUTORIAL_V2_GuestAppears,"¡Tenemos visita! Ahora que la granja vuelve a estar operativa, pasará a menudo."
TID_TUTORIAL_V2_BuyBakery,Tenemos mucho trigo con el que hacer pan. Hora de construir una <cdc634a>panadería</c>.
TID_TUTORIAL_V2_SpeedBakery,"Tardará poco, pero aún así podemos acelerarla."
TID_TUTORIAL_V2_BakeBread,¡Todo listo para hornear un <cdc634a>pan</c> delicioso!
TID_TUTORIAL_V2_SpeedBread,¡Qué bien huele! Aceleremos el proceso.
TID_TUTORIAL_V2_SpeedChicken1,Aceleremos las cosas para conseguir <cdc634a>huevos</c>.
TID_TUTORIAL_V2_SpeedChicken2,¡Huevástico! Acelera también la segunda <cdc634a>gallina</c>.
TID_TUTORIAL_V2_SpeedChicken3,¡Marahuevoso! Ahora acelera la última <cdc634a>gallina</c>.
TID_TUTORIAL_V2_CollectEggs,Ya podemos recoger los <cdc634a>huevos</c>.
TID_TUTORIAL_V2_CarArrives,"¡Mira, ya está aquí la camioneta de reparto! Úsala para entregar productos a la gente del pueblo."
TID_TUTORIAL_V2_CompleteFirstOrder,Cualquier solicitud nueva aparecerá en el <cdc634a>tablón de pedidos</c>. ¡Echemos un vistazo!
TID_TUTORIAL_V2_CollectFirstOrder,¡Qué rápido! Recojamos las recompensas de tu primer pedido.
TID_TUTORIAL_V2_CompleteSecondOrder,¡Tenemos otro pedido! Parece que la gente del pueblo adora nuestros productos frescos.
TID_TUTORIAL_V2_SellBread1,¿Viene de aquí ese olor a pan tan rico? ¡Pero qué modales los míos! Me llamo Joan.
TID_TUTORIAL_V2_SellBread2,<disabled>¡Vende el pan a Joan!
TID_TUTORIAL_V2_GregAppears,¡Parece que tienes visita!
TID_TUTORIAL_V2_GregIntro,"¡Buenas! Soy Greg. Parece que te vendrían bien algunas herramientas para poner la granja en orden. Visita mi granja, tengo unas cuantas a la venta."
TID_TUTORIAL_V2_OpenFriendBar,Greg tiene razón. Nos vendrían bien las herramientas para despejar algunas zonas de la granja.
TID_TUTORIAL_V2_VisitGreg,¡Visitemos la granja de Greg!
TID_TUTORIAL_V2_GregsFarm,¡Te doy la bienvenida a mi granja! Echa un vistazo a lo que tengo en el puesto de venta.
TID_TUTORIAL_V2_GregShop,Toca el puesto de venta para ver qué puedes comprar.
TID_TUTORIAL_V2_GregLeave,"¡Gracias por venir! Suelo reabastecer la tienda todos los días, así que vuelve cuando quieras."
TID_TUTORIAL_V2_BackHome,"Tengo que irme, pero estoy segura de que podrás con todo. Sigue cultivando, no te olvides de dar de comer a los animales y no pierdas de vista el tablón de pedidos. ¡Nos vemos!"
TID_CUSTOMIZATION_BIRTHDAY_2025,Aniversario de 2025
TID_DECO_SUPERCELL_STORE_01,Montón de peluches
TID_DECO_SUPERCELL_STORE_02,Arboleda tranquila
TID_ANIMAL_ACCESSORY_EARTHDAY_HEADBAND,Diadema del Día de la Tierra
TID_ANIMAL_ACCESSORY_FLORAL_BRAID,Trenza floral
TID_DECO_CAMPER_VAN,Autocaravana
TID_DECO_CLIMBING_GEAR,Equipo de escalada
TID_DECO_RAFTING_GEAR,Equipo de rafting
TID_DECO_CAMP_GRILL,Parrilla
TID_DECO_CAMP_RADIO,Radio de campamento
TID_DECO_LOOKOUT_TOWER,Torre de vigilancia
TID_DECO_CAMPING_GEAR,Equipo para acampar
TID_DECO_CAMP_SIGNPOST,Poste de direcciones
TID_DECO_NO_FIRE_SIGN,Cartel antiincendios
TID_DECO_GROOVY_FENCE,Valla bohemia
TID_DECO_GROOVY_TILE,Embaldosado bohemio
TID_DECO_GROOVY_BUG,Coche bohemio
TID_DECO_GROOVY_VAN,Furgoneta bohemia
TID_DECO_GROOVY_PEACE_DOVES,Palomas bohemias
TID_DECO_GROOVY_MRS_SCARECROW,Dña. Espantapájaros bohemia
TID_DECO_GROOVY_MR_SCARECROW,D. Espantapájaros bohemio
TID_DECO_GROOVY_EGGCHAIR,Silla oval bohemia
TID_DECO_GROOVY_GUITAR_CASE,Funda de guitarra bohemia
TID_DECO_GROOVY_SIDE_TABLE,Aparador bohemio
TID_DECO_GROOVY_CORNER,Rincón bohemio
TID_DECO_GROOVY_GUITAR_PLAYER,Guitarrista bohemio
TID_DECO_GROOVY_BIKE,Bicicleta bohemia
TID_DECO_GROOVY_BOOTS,Botas bohemias
TID_TUTORIAL_EVENT_BOARD_OLD_PLAYERS_1,¡Buenas! Hemos realizado un pequeño cambio en tu granja. El nuevo y mejorado tablón de eventos te espera junto al buzón.
TID_TUTORIAL_EVENT_BOARD_NEW_PLAYERS_1,¡Felicidades! Has desbloqueado el tablón de eventos.
TID_TUTORIAL_EVENT_BOARD_OLD_PLAYERS_2,Aquí podrás ver los eventos con un nuevo formato mejorado. Toca el cartel destacado para descubrir qué hay dentro.
TID_TUTORIAL_EVENT_BOARD_NEW_PLAYERS_2,Aquí encontrarás información sobre los eventos. Toca el cartel destacado para descubrir qué hay dentro.
TID_TUTORIAL_EVENT_BOARD_3,Toca el botón de información para ver los detalles y las recompensas.
TID_TUTORIAL_EVENT_BOARD_4,¡Recuerda entrar todos los días para descubrir nuevos y emocionantes eventos!
TID_SKIP_INTRO,Omitir
TID_GLOBAL_EVENT_THRESHOLD_REACHED,Estás participando en este evento global.
TID_BIRTHDAY_BALLOON1_25,Globo de girasoles
TID_BIRTHDAY_BALLOON2_25,Globo de la paz
TID_BIRTHDAY_BALLOON3_25,Globo floral
TID_BIRTHDAY_BALLOON4_25,Globo de arcoíris
TID_DECO_GROOVY_STAGE,Escenario bohemio
TID_DECO_GROOVY_COOP,Gallinero bohemio
TID_ANIMAL_ACCESSORY_HAT_FLORAL_WREATH,Corona floral
TID_ANIMAL_ACCESSORY_HAT_GROOVY_HAT,Gorro bohemio
TID_DECO_MINDFUL_MOMENTS,Momento meditativo
TID_EVENT_BOARD_INFO_POPUP_TITLE,Cómo jugar
TID_EVENT_BOARD_INFO_POPUP_TEXT_1,Toca el botón de información para descubrir más detalles sobre el evento.
TID_EVENT_BOARD_INFO_POPUP_TEXT_2,Toca el botón \qIr\q para acceder al evento cuando esté disponible.
TID_EVENT_BOARD_INFO_POPUP_TEXT_3,Activa las notificaciones de eventos en los ajustes avanzados para recibir recordatorios cuando vaya a empezar o terminar un evento.
TID_EVENT_BOARD_INFO_POPUP_TEXT_4,Marca tus eventos preferidos como favoritos para acceder a ellos con facilidad en la pestaña \qFavoritos\q.
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_STARTS_IN,Empieza dentro de: <TIME>.
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_ENDS_IN,Termina dentro de <TIME>.
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_LEAVES_IN,Se acaba en <TIME>.
TID_DECO_VERTICAL_GARDEN,Jardín vertical
TID_DECO_SOLAR_FLOWERS,Panel solar floral
TID_DECO_RAINWATER_COLLECTOR,Recolector de lluvia
TID_DECO_CLEANUP_CREW,Patrulla de limpieza
TID_DECO_EVENT_PHOTO_ALBUM_LIKES_LABEL,¡A los granjeros les gusta este diseño!
TID_DECO_EVENT_PHOTO_ALBUM_TASKS_LABEL,Tareas completadas
TID_DECO_EVENT_PHOTO_ALBUM_COVER_TITLE,Álbum de diseños de <NAME>
TID_DECO_EVENT_PHOTO_ALBUM_COVER_INFO,Participa en el festival de diseños para llenar las páginas.
TID_DECO_EVENT_PHOTO_ALBUM_PAGE_TITLE,Diseños de <NAME>
TID_DECO_EVENT_PHOTO_ALBUM_ADDED_PIN,¡Foto fijada!
TID_DECO_EVENT_PHOTO_ALBUM_REMOVED_PIN,¡Foto quitada!
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN,¡Foto oculta!
TID_DECO_EVENT_PHOTO_ALBUM_SHOWN,¡Foto visible!
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN_MAX,Ya no puedes ocultar más fotos.
TID_DECO_EVENT_PHOTO_ALBUM_PINNED_MAX,Ya no puedes fijar más fotos.
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN_INFO,Los demás jugadores no verán este diseño.
TID_DECO_EVENT_PHOTO_ALBUM_EMPTY_PHOTO_TIP_1,Participa en el festival de diseños para llenar la colección.
TID_DECO_EVENT_PHOTO_ALBUM_EMPTY_PHOTO_TIP_2,Solo los diseños entregados aparecerán en el álbum de fotos.
TID_DECO_EVENT_PHOTO_ALBUM_CLOSEUP_INFO,Puedes mover o agrandar el diseño tocando la pantalla. ¡Inténtalo!
TID_DECO_EVENT_PHOTO_ALBUM_FAVORITE_TITLE,Los favoritos de <NAME>
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP,Tienda del festival de diseños
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP_AVAILABLE,Este adorno está disponible en la tienda del festival de diseños.
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP_NOT_YET_AVAILABLE,Este adorno estará disponible en la tienda del festival de diseños.
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX,Evento de la comunidad
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX_AVAILABLE,Este adorno está disponible en un evento de la comunidad.
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX_NOT_YET_AVAILABLE,Este adorno estará disponible en el evento de la comunidad.
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION,Colección de adornos
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION_AVAILABLE,Este adorno está disponible en la colección de adornos.
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION_NOT_YET_AVAILABLE,Este adorno estará disponible en la colección de adornos.
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR,Calendario de regalos de Greg
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR_AVAILABLE,Este adorno está disponible en el calendario de regalos de Greg.
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR_NOT_YET_AVAILABLE,Este adorno estará disponible en el calendario de regalos de Greg.
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD,Recompensa de las marcas personales del evento global
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD_AVAILABLE,Este adorno está disponible en una recompensa de las marcas personales del evento global.
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD_NOT_YET_AVAILABLE,Este adorno estará disponible en una recompensa de las marcas personales del evento global.
TID_PEOPLE_ORDER_YOU_HAVE_NEW_UI,Tienes:
TID_PEOPLE_ORDER_NEED_NEW_UI,Pedido:
TID_PEOPLE_ORDER_WITH_GIFT_DISMISS_TITLE,¿Quieres continuar?
TID_PEOPLE_ORDER_WITH_GIFT_DISMISS_TEXT,Perderás el regalo si rechazas el pedido.
TID_PEOPLE_ORDER_SEND_AWAY_CANCEL,Mejor no
