Name,Rewards,RewardAmounts,Probabilities
,Voucher3,2,15
,Voucher4,2,15
,Snowman,1,3
,Snowgirl,1,3
,Reindeer1,1,1
,Gingerbread Man,1,5
,Gingerbread Lady,1,5
,Reindeer2,1,1
DerbyRewardSetBronze_18_NYE_rookie,Axe,3,2
,Saw,3,2
,Shovel,2,2
,Dynamite,2,2
,Demolition Charge,2,2
,Pickaxe,2,2
,Plank,2,4
,Nail,2,4
,Bolt,2,4
,Screw,2,4
,Duct Tape,2,4
,Wood Panel,2,4
,Land Deed,2,3
,Mallet,2,3
,Marker Stake,2,3
,Hammer,2,1
,Hand Drill,2,1
,Paint Bucket,2,1
,Stone Block,2,1
,Brick,2,1
,Tar Bucket,2,1
,WisteriaTree,1,10000
,Voucher3,1,2
DerbyRewardSetSilver_18_NYE_rookie,Axe,4,2
,Saw,4,2
,Shovel,3,2
,Dynamite,3,2
,Demolition Charge,3,2
,Pickaxe,3,2
,Plank,3,4
,Nail,3,4
,Bolt,3,4
,Screw,3,4
,Duct Tape,3,4
,Wood Panel,3,4
,Land Deed,3,3
,Mallet,3,3
,Marker Stake,3,3
,Hammer,3,1
,Hand Drill,3,1
,Paint Bucket,3,1
,Stone Block,3,1
,Brick,3,1
,Tar Bucket,3,1
,TrumpetTree,1,10000
,WisteriaTree,1,10000
,Voucher3,2,2
,Voucher4,1,2
DerbyRewardSetGold_18_NYE_rookie,TrumpetTree,1,1
,WisteriaTree,1,1
,PoincianaTree,1,1
DerbyRewardSetBronze_41_NYE_rookie,Axe,3,2
,Saw,3,2
,Shovel,2,2
,Dynamite,2,2
,Demolition Charge,2,2
,Pickaxe,2,2
,Plank,2,4
,Nail,2,4
,Bolt,2,4
,Screw,2,4
,Duct Tape,2,4
,Wood Panel,2,4
,Land Deed,2,3
,Mallet,2,3
,Marker Stake,2,3
,Hammer,2,1
,Hand Drill,2,1
,Paint Bucket,2,1
,Stone Block,2,1
,Brick,2,1
,Tar Bucket,2,1
,WisteriaTree,1,10000
,Voucher3,1,2
DerbyRewardSetSilver_41_NYE_rookie,Axe,4,2
,Saw,4,2
,Shovel,3,2
,Dynamite,3,2
,Demolition Charge,3,2
,Pickaxe,3,2
,Plank,3,4
,Nail,3,4
,Bolt,3,4
,Screw,3,4
,Duct Tape,3,4
,Wood Panel,3,4
,Land Deed,3,3
,Mallet,3,3
,Marker Stake,3,3
,Hammer,3,1
,Hand Drill,3,1
,Paint Bucket,3,1
,Stone Block,3,1
,Brick,3,1
,Tar Bucket,3,1
,TrumpetTree,1,10000
,WisteriaTree,1,10000
,Voucher3,2,2
,Voucher4,1,2
DerbyRewardSetGold_41_NYE_rookie,TrumpetTree,1,1
,WisteriaTree,1,1
,PoincianaTree,1,1
DerbyRewardSetBronze_18_NYE_novice,Axe,3,2
,Saw,3,2
,Shovel,2,2
,Dynamite,2,2
,Demolition Charge,2,2
,Pickaxe,2,2
,Plank,2,4
,Nail,2,4
,Bolt,2,4
,Screw,2,4
,Duct Tape,2,4
,Wood Panel,2,4
,Land Deed,2,3
,Mallet,2,3
,Marker Stake,2,3
,Hammer,2,1
,Hand Drill,2,1
,Paint Bucket,2,1
,Stone Block,2,1
,Brick,2,1
,Tar Bucket,2,1
,WisteriaTree,1,10000
,Voucher3,1,2
,Voucher4,1,2
DerbyRewardSetSilver_18_NYE_novice,Axe,4,6
,Saw,4,6
,Shovel,3,6
,Dynamite,3,6
,Demolition Charge,3,6
,Pickaxe,3,6
,Plank,3,12
,Nail,3,12
,Bolt,3,12
,Screw,3,12
,Duct Tape,3,12
,Wood Panel,3,12
,Land Deed,3,9
,Mallet,3,9
,Marker Stake,3,9
,Hammer,3,2
,Hand Drill,3,2
,Paint Bucket,3,2
,Stone Block,3,2
,Brick,3,2
,Tar Bucket,3,2
,TrumpetTree,1,10000
,WisteriaTree,1,10000
,Voucher3,2,7
,Voucher4,1,7
DerbyRewardSetGold_18_NYE_novice,TrumpetTree,1,1
,WisteriaTree,1,1
,PoincianaTree,1,1
DerbyRewardSetBronze_41_NYE_novice,Axe,4,2
,Saw,4,2
,Shovel,3,2
,Dynamite,3,2
,Demolition Charge,3,2
,Pickaxe,3,2
,Plank,2,4
,Nail,2,4
,Bolt,2,4
,Screw,2,4
,Duct Tape,2,4
,Wood Panel,2,4
,Land Deed,2,3
,Mallet,2,3
,Marker Stake,2,3
,Hammer,2,1
,Hand Drill,2,1
,Paint Bucket,2,1
,Stone Block,2,1
,Brick,2,1
,Tar Bucket,2,1
,WisteriaTree,1,10000
,Voucher3,1,2
,Voucher4,1,2
DerbyRewardSetSilver_41_NYE_novice,Axe,5,6
,Saw,5,6
,Shovel,3,6
,Dynamite,3,6
,Demolition Charge,3,6
,Pickaxe,3,6
,Plank,3,12
,Nail,3,12
,Bolt,3,12
,Screw,3,12
,Duct Tape,3,12
,Wood Panel,3,12
,Land Deed,3,9
,Mallet,3,9
,Marker Stake,3,9
,Hammer,3,2
,Hand Drill,3,2
,Paint Bucket,3,2
,Stone Block,3,2
,Brick,3,2
,Tar Bucket,3,2
,TrumpetTree,1,10000
,WisteriaTree,1,10000
,Voucher3,2,7
,Voucher4,1,7
DerbyRewardSetGold_41_NYE_novice,TrumpetTree,1,1
,WisteriaTree,1,1
,PoincianaTree,1,1
DerbyRewardSetBronze_18_NYE_pro,Axe,5,3
,Saw,5,3
,Shovel,3,3
,Dynamite,3,3
,Demolition Charge,3,3
,Pickaxe,3,3
,Plank,2,8
,Nail,2,8
,Bolt,2,8
,Screw,2,8
,Duct Tape,2,8
,Wood Panel,2,8
,Land Deed,2,6
,Mallet,2,6
,Marker Stake,2,6
,Voucher3,1,6
,Voucher4,1,6
,WisteriaTree,1,10000
DerbyRewardSetSilver_18_NYE_pro,Axe,6,4
,Saw,6,4
,Shovel,4,4
,Dynamite,4,4
,Demolition Charge,4,4
,Pickaxe,4,4
,Plank,3,8
,Nail,3,8
,Bolt,3,8
,Screw,3,8
,Duct Tape,3,8
,Wood Panel,3,8
,Land Deed,3,6
,Mallet,3,6
,Marker Stake,3,6
,Voucher3,2,5
,Voucher4,1,5
,TrumpetTree,1,10000
,WisteriaTree,1,10000
DerbyRewardSetGold_18_NYE_pro,TrumpetTree,1,1
,WisteriaTree,1,1
,PoincianaTree,1,1
DerbyRewardSetBronze_41_NYE_pro,Axe,6,3
,Saw,6,3
,Shovel,4,3
,Dynamite,4,3
,Demolition Charge,4,3
,Pickaxe,4,3
,Plank,2,8
,Nail,2,8
,Bolt,2,8
,Screw,2,8
,Duct Tape,2,8
,Wood Panel,2,8
,Land Deed,2,6
,Mallet,2,6
,Marker Stake,2,6
,Voucher3,1,6
,Voucher4,1,6
,WisteriaTree,1,10000
DerbyRewardSetSilver_41_NYE_pro,Axe,7,4
,Saw,7,4
,Shovel,5,4
,Dynamite,5,4
,Demolition Charge,5,4
,Pickaxe,5,4
,Plank,3,8
,Nail,3,8
,Bolt,3,8
,Screw,3,8
,Duct Tape,3,8
,Wood Panel,3,8
,Land Deed,3,6
,Mallet,3,6
,Marker Stake,3,6
,Voucher3,2,5
,Voucher4,1,5
,TrumpetTree,1,10000
,WisteriaTree,1,10000
DerbyRewardSetGold_41_NYE_pro,TrumpetTree,1,1
,WisteriaTree,1,1
,PoincianaTree,1,1
DerbyRewardSetBronze_18_NYE_expert,Axe,6,4
,Saw,6,4
,Shovel,3,4
,Dynamite,3,4
,Demolition Charge,3,4
,Pickaxe,3,4
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,9
,Mallet,2,9
,Marker Stake,2,9
,Voucher3,2,9
,Voucher4,2,9
,WisteriaTree,1,10000
DerbyRewardSetSilver_18_NYE_expert,Axe,7,4
,Saw,7,4
,Shovel,4,4
,Dynamite,4,4
,Demolition Charge,4,4
,Pickaxe,4,4
,Plank,3,8
,Nail,3,8
,Bolt,3,8
,Screw,3,8
,Duct Tape,3,8
,Wood Panel,3,8
,Land Deed,3,7
,Mallet,3,7
,Marker Stake,3,7
,Voucher3,2,5
,Voucher4,2,5
,TrumpetTree,1,10000
,WisteriaTree,1,10000
DerbyRewardSetGold_18_NYE_expert,TrumpetTree,1,1
,WisteriaTree,1,1
,PoincianaTree,1,1
DerbyRewardSetBronze_41_NYE_expert,Axe,6,4
,Saw,6,4
,Shovel,3,4
,Dynamite,3,4
,Demolition Charge,3,4
,Pickaxe,3,4
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,9
,Mallet,2,9
,Marker Stake,2,9
,Voucher3,2,9
,Voucher4,2,9
,WisteriaTree,1,10000
DerbyRewardSetSilver_41_NYE_expert,Axe,7,4
,Saw,7,4
,Shovel,4,4
,Dynamite,4,4
,Demolition Charge,4,4
,Pickaxe,4,4
,Plank,3,8
,Nail,3,8
,Bolt,3,8
,Screw,3,8
,Duct Tape,3,8
,Wood Panel,3,8
,Land Deed,3,7
,Mallet,3,7
,Marker Stake,3,7
,Voucher3,2,5
,Voucher4,2,5
,TrumpetTree,1,10000
,WisteriaTree,1,10000
DerbyRewardSetGold_41_NYE_expert,TrumpetTree,1,1
,WisteriaTree,1,1
,PoincianaTree,1,1
DerbyRewardSetBronze_18_NYE_champion,Axe,3,4
,Saw,3,4
,Shovel,3,4
,Dynamite,3,4
,Demolition Charge,3,4
,Pickaxe,3,4
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,9
,Mallet,2,9
,Marker Stake,2,9
,Voucher3,2,9
,Voucher4,2,9
,WisteriaTree,1,10000
DerbyRewardSetSilver_18_NYE_champion,Axe,4,4
,Saw,4,4
,Shovel,4,4
,Dynamite,4,4
,Demolition Charge,4,4
,Pickaxe,4,4
,Plank,3,8
,Nail,3,8
,Bolt,3,8
,Screw,3,8
,Duct Tape,3,8
,Wood Panel,3,8
,Land Deed,3,7
,Mallet,3,7
,Marker Stake,3,7
,Voucher3,2,5
,Voucher4,2,5
,TrumpetTree,1,10000
,WisteriaTree,1,10000
DerbyRewardSetGold_18_NYE_champion,TrumpetTree,1,1
,WisteriaTree,1,1
,PoincianaTree,1,1
DerbyRewardSetBronze_41_NYE_champion,Axe,3,4
,Saw,3,4
,Shovel,3,4
,Dynamite,3,4
,Demolition Charge,3,4
,Pickaxe,3,4
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,9
,Mallet,2,9
,Marker Stake,2,9
,Voucher3,2,9
,Voucher4,2,9
,WisteriaTree,1,10000
DerbyRewardSetSilver_41_NYE_champion,Axe,4,4
,Saw,4,4
,Shovel,4,4
,Dynamite,4,4
,Demolition Charge,4,4
,Pickaxe,4,4
,Plank,3,8
,Nail,3,8
,Bolt,3,8
,Screw,3,8
,Duct Tape,3,8
,Wood Panel,3,8
,Land Deed,3,7
,Mallet,3,7
,Marker Stake,3,7
,Voucher3,2,5
,Voucher4,2,5
,TrumpetTree,1,10000
,WisteriaTree,1,10000
DerbyRewardSetGold_41_NYE_champion,TrumpetTree,1,1
,WisteriaTree,1,1
,PoincianaTree,1,1
Chill_RewardSet1_rookie,Brown_Sugar,2,3
,White Sugar,2,3
,Vanilla Ice Cream,1,2
,Apple Jam,1,2
,Raspberry,2,2
,Cherry,2,2
,Blackberry,2,2
,Apple,2,2
,Honey,1,3
,Cream,1,3
,Butter,1,3
,Cheese,1,3
,Goat Cheese,1,3
Chill_RewardSet2_rookie,Axe,1,9
,Saw,1,9
,Shovel,1,9
,Dynamite,1,9
,Demolition Charge,1,9
,Pickaxe,1,9
,Brown_Sugar,2,3
,White Sugar,2,3
,Vanilla Ice Cream,1,2
,Apple Jam,1,2
,Raspberry,2,2
,Cherry,2,2
,Blackberry,2,2
,Apple,2,2
,Cream,1,3
,Butter,1,3
,Bracelet,1,2
,SoySauce,1,2
Chill_RewardSet3_rookie,Axe,1,9
,Saw,1,9
,Shovel,1,9
,Dynamite,1,9
,Demolition Charge,1,9
,Pickaxe,1,9
,Brown_Sugar,2,3
,White Sugar,2,3
,Vanilla Ice Cream,1,2
,Apple Jam,1,2
,Raspberry,2,2
,Cherry,2,2
,Blackberry,2,2
,Apple,2,2
,Honey,1,3
,Cream,1,3
,Butter,1,3
,Cheese,1,3
,Goat Cheese,1,3
,Lobster Meat,1,2
,Duck Down,1,2
Chill_RewardSet4_rookie,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Pickaxe,1,5
,White Sugar,2,2
,Syrup,2,2
,Cherry Popsicle,1,1
,Raspberry Jam,1,1
,Blackberry Jam,1,1
,Raspberry,3,2
,Cherry,3,2
,Blackberry,3,2
,Apple,3,2
,Cream,2,2
,Butter,2,2
Chill_RewardSet5_rookie,Axe,1,60
,Saw,1,60
,Shovel,1,60
,Dynamite,1,60
,Demolition Charge,1,60
,Pickaxe,1,60
,White Sugar,2,24
,Syrup,2,24
,Cherry Popsicle,1,12
,Raspberry Jam,1,12
,Blackberry Jam,1,12
,Raspberry,3,24
,Cherry,3,24
,Blackberry,3,24
,Apple,3,24
,Honey,2,24
,Cream,2,24
,Butter,2,24
,Cheese,2,24
,Goat Cheese,1,24
,Lobster Meat,1,12
,Duck Down,1,12
,FasterCrops1_lv1,1,2
,FasterCrops2_lv1,1,5
,FasterCrops3_lv1,1,2
,FasterCrops4_lv1,1,5
,FasterTrees_lv1,1,2
,FasterBushes_lv1,1,5
,FasterBaitMaker_lv1,1,2
,FasterNetMaker_lv1,1,5
,MoreCash_lv1,1,2
,HeavierFish_lv1,1,5
,MiningMoreOres_lv1,1,2
Chill_RewardSet6_rookie,Axe,1,60
,Saw,1,60
,Shovel,1,60
,Dynamite,1,60
,Demolition Charge,1,60
,Pickaxe,1,60
,Land Deed,1,12
,Mallet,1,12
,Marker Stake,1,12
,White Sugar,2,24
,Syrup,2,24
,Cherry Popsicle,1,12
,Raspberry Jam,1,12
,Blackberry Jam,1,12
,Raspberry,3,24
,Cherry,3,24
,Blackberry,3,24
,Apple,3,24
,Honey,2,24
,Cream,2,24
,Butter,2,24
,Cheese,2,24
,Goat Cheese,1,24
,Lobster Meat,1,12
,Duck Down,1,12
,FasterCrops1_lv1,1,2
,FasterCrops2_lv1,1,5
,FasterCrops3_lv1,1,2
,FasterCrops4_lv1,1,5
,FasterTrees_lv1,1,2
,FasterBushes_lv1,1,5
,FasterBaitMaker_lv1,1,2
,FasterNetMaker_lv1,1,5
,MoreCash_lv1,1,2
,HeavierFish_lv1,1,5
,MiningMoreOres_lv1,1,2
Chill_RewardSet7_rookie,Axe,1,3
,Saw,1,3
,Shovel,1,3
,Dynamite,1,3
,Demolition Charge,1,3
,Pickaxe,1,3
,Hammer,1,2
,Hand Drill,1,2
,Paint Bucket,1,2
,Stone Block,1,2
,Brick,1,2
,Tar Bucket,1,2
,Map Piece,1,1
,Brown_Sugar,2,2
,White Sugar,2,2
,Syrup,2,2
Chill_RewardSet8_rookie,Axe,1,3
,Saw,1,3
,Shovel,1,3
,Dynamite,1,3
,Demolition Charge,1,3
,Pickaxe,1,3
,Brown_Sugar,2,2
,White Sugar,2,2
,Syrup,2,4
,Strawberry Ice Cream,1,2
,Chocolate Ice Cream,1,3
,Blackberry Jam,1,2
,Cherry Jam,1,2
,Lobster Meat,1,3
,Duck Down,1,3
Chill_RewardSet9_rookie,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Pickaxe,1,5
,Plank,1,1
,Nail,1,1
,Bolt,1,1
,Screw,1,1
,Duct Tape,1,1
,Wood Panel,1,1
,Land Deed,1,1
,Mallet,1,1
,Marker Stake,1,1
,Hammer,1,2
,Hand Drill,1,2
,Paint Bucket,1,2
,Stone Block,1,2
,Brick,1,2
,Tar Bucket,1,2
,Map Piece,1,2
,Brown_Sugar,2,5
,White Sugar,2,5
,Syrup,2,5
,Strawberry Ice Cream,1,5
,Chocolate Ice Cream,1,5
,Blackberry Jam,1,5
,Cherry Jam,1,5
,Lobster Meat,1,5
,Duck Down,1,5
Chill_RewardSet10_rookie,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Pickaxe,1,5
,Hammer,1,1
,Hand Drill,1,1
,Paint Bucket,1,1
,Stone Block,1,1
,Brick,1,1
,Tar Bucket,1,1
,Map Piece,1,1
,Voucher1,1,5
,Brown_Sugar,2,10
,White Sugar,2,10
,Syrup,2,10
,Apple,2,10
,Cream,1,10
,Butter,1,10
,Cheese,1,10
,Blueprint,1,500
Chill_RewardSet11_rookie,Axe,1,10
,Saw,1,10
,Shovel,1,10
,Dynamite,1,10
,Demolition Charge,1,10
,Pickaxe,1,10
,Plank,1,1
,Nail,1,1
,Bolt,1,1
,Screw,1,1
,Duct Tape,1,1
,Wood Panel,1,1
,Hammer,1,1
,Hand Drill,1,5
,Paint Bucket,1,5
,Stone Block,1,5
,Brick,1,5
,Tar Bucket,1,5
,Map Piece,1,5
,Voucher1,1,5
,Cream,1,10
,Butter,1,10
,Cheese,1,10
Chill_RewardSet12_rookie,Axe,2,15
,Saw,2,15
,Shovel,2,15
,Dynamite,2,15
,Demolition Charge,2,15
,Pickaxe,1,15
,Plank,1,2
,Nail,1,2
,Bolt,1,2
,Screw,1,2
,Duct Tape,1,2
,Wood Panel,1,2
,Voucher1,1,15
,FasterCrops1_lv1,1,2
,FasterCrops2_lv1,1,2
,FasterCrops3_lv1,1,2
,FasterCrops4_lv1,1,2
,FasterTrees_lv1,1,2
,FasterBushes_lv1,1,2
,FasterBuildings1_lv1,1,2
,FasterBuildings2_lv1,1,2
,FasterBuildings3_lv1,1,2
,FasterBuildings4_lv1,1,2
,MoreXP_lv1,1,2
,FasterBoats_lv1,1,2
,FasterBaitMaker_lv1,1,2
,FasterNetMaker_lv1,1,2
,FasterFishingSpots_lv1,1,2
,FasterTownBuildings1_lv1,1,2
,FasterTownBuildings2_lv1,1,2
,FasterPersonalTrain_lv1,1,2
,FasterLobsters_lv1,1,2
,FasterDucks_lv1,1,2
,MoreCash_lv1,1,2
,HeavierFish_lv1,1,2
Chill_RewardSet13_rookie,Plank,1,1
,Nail,1,1
,Bolt,1,1
,Screw,1,1
,Duct Tape,1,1
,Wood Panel,1,1
,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Puzzle Piece 1,1,500
,Brown_Sugar,2,1
,White Sugar,2,1
,Syrup,2,1
,Apple,2,1
,Cream,1,1
,Butter,1,1
,Cheese,1,1
Chill_RewardSet14_rookie,FreeDiamonds,1,1
,Land Deed,1,1
,Mallet,1,1
,Marker Stake,1,1
,Hammer,1,1
,Hand Drill,1,1
,Paint Bucket,1,1
,Stone Block,1,1
,Brick,1,1
,Tar Bucket,1,1
,Map Piece,1,1
,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Brown_Sugar,2,1
,White Sugar,2,1
,Syrup,2,1
,Apple,2,1
,Cream,1,1
,Butter,1,1
,Cheese,1,1
Chill_RewardSet15_rookie,Plank,1,1
,Nail,1,1
,Bolt,1,1
,Screw,1,1
,Duct Tape,1,1
,Wood Panel,1,1
,Land Deed,1,1
,Mallet,1,1
,Marker Stake,1,1
,Hammer,1,1
,Hand Drill,1,1
,Paint Bucket,1,1
,Stone Block,1,1
,Brick,1,1
,Tar Bucket,1,1
,Map Piece,1,1
,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Expansion Key,1,500
,Brown_Sugar,2,3
,White Sugar,2,3
,Syrup,2,3
,Apple,2,3
,Cream,1,3
,Butter,1,3
,Cheese,1,3
,Puzzle Piece 1,1,500
Chill_RewardSet1_novice,Brown_Sugar,2,3
,White Sugar,2,3
,Vanilla Ice Cream,1,2
,Apple Jam,1,2
,Raspberry,3,2
,Cherry,3,2
,Blackberry,3,2
,Apple,3,2
,Honey,2,3
,Cream,2,3
,Butter,2,3
,Cheese,1,3
,Goat Cheese,1,3
Chill_RewardSet2_novice,Axe,1,9
,Saw,1,9
,Shovel,1,9
,Dynamite,1,9
,Demolition Charge,1,9
,Pickaxe,1,9
,Brown_Sugar,2,3
,White Sugar,2,3
,Vanilla Ice Cream,1,2
,Apple Jam,1,2
,Raspberry,3,2
,Cherry,3,2
,Blackberry,3,2
,Apple,3,2
,Honey,1,3
,Cream,1,3
,Butter,1,3
,Bracelet,1,2
,SoySauce,1,2
Chill_RewardSet3_novice,Axe,1,9
,Saw,1,9
,Shovel,1,9
,Dynamite,1,9
,Demolition Charge,1,9
,Pickaxe,1,9
,Brown_Sugar,2,3
,White Sugar,2,3
,Vanilla Ice Cream,1,2
,Apple Jam,1,2
,Raspberry,3,2
,Cherry,3,2
,Blackberry,3,2
,Apple,3,2
,Honey,2,3
,Cream,2,3
,Butter,2,3
,Cheese,1,3
,Goat Cheese,1,3
,Lobster Meat,1,2
,Duck Down,1,2
Chill_RewardSet4_novice,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Pickaxe,1,5
,White Sugar,2,2
,Syrup,2,2
,Cherry Popsicle,1,1
,Raspberry Jam,1,1
,Blackberry Jam,1,1
,Raspberry,3,2
,Cherry,3,2
,Blackberry,3,2
,Apple,3,2
,Honey,2,2
,Cream,2,2
,Butter,2,2
,Cheese,2,2
Chill_RewardSet5_novice,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Pickaxe,1,5
,White Sugar,2,2
,Syrup,2,2
,Cherry Popsicle,1,1
,Raspberry Jam,1,1
,Blackberry Jam,1,1
,Raspberry,3,2
,Cherry,3,2
,Blackberry,3,2
,Apple,3,2
,Honey,2,2
,Cream,2,2
,Butter,2,2
,Cheese,2,2
,Goat Cheese,2,2
,Lollipop,1,1
,Lobster Meat,1,1
,Duck Down,1,1
,FasterCrops1_lv1,1,1
,FasterCrops2_lv1,1,1
,FasterCrops3_lv1,1,1
,FasterCrops4_lv1,1,1
,FasterTrees_lv1,1,1
,FasterBushes_lv1,1,1
,FasterBaitMaker_lv1,1,1
,FasterNetMaker_lv1,1,1
,MoreCash_lv1,1,1
,HeavierFish_lv1,1,1
,MiningMoreOres_lv1,1,1
Chill_RewardSet6_novice,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Pickaxe,1,5
,Land Deed,1,1
,Mallet,1,1
,Marker Stake,1,1
,White Sugar,2,2
,Syrup,2,2
,Cherry Popsicle,1,1
,Raspberry Jam,1,1
,Blackberry Jam,1,1
,Raspberry,3,2
,Cherry,3,2
,Blackberry,3,2
,Apple,3,2
,Honey,2,2
,Cream,2,2
,Butter,2,2
,Cheese,2,2
,Goat Cheese,2,2
,Lollipop,1,1
,Lobster Meat,1,1
,Duck Down,1,1
,FasterCrops1_lv2,1,1
,FasterCrops2_lv2,1,1
,FasterCrops3_lv2,1,1
,FasterCrops4_lv2,1,1
,FasterTrees_lv2,1,1
,FasterBushes_lv2,1,1
,FasterNetMaker_lv1,1,1
,FasterBaitMaker_lv2,1,1
,MoreCash_lv1,1,1
,HeavierFish_lv1,1,1
,MiningMoreOres_lv1,1,1
Chill_RewardSet7_novice,FreeDiamonds,1,2
,Axe,1,3
,Saw,1,3
,Shovel,1,3
,Dynamite,1,3
,Demolition Charge,1,3
,Pickaxe,1,3
,Hammer,1,2
,Hand Drill,1,2
,Paint Bucket,1,2
,Stone Block,1,2
,Brick,1,2
,Tar Bucket,1,2
,Map Piece,1,1
,Brown_Sugar,2,2
,White Sugar,2,2
,Syrup,2,2
Chill_RewardSet8_novice,Axe,1,3
,Saw,1,3
,Shovel,1,3
,Dynamite,1,3
,Demolition Charge,1,3
,Pickaxe,1,3
,Brown_Sugar,2,2
,White Sugar,2,2
,Syrup,2,4
,Strawberry Ice Cream,1,2
,Chocolate Ice Cream,1,3
,Blackberry Jam,1,2
,Cherry Jam,1,2
,Lobster Meat,1,3
,Duck Down,1,3
Chill_RewardSet9_novice,FreeDiamonds,2,1
,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Pickaxe,1,5
,Plank,1,1
,Nail,1,1
,Bolt,1,1
,Screw,1,1
,Duct Tape,1,1
,Wood Panel,1,1
,Land Deed,1,1
,Mallet,1,1
,Marker Stake,1,1
,Hammer,1,2
,Hand Drill,1,2
,Paint Bucket,1,2
,Stone Block,1,2
,Brick,1,2
,Tar Bucket,1,2
,Map Piece,1,2
,Brown_Sugar,2,5
,White Sugar,2,5
,Syrup,2,5
,Strawberry Ice Cream,1,5
,Chocolate Ice Cream,1,5
,Blackberry Jam,1,5
,Cherry Jam,1,5
,Lobster Meat,1,5
,Duck Down,1,5
Chill_RewardSet10_novice,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Pickaxe,1,5
,Hammer,1,1
,Hand Drill,1,1
,Paint Bucket,1,1
,Stone Block,1,1
,Brick,1,1
,Tar Bucket,1,1
,Map Piece,1,1
,Voucher1,1,5
,Voucher2,1,3
,Brown_Sugar,2,10
,White Sugar,2,10
,Syrup,2,10
,Apple,2,10
,Cream,1,10
,Butter,1,10
,Cheese,1,10
,Blueprint,1,500
Chill_RewardSet11_novice,Plank,1,1
,Nail,1,1
,Bolt,1,1
,Screw,1,1
,Duct Tape,1,1
,Wood Panel,1,1
,Land Deed,1,1
,Mallet,1,1
,Marker Stake,1,1
,Hammer,1,1
,Hand Drill,1,1
,Paint Bucket,1,1
,Stone Block,1,1
,Brick,1,1
,Tar Bucket,1,1
,Map Piece,1,1
Chill_RewardSet12_novice,Axe,1,3
,Saw,1,3
,Shovel,1,3
,Dynamite,1,3
,Demolition Charge,1,3
,Pickaxe,1,3
,Plank,1,1
,Nail,1,1
,Bolt,1,1
,Screw,1,1
,Duct Tape,1,1
,Wood Panel,1,1
,Hammer,1,1
,Hand Drill,1,1
,Paint Bucket,1,1
,Stone Block,1,1
,Brick,1,1
,Tar Bucket,1,1
,Map Piece,1,1
,Voucher1,1,10
,Voucher2,1,10
,FasterCrops1_lv3,1,1
,FasterCrops2_lv3,1,1
,FasterCrops3_lv3,1,1
,FasterCrops4_lv3,1,1
,FasterTrees_lv3,1,1
,FasterBushes_lv3,1,1
,FasterBuildings1_lv1,1,1
,FasterBuildings2_lv1,1,1
,FasterBuildings3_lv1,1,1
,FasterBuildings4_lv1,1,1
,MoreXP_lv2,1,1
,FasterBoats_lv2,1,1
,FasterBaitMaker_lv2,1,1
,FasterNetMaker_lv2,1,1
,FasterFishingSpots_lv2,1,1
,FasterTownBuildings1_lv2,1,1
,FasterTownBuildings2_lv2,1,1
,FasterPersonalTrain_lv2,1,1
,FasterLobsters_lv2,1,1
,FasterDucks_lv2,1,1
,MoreCash_lv2,1,1
,HeavierFish_lv2,1,1
Chill_RewardSet13_novice,Plank,1,1
,Nail,1,1
,Bolt,1,1
,Screw,1,1
,Duct Tape,1,1
,Wood Panel,1,1
,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Puzzle Piece 1,1,500
,Brown_Sugar,2,1
,White Sugar,2,1
,Syrup,2,1
,Apple,2,1
,Cream,1,1
,Butter,1,1
,Cheese,1,1
Chill_RewardSet14_novice,FreeDiamonds,1,3
,Plank,1,3
,Nail,1,3
,Bolt,1,3
,Screw,1,3
,Duct Tape,1,3
,Wood Panel,1,3
,Land Deed,1,3
,Mallet,1,3
