TID,KR
TID_DECO_EVENT_INTRO_STEP4_GREETING_BODY,준비... 시작! 멋진 걸작을 창조해 보세요. 작업을 완료하면 농부님의 디자인이 더 많은 플레이어에게 노출됩니다.
TID_DECO_EVENT_INTRO_STEP5_CONFIRM_BUTTON,어떻게 투표하나요?
TID_DECO_EVENT_INTRO_STEP5_GREETING_HEADER,투표가 시작되었습니다!
TID_DECO_EVENT_INTRO_STEP5_GREETING_BODY,훌륭해요. 이제 투표하러 가세요! 투표를 많이 할수록 더 많은 사람들에게 농부님의 디자인이 노출됩니다. 농부님의 작품을 마음에 들어 할지도 몰라요!
TID_DECO_EVENT_INTRO_STEP6_CONFIRM_BUTTON,디자인 축제 상점 열기
TID_DECO_EVENT_INTRO_STEP6_HEADER,투표 단계 종료
TID_DECO_EVENT_INTRO_STEP6_GREETING_HEADER_NONAME,잘했어요!
TID_DECO_EVENT_INTRO_STEP6_GREETING_HEADER_NAME,"훌륭해요, <NAME> 님!"
TID_DECO_EVENT_INTRO_STEP6_LIKES_SENT,디자인 <COUNT>개에 좋아요를 눌렀습니다.
TID_DECO_EVENT_INTRO_STEP6_LIKES_RECEIVED,<COUNT>명이 농부님의 디자인을 좋아합니다.
TID_DECO_EVENT_INTRO_STEP6_CURRENCY_RECEIVED,필름 롤 <COUNT>개를 획득했습니다.
TID_DECO_EVENT_DECORATION_PHASE_STARTED_NOTIFICATION_MESSAGE,디자인 단계가 시작되었습니다!
TID_DECO_EVENT_VOTING_PHASE_STARTED_NOTIFICATION_MESSAGE,투표가 시작되었습니다! 가장 마음에 드는 디자인에 투표하세요.
TID_DECO_EVENT_REWARDING_PHASE_STARTED_NOTIFICATION_MESSAGE,투표가 종료되었습니다. 상점에서 필름 롤을 사용해 보세요!
TID_DECO_EVENT_FEATURED_GROUP_1_NOTIFICATION_MESSAGE,정말 인상적인 디자인이에요!
TID_DECO_EVENT_FEATURED_GROUP_2_NOTIFICATION_MESSAGE,정말 멋있는 디자인이에요!
TID_DECO_EVENT_FEATURED_GROUP_3_NOTIFICATION_MESSAGE,최고 중의 최고 디자인이에요!
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_HOURS_MINUTES,디자인 제출 기한이 <HOURS>시간 <MINUTES>분 남았습니다!
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_HOURS,디자인 제출 기한이 <HOURS>시간 남았습니다!
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_MINUTES,디자인 제출 기한이 <MINUTES>분 남았습니다!
TID_DECO_EVENT_SUBMISSION_CELEBRATION,멋진 작품이에요! 다음 축제를 위해 이 구역을 마감해야 합니다. 농장으로 돌아가세요.
TID_DECO_EVENT_INFO_TITLE_PAGE1,이벤트 단계
TID_DECO_EVENT_INFO_SUBTEXT_PAGE1,이벤트에는 3단계가 있습니다.
TID_DECO_EVENT_INFO_PAGE1_BOX1,신규 구역을 익히고 장식 창고를 둘러보세요.
TID_DECO_EVENT_INFO_PAGE1_BOX2,"창의력을 발휘해 작업을 완료하고, 디자인을 제출하고, 필름 롤을 획득하세요."
TID_DECO_EVENT_INFO_PAGE1_BOX3,다른 농부님의 디자인에 투표하고 답례로 '좋아요'를 받으세요.
TID_DECO_EVENT_INFO_PAGE1_BOX4,디자인 축제 상점에서 필름 롤을 사용하여 한정판 아이템을 구매하세요. 필름 롤은 디자인 축제 상점에서 언제든지 사용할 수 있습니다!
TID_DECO_EVENT_INFO_TITLE_PAGE2,준비 단계
TID_DECO_EVENT_INFO_SUBTEXT_PAGE2,구역을 둘러보고 디자인을 시작할 준비를 하세요!
TID_DECO_EVENT_INFO_PAGE2_BOX1,구역의 장애물을 모두 제거하세요. 원한다면 그대로 두셔도 좋습니다.
TID_DECO_EVENT_INFO_PAGE2_BOX2,주제를 확인하고 아이디어 구상을 시작하세요.
TID_DECO_EVENT_INFO_PAGE2_BOX3,장식 컬렉션을 살펴보고 영감을 얻으세요.
TID_DECO_EVENT_INFO_PAGE2_BOX4,게임 내 상점에서 신규 장식 상품이 있는지 확인하세요.
TID_DECO_EVENT_INFO_TITLE_PAGE3,디자인 단계
TID_DECO_EVENT_INFO_SUBTEXT_PAGE3,창의성을 발휘하고 작업을 완료하세요.
TID_DECO_EVENT_INFO_PAGE3_BOX1,주어진 구역에 장식 배치를 시작할 수 있습니다.
TID_DECO_EVENT_INFO_PAGE3_BOX2,고정된 장식물 주변으로 디자인을 시작하세요.
TID_DECO_EVENT_INFO_PAGE3_BOX3,"작업을 더 많이 할수록, 농부님의 디자인이 더 많은 플레이어에게 노출됩니다! 디자인을 제출하여 필름 롤을 획득하고 보상으로 교환해 보세요."
TID_DECO_EVENT_INFO_PAGE3_BOX4,제출기한을 꼭 지켜주세요! 필수 작업을 완료한 후 내 디자인 탭으로 가서 디자인을 제출하세요.
TID_DECO_EVENT_INFO_TITLE_PAGE4,투표 단계
TID_DECO_EVENT_INFO_SUBTEXT_PAGE4,마음에 드는 디자인에 투표하세요.
TID_DECO_EVENT_INFO_PAGE4_BOX1,가장 마음에 드는 디자인을 눌러 투표하세요. 투표를 많이 할수록 더 많은 사람들에게 농부님의 디자인이 노출됩니다!
TID_DECO_EVENT_INFO_PAGE4_BOX2,디자인을 제출하면 다른 농부들이 농부님의 디자인에 투표할 수 있습니다.
TID_DECO_EVENT_INFO_PAGE4_BOX3,보너스 보상을 받아 더 많은 필름 롤을 획득하고 디자인 축제 상점에서 사용하세요.
TID_DECO_EVENT_INFO_PAGE4_BOX4,명예의 전당을 방문해 전시된 디자인을 확인해 보세요. 농부님의 작품도 전시될 수 있어요!
TID_DECO_EVENT_INFO_TITLE_PAGE5,디자인 축제 상점
TID_DECO_EVENT_INFO_SUBTEXT_PAGE5,필름 롤을 사용하여 한정판 아이템을 구매하세요.
TID_DECO_EVENT_SUB_PREVIEW_HDR,디자인 시작 준비!
TID_DECO_EVENT_SUB_LASTCHANCE_HDR,제출까지: <TIME>
TID_DECO_EVENT_THEME_HDR,디자인 축제 테마
TID_DECO_EVENT_INFO_TITLE,참가 방법
TID_DECO_EVENT_INACTIVE_NOTE,현재 디자인 축제를 준비 중입니다. 그동안 디자인 앨범 또는 축제 상점을 살펴보세요. 그리고 다른 농부님의 앨범을 방문해 아름다운 디자인을 확인하는 걸 잊지 마세요!
TID_DECO_EVENT_INACTIVE_HEADER,장식 준비
TID_DECO_EVENT_INACTIVE_GOTO_ALBUM,앨범 열기
TID_DECO_EVENT_INACTIVE_GOTO_SHOP,상점으로 이동
TID_GIFT_BOX1_24,물방울무늬 선물
TID_GIFT_BOX2_24,돼지 선물
TID_GIFT_BOX3_24,빨간색 선물
TID_GIFT_BOX4_24,선물 가방
TID_DECO_EVENT_CHALLENGE_NEW,신규
TID_DECO_EVENT_CHALLENGES_HEADER,디자인 작업 게시판
TID_DECO_EVENT_CHALLENGES_CLAIM,디자인을 제출한 후 보상을 수령하세요!
TID_DECO_EVENT_SHOP_NO_CURRENCY,필름 롤이 부족합니다!\n작업을 완료해 더 많이 획득하세요.
TID_DECO_EVENT_PURCHASE_CONFIRM_TITLE,거래 확인
TID_DECO_EVENT_PURCHASE_CONFIRM_DESC,<ITEM_NAME>
TID_DECO_EVENT_PURCHASE_CONFIRM_BTN,보상 얻기
TID_DECO_EVENT_SHOP_SOLD_OUT,품절
TID_DECO_EVENT_SHOP_QUANTITY,<COUNT>/<MAX>
TID_DECO_CHALLENGE_PLACE_NATURE,자연 장식 <NUM>개 배치하기
TID_DECO_CHALLENGE_PLACE_SANCTUARY,보호구역 장식 <NUM>개 배치하기
TID_DECO_EVENT_CHALLENGES_REWARD,작업을 완료해 보상을 잠금 해제하세요.
TID_DECO_EVENT_CHALLENGES_HEADER_SUBMISSION,추가 작업
TID_DECO_EVENT_CHALLENGES_HEADER_BONUS,보너스 보상
TID_DECO_EVENT_EMPTY_PHOTO,디자인이 곧 표시됩니다!
TID_DECO_EVENT_VOTING_HEADER,마음에 드는 디자인을 선택하세요!
TID_DECO_EVENT_SHOP_ITEM_TIMER,남은 시간: <TIME>
TID_DECO_EVENT_SHOP_ITEM_TIMER_EXPIRED,만료됨!
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TEXT,디자인이 부적절하거나 공격적이라고 생각되는 경우에만 신고해 주시기를 바랍니다. 신고 버튼을 남용하면 계정에 페널티가 적용될 수 있습니다.
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TITLE,디자인 신고
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CONFIRM,확인
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CANCEL,취소
TID_DECO_EVENT_SUBMIT_CONFIRM_TITLE,제출 확인
TID_DECO_EVENT_SUBMIT_CONFIRM_DESC,이 디자인을 제출하시겠습니까?
TID_DECO_EVENT_SUBMIT_CONFIRM_ACCESS_LOSS,디자인을 제출한 후에는 디자인 구역에 입장하거나 디자인을 변경할 수 없습니다.
TID_DECO_EVENT_SKIP_CONFIRM_TITLE,제출을 건너뛸까요?
TID_DECO_EVENT_SKIP_CONFIRM_DESC,정말 디자인 제출을 건너뛸까요? 제출할 수 있는 마지막 기회입니다. 제출을 건너뛰면 디자인을 잃습니다.
TID_DECO_EVENT_SUBMIT_CONFIRM_TASKS,추가 작업을 완료해 필름 롤을 더 획득할 수 있습니다. 일부 작업은 디자인을 제출하고 난 후에 수행할 수 있습니다.
TID_DECO_EVENT_SUBMIT_CANCEL_BTN,취소
TID_DECO_EVENT_SUBMIT_CONFIRM_BTN,제출
TID_DECO_EVENT_BUTTON_TIMER,<TIME>
TID_DECO_EVENT_BUTTON_PHASE,<PHASE>
TID_DECO_EVENT_VOTE_DIAMONDS_OWNED,보유 수량:
TID_DECO_EVENT_WIDGET_PREPARATION,준비
TID_DECO_EVENT_WIDGET_DESIGN,디자인
TID_DECO_EVENT_WIDGET_VOTE,투표
TID_DECO_EVENT_WIDGET_REWARDS,보상
TID_DECO_EVENT_PENDING_REELS,필름 롤을 획득했습니다! 디자인을 제출해 수령하세요.
TID_DECO_EVENT_BEFORE_SUBMIT_INFO,"제출 기한을 꼭 지켜주세요! 투표가 시작된 후에도 제출은 가능하지만, 더 적은 수의 플레이어만이 농부님의 디자인을 볼 수 있습니다."
TID_DECO_EVENT_BEFORE_SUBMIT_RESUBMIT_INFO,"제출 기한을 꼭 지켜주세요! 투표가 시작된 후에도 제출은 가능하지만, 더 적은 수의 플레이어만이 농부님의 디자인을 볼 수 있습니다."
TID_DECO_EVENT_AFTER_SUBMIT_RESUBMIT_INFO,다시 제출하려면 디자인을 변경하세요. 기존에 제출한 작품이 새 디자인으로 교체됩니다.
TID_WHEEL_OF_FORTUNE_ADS_MORE_SPINS,영상 시청해 돌리기
TID_PERFUMERIE,향수 제조소
TID_PERFUMERIE_DESCRIPTION,향수를 만듭니다.
TID_PRODUCT_FRESH_DIFFUSER,향긋한 디퓨저
TID_PRODUCT_ZESTY_PERFUME,상큼한 향수
TID_PERFUMERIE_PRODUCT_DESCRIPTION,향수 제조소에서 만듭니다.
TID_DECO_EVENT_SUBMITTED_TAP,눌러서 계속하기
TID_DECO_EVENT_MILESTONE_FIRST_LIKE,❤️첫 번째 좋아요! 농부님의 디자인이 주목 받기 시작했습니다!
TID_DECO_EVENT_MILESTONE_LIKES,❤️좋아요 <COUNT>개! 사람들이 농부님의 디자인을 좋아합니다!
TID_SWAN1,흑고니
TID_SWAN2,검은목고니
TID_SWAN3,큰고니
TID_SWAN_DESCRIPTION,먹이를 주고 경험치를 모으세요.
TID_DECO_EVENT_DESIGN_COMING,디자인 단계 동안 디자인 미리보기가 여기에 나타납니다.
TID_DECO_SUBMIT_SUBMIT_MISSED,제출 기한 놓침
TID_DECO_DANCE_FLOOR,댄스 플로어
TID_DECO_SNOWMAN_BALLOON,눈사람 풍선
TID_DECO_WINTER_PHOTO_OP,겨울 포토 타임
TID_DECO_RESCUE_PATROL,강아지 구조대
TID_DECO_WINTER_CENTERPIECE,겨울 중앙 장식물
TID_DECO_REINDEER_RIDE,순록 썰매
TID_DECO_WINTER_GATE,겨울 대문
TID_DECO_WINTER_LOG_PATH,겨울 통나무 길
TID_DECO_PUPPY_YOGA,강아지 요가
TID_DECO_BUBBLE_BATH,거품 목욕
TID_DECO_SOUND_BATH,싱잉볼 목욕
TID_DECO_CALMING_CAIRNS,고요한 소원탑
TID_DECO_GENTLE_FIRE,은은한 모닥불
TID_DECO_CHOCOLATE_FRENZY,초콜릿 파티
TID_DECO_FRUIT_FRENZY,과일 파티
TID_DECO_BOUQUET_HAT,부케 모자
TID_DECO_CORAL_REEF,산호초
TID_DECO_HEARTWARMING_GIFT,러브러브 선물
TID_DECO_TEA_PARTY,티 파티
TID_DECO_MODE_PREPLACED_OBJECT_FLOATER,이 장식은 고정되어 있으므로 움직일 수 없습니다.
TID_DECO_CHALLENGE_FENCE,울타리
TID_DECO_CHALLENGE_PATH,길
TID_DECO_CHALLENGE_FENCE_OR_PATH,울타리 또는 길
TID_CUSTOMIZATION_WINTER_2024,2024 겨울
TID_DECO_APRES_SKI,스키 후 휴식
TID_DECO_WAXING_STATION,스키 정비
TID_DECO_GARDEN_HELPERS,정원 도우미
TID_DECO_BUSY_BEES,부지런한 일벌
TID_DECO_REACHING_HEIGHTS,알파인 정상
TID_DECO_FEEDING_BIRDS,새 모이주기
TID_DECO_OCCUPIED_CHIMNEY,굴뚝 둥지
TID_DECO_STONE_LEMURS,석조 여우원숭이
TID_DECO_CHEESY_VENDOR,치즈 장수
TID_DECO_HOT_FONDUE,따뜻한 퐁듀
TID_DECO_BALCONY_SERENADE,발코니 세레나데
TID_DECO_HEARTWARMING_FOUNTAIN,러브러브 분수
TID_DECO_HEART_BALLOON,하트 열기구
TID_DECO_CUPIDS_CANON,큐피드의 대포
TID_DECO_HEARTWARMING_FENCE,러브러브 울타리
TID_DECO_HEART_CONFETTI,하트 색종이 조각
TID_DECO_CHICKEN_GALLEY,닭 갤리선
TID_DECO_LOVELY_BUBBLES,하트 비누방울
TID_DECO_BUTTERFLY_HEADBAND,나비 머리띠
TID_DECO_HIDDEN_GARDEN,숨겨진 정원
TID_TUTORIAL_NEWCHAR_1,제시간에 오셨네요. 막 낚시를 하러 며칠간 집을 비우려던 참이었거든요.
TID_TUTORIAL_NEWCHAR_2,집을 비우는 동안 친구가 제 농장을 돌봐주기로 했어요.
TID_TUTORIAL_NEWCHAR_3,안녕하세요! 저는 고든 램지입니다. 농장에 와서 마음의 평화를 찾았어요. 기분이 참 상쾌하네요.
TID_TUTORIAL_NEWCHAR_4,"농장에서의 일상은 인내심을 필요로 하죠. 농작물은 자라는 데 시간이 걸리고, 동물은 제각기 움직이니 말이에요.... 하지만 정말로 평화롭고 안정감을 주죠."
TID_TUTORIAL_NEWCHAR_5,"정말 평화롭죠... 아 참, 닭에게 소리치지 마세요. 그럼 모든 게 다 괜찮을 거예요. 나중에 봐요!"
TID_TUTORIAL_GREG_GIFT_BOXES_1,시간이 날 때마다 들러보세요. 앞으로 7일간 매일 농부님을 위한 깜짝 선물을 숨겨뒀습니다. 모두 찾을 수 있으시겠어요?
TID_DECO_RAINBOW_ARCH,무지개 아치
TID_DECO_HEART_TILE,하트 타일
TID_DECO_FLAG_BEARER,기수
TID_DECO_GARDEN_CHESS,체스 정원
TID_DECO_BEE_TOPIARY,벌 토피어리
TID_DECO_GARDEN_PAVILION,정원 정자
TID_DECO_GARDEN_CART,정원 카트
TID_DECO_DECO_GARDEN_ROOSTER,정원 수탉
TID_DECO_GARDEN_FENCE,정원 울타리
TID_DECO_LEPRECHAUN_BALLOON,레프리콘 풍선
TID_DECO_CASCADING_POTS,항아리 폭포
TID_DECO_SHAMROCK_CHAIR,클로버 의자
TID_DECO_GOLD_BARREL,금화 통
TID_DECO_LUCKY_WELL,행운의 우물
TID_DECO_EASTER_CARRIAGE,달걀 마차
TID_DECO_EASTER_BANQUET,봄 연회
TID_DECO_EASTER_PARADE,봄 퍼레이드
TID_DECO_EASTER_STAND,봄 가판대
TID_DECO_EASTER_PARADE_ARCH,봄 퍼레이드 아치
TID_DECO_PAW_PRINTS,강아지 발자국
TID_DECO_STURDY_YURT,튼튼한 유르트
TID_DECO_SERENE_TEMPLE,평화로운 사원
TID_DECO_COLORFUL_HUT,알록달록 오두막
TID_DECO_PICKING_BERRIES,베리 수집
TID_DECO_COLORFUL_TAPESTRY,형형색색 태피스트리
TID_DECO_SURPRISE_EGGS,깜짝 달걀
TID_DECO_ICY_PIG,얼음 돼지
TID_DECO_EVENT_SHOP_FOOTER,작업 게시판에서 필름 롤을 수령하는 것을 잊지 마세요.
TID_DECO_EVENT_SHOP_FOOTER_EVENT_INACTIVE,다음 디자인 축제에서 더 많은 필름 롤을 얻어보세요!
TID_AGE_GATE_SCID_LOGIN,Supercell ID가 있으신가요? <LOGIN>로그인</LOGIN>하여 진행 상황을 불러오세요.
TID_DECO_EVENT_TASK_CLAIM,받기
TID_CONFIRM_KEY_TO_DIAMOND_SPEND,다이아몬드를 사용하여 구매 완료
TID_FEATURE_DECO_EVENT,디자인 축제
TID_DECO_EVENT_COMING_SOON,<LEVEL>레벨부터 디자인 축제에 참가 가능
TID_GACHA_KEY_STORAGE_FULL,황금 열쇠 보유 한도가 가득 찼습니다!
TID_COLORFUL_CRAFTS,다채로운 공예품
TID_ANIMAL_ACCESSORY_HAT_BUTTERFLY_HEADBAND,나비 머리띠
TID_ANIMAL_ACCESSORY_HAT_FAUX_FUR,인조 모피 모자
TID_ANIMAL_ACCESSORY_HAT_BOUQUET,부케 모자
TID_CROP_CHAMOMILE,캐모마일
TID_PRODUCT_SOOTHING_PAD,안락 쿠션
TID_PRODUCT_CALMING_DIFFUSER,진정용 디퓨저
TID_PRODUCT_CHAMOMILE_TEA,캐모마일차
TID_PRODUCT_ESSENTIAL_OIL_CHAMOMILE,캐모마일 정유
TID_GACHA_CURRENCY_ENOUGH_NOTIFICATION_MESSAGE,깜짝 상자를 열 수 있는 충분한 열쇠를 보유하고 있습니다. 지금 특별 상품을 확인하세요.
TID_GREG_FIRST_NAME,그렉
TID_GACHA_KEY_STORAGE_FULL_POP_UP_TEXT,황금 열쇠 저장소가 가득 찼습니다.\n지금 깜짝 상자를 여는데 사용해 보세요.
TID_GACHA_KEY_STORAGE_FULL_GO_TO_STORE,특별 상품으로 이동
TID_SPIN_WHEEL_READY_TO_SPIN,돌리기
TID_DECO_MARBLE_DUCK_BATH,대리석 오리 욕조
TID_DECO_MARBLE_FLOWERVASE,대리석 화병
TID_DECO_MARBLE_LEAF,대리석 잎
TID_SPIN_WHEEL_NEXT_IN_ADS,다음 광고 등장까지: <TIME>
TID_DECO_PATH_OF_HARMONY,화합의 길
TID_DECO_CUPIDS_BENCH,큐피드의 벤치
TID_DECO_HEARTWARMING_BOUQUETS,부케 가판대
TID_DECO_SPRING_OF_SERENITY,고요한 샘
TID_DECO_NAP_TIME,평화로운 낮잠
TID_DECO_POND_OF_HARMONY,화합의 연못
TID_DECO_SPA_TREATMENT,편안한 스파
TID_DECO_JADE_SNAKE,옥 뱀 조각
TID_DECO_SNAKE_DANCE,뱀 춤
TID_DECO_SNAKE_PATH,뱀 타일
TID_DECO_TALL_POTTED_PLANT,키 큰 식물 화분
TID_DECO_MOSAIC_CENTERPIECE,모자이크 중앙 장식물
TID_DECO_HER_SWING,여인의 그네
TID_DECO_MONUMENT_OF_HER,여성 기념비
TID_DECO_COVERED STAND,지붕이 있는 관중석
TID_DECO_HORSE_LOUNGE,말 휴게공간
TID_DECO_HORSE_FEEDER,말 급식기
TID_DECO_REFEREE_SHED,스튜어드의 탑
TID_DECO_HORSE_BALLOON,말 풍선
TID_DECO_FLAGGED_FENCE,깃발 울타리
TID_DECO_SPRING_FLOWER_TILE,봄 꽃무늬 타일
TID_DECO_HAYPOLE_FENCE,건초 장식 장대 울타리
TID_DECO_PET_FENCE,애완동물 울타리
TID_DECO_GRASS_TILE_LIGHT,밝은 잔디 타일
TID_DECO_GRASS_TILE_DARK,어두운 잔디 타일
TID_DECO_PALETTE_FENCE,팔레트 울타리
TID_DECO_BUTTERFLY_HOUSE,나비 집
TID_DECO_SMALL_BIRCH_TREE,작은 자작나무
TID_DECO_BIRCH_TREE,자작나무
TID_DECO_BIG_BIRCH_TREE,큰 자작나무
TID_DECO_SMALL_BONSAI_TREE,작은 조형 소나무
TID_DECO_BONSAI_TREE,조형 소나무
TID_DECO_BIG_BONSAI_TREE,큰 조형 소나무
TID_DECO_MEDITERRANEAN_POND,지중해풍 연못
TID_DECO_MUDDY_TRAIL,진흙 산책로
TID_DECO_NATURAL_PLANTER,천연 화분
TID_DECO_HER_JOURNEY,그녀의 여정
TID_NEW_EVENT_BOARD_HEADER,이벤트 게시판
TID_NEW_EVENT_BOARD_SUB_HEADER,매일 새로운 이벤트를 확인하세요!
TID_NEW_EVENT_BOARD_EMPTY_TAB,이런! 지금은 이벤트가 없습니다. 나중에 다시 확인하세요!
TID_NEW_EVENT_BOARD_EMPTY_LIKED_TAB,좋아하는 이벤트를 즐겨찾기에 추가하고 나만의 게시판을 만드세요!
TID_NEW_EVENT_BOARD_TAB_ONGOING,진행 중
TID_NEW_EVENT_BOARD_TAB_UPCOMING,진행 예정
TID_NEW_EVENT_BOARD_TAB_RECENTLY_ENDED,종료됨
TID_NEW_EVENT_BOARD_TAB_LIKED,즐겨찾기
TID_NEW_EVENT_BOARD_TAB_NEW_BADGE,NEW!
TID_NEW_EVENT_BOARD_EVENT_STARTS_IN,시작까지:
TID_NEW_EVENT_BOARD_EVENT_ENDS_IN,종료까지:
TID_NEW_EVENT_BOARD_EVENT_LEAVES_IN,떠나기까지:
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_ENABLED,알림 켜짐
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_DISABLED,알림 꺼짐
TID_NEW_EVENT_BOARD_EVENT_LIKE_ENABLED,즐겨찾기에 추가되었습니다.
TID_NEW_EVENT_BOARD_EVENT_LIKE_DISABLED,즐겨찾기에서 제거되었습니다.
TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,<EVENT_NAME> 시작!
TID_CALENDAR_EVENT_ENDING_DEFAULT_NOTIFICATION,<EVENT_NAME> 곧 종료!
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_TOP_REWARDS,상위 보상
TID_NEW_EVENT_BOARD_EVENT_GO_BUTTON,이동!
TID_NEW_EVENT_BOARD_EVENT_COLLECT_REWARDS_BUTTON,보상 받기!
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATIONS_DISABLED,고급 설정에서 이벤트 알림을 활성화하세요.
TID_NEW_EVENT_BOARD_DERBY_NOTIFICATIONS_DISABLED,고급 설정에서 더비 알림을 활성화하세요.
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT,<LEVEL>레벨에서 잠금 해제되는 이벤트입니다.
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW,타운 명성 <LEVEL>레벨에서 잠금 해제되는 이벤트입니다.
TID_GREG_CALENDAR_EVENT_GIFT_BOX_NOTIFICATION,그렉의 농장에 새로운 선물이 있습니다. 지금 바로 받으세요!
TID_ANDROID_NOTIFICATION_CHANNEL_GREG,그렉의 농장
TID_LOADING,불러오는 중...
TID_EASTER_EGG1_25,초콜릿 양
TID_EASTER_EGG2_25,초콜릿 꿀벌
TID_EASTER_EGG3_25,초콜릿 오리
TID_EASTER_EGG4_25,초콜릿 말
TID_DECO_TOPIARY_LETTER_D,D 토피어리
TID_DECO_TOPIARY_LETTER_H,H 토피어리
TID_DECO_TOPIARY_LETTER_A,A 토피어리
TID_DECO_TOPIARY_LETTER_Y,Y 토피어리
TID_DECO_TOAD_OASIS,두꺼비 목욕
TID_DECO_CHEETAH_TOPIARY,치타 토피어리
TID_DECO_GREEN_ENERGY,녹색 에너지
TID_DECO_GREEN_FUTURE,푸르른 미래
TID_DECO_GREEN_GOLD,음식물 쓰레기통
TID_DECO_GREEN_GLOBE,녹색 지구본
TID_DECO_CATCHING_SUN,태양광을 찾아서
TID_DECO_PLANT_WAGON,꽃 파는 상인
TID_DECO_HEDGE_PRUNING,토피어리 가지치기
TID_DECO_ZINNIA_PLANTER,백일초 꽃
TID_DECO_CHASING_DROPLETS,재밌는 스프링클러
TID_DECO_PRUNING_STATION,가지치기 작업대
TID_DECO_POT_DISPLAY,꽃 받침대
TID_DECO_FLOWER_BIKE,꽃 자전거
TID_DECO_FLOWER_TRUCK,꽃 트럭
TID_DECO_ARTIST_EASEL,꽃 그림
TID_DECO_NAP_IN_SHADE,그늘에서의 단잠
TID_DECO_GOLDEN_WEATHERVANE,돼지 풍향계
TID_DECO_WISTERIA_PAGODA,등나무 탑
TID_DECO_BAMBOO_FOREST,대나무 대문
TID_DECO_BENTO_BOX,도시락
TID_DECO_KATSUNE_BUSH,여우 토피어리
TID_DECO_WEDDING_GIFTS,웨딩 선물
TID_DECO_WEDDING_TABLE,웨딩 테이블
TID_DECO_WEDDING_BENCH,웨딩 벤치
TID_DECO_WEDDING_ARCH,웨딩 아치
TID_DECO_FLOWER_GIRL,화동
TID_DECO_FIESTA,피에스타
TID_DECO_PINATA_PARTY,피냐타 파티
TID_DECO_MARIACHI_CORNER,마리아치 음악
TID_DECO_PUPPETEERS,인형극
TID_DECO_GLITTER_CANNON,색종이 조각 대포
TID_DECO_CHAMELEON_BALLOON,카멜레온 풍선
TID_DECO_COMBINE_HARVESTER,낡은 수확기
TID_DECO_WEDDING_FENCE,웨딩 울타리
TID_DECO_CHAMOMILE_FENCE,캐모마일 울타리
TID_DECO_WISTERIA_FENCE,등나무 울타리
TID_DECO_STONE_TURTLE_PATH,거북이 타일
TID_SEND_DOUBLE_TRUCK_ORDER,배달하기
TID_DOUBLE_TRUCK_ORDER_TOOLTIP_GET_REWARD,광고를 시청하고 코인 및 XP 보상을 두 배로 늘리세요.
TID_DECO_WISH_TREE,소원 트리
TID_NO_PREVIOUS_GLOBAL_EVENT_ONGOING,이전 협동 이벤트 정보를 확인할 수 없습니다. 나중에 다시 시도해 주세요!
TID_TUTORIAL_V2_IntroChar,안녕하세요! 저는 틸리에요. 이 오래된 농장을 돌봐주셔서 감사해요. 제가 농장 일을 도와드릴게요!
TID_TUTORIAL_V2_Harvest,"우와, 저것 좀 보세요. 정말 아름다운 황금색이네요! 이 <cdc634a>밀</c>을 수확할 준비가 된 것 같네요."
TID_TUTORIAL_V2_Seeding,농작물은 자라는 데 시간이 조금 걸립니다. <cdc634a>밀</c>을 더 심어볼까요?
TID_TUTORIAL_V2_ClaimHabitat,<disabled>닭장이 준비되었어요! 건설을 완료해 봅시다.
TID_TUTORIAL_V2_PlaceChicken,<cdc634a>닭</c> 몇 마리를 구매해서 닭장을 채워 봅시다.
TID_TUTORIAL_V2_PlaceChicken2,닭장에 닭 한 마리를 더 넣어볼까요?
TID_TUTORIAL_V2_PlaceChicken3,<disabled>세 마리까지 사두는 게 좋겠군요.
TID_TUTORIAL_V2_FeedChickens,이제 먹이를 줄 수 있어요!
