TID,DE
TID_DECO_ROUND_STONE_PATH,Runder Steinweg
TID_DECO_SURF_FLOWER_PIANO,Surf-Blumenklavier
TID_DECO_CALLUNA_PATCH,Besenheidebeet
TID_DECO_FLOWER_PIANO,Festliches Klavier
TID_PENGUIN_HOUSE,Pinguinnest
TID_PENGUIN_HOUSE_SHOP_DESCRIPTION,Zuhause für <CAPACITY> Pinguine
TID_CROP_OATS,Hafer
TID_DECO_FLOATED_WOOD,Treibholz
TID_DECO_SAND_PLANT,Sandwegerich
TID_DECO_LAUNDRY_RACK,Wäscheständer
TID_DECO_INSECT_HOUSE,Insektenhotel
TID_DECO_KENNEL,Hundehütte
TID_DECO_MUSHROOM_BENCH,Pilzbank
TID_DECO_AUTUMN_PATH,Herbstpfad
TID_DECO_LAUNDRY,Wäsche
TID_DECO_RAZOR_GOLD_STATUE,Razer-Gold-Statue
TID_DECO_DRAGON_FENCE,Roter-Drache-Zaun
TID_DECO_MOONCAKE_TABLE,Mondkuchentisch
TID_DECO_MOONCAKE_STATUE,Mondkuchenstatue
TID_DECO_MOONCAKE_TILE,Mondkuchenkachel
TID_DECO_MOONCAKE_BUNNYBALLOON,Mondkuchenballon
TID_DECO_FLYING_GNOME_WITCH,Fliegende Zwerghexe
TID_DECO_GRANDMA_PLANT,Großmutter Pflanze
TID_DECO_VOODOO_SHRINE,Voodooschrein
TID_DECO_SKULLBIRD_SWING,Skelettvogel-Schaukel
TID_DECO_SPIDER_DEN,Spinnenhöhle
TID_DECO_BONES_FENCE,Knochenzaun
TID_DECO_MAIBAUM,Maibaum
TID_DECO_PRETZEL_PICNIC,Brezel-Picknick
TID_DECO_OKTOBERFEST_TABLE,Oktoberfest-Tisch
TID_DECO_BAVARIAN_PATH,Bayerischer Pfad
TID_DECO_MOON_AND_STARS,Mond und Sterne
TID_DECO_BUNNY_ROCKET,Häschen-Rakete
TID_DECO_STAR_GAZING,Sternguckerei
TID_DECO_ALIEN_VISITOR,Besucher aus dem All
TID_LEADERBOARD_BOAT_ERROR_ADD_FRIENDS,Noch keine Freunde in der Rangliste!
TID_DECO_SIZE,Größe: <WIDTH>x<HEIGHT>
TID_DECO_NEEDLECHICKEN,Nadelkissen-Huhn
TID_DECO_TUBA_PIG,Tubaschwein
TID_DECO_ACCORDEON_PIG,Akkordeonschwein
TID_DECO_DIRLDN_PIG,Dirndlschwein
TID_DECO_SMALL_HORNOFPLENTY,Kleines Füllhorn
TID_DECO_SETTLER_FEMALE,Zwergsiedlerin
TID_DECO_SETTLER_MALE,Zwergsiedler
TID_DECO_THANKS_BOUQUE_S,Kleiner Thanksgiving-Strauß
TID_DECO_THANKS_BOUQUE_M,Mittelgroßer Thanksgiving-Strauß
TID_DECO_THANKS_TABLE,Thanksgiving-Tisch
TID_DECO_MOONFISH_LANTERN,Mondfisch-Laterne
TID_DECO_MOONBUNNY_SHRINE,Mondhasenschrein
TID_DECO_MOONLANTERN_CARRIER,Mondlaternenträger
TID_DECO_MOONBUNNY_STATUE,Mondhasenstatue
TID_DECO_ASTRONOMER,Astronom
TID_DECO_TESTFLIGHT,Testflug-Pilot
TID_DECO_SCIENCE_BOARD,Wissenschaftstafel
TID_DECO_CHEESEMOON_PATH,Käsemondpfad
TID_PORRIDGE_BAR,Haferbreitheke
TID_PORRIDGE_BAR_DESCRIPTION,Produziert Haferbrei
TID_PORRIDGE_BAR_PRODUCT_DESCRIPTION,An Haferbreitheke produzieren
TID_PRODUCT_PORRIDGE_APPLE,Apfelhaferbrei
TID_PRODUCT_PORRIDGE_SWEET,Süßer Haferbrei
TID_PRODUCT_PORRIDGE_FRESH,Frischer Haferbrei
TID_DECO_SPIDER_FENCE,Spinnenzaun
TID_PRODUCT_COCONUTBARS,Ananas-Kokosnuss-Riegel
TID_PRODUCT_RICHSOAP,Reichhaltige Seife
TID_PENGUIN1,Blauer Pinguin
TID_PENGUIN2,Grauer Pinguin
TID_DERBY_TASK_HARVEST_CABBAGE_DESCRIPTION,Ernte <NUMBER> Kohlfelder ab
TID_DERBY_TASK_HARVEST_CLAY_DESCRIPTION,Sammle Ton von <NUMBER> Feldern
TID_DERBY_TASK_HARVEST_CHICKPEA_DESCRIPTION,Ernte <NUMBER> Kichererbsenfelder ab
TID_DERBY_TASK_HARVEST_PASSIONFRUIT_DESCRIPTION,Ernte <NUMBER> Passionsfruchtfelder ab
TID_DERBY_TASK_HARVEST_ASPARAGUS_DESCRIPTION,Ernte <NUMBER> Spargelfelder ab
TID_DERBY_TASK_HARVEST_OATS_DESCRIPTION,Ernte <NUMBER> Haferfelder ab
TID_EVENT_LEADERBOARD_JOIN_DESCRIPTION,Sammle <POINTS> Punkte für einen Platz auf der Rangliste und spiele um tolle Belohnungen!
TID_EVENT_LEADERBOARD_HEADER,Rangliste
TID_EVENT_LEADERBOARD_INFO_HEADER,Ranglisteninfos
TID_EVENT_LEADERBOARD_INFO_TEXT,Willkommen bei den Ranglisten!
TID_EVENT_LEADERBOARD_INFO_TEXT_1,"Durch Ranglisten kannst du Extrabelohnungen wie Währungen, Schübe und saisonale Dekorationen bekommen. Du sammelst Ereignispunkte, indem du Aufgaben abschließt. Ranglisten und Preise werden allerdings mit jedem Ereignis zurückgesetzt, also solltest du dich beeilen!"
TID_EVENT_LEADERBOARD_INFO_TEXT_2,"Du trittst in einem fairen, freundschaftlichen Wettbewerb gegen einige anhand ihres Farmlevels ausgewählte Spieler aus der ganzen Welt an."
TID_EVENT_LEADERBOARD_INFO_TEXT_3,"Wenn du den Belohnungspfad abgeschlossen hast, ist der Spaß noch nicht vorbei! Die Rangliste ist das ganze Ereignis über aktiv, also solltest du weiterhin Ereignispunkte sammeln!"
TID_SUPER_BOOSTER_FASTER_PRODUCTION,Superschub
TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,<PARAM1> produziert Gegenstände <TIME> Std. lang mit <MULTIPLIER>-facher Geschwindigkeit.
TID_SUPER_BOOSTER_PERCENTAGE_FASTER,<PARAM>x
TID_OFFER_SUPER_BOOSTER_BAKERY,- <AMOUNT> x <NAME>: Superschub für Bäckerei (<STARS> Sterne)
TID_OFFER_SUPER_BOOSTER_ANIMAL_FEED,- <AMOUNT> x <NAME>: Superschub für Futtermühle (<STARS> Sterne)
TID_OFFER_SUPER_BOOSTER_DAIRY,- <AMOUNT> x <NAME>: Superschub für Molkerei (<STARS> Sterne)
TID_OFFER_SUPER_BOOSTER_SUGAR_MILL,- <AMOUNT> x <NAME>: Superschub für Zuckermühle (<STARS> Sterne)
TID_OFFER_SUPER_BOOSTER_LOOM,- <AMOUNT> x <NAME>: Superschub für Webstuhl (<STARS> Sterne)
TID_OFFER_SUPER_BOOSTER_SMELTER,- <AMOUNT> x <NAME>: Superschub für Schmelzofen (<STARS> Sterne)
TID_STORED_BOOSTER_COUNT_ONE,Du hast einen Schub dieser Art.
TID_STORED_BOOSTER_COUNT,Du hast <AMOUNT> Schübe dieser Art.
TID_BOOSTER_FILTER_NEWEST,Neueste
TID_BOOSTER_FILTER_STARS,Sterne
TID_BOOSTER_FILTER_FARM,Farm
TID_BOOSTER_FILTER_FISHING,Angelbereich
TID_BOOSTER_FILTER_TOWN,Stadt
TID_BOOSTER_FILTER_PROGRESS,Fortschritt
TID_BOOSTER_FILTER_PURCHASED,Gekauft
TID_BOOSTER_FILTER_HEADER,Sortiert nach
TID_FARM_PASS_PERK_EXTRA_SILO_CAPACITY,Erhöhte Silokapazität
TID_FARM_PASS_PERK_EXTRA_WAREHOUSE_CAPACITY,Erhöhte Scheunenkapazität
TID_FARM_PASS_PERK_EXTRA_SILO_CAPACITY_DESC,Du bekommst bis zum Saisonende <AMOUNT> zusätzliche Plätze im Silo.
TID_FARM_PASS_PERK_EXTRA_WAREHOUSE_CAPACITY_DESC,Du bekommst bis zum Saisonende <AMOUNT> zusätzliche Plätze in der Scheune.
TID_SILO_FARM_PASS_EXTRA_CAPACITY_NO_PASS,Hol dir mit dem Farmpass mehr Lagerkapazität.
TID_SILO_FARM_PASS_EXTRA_CAPACITY_ACTIVE,Lagerkapazität von <OLD> auf <NEW> Plätze erhöht
TID_SILO_FARM_PASS_EXTRA_CAPACITY_NOT_ACTIVE,Noch <POINTS> Punkte bis zur Erhöhung der Lagerkapazität
TID_SILO_FARM_PASS_EXTRA_CAPACITY_LOW_LEVEL,Ab Level <LEVEL> kannst du mit dem Farmpass deine Lagerkapazität erhöhen!
TID_SILO_FARM_PASS_EXTRA_CAPACITY_CLAIM,Hol dir mit dem Farmpass mehr Lagerkapazität.
TID_SUPER_BOOSTER_FASTER_SPEED,TEMPO
TID_SHOP_ONE_SUPER_BOOSTER,Superschub!
TID_SHOP_MULTIPLE_SUPER_BOOSTERS,Superschübe!
TID_TASK_EVENT_NOTIFICATION_RANK_UP,Du bist <NUMBER> Plätze aufgestiegen.
TID_TASK_EVENT_NOTIFICATION_RANK_UP_ONE_PLACE,Du bist 1 Platz aufgestiegen.
TID_TASK_EVENT_NOTIFICATION_TIER_DOWN,Du wurdest aus den Top <NUMBER> verdrängt.
TID_TASK_EVENT_NOTIFICATION_ENTERED_LEADERBOARD,Du bist der Rangliste beigetreten.
TID_GIFT_BOX1_23,Rundes Geschenk
TID_GIFT_BOX2_23,Rotes Geschenk
TID_GIFT_BOX3_23,Gelbes Geschenk
TID_GIFT_BOX4_23,Tschu-tschu-Geschenk
TID_EVENT_LEADERBOARD_INFO_TEXT_PART1,"Durch Ranglisten kannst du Extrabelohnungen wie Währungen, Schübe und saisonale Dekorationen bekommen. Du sammelst Ereignispunkte, indem du Aufgaben abschließt. Ranglisten und Preise werden allerdings mit jedem Ereignis zurückgesetzt, also solltest du dich beeilen!"
TID_EVENT_LEADERBOARD_INFO_TEXT_PART2,"Du trittst in einem fairen, freundschaftlichen Wettbewerb gegen einige anhand ihres Farmlevels ausgewählte Spieler aus der ganzen Welt an."
TID_EVENT_LEADERBOARD_INFO_TEXT_PART3,"Wenn du den Belohnungspfad abgeschlossen hast, ist der Spaß noch nicht vorbei! Die Ranglisten sind das ganze Ereignis über aktiv, also solltest du weiterhin Ereignispunkte sammeln!"
TID_TIME_LIMITED_OFFER_BUNDLE_CONTENTS,Paketinhalte
TID_PRODUCT_DECADENT_MILKSHAKE,Vanille-Milchshake
TID_PRODUCT_MOCHA_MILKSHAKE,Mokka-Milchshake
TID_PRODUCT_FRUITY_MILKSHAKE,Frucht-Milchshake
TID_MILKSHAKE_BAR_PRODUCT_DESCRIPTION,An der Milchshake-Bar produzieren
TID_MILKSHAKE_BAR,Milchshake-Bar
TID_MILKSHAKE_BAR_DESCRIPTION,Produziert Milchshakes
TID_DECO_SLIPPERY_SLOPE,Skipiste
TID_DECO_LOVE_LETTERS,Liebesbriefe
TID_DECO_GETAWAY,Ausflug
TID_DECO_PRANKSTERS,Fröhliche Faxenmacher
TID_DECO_RIGHT_WAY,Der richtige Weg
TID_DECO_LOVELY_PICNIC,Nettes Picknick
TID_DECO_BAKEOFF,Backwettbewerb
TID_DECO_EGGSHELL_BED,Ei-nzigartiges Bett
TID_DECO_VALLEY_CUBA,Kaffee zum Mitnehmen
TID_DECO_VALLEY_NZ,Rugby-Fans
TID_DECO_VALLEY_LATVIA,Volkstanz
TID_DECO_VALLEY_UGANDA,Früchteverkäufer
TID_DECO_VALLEY_PAKISTAN,Tuk-Tuk-Stand
TID_DECO_VALLEY_GREENLAND,Woll-Zwillinge
TID_DECO_SHORE_FLOWERS,Blumen am Ufer
TID_DECO_ROCKY_SHORE,Steiniges Ufer
TID_DECO_MARSHMALLOW_MOMENT,Marshmallow-Moment
TID_DECO_WINTER_HOTTUB,Winter-Whirlpool
TID_DECO_YULE_GOAT,Julbock
TID_DECO_SWEET_BOOTH,Süßigkeitenstand
TID_DECO_WRAPPING_BOOTH,Geschenkpapier-Stand
TID_DECO_HOT_CHOCOLATE_BOOTH,Heiße-Schokolade-Stand
TID_DECO_SNOWFIGHT,Schneeballschlacht
TID_DECO_HOLIDAY_CAROLS,Weihnachtslieder
TID_DECO_CHESTNUT_BOOTH,Maronenstand
TID_DECO_MARKET_GATE,Markttor
TID_DECO_MARKET_TABLE,Markttisch
TID_DECO_SNOWMOBILE,Schneemobil
TID_DECO_TREE_DELIVERY,Baumlieferung
TID_DECO_MARKET_GAME,Marktspiel
TID_DECO_MARKET_CART,Marktwagen
TID_DECO_GIFT_LAMP,Geschenklampe
TID_DECO_GIFT_ARCH,Geschenkbogen
TID_DECO_MARKET_FEAST,Markt-Festmahl
TID_DECO_HOUR_GLASS,Sanduhr
TID_DECO_CUCKOO_CLOCK,Kuckucksuhr
TID_DECO_WEATHER_HOUSE,Wetterhäuschen
TID_DECO_HOLIDAY_STOCKING,Weihnachtsstrumpf
TID_DECO_NEON_LIGHT,Neonlicht
TID_DECO_DRAGON_SWING,Drachenschaukel
TID_DECO_DRAGON_CHASE,Drachenjagd
TID_DECO_DRAGON_DANCE,Drachentanz
TID_DECO_DRAIN_DRAGON,Gullydrache
TID_DECO_DRAGON_POOL,Drachen-Planschbecken
TID_DECO_MARKET_FENCE,Marktzaun
TID_DECO_GIFT_FENCE,Geschenkzaun
TID_DECO_CLEARED_SNOWPATH,Geräumter Schneepfad
TID_CUSTOMIZATION_WINTER2023,Winter
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_TITLE,Gutschein konnte nicht eingefordert werden
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_ALREADY_CLAIMED,Gutschein bereits eingefordert
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_EXPIRED,Gutschein abgelaufen
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_INVALID_CODE,"Bei deinem Gutscheincode ist ein Fehler aufgetreten. Achte darauf, dass du den richtigen Code hast und versuche es noch mal."
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_INVALIDATED,Der Gutschein ist nicht mehr gültig
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_UNKNOWN,Etwas ist schiefgelaufen. Versuche es später noch mal.
TID_SPELL_FACTORY_VOUCHER_CLAIM_SUCCESS_TITLE,Belohnung erhalten
TID_SPELL_FACTORY_VOUCHER_CLAIM_SUCCESS_TEXT,Gutschein erhalten
TID_SPELL_FACTORY_VOUCHER_CLAIM_HEADER,Belohnung abholen
TID_SPELL_FACTORY_VOUCHER_CLAIM_TEXT,"Tippe auf die Abholen-Schaltfläche, um deine Belohnung zu bekommen."
TID_SPELL_FACTORY_VOUCHER_CLAIM_BUTTON,Abholen
TID_SPELL_FACTORY_VOUCHER_OKAY_BUTTON,Okay
TID_FARM_PASS_SECTION_UNLOCKED,Abschnitt <NUM> freigeschaltet!
TID_EVENT_BOARD_EVENT_ENDED_POSTER,Ereignis zu Ende
TID_EVENT_BOARD_TASK_EVENT_ENDED_POSTER_TEXT,"Das Ereignis ist zu Ende, aber du hast noch Zeit, deine Belohnungen abzuholen! Beeil dich!"
TID_PLAYER_AGE_TITLE,Wie alt bist du?
TID_FARM_PASS_BUY_BUNDLE_ALL_BUTTON,Alle holen
TID_FARM_PASS_BUY_BUNDLE_REST_BUTTON,Paket kaufen
TID_FARM_PASS_TIER_N,Stufe <NUM>
TID_FARM_PASS_TIER_1,Farmpass
TID_FARM_PASS_TIER_2,Partypass
TID_FARM_PASS_TIER_3,Festpass
TID_TUTORIAL_EXISTING_PLAYER_AGE,"Hallo Farmer! Unsere Farmen sind ein sicherer und freundlicher Ort für alle. Bitte gib dein Alter an, damit Hay Day noch besser wird!"
TID_FARM_PASS_GET_FARM_PASS_1_POPUP_TITLE,Willkommen beim Farmpass!
TID_FARM_PASS_GET_FARM_PASS_2_POPUP_TITLE,Willkommen beim Partypass!
TID_FARM_PASS_GET_FARM_PASS_3_POPUP_TITLE,Willkommen beim Festpass!
TID_FARM_PASS_GET_FARM_PASS_TWO_TIERS_POPUP_TITLE,Willkommen beim Party-Bundle!
TID_FARM_PASS_GET_FARM_PASS_ALL_TIERS_POPUP_TITLE,Willkommen beim Farmpass-Bundle!
TID_AGE_GATE_NEW_PLAYERS_LINK_TEXT,"Wenn du fortfährst, akzeptierst du damit unsere <TOS>Nutzungsbedingungen</TOS>. <PP>Hier</PP> erfährst du, wie wir deine personenbezogenen Daten verarbeiten."
TID_AGE_GATE_EXISTING_PLAYERS_LINK_TEXT,"<PP>Hier</PP> erfährst du, wie wir deine Daten verarbeiten."
TID_FARM_PASS_GET_FARM_PASS_1_POPUP_BUTTON,Hol dir den Farmpass!
TID_FARM_PASS_GET_FARM_PASS_2_POPUP_BUTTON,Hol dir den Partypass!
TID_FARM_PASS_GET_FARM_PASS_3_POPUP_BUTTON,Hol dir den Festpass!
TID_FARM_PASS_GET_FARM_PASS_TWO_TIERS_POPUP_BUTTON,Hol dir das Party-Bundle!
TID_FARM_PASS_GET_FARM_PASS_ALL_TIERS_POPUP_BUTTON,Hol dir alle Pässe!
TID_FARM_PASS_BUY_PREVIOUS_PASS_FIRST_FLOATER,Du musst zuerst den vorherigen Pass kaufen!
TID_BETA,BETA
TID_FARM_PASS_TASK_TRASH_TOOLTIP_TEXT,Du kannst dieses Ziel löschen. Neues Ziel in <MINUTES> Minuten.
TID_FARM_PASS_BUY_DIAMOND_GOAL_TOOLTIP_TITLE,Du hast noch nicht genug?
TID_FARM_PASS_BUY_DIAMOND_GOAL_TOOLTIP_TEXT,Zusätzliches Saisonziel aktivieren
TID_FARM_PASS_BUY_DIAMOND_GOAL_BUTTON,1 Ziel hinzufügen
TID_FARM_PASS_DIAMOND_GOAL_ITEM_HEADER,Dieses Ziel hinzufügen
TID_FARM_PASS_DISCARD_TASK_POPUP_TITLE,Löschen bestätigen
TID_FARM_PASS_DISCARD_TASK_POPUP_NO,Abbrechen
TID_FARM_PASS_DISCARD_TASK_POPUP_YES,Löschen
TID_FARM_PASS_DISCARD_TASK_POPUP_DESCRIPTION,Möchtest du dieses Ziel löschen?
TID_PENGUINCHICK1,Graues Pinguinküken
TID_PENGUINCHICK2,Blaues Pinguinküken
TID_FARM_PASS_TASK_TRASHED_NEW_TASK_IN,Neues Ziel in:
TID_FARM_PASS_LAST_SECTION_RIBBON,Alles gehört dir!
TID_ANIMAL_ACCESSORY_HAT_TRAPPER,Trapper-Winterhut
TID_ANIMAL_ACCESSORY_HAT_SNOWMAN,Schneemannmütze
TID_FARMPASS_2_SHOP_OFFER,Hol dir den Partypass!
TID_FARMPASS_3_SHOP_OFFER,Hol dir den Festpass!
TID_FARMPASS_BUNDLE_ALL_SHOP_OFFER,Spare mit dem Farmpass-Bundle!
TID_FARMPASS_BUNDLE_2_3_SHOP_OFFER,Spare mit dem Party-Bundle!
TID_FARM_PASS_SECTION_2_UNLOCKED,Der Partypfad beginnt hier!
TID_FARM_PASS_SECTION_3_UNLOCKED,Der Festpfad beginnt hier!
TID_SCID_CONFIRM_GET_FARM_PASS_BUNDLE_TITLE,Farmpass-Bundle aktivieren?
TID_SCID_CONFIRM_GET_FARM_PASS_BUNDLE_TEXT,"Verfügbare Farmpass-Bundle-Marken für deine Supercell ID: 1 <NUMBER>. Möchtest du eine nutzen, um das Farmpass-Bundle für diese Saison zu aktivieren?"
TID_VALLEY_PLAYER_INFO_POPUP_TITLE,Spieler
TID_DECO_WHITE_BASS,Weißer Kontrabass
TID_ANIMAL_ACCESSORY_HAT_SHAMROCK,Kleeblatt-Hut
TID_DECO_BLUE_AKKORDEON,Blaues Akkordeon
TID_DECO_SNOWFLAKE_TILE,Schneeflockenkachel
TID_DECO_SNOWY_HEDGE,Verschneite Hecke
TID_DECO_WINTER_SLEIGH,Winterschlitten
TID_DECO_WINTER_PAVILION,Winterlaube
TID_DECO_OWLS_NEST,Eulennest
TID_DECO_FROZEN_BUSH,Gefrorener Busch
TID_DECO_BUNNY_BURROW,Häschenversteck
TID_DECO_DECORATED_DONKEY,Winteresel
TID_DECO_CONDUCTOR,Dirigentenhuhn
TID_MAVIS_CALENDAR,Tägliche Farmaufgaben
TID_DAILY_TASK_WEEK_1,Woche 1
TID_DAILY_TASK_WEEK_2,Woche 2
TID_DAILY_TASK_WEEK_3,Woche 3
TID_DAILY_TASK_WEEK_4,Woche 4
TID_FARM_PASS_BUY_BUNDLE_GET_ALL_BUTTON,Alle holen
TID_KNITSTREAK_DAY1,MONTAG
TID_KNITSTREAK_DAY2,DIENSTAG
TID_KNITSTREAK_DAY3,MITTWOCH
TID_KNITSTREAK_DAY4,DONNERSTAG
TID_KNITSTREAK_DAY5,FREITAG
TID_KNITSTREAK_DAY6,SAMSTAG
TID_KNITSTREAK_DAY7,SONNTAG
TID_DAILY_TASK_TUTORIAL_1,Schließe tägliche Farmaufgaben ab und sammle Garn.
TID_DAILY_TASK_TUTORIAL_2,"Sammle genug Garn, um Geheimkisten zu öffnen."
TID_DAILY_TASK_TUTORIAL_3,"Sammle einen Monat lang Garn, um eine große Geheimkiste zu erhalten!"
TID_DAILY_TASK_TUTORIAL_4,Mach deinen täglichen Fortschritt zu einer Strickserie!
TID_DAILY_TASK_TUTORIAL_5,"Der Belohnungspfad wird jeden Monat aktualisiert. Sammle genug Garn, um alle Geheimkisten zu öffnen, bevor sie aktualisiert werden!"
TID_DAILY_TASK_TUTORIAL_TITLE,Tutorial zu täglichen Farmaufgaben
TID_KNITSTREK_LOST_WARNING,Strickserie unterbrochen!
TID_START_OVER,Neu beginnen
TID_KNITSTREAK_WALLET,Flickenvorrat
TID_KNITSTREAK_WALLET_1,"Mit Flicken kannst du deine Strickserie reparieren, wenn du mal einen Tag verpasst hast."
TID_KNITSTREAK_WALLET_2,"Flicken werden automatisch angewendet, wenn deine Strickserie unterbrochen wird."
TID_KNITSTREAK_ADD_PATCH,Flicken kaufen
TID_KNITSTREAK_TUTORIAL_1,Schließe mindestens eine Aufgabe pro Tag ab.
TID_KNITSTREAK_TUTORIAL_2,"Jeden Tag, an dem du eine Aufgabe abschließt, fügst du deinem Schal eine Reihe hinzu."
TID_KNITSTREAK_TUTORIAL_3,"Wenn du einen Tag verpasst, entsteht ein Loch in deinem Schal. Du kannst es mit Flicken abdecken."
TID_KNITSTREAK_TUTORIAL_4,Flicken bekommst du im Flickenvorrat oder aus Geheimkisten.
TID_KNEATSTREAK_TUTORIAL_TITLE,Strickserien-Tutorial
TID_KNITSTREAK_TUTORIAL_5,"Wenn du täglich eine Aufgabe erledigst, erhöht sich deine Strickserie."
TID_KNITSTREAK_TUTORIAL_6,"Falls du keine Flicken mehr hast, kannst du eine unterbrochene Strickserie auch mithilfe von Diamanten reparieren."
TID_KNITSTREAK_TUTORIAL_7,"Eine Strickserie, die seit mehr als zwei Wochen unterbrochen ist, kann nicht repariert werden. In diesem Fall wird eine neue Strickserie begonnen."
TID_KNITSTREAK_SHOW_BADGE,Zeige Besuchern dein Strickserien-Abzeichen!
TID_DAILY_TASKS_FTUE_BUBBLE_TEXT,"Ich bin Mavis, eine sehr gute Freundin von Greg. Von dir kann ich eine Menge lernen – lass uns gemeinsam farmen!"
TID_DAILY_TASKS_FTUE_BUTTON,Okay!
TID_ANIMAL_ACCESSORY_HAT_VALENTINE_HEADBAND,Valentinsherz-Haarreif
TID_DECO_WANNABE_CUPID,Möchtegern-Amor
TID_DECO_LOVE_TUNNEL,Liebestunnel
TID_DECO_VALENTINE_SWING,Valentinsschaukel
TID_DECO_HEART_GROUP,Herzen
TID_DECO_CARVED_DRAGON,Geschnitzter Drache
TID_COUNTY_FAIR_BONUS_ROUND_INFO_TEXT,"Sichere dir einen Glücksbonus, indem du Jahrmarkt-Körbe abschließt. In jedem Glücksbonusspiel gibt es maximal <ROUND_COUNT> Runden.\n\nTippe auf Felder, um herauszufinden, was sich hinter ihnen verbirgt. Hast du eine bestimmte Anzahl an Preisen aufgedeckt, kannst du in die nächste Runde vorrücken. In jeder Runde steigen Qualität und Menge der Belohnungen.\n\nDeckst du eine Bombe auf, verlierst du sämtliche Belohnungen, die du bisher im jeweiligen Glücksbonusspiel gewonnen hast. Du kannst mithilfe von Diamanten weiterspielen und so verhindern, dass du deine Belohnungen verlierst.\n\nWenn du meinst, dass das Risiko, eine Bombe zu finden, zu hoch ist, kannst du jederzeit auf \qAufhören\q tippen, um das Glücksbonusspiel zu beenden und deine Belohnungen zu behalten."
TID_SEASONAL_GIFT_AMOUNT_AVAILABLE,Verfügbar:
TID_SEASONAL_GIFT_SECOND_CHANCE_TO_GET,Zweite Chance aufs Geschenk!
TID_SEASONAL_GIFT_PRICE_CHANGE_TO_DIAMONDS,Preisänderungen in
TID_DECO_CRESCENT_CENTER,Halbmond-Pavillon
TID_DECO_BRASS_TUBA,Messingtuba
TID_DECO_SILVER_SAXOPHONE,Silbernes Saxophon
TID_DECO_RED_GUITAR,Rote Gitarre
TID_DECO_IRISH_FLOWERBED,Blumenbeet in irischen Farben
TID_DECO_IRISH_BAND,Traditionelle irische Band
TID_DECO_RIVERDANCE_SHEEPS,Tanzschafe
TID_DECO_LEPRACHAUN_GNOME,Koboldzwerg
TID_DECO_LEPRACHAUN_HIDEOUT,Koboldversteck
TID_DECO_DROWNING_SHAROCK,Kleeblattstrauß
TID_DECO_SHAMROCK_PATH,Kleeblattpfad
TID_DECO_MUSICAL_FENCE,Musikzaun
TID_DECO_CARROT_FENCE,Karottenzaun
TID_DECO_BLOOMING_BRACELETS,Bänderbaum
TID_DECO_GOAT,Ziegestreffer
TID_DECO_STREETFOOD_SELLERS,Straßenhändler
TID_DECO_CLOCKWORKS,Uhrwerk-Wartung
TID_DECO_MAGICAL_CARPETS,Farbenfrohe Teppiche
TID_DECO_PEACEFUL_PLACE,Friedlicher Gipfel
TID_DECO_PUMPING_IRON,Bankdrücken
TID_DECO_PIT_STOP,Boxenstopp
TID_DECO_CAKE_FIGHT,Tortenschlacht
TID_DECO_DANCE_HALL,Tanzsaal
TID_DECO_SLINGING_RANGE,Schleuderstand
TID_DECO_FRESH_LEMONADE,Limonadenstand
TID_DECO_SPLASHY_FUN,Wassermatte
TID_DECO_BEACH_VOLLEY,Beachvolleyball
TID_DECO_THROWING_CANS,Dosenwerfen
TID_DECO_CROSS_STITCHING,Herbststickerei
TID_DECO_DRACULAS_APPRENTICES,Gruselvampir
TID_DECO_PUMPKIN_PYRAMID,Kürbispyramide
TID_DECO_WOOD_CUTTERS,Holzhacker
TID_DECO_TUBE_SLEDDING,Schlauchrodeln
TID_DECO_BIG_BANG,Raketenabenteuer
TID_DECO_HOLIDAY_SPIRIT,Wintervergnügen
TID_DECO_CARROT_BENCH,Karottenbank
TID_DECO_CARROT_GAZEBO,Karottenpavillon
TID_DECO_CARROT_HOUSE,Karottenhaus
TID_DECO_CARROT_CART,Karottenwagen
TID_DECO_CHOCOLATE_BELLS,Schokoglocken
TID_DECO_CHOCOLATE_EGG_PLANTER,Eierpflanztrog
TID_DECO_EGG_WORKSHOP,Eierwerkstatt
TID_DECO_EGG_WORKSHOP_SIGN,Werkstattschild
TID_DECO_GLIMMERING_EGG,Schickes Ei
TID_DECO_RUNNAWAY_EGG,Eierjagd
TID_DECO_EGGCELLENT_SURPRISE,Ei-nzigartige Überraschung
TID_DECO_DERBY_FENCE,Pferdezaun
TID_DECO_GRAND_PRIZE,Preiseimer
TID_DECO_HORSESHOE_BENCH,Hufeisenbank
TID_DECO_PLACEMENT_BOARD,Auszeichnungstafel
TID_DECO_PLACING_JUDGES,Jury
TID_DECO_SNACKS_CART,Imbisswagen
TID_DECO_ESPELETIA,Espeletia
TID_DECO_BANANA_PLANT,Bananenstaude
TID_FLAMINGO1,Gelbfußflamingo
TID_FLAMINGO2,Kubaflamingo
TID_FLAMINGO3,Rosaflamingo
TID_FLAMINGO_DESCRIPTION,"Füttern, um Punkte zu sammeln"
