TID,JP
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_COMPLETE_TEXT,コレクション完成！
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_CHEER_TEXT,おつかれさまでした！
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_NAME_TEXT,おめでとうございます、<NAME>さん！
TID_DECO_STICKER_BOOK_POPUP_TAP_TO_CONTINUE_TEXT,タップして続ける
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_YOUR_REWARD_TEXT,報酬
TID_DECO_STICKER_BOOK_NEW_COLLECTION_POPUP_TEXT,新コレクション！
TID_DECO_STICKER_BOOK_SEASON_END_POPUP_TEXT,シーズン終了
TID_DECO_STICKER_BOOK_SEASON_END_POPUP_COLLECTED_TEXT,入手したデコレーション：<COUNT>/<MAX>
TID_DECO_STICKER_BOOK_SEASON_END_POPUP_TIMER,次のシーズンまで：<TIME>
TID_ICON_CATALOGUE_FLOWER_BLUE,青い花
TID_ICON_CATALOGUE_CURRENCY_FLOWER_BLUE_DESCRIPTION,現在のイベントの特別アイテムです。イベントの特別カタログギフトと交換できます！
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PURPLE,紫の花
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PURPLE_DESCRIPTION,現在のイベントの特別アイテムです。イベントの特別カタログギフトと交換できます！
TID_ICON_CATALOGUE_CURRENCY_FLOWER_WHITE,白い花
TID_ICON_CATALOGUE_CURRENCY_FLOWER_WHITE_DESCRIPTION,現在のイベントの特別アイテムです。イベントの特別カタログギフトと交換できます！
TID_ICON_CATALOGUE_CURRENCY_FLOWER_YELLOW,黄色の花
TID_ICON_CATALOGUE_CURRENCY_FLOWER_YELLOW_DESCRIPTION,現在のイベントの特別アイテムです。イベントの特別カタログギフトと交換できます！
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PINECONE,松ぼっくり
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PINECONE_DESCRIPTION,現在のイベントの特別アイテムです。イベントの特別カタログギフトと交換できます！
TID_BIRTHDAY_BALLOON_MAKER,バースデーバルーンメーカー
TID_BIRTHDAY_BALLOON_MAKER_DESCRIPTION,バースデーバルーンを作れます
TID_BIRTHDAY_BALLOON1_24,ギターバルーン
TID_BIRTHDAY_BALLOON2_24,ミュージカルバルーン
TID_BIRTHDAY_BALLOON3_24,レコードバルーン
TID_BIRTHDAY_BALLOON4_24,チェックバルーン
TID_BIRTHDAY_BALLOON_DESCRIPTION,バースデーバルーンメーカーで作れます。期間限定生産品です！
TID_OFFER_CONTENTS_FARM_PASS_3_ENTRY,農場パス（オリジナル、パーティー、フェスティバル）
TID_DECO_STICKER_BOOK_COVER_COLLECTED_TEXT,<NUM>種類のデコレーションを入手しました！
TID_DECO_STICKER_BOOK_COVER_INFO_TEXT,デコレーションを集めてページを完成させましょう！
TID_SHOP_GET_MORE_DIAMONDS,ダイヤモンドを入手
TID_DECO_STICKER_BOOK_TUTORIAL_5,他の農場に遊びに行くと\nそのプレイヤーのコレクションも確認できます！
TID_DECO_STICKER_BOOK_DECO_IS_SOLD,このデコレーションはもう持っていません。
TID_DECO_STICKER_BOOK_DECO_IN_STORAGE,倉庫にあります。
TID_DECO_STICKER_BOOK_DECO_IN_FARM,農場にあります。
TID_DECO_STICKER_BOOK_DECO_IN_TOWN,町にあります。
TID_DECO_SUMMER_FAIR_WHEEL,サマーフェスタのルーレット
TID_DECO_SUMMER_FAIR_FUN,サマーフェスタのゲーム
TID_DECO_SUMMER_FAIR_RIDE,サマーフェスタの乗り物
TID_DECO_SUMMER_FAIR_CUTOUT,サマーフェスタの顔出しパネル
TID_DECO_SUMMER_FAIR_DARTS,サマーフェスタのダーツ
TID_DECO_HARLEQUIN_GNOME,道化師ノーム
TID_DECO_SUMMER_GAMES_TORTCH,スポーツ大会のトーチ
TID_DECO_SUMMER_GAMES_GATE,スポーツ大会のゲート
TID_DECO_SUMMER_GAMES_AUDIENCE,スポーツ大会の観客
TID_DECO_SUMMER_GAMES_STARTLINE,スポーツ大会のランナー
TID_DECO_SUMMER_GAMES_STAND,スポーツ大会のスタンド
TID_DECO_SUMMER_GAMES_BOXER,スポーツ大会のボクサー
TID_DECO_SUMMER_GAMES_SWIMMERS,スポーツ大会の水泳選手
TID_DECO_SUMMER_GAMES_PINGPONG,スポーツ大会の卓球選手
TID_DECO_SUMMER_GAMES_GYMNASTICS,スポーツ大会の体操選手
TID_DECO_SUMMER_GAMES_MEDALS,スポーツ大会のメダル
TID_DECO_DUCK_DIVING,飛び込みアヒル
TID_DECO_TIPPING_DUCK,水飲みアヒル
TID_DECO_AQUARIUM,水槽
TID_DECO_MOSAIC_WELL,モザイクの水飲み場
TID_DECO_POOLTOY_STACK,ビーチ用おもちゃ
TID_DECO_POOLSIDE_TABLE,ビーチサイドテーブル
TID_DECO_BEACH_RENTALS,ビーチのレンタルショップ
TID_DECO_POOLSIDE_PLANTER,プールサイドのプランター
TID_DECO_POOL_MUSIC,プールサイドの音楽
TID_DECO_BOWLING_PIG,サマーフェスタのボーリング
TID_DECO_FLOWERY_CRATE,花の箱
TID_DECO_FLOWER_GOAT,花のヤギ
TID_DECO_STRAW_CHICKEN,藁のニワトリ
TID_DECO_FLOWER_GATE,花のゲート
TID_DECO_BEE_KEEPER,ヤギの養蜂家
TID_DECO_WILD_GRASS_PATCH,野草の花
TID_DECO_LOG_FENCE,丸太のフェンス
TID_DECO_KIOSK_FENCE,キオスクのフェンス
TID_DECO_MEDITERRANEAN_FENCE,地中海のフェンス
TID_DECO_MEDITERRANEAN_PATH,地中海のタイル
TID_DECO_SUMMER_FENCE,夏のフェンス
TID_DECO_STRAW_PATH,藁の道
TID_DECO_POOL_AREA_FENCE,プールサイドのフェンス
TID_DECO_LEMON_PATH,レモンの道
TID_DECO_POOLTILE_PATH,プールサイドのタイル
TID_DECO_SUMMER_GAMES_TRACK,スポーツ大会のトラック
TID_DECO_STICKER_BOOK_COLLECTION_2,ヘイ・デイ大好きコレクション
TID_DECO_STICKER_BOOK_COLLECTION_3,サマーフェアコレクション
TID_DECO_STICKER_BOOK_COLLECTION_4,プールコレクション
TID_DECO_STICKER_BOOK_COLLECTION_5,ビーチコレクション
TID_DECO_STICKER_BOOK_COLLECTION_6,サマーチャンピオンコレクション
TID_DECO_STICKER_BOOK_COLLECTION_7,サマーゲームコレクション
TID_DECO_STICKER_BOOK_COLLECTION_8,水槽コレクション
TID_DECO_STICKER_BOOK_COLLECTION_9,秋のぬくぬくコレクション
TID_DECO_STICKER_BOOK_COLLECTION_10,秋の訪れコレクション
TID_DECO_STICKER_BOOK_COLLECTION_11,オクトーバーフェストコレクション
TID_DECO_STICKER_BOOK_COLLECTION_12,不気味なコレクション
TID_DECO_STICKER_BOOK_COLLECTION_13,ハロウィンコレクション
TID_DECO_STICKER_BOOK_COLLECTION_14,冬の予感
TID_DECO_STICKER_BOOK_COLLECTION_15,サンクスギビングの夕食
TID_DECO_STICKER_BOOK_COLLECTION_16,サンクスギビングのごちそう
TID_DECO_STICKER_BOOK_COLLECTION_17,ウィンターホリデー
TID_DECO_STICKER_BOOK_COLLECTION_18,ハッピークリスマス
TID_DECO_STICKER_BOOK_COLLECTION_19,クリスマスパーティー
TID_DECO_STICKER_BOOK_COLLECTION_20,ウィンターパラダイス
TID_CHANGE_CONSENT_TITLE,同意の確認
TID_CHANGE_CONSENT_BUTTON,確認
TID_GACHA_SEQUENCE_HEADER,報酬をお受け取りください！
TID_GACHA_SEQUENCE_FOOTER,タップして開ける！
TID_GACHA_SEQUENCE_FOOTER_END,タップして続ける
TID_GACHA_SUMMARY_HEADER,こちらが報酬です！
TID_GACHA_SUMMARY_CLAIM_BUTTON,ありがとう！
TID_GACHA_PROBABILITIES_HEADER,確定報酬
TID_GACHA_PROBABILITIES_HEADER_BONUS,ボーナス報酬
TID_SEASONAL_CATALOGUE_INFO_MYSTERY_BOX,サプライズボックスからは、さまざまな種類の報酬から1つをランダムで入手できます。報酬リストはミステリーボックスをタップして確認できます。
TID_SEASONAL_CATALOGUE_INFO_TIME_LIMITATION,報酬は期間限定で手に入り、時間が経過すると内容が更新されます。
TID_GACHA_PILL_NUM_REWARDS,報酬を<COUNT>個入手！
TID_GACHA_PILL_RANGE_REWARDS,報酬を<MIN>個以上入手！
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_TRUCK,トラックのお仕事を完了して青い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_BOAT,船の積み込みを完了して青い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_BLUE_EXCHANGE,青い花をカタログギフトと交換しましょう。
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_TASK,現在のお仕事イベントで青い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_SHOP,ショップでセールを購入して青い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_WHEEL,ルーレットで青い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_ADS,広告を視聴して青い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_BLUE_CONVERSION,未使用の青い花は、カタログイベント終了時にコインに変換されます
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_TRUCK,トラックのお仕事を完了して紫の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_BOAT,船の積み込みを完了して紫の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_PURPLE_EXCHANGE,紫の花をカタログギフトと交換しましょう。
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_TASK,現在のお仕事イベントで紫の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_SHOP,ショップでセールを購入して紫の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_WHEEL,ルーレットで紫の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_ADS,広告を視聴して紫の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_PURPLE_CONVERSION,未使用の紫の花は、カタログイベント終了時にコインに変換されます
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_TRUCK,トラックのお仕事を完了して白い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_BOAT,船の積み込みを完了して白い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_WHITE_EXCHANGE,白い花をカタログギフトと交換しましょう。
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_TASK,現在のお仕事イベントで白い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_SHOP,ショップでセールを購入して白い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_WHEEL,ルーレットで白い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_ADS,広告を視聴して白い花を入手しましょう。
TID_CATALOG_INFO_FLOWER_WHITE_CONVERSION,未使用の白い花は、カタログイベント終了時にコインに変換されます
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_TRUCK,トラックのお仕事を完了して黄色の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_BOAT,船の積み込みを完了して黄色の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_YELLOW_EXCHANGE,黄色の花をカタログギフトと交換しましょう。
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_TASK,現在のお仕事イベントで黄色の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_SHOP,ショップでセールを購入して黄色の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_WHEEL,ルーレットで黄色の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_ADS,広告を視聴して黄色の花を入手しましょう。
TID_CATALOG_INFO_FLOWER_YELLOW_CONVERSION,未使用の黄色の花は、カタログイベント終了時にコインに変換されます
TID_CATALOG_INFO_PINECONE_SOURCE_TRUCK,トラックのお仕事を完了して松ぼっくりを入手しましょう。
TID_CATALOG_INFO_PINECONE_SOURCE_BOAT,船の積み込みを完了して松ぼっくりを入手しましょう。
TID_CATALOG_INFO_PINECONE_EXCHANGE,松ぼっくりをカタログギフトと交換しましょう。
TID_CATALOG_INFO_PINECONE_SOURCE_TASK,現在のお仕事イベントで松ぼっくりを入手しましょう。
TID_CATALOG_INFO_PINECONE_SOURCE_SHOP,ショップでセールを購入して松ぼっくりを入手しましょう。
TID_CATALOG_INFO_PINECONE_SOURCE_WHEEL,ルーレットで松ぼっくりを入手しましょう。
TID_CATALOG_INFO_PINECONE_SOURCE_ADS,広告を視聴して松ぼっくりを入手しましょう。
TID_CATALOG_INFO_PINECONE_CONVERSION,未使用の松ぼっくりは、カタログイベント終了時にコインに変換されます
TID_CATALOG_INFO_REWARDS_LIMITED,カタログギフトは期間限定で入手可能です。
TID_CATALOG_INFO_HOLLY_SOURCE_TRUCK,トラックのお仕事を完了してヤドリギを入手しましょう。
TID_CATALOG_INFO_HOLLY_SOURCE_BOAT,船の積み込みを完了してヤドリギを入手しましょう。
TID_CATALOG_INFO_HOLLY_EXCHANGE,ヤドリギをカタログギフトと交換しましょう。
TID_CATALOG_INFO_HOLLY_SOURCE_TASK,現在のお仕事イベントでヤドリギを入手しましょう。
TID_CATALOG_INFO_HOLLY_SOURCE_SHOP,ショップでセールを購入してヤドリギを入手しましょう。
TID_CATALOG_INFO_HOLLY_SOURCE_WHEEL,ルーレットでヤドリギを入手しましょう。
TID_CATALOG_INFO_HOLLY_SOURCE_ADS,広告を視聴してヤドリギを入手しましょう。
TID_CATALOG_INFO_HOLLY_CONVERSION,未使用のヤドリギは、カタログイベント終了時にコインに変換されます
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_TRUCK,トラックのお仕事を完了してチョコレートバニーを入手しましょう。
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_BOAT,船の積み込みを完了してチョコレートバニーを入手しましょう。
TID_CATALOG_INFO_CHOCOBUNNY_EXCHANGE,チョコレートバニーをカタログギフトと交換しましょう。
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_TASK,現在のお仕事イベントでチョコレートバニーを入手しましょう。
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_SHOP,ショップでセールを購入してチョコレートバニーを入手しましょう。
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_WHEEL,ルーレットでチョコレートバニーを入手しましょう。
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_ADS,広告を視聴してチョコレートバニーを入手しましょう。
TID_CATALOG_INFO_CHOCOBUNNY_CONVERSION,未使用のチョコレートバニーは、カタログイベント終了時にコインに変換されます
TID_CATALOG_INFO_MUSICNOTES_SOURCE_TRUCK,トラックのお仕事を完了して音符を入手しましょう。
TID_CATALOG_INFO_MUSICNOTES_SOURCE_BOAT,船の積み込みを完了して音符を入手しましょう。
TID_CATALOG_INFO_MUSICNOTES_EXCHANGE,音符をカタログギフトと交換しましょう。
TID_CATALOG_INFO_MUSICNOTES_SOURCE,さまざまなバースデー記念イベントに参加して、音符を入手しましょう。
TID_CATALOG_INFO_MUSICNOTES_CONVERSION,未使用の音符は、カタログイベント終了時にコインに変換されます
TID_DECO_GAFFER_SHEEP,ヒツジの照明スタッフ
TID_FARMPASS_EARLY_BIRD_OFFER_ENDS,セール終了まで：<TIME>
TID_FARMPASS_EARLY_BIRD_OFFER_TITLE,限定農場パスセットをゲット
TID_ICON_EVENT_PRIDE_RAINBOW_CAKE,バースデーケーキ
TID_ICON_EVENT_PRIDE_RAINBOW_CAKE_DESCRIPTION,バースデーパーティーイベントの特別通貨です。トラックのお仕事を完了して、どんどん集めましょう！集めた通貨は、イベントのカタログギフトと交換できます。
TID_ICON_CATALOGUE_MUSICNOTE,音符
TID_ICON_CATALOGUE_MUSICNOTE_DESCRIPTION,バースデーイベントの特別通貨です。バースデー記念イベントに参加して、どんどん集めましょう！集めた通貨は、イベントのカタログギフトと交換できます。
TID_FEATURE_DECO_STICKER_BOOK,デコレーションブック
TID_CATALOG_INFO_RAINBOW_CAKE_SOURCE_TRUCK,トラックのお仕事を完了してバースデーケーキを入手しましょう。
TID_CUSTOMIZATION_BIRTHDAY2024,ロックンロール・バースデー
TID_GACHA_BONUS_ITEM,ボーナス！
TID_CATALOG_INFO_RAINBOWCAKE_SOURCE_TRUCK,トラックのお仕事を完了してバースデーケーキを入手しましょう。
TID_CATALOG_INFO_RAINBOWCAKE_EXCHANGE,バースデーケーキをカタログギフトと交換しましょう。
TID_CATALOG_INFO_RAINBOWCAKE_CONVERSION,未使用のバースデーケーキは、カタログイベント終了時にコインに変換されます。
TID_DECO_BARRICADE_FENCE,樺のフェンス
TID_DECO_LEAFPILE_PATH,秋の落ち葉の道
TID_DECO_WOODEN_HEART_FENCE,木製のハートの柵
TID_DECO_SAUSAGE_GRILL,ソーセージグリル
TID_DECO_SAUERKRAUT_BARREL,ザワークラウトの桶
TID_DECO_PRETZEL_STATION,プレッツェルの屋台
TID_DECO_GINGERBREAD_HEARTS,ジンジャーブレッドハート
TID_DECO_AUTUMN_PICNIC,秋のピクニック
TID_DECO_RASPBERRY_REFRESHMENTS,ラズベリージュース
TID_DECO_AUTUMN_MAPLE_TREE,カエデの木
TID_DECO_HAY_RIDE,干し草とトラック
TID_DECO_WOODEN_HEDGEHOGS,木製のハリネズミ
TID_DECO_WOODEN_TRAIN,木製の列車
TID_ANIMAL_ACCESSORY_HAT_STRAW_HAT,麦わら帽子
TID_ANIMAL_ACCESSORY_HAT_GOLDEN_LEAF_TIARA,月桂樹のティアラ
TID_FLOATER_HABITAT_NO_MORE_ANIMALS,まだアップグレードできません。新しい動物がもうすぐやってきます！
TID_CUSTOMIZATION_IVY,パープルコテージ
TID_CUSTOMIZATION_IVY_SUMMER,イエローコテージ
TID_EDIT_MODE_ERASE_TUTORIAL_TITLE,スワイプで削除できます
TID_EDIT_MODE_ERASE_TUTORIAL_TEXT,アイテムをスワイプまたはタップすることで削除できます。マップを動かす時は、消しゴムをオフに\nしましょう！
TID_EDIT_MODE_ERASE_TUTORIAL_BUTTON,OK
TID_DECO_GLOOMY_CANDLES,不吉なキャンドル
TID_DECO_SCARY_MAUSOLEUM,不気味な霊廟
TID_DECO_SCARY_ORGAN_MUSIC,不気味なオルガン奏者
TID_DECO_SCARY_TOMB,不気味な墓
TID_DECO_BLACK_ROSES,黒いバラ
TID_DECO_LOBSTER_RIDE,ロブスターライド
TID_DECO_PIG_RIDE,ブタライド
TID_DECO_TICKET_BOOTH,チケット売り場
TID_DECO_CLEANER_PIG,ブタの掃除屋
TID_DECO_GHOST_PIG,ブタ幽霊
TID_DECO_ABANDONED_TOMBS,見捨てられた墓
TID_DECO_GLASS_WALL,ステンドグラスのフェンス
TID_DECO_CAT_FENCE,黒猫の柵
TID_DECO_DINOSAUR_FOOTPRINT_PATH,恐竜の足跡の道
TID_DECO_CENTIPEDE_FENCE,ムカデの柵
TID_DECO_THANKSGIVING_COSPLAY,サンクスギビングのコスチューム
TID_DECO_THANKSGIVING_WAGON,サンクスギビングのワゴン
TID_DECO_THANKSGIVING_BALLOON,サンクスギビングのバルーン
TID_DECO_THANKSGIVING_PAVILION,サンクスギビングのパビリオン
TID_DECO_THANKSGIVING_PHOTO_SHOOT,サンクスギビングの顔出しパネル
TID_DECO_FAIRGROUND_FORTUNE_TELLER,お祭りの占い師
TID_DECO_THANKSGIVING_FENCE,サンクスギビングの柵
TID_DECO_THANKSGIVING_PATH,サンクスギビングの道
TID_DECO_POND_YACHTING,池のヨット
TID_DECO_MUSHROOM_PICKING,キノコ狩り
TID_DECO_BOAT_STATUE,木彫りの舟
TID_DECO_MUSHROOM_LOG,苔むした丸太
TID_DECO_MUSHROOM_FENCE,キノコの柵
TID_DECO_SEASONAL_GREETINGS,お祭りの便り
TID_DECO_MAIL_OFFICE,冬の郵便局
TID_DECO_LUMBERJACKS,冬の木こり
TID_DECO_SKI_RENTALS,スキーレンタル
TID_DECO_AIRMAIL,航空便
TID_DECO_ELECTRIC_CANDLES_FENCE,キャンドルの柵
TID_HALLOWEEN_CANDY_MAKER,ハロウィンキャンディー製造機
TID_HALLOWEEN_CANDY_MAKER_DESCRIPTION,ハロウィンキャンディーを作れます
TID_HALLOWEEN_CANDY1_24,歯のキャンディー
