TID,NO
TID_EASTER_EGG4,Påfuglegg
TID_EASTER_EGG_DESCRIPTION,Produseres i sjokoladeeggmaskinen. Et tidsbegrenset produkt!
TID_EASTER_EGG_MAKER,Sjokoladeeggmaskin
TID_EASTER_EGG_MAKER_DESCRIPTION,Produserer fylte sjokoladeegg
TID_TIME_CUT_DESCRIPTION,Se en reklame for å få <TIME> i redusert produksjonstid.
TID_VISIT_HAMBURGER_MENU_ADD_FRIEND,Legg til venn
TID_VISIT_HAMBURGER_MENU_ALREADY_FRIENDS,Allerede venner
TID_VISIT_HAMBURGER_MENU_INVITE,Inviter
TID_VISIT_HAMBURGER_MENU_INVITE_IN_SAME_NEIGHBORHOOD,I samme nabolag
TID_VISIT_HAMBURGER_MENU_INVITE_SENT,Invitasjon sendt
TID_VISIT_HAMBURGER_MENU_REPORT_PICTURE,Rapporter bilde
TID_REPORT_PROFILE_PICTURE_TITLE,Rapporter profilbilde
TID_REPORT_PROFILE_PICTURE_TEXT,Er du sikker på at du vil rapportere profilbildet?
TID_REPORT_PROFILE_PICTURE_DONE,Profilbilde rapportert!
TID_DECO_PARK_BENCH,Parkbenk
TID_DECO_PARK_FOUNTAIN,Parkfontene
TID_DECO_PARK_PATH,Parkvei
TID_REPUTATION_POINTS,Omdømmepoeng
TID_TIME_CUT_IS_ACTIVE,Et tidskutt er aktivt
TID_NEXT_IN,Neste om:
TID_TIME_CUTS_LEFT,Tidskutt igjen:
TID_ACTIVATE_TIME_CUT,Aktiver
TID_FREE_FOREST_DESTRUCTION_TOOLTIP,"Fjern trær, busker og steiner gratis! Men skynd deg, for perioden med gratis rydding varer ikke lenge."
TID_DECO_BIRD_WATCHTOWER,Fugletårn
TID_DECO_YARD_SWING,Hagehuske
TID_DECO_ROOT_CELLAR,Potetkjeller
TID_DECO_AWARDED_ROSES,Mottatte roser
TID_DECO_TRELLIS_GARDEN,Espalierhage
TID_DECO_GARDEN_FLOWERS,Hageblomster
TID_DECO_CLOTHES_DRYER,Tørkestativ
TID_DECO_FESTIVE_STAGE,Festscene
TID_DECO_RAILROAD_FENCE,Toggjerde
TID_DECO_FLOWERSHOP_FENCE,Blomsterbutikkgjerde
TID_DECO_FLOWER_TILE,Blomsterflis
TID_DECO_SPRING_BENCH,Vårbenk
TID_DECO_DUCK_POND,Andedam
TID_DECO_SNOWDROP,Snøklokke
TID_DECO_TROPICAL_PAPERLANTERN,Tropisk papirlykt
TID_DECO_TROPICAL_FLAMINGO,Tropisk flamingo
TID_DECO_TROPICAL_BENCH,Tropisk benk
TID_DECO_TROPICAL_STAND,Tropisk bod
TID_DECO_TROPICAL_PICNIC,Tropisk piknik
TID_DECO_TROPICAL_FENCE,Tropisk gjerde
TID_REENGAGEMENT_TAP_TO_CONTINUE,Trykk for å fortsette
TID_REENGAGEMENT_WELCOME_1,Hallo? Hvem der?
TID_REENGAGEMENT_WELCOME_2,"Å, det er deg! Velkommen tilbake.\n\nJeg har tatt meg av ting mens du har vært på ferie. Hvordan gikk det?"
TID_REENGAGEMENT_WELCOME_3,"Der er mulig du fortsatt er i det ungdommen kaller \qferiemodus\q.\n\nKanskje jeg skal gi deg noen tips, sånn at du kommer i dyrkemodus igjen?"
TID_REENGAGEMENT_ORDER_BOARD_TEXT,Aller først: Her har du bestillingstavlen. Velg bestillingene du ønsker å innfri mot mynter og XP. Resten tar lastebilen seg av.
TID_REENGAGEMENT_FARMPASS_TEXT,Lyst til å ekspandere? Da kan du fullføre flere oppgaver - og tjene flere belønninger - med gårdskortet.
TID_REENGAGEMENT_THUMBS_UP,"Og en ting til. Undersøk ulike ting på gården for å finne mer innhold. Det finnes mye forskjellig, du må bare lete litt."
TID_REENGAGEMENT_REWARDS_TEXT,"Her, ta disse for å sette fart på fremdriften din!"
TID_REENGAGEMENT_REWARDS_BUTTON,Pent!
TID_REENGAGEMENT_THANKS_BUTTON1,Stilig!
TID_REENGAGEMENT_THANKS_BUTTON2,Supert!
TID_REENGAGEMENT_THANKS_BUTTON3,"Takk, Gregor!"
TID_REENGAGEMENT_VISITORS_TEXT,"Hold et øye med gjestene som kommer til gården, for de har kjempeflotte tilbud de neste <DAYS> dagene."
TID_REENGAGEMENT_TOM_TEXT,Husker du Tom? Han sa at han har noe til deg. Se om du finner ham.
TID_REENGAGEMENT_FOREST_TEXT,"De neste <DAYS> dagene er det gratis å fjerne trær, busker og steiner."
TID_REENGAGEMENT_BARN_FULL,Ops! Det er fullt på låven. Men ikke fortvil!\nJeg har skaffet deg en gratis oppgradering!
TID_REENGAGEMENT_SILO_FULL,Ops! Det er fullt i siloen. Men ikke fortvil!\nJeg har skaffet deg en gratis oppgradering!
TID_REENGAGEMENT_SILO_FULL_PRO_TIP,Et lite tips: Bruk landhandelen og innfri lastebilbestillinger og båtkasser for å få bedre plass.
TID_SEASONAL_EASTER_REWARD_TITLE,Vårhendelsen er over!
TID_SEASONAL_EASTER_REWARD_TEXT,"Det var kjempegøy å lage påskeegg, men nå er tiden ute!\n\nMen fortvil ikke, for de gjenværende sjokoladekaninene blir gjort om til mynter."
TID_SEASONAL_EASTER_OBJECT_TEXT,I denne hendelsen får du en spesiell tidsbegrenset produksjonsbygning til gården din. Med påskeeggmaskinen kan du produsere gaver å sende av gårde på båter - bare under høytidshendelsen.\n\nDenne spesielle produksjonsbygningen blir fjernet fra gården din når hendelsen er over!
TID_SEASONAL_EASTER_OBJECT_TITLE,Spesiell produksjonsbygning til våren!
TID_TIME_CUT_PERCENT_DESCRIPTION,Se en reklame for å få <PERCENT> % i redusert produksjonstid.
TID_BOOSTER_PACK_4,Boosterpakke 4
TID_MUTED_FEATURE_DISABLED_MESSAGE,Du er blitt dempet. Du finner mer informasjon under Hjelp og støtte.
TID_MUTED_POPUP_TITLE,Du er blitt dempet
TID_MUTED_POPUP_BUTTON,Jeg skjønner
TID_WARNING_POPUP_TITLE,Du har fått en advarsel
TID_WARNING_POPUP_BUTTON,Jeg skjønner
TID_DAILY_REWARD,Daglig belønning
TID_DECO_FLYING_GOAT,Flygende geit
TID_DECO_HIT_OR_MISS,På lykke og fromme
TID_DECO_POPPING_BALLOONS,Sprekker ballonger
TID_DECO_FITTING_ROOM,Omkledningsrom
TID_DECO_BUNNY_SURPRISE,Hareoverraskelse
TID_DECO_BUNNY_SPRINGER,Harevårrytter
TID_DECO_CARVED_BUNNY,Utskåret hare
TID_DECO_EGG_HUNT,Påskeeggjakt
TID_DECO_BUNNY_BOUNCY,Hoppende hare
TID_DECO_CARNIVAL_LAMP,Karnevalslyktestolpe
TID_DECO_CARNIVAL_BALLOON,Karnevalballong
TID_DECO_CARNIVAL_CANON,Karnevalkanon
TID_DECO_CARNIVAL_SURPRISE,Karnevaloverraskelse
TID_DECO_CARNIVAL_PUPPIES,Karnevalvalper
TID_DECO_CARNIVAL_TRACTOR,Karnevaltraktor
TID_DECO_CARNIVAL_GATE,Karnevalsporten
TID_DECO_CARNIVAL_CAROUSEL,Karnevalskarusell
TID_DECO_CARNIVAL_JESTER,Karnevalsnarr
TID_DECO_CARNIVAL_BOAT,Karnevalsbåt
TID_LOGIN_RESTRICTED_BY_LOCATION,Du kan ikke logge på fra der du er nå
TID_DECO_CRAB_STATUE,Krabbestatue
TID_DECO_PEARL_GUARDIANS,Perlevoktere
TID_DECO_CRAB_FLOATER,Krabbeleke
TID_DECO_SURFBOARDS,Surfebrett
TID_DECO_RATTAN_TABLE,Rottingbord
TID_DECO_BARREL_FENCE,Tønnegjerde
TID_HERON1,Sverdhegre
TID_HERON2,Prakthegre
TID_HERON3,Kalotthegre
TID_HERON_DESCRIPTION,Mat dyret for å få poeng
TID_PRODUCT_OMELET_COLORFUL,Fargerik omelett
TID_PRODUCT_OMELET_SPRING,Våromelett
TID_PRODUCT_OMELET_RICE,Risomelett
TID_PRODUCT_OMELET_CHEESE,Osteomelett
TID_PRODUCT_OMELET_POTATO,Potetomelett
TID_OMELET_MAKER_PRODUCT_DESCRIPTION,Produseres på omelettstasjonen
TID_OMELET_MAKER,Omelettstasjon
TID_OMELET_MAKER_DESCRIPTION,Produserer omelettvarer
TID_DECO_PUMPKIN_GNOME,Gresskarnisse
TID_DECO_APPLE_HARVESTING,Epleinnhøsting
TID_DECO_MUSHROOM_TABLE,Soppbord
TID_DECO_AUTUMN_UMBRELLA,Høstparasoll
TID_DECO_AUTUMN_LAUNGER,Høstlenestol
TID_DECO_AUTUMN_PAVILION,Høstpaviljong
TID_DECO_GRAVEL_GRAY,Grå grusvei
TID_DECO_GRAVEL_WHITE,Hvit grusvei
TID_DECO_GRAVEL_PASTEL,Pastellfarget grusvei
TID_DECO_GRAVEL_BROWN,Bronsefarget grusvei
TID_DECO_GRAVEL_PATTERN,Mønstret grusvei
TID_LEAFYTREE_SMALL2,"Lite, lilla tre"
TID_LEAFYTREE_SMALL3,"Lite, rødt tre"
TID_LEAFYTREE_SMALL4,"Lite, oransje tre"
TID_LEAFYTREE_SMALL5,"Lite, gult tre"
TID_LEAFYTREE_SMALL6,"Lite, levende tre"
TID_LEAFYTREE_SMALL7,"Lite, mørkt tre"
TID_LEAFYTREE_SMALL8,Lite vintertre
TID_DECO_WINTER_TREE,Vintertre
TID_BIRTHDAY_TASK_NEXT_IN,Neste om:
TID_BIRTHDAY_TASK_EXPIRED,Utløpt
TID_BIRTHDAY_TASK_CLAIM,Hent
TID_BIRTHDAY_TASK_TAKE_TASK,Ta
TID_BIRTHDAY_TASK_RENEW_TASK,Forny
TID_BIRTHDAY_TASK_ADD_ONE_TASK_TEXT,Du kan legge til flere oppgaver i køen.
TID_BIRTHDAY_TASK_ADD_ONE_TASK_BUTTON,Legg til 1 oppgave
TID_BIRTHDAY_TASKS_LEFT,Oppgavekø
TID_BIRTHDAY_TASKS_LEFT_TODAY,Dagens oppgavekø
TID_BIRTHDAY_TASKS_DONE_TITLE,Fullført
TID_BIRTHDAY_TASKS_DONE_TODAY_TITLE,Fullført i dag
TID_BIRTHDAY_TASKS_REMAINING_TOOLTIP,"Eventen har et begrenset antall oppgaver.\n\nTenk deg om to ganger før du sletter oppgaver, for det kan være du trenger poengene mot slutten av belønningsveien"
TID_BIRTHDAY_TASKS_REMAINING_TODAY_TOOLTIP,"Antallet gratis oppgaver du kan ta på deg hver dag, er begrenset! Det kommer flere oppgaver hver <HOURS>. time.\n\nOppgaver akkumuleres ikke, så gjør så mange som mulig hver dag for å få maksimalt med poeng."
TID_BIRTHDAY_REWARD_ALREADY_CLAIMED,Belønningen er allerede hentet
TID_BIRTHDAY_REWARD_NOT_ENOUGH_POINTS,Du trenger flere poeng for å låse opp denne belønningen
TID_BIRTHDAY_EVENT_ENDS_IN,Eventen avsluttes om <TIME>
TID_BIRTHDAY_EVENT_TIME_TO_COLLECT_REWARDS,Tid til å hente belønninger: <TIME>
TID_BIRTHDAY_DISCARD_TASK_POPUP_TITLE,Sikker på at du vil kaste oppgaven?
TID_BIRTHDAY_DISCARD_TASK_POPUP_NO,Avbryt
TID_BIRTHDAY_DISCARD_TASK_POPUP_YES,Kast
TID_BIRTHDAY_DISCARD_TASK_POPUP_DESCRIPTION,"Er du sikker? Da får du ikke poengene for den, og du bruker likevel opp en av de daglige oppgavene dine."
TID_BIRTHDAY_TASK_NOTE,Du kan bare ta på deg én oppgave om gangen
TID_BIRTHDAY_TASK_ACTIVE,Aktiv oppgave
TID_BIRTHDAY_TASK_OTHER_ACTIVE,Du må bli ferdig med den pågående oppgaven før du kan ta på deg en ny
TID_BIRTHDAY_EVENT_TOOLTIP_POINTS,Poeng
TID_BIRTHDAY_EVENT_TOOLTIP_POINTS_TO_NEXT_REWARD,Til neste belønning
TID_BIRTHDAY_EVENT_INFO_TITLE,Slik spiller du
TID_BIRTHDAY_EVENT_INFO_STEP1,Velg en oppgave fra tavlen
TID_BIRTHDAY_EVENT_INFO_STEP2,Fullfør oppgaver for å innkassere poeng
TID_BIRTHDAY_EVENT_INFO_STEP3,Lås opp belønninger med poeng
TID_BIRTHDAY_EVENT_INFO_STEP4,Samle poeng og vinn belønninger
TID_BIRTHDAY_EVENT_INFO_DESCRIPTION,"Du kan fjerne oppgaver, men det totale antallet oppgaver er begrenset"
TID_BIRTHDAY_EVENT_INFO_DAILY_DESCRIPTION,"Du kan fjerne oppgaver, men det totale antallet daglige oppgaver er begrenset"
TID_BIRTHDAY_EVENT_INFO_DESCRIPTION_LEADERBOARD,"Du kan fjerne oppgaver, men det totale antallet oppgaver er begrenset. Resultatlistekonkurransen fortsetter etter slutten av belønningssporet. Husk å hente belønningene dine!"
TID_BIRTHDAY_EVENT_INFO_DAILY_DESCRIPTION_LEADERBOARD,"Oppgaver kan fjernes, men de daglige oppgavene er begrenset. Resultatlistekonkurransen fortsetter etter slutten av belønningssporet. Husk å hente ut belønningene dine!"
TID_BIRTHDAY_EVENT_COMPLETE_TITLE,Gratulerer!
TID_BIRTHDAY_EVENT_COMPLETE_TITLE_BUT_LEADERBOARD_ACTIVE,Spill mer for resultatlistebelønninger
TID_BIRTHDAY_EVENT_ENDED_TITLE,Hendelsen er over
TID_BIRTHDAY_EVENT_ALL_DAILY_TASKS_DONE,Det kommer flere oppgaver om:\n<TIME>
TID_BIRTHDAY_EVENT_REMEMBER_TO_CLAIM_YOUR_REWARDS,Husk å sjekke resultatlistene neste gang
TID_BIRTHDAY_EVENT_FINAL_RANK_TEXT,Du nådde plassen: <RANK>. Dine belønninger:
TID_BIRTHDAY_EVENT_DISCARD_EXPIRED_TASK_FIRST_FLOATER_TEXT,Kast eller forny utløpt oppgave først
TID_PLACEHOLDER_PRODUCT,Placeholder - change asset once ready
TID_PLACEHOLDER_PRODUCT_DESCRIPTION,Placeholder - change asset once ready
TID_ADVANCE_SETTINGS_CHOOSE_YOUR_FARM_POPUP,Popup-skjerm for valg av gård
TID_ADVANCE_SETTINGS_CHOOSE_YOUR_FARM_POPUP_HEADER,Valg av gammel konto
TID_CHOOSE_ACCOUNT_POPUP_DONT_SHOW_AGAIN,Ikke vis igjen
TID_CHOOSE_ACCOUNT_POPUP_DONT_SHOW_AGAIN_DESCRIPTION,Du kan hente popupen tilbake fra avanserte innstillinger
TID_CUSTOMIZATION_BIRTHDAY2023,Bursdagskarneval
TID_TOOLTIP_LINK_GO_TO,Gå til
TID_NH_FAMILY_FRIENDLY,Familievennlig
TID_NH_FAMILY_FRIENDLY_DESCRIPTION,"Siden alle kan bli med i et familievennlig nabolag, har vi ekstra forholdsregler for å sikre at de yngste spillerne er trygge."
TID_DECO_LIFEGUARD,Livvakt
TID_DECO_SUN_LOUNGERS,Solsenger
TID_DECO_POOL_PARTY,Bassengfest
TID_DECO_RUSTIC_PICNIC,Landlig piknik
TID_DECO_TALLEST_SUNFLOWER,Høy solsikke
TID_DECO_HOOPLA,Ringspill
TID_DECO_APPLE_THROWING,Eplekasting
TID_DECO_BROWN_SUNFLOWER_PATH,Brun solsikke-vei
TID_DECO_MINT_SUNFLOWER_PATH,Grønn solsikke-vei
TID_DECO_SUNFLOWER_FENCE,Solsikkegjerde
TID_MEERKAT_PUP1,Rød surikatvalp
TID_MEERKAT_PUP2,Brun surikatvalp
TID_DECO_SAVANNAH_CACTUS,Savannekaktus
TID_DECO_DRY_GRASS,Tørt gress
TID_CROP_ASPARAGUS,Asparges
TID_PRODUCTION_TIME_CUT_DONE_TOOLTIP_TEXT,Du har en reduksjon i produksjonstid:
TID_PRODUCTION_TIME_CUT_DONE_TOOLTIP_BUTTON,Pent!
TID_DECO_CRAB_HIDEOUT,Krabbenes gjemmested
TID_DECO_BEACH_CORALS,Strandkoraller
TID_DECO_RATTAN_BENCH,Rottingbenk
TID_GENERIC_COLLECTION_TASK,Innsamlingsoppgave:\n<FRUIT> x<NUMBER>
TID_DECO_SURF_RENTAL_STAND,Utleiebod for surfebrett
TID_DECO_WICKER_BENCH,Rottingbenk
TID_DECO_PUMPKIN_FENCE,Gresskargjerde
TID_DECO_WICKER_FENCE,Rottinggjerde
TID_DECO_ROUND_STONE_PATH,Vei med runde steiner
TID_DECO_SURF_FLOWER_PIANO,Surfeblomstpiano
TID_DECO_CALLUNA_PATCH,Røsslyngflekk
TID_DECO_FLOWER_PIANO,Høytidspiano
TID_PENGUIN_HOUSE,Pingvinrede
TID_PENGUIN_HOUSE_SHOP_DESCRIPTION,Har plass til <CAPACITY> pingviner.
TID_CROP_OATS,Havre
TID_DECO_FLOATED_WOOD,Fløtt trevirke
TID_DECO_SAND_PLANT,Sandplante
TID_DECO_LAUNDRY_RACK,Tørkestativ
TID_DECO_INSECT_HOUSE,Insektshotell
TID_DECO_KENNEL,Kennel
TID_DECO_MUSHROOM_BENCH,Soppbenk
TID_DECO_AUTUMN_PATH,Høststi
TID_DECO_LAUNDRY,Klesvask
TID_DECO_RAZOR_GOLD_STATUE,Razer gold-statue
TID_DECO_DRAGON_FENCE,Rødt dragegjerde
TID_DECO_MOONCAKE_TABLE,Månekakebord
TID_DECO_MOONCAKE_STATUE,Månekakestatue
TID_DECO_MOONCAKE_TILE,Månekakeflis
TID_DECO_MOONCAKE_BUNNYBALLOON,Månekakeballong
TID_DECO_FLYING_GNOME_WITCH,Flyvende heksenisse
TID_DECO_GRANDMA_PLANT,Bestemorplante
TID_DECO_VOODOO_SHRINE,Voodoo-alter
TID_DECO_SKULLBIRD_SWING,Skallefugl-huske
TID_DECO_SPIDER_DEN,Edderkopprede
TID_DECO_BONES_FENCE,Beingjerde
TID_DECO_MAIBAUM,Maistang
TID_DECO_PRETZEL_PICNIC,Pretzel-piknik
TID_DECO_OKTOBERFEST_TABLE,Oktoberfest-bord
TID_DECO_BAVARIAN_PATH,Bayersk sti
TID_DECO_MOON_AND_STARS,Måne og stjerner
TID_DECO_BUNNY_ROCKET,Hjemmelaget rakett
TID_DECO_STAR_GAZING,Stjernekikking
TID_DECO_ALIEN_VISITOR,Gjester
TID_LEADERBOARD_BOAT_ERROR_ADD_FRIENDS,Ingen venner på resultatlisten ennå!
TID_DECO_SIZE,Størrelse: <WIDTH> x <HEIGHT>
TID_DECO_NEEDLECHICKEN,Kyllingnålepute
TID_DECO_TUBA_PIG,Tubagris
TID_DECO_ACCORDEON_PIG,Trekkspillgris
TID_DECO_DIRLDN_PIG,Dirndlgris
TID_DECO_SMALL_HORNOFPLENTY,Lite overflødighetshorn
TID_DECO_SETTLER_FEMALE,Kvinnelig nybyggernisse
TID_DECO_SETTLER_MALE,Mannlig nybyggernisse
TID_DECO_THANKS_BOUQUE_S,Liten thanksgiving-bukett
TID_DECO_THANKS_BOUQUE_M,Middels stor thanksgiving-bukett
TID_DECO_THANKS_TABLE,Thanksgiving-bord
TID_DECO_MOONFISH_LANTERN,Månefisk-lykt
TID_DECO_MOONBUNNY_SHRINE,Månekanin-alter
TID_DECO_MOONLANTERN_CARRIER,Holder for månelykt
TID_DECO_MOONBUNNY_STATUE,Månekanin-statue
TID_DECO_ASTRONOMER,Astronom
TID_DECO_TESTFLIGHT,Testpilot
TID_DECO_SCIENCE_BOARD,Vitenskapsbrett
TID_DECO_CHEESEMOON_PATH,Ostemånesti
TID_PORRIDGE_BAR,Grøtbod
TID_PORRIDGE_BAR_DESCRIPTION,Produserer grøt
TID_PORRIDGE_BAR_PRODUCT_DESCRIPTION,Produseres i grøtbod
TID_PRODUCT_PORRIDGE_APPLE,Eplegrøt
TID_PRODUCT_PORRIDGE_SWEET,Søt grøt
TID_PRODUCT_PORRIDGE_FRESH,Fersk grøt
TID_DECO_SPIDER_FENCE,Edderkoppgjerde
TID_PRODUCT_COCONUTBARS,Ananas- og kokosnøttkubbe
TID_PRODUCT_RICHSOAP,Fyldig såpe
TID_PENGUIN1,Blå pingvin
TID_PENGUIN2,Grå pingvin
TID_DERBY_TASK_HARVEST_CABBAGE_DESCRIPTION,Høst inn fra <NUMBER> kålåkere
TID_DERBY_TASK_HARVEST_CLAY_DESCRIPTION,Høst inn fra <NUMBER> leireåkere
TID_DERBY_TASK_HARVEST_CHICKPEA_DESCRIPTION,Høst inn fra <NUMBER> kikertåkere
TID_DERBY_TASK_HARVEST_PASSIONFRUIT_DESCRIPTION,Høst inn fra <NUMBER> pasjonsfruktåkere
TID_DERBY_TASK_HARVEST_ASPARAGUS_DESCRIPTION,Høst inn fra <NUMBER> aspargesåkere
TID_DERBY_TASK_HARVEST_OATS_DESCRIPTION,Høst inn fra <NUMBER> havreåkere
TID_EVENT_LEADERBOARD_JOIN_DESCRIPTION,Samle og hent <POINTS> poeng for å komme på resultatlisten og konkurrere om flotte belønninger!
TID_EVENT_LEADERBOARD_HEADER,Resultatliste
TID_EVENT_LEADERBOARD_INFO_HEADER,Info om resultatliste
TID_EVENT_LEADERBOARD_INFO_TEXT,Velkommen til resultatlisten!
TID_EVENT_LEADERBOARD_INFO_TEXT_1,"Med resultatlister kan du få ekstra belønninger som spillvaluta, boostere og sesongavhengige dekorasjoner. Samle hendelsespoeng ved å fullføre og hente ut oppgaver. Resultatlisten og premiene fornyes ved hver hendelse, så vær rask!"
TID_EVENT_LEADERBOARD_INFO_TEXT_2,"Du vil konkurrere med en samling av spillere fra hele verden, utvalgt etter gårdsnivå. Konkurransen er rettferdig og vennligsinnet."
TID_EVENT_LEADERBOARD_INFO_TEXT_3,Moroa fortsetter etter slutten på belønningssporet også. Resultatlistekonkurransen varer gjennom hele hendelsen. Husk å fortsette å samle hendelsespoeng!
TID_SUPER_BOOSTER_FASTER_PRODUCTION,Superbooster
TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,<PARAM1> produserer gjenstander i x<MULTIPLIER> hastighet i de(n) neste <TIME> timen(e)
TID_SUPER_BOOSTER_PERCENTAGE_FASTER,<PARAM>x
TID_OFFER_SUPER_BOOSTER_BAKERY,- <AMOUNT> x <NAME>: Bakerovn-superbooster (<STARS> stjerner)
TID_OFFER_SUPER_BOOSTER_ANIMAL_FEED,- <AMOUNT> x <NAME>: Fôrmølle-superbooster (<STARS> stjerner)
TID_OFFER_SUPER_BOOSTER_DAIRY,- <AMOUNT> x <NAME>: Meieri-superbooster (<STARS> stjerner)
TID_OFFER_SUPER_BOOSTER_SUGAR_MILL,- <AMOUNT> x <NAME>: Sukkermølle-superbooster (<STARS> stjerner)
TID_OFFER_SUPER_BOOSTER_LOOM,- <AMOUNT> x <NAME>: Vev-superbooster (<STARS> stjerner)
TID_OFFER_SUPER_BOOSTER_SMELTER,- <AMOUNT> x <NAME>: Smelteovn-superbooster (<STARS> stjerner)
TID_STORED_BOOSTER_COUNT_ONE,Du har én booster av denne typen
TID_STORED_BOOSTER_COUNT,Du har <AMOUNT> boostere av denne typen
TID_BOOSTER_FILTER_NEWEST,Nyeste
TID_BOOSTER_FILTER_STARS,Stjerner
TID_BOOSTER_FILTER_FARM,Gård
TID_BOOSTER_FILTER_FISHING,Fisking
TID_BOOSTER_FILTER_TOWN,By
TID_BOOSTER_FILTER_PROGRESS,Fremdrift
TID_BOOSTER_FILTER_PURCHASED,Kjøpt
TID_BOOSTER_FILTER_HEADER,Sortert etter
TID_FARM_PASS_PERK_EXTRA_SILO_CAPACITY,Ekstra silokapasitet
TID_FARM_PASS_PERK_EXTRA_WAREHOUSE_CAPACITY,Ekstra låvekapasitet
TID_FARM_PASS_PERK_EXTRA_SILO_CAPACITY_DESC,Du kan få <AMOUNT> størrelser større silokapasitet. Varer frem til gårdskortsesongen er over.
TID_FARM_PASS_PERK_EXTRA_WAREHOUSE_CAPACITY_DESC,Du kan få <AMOUNT> størrelser større låvekapasitet. Varer frem til gårdskortsesongen er over.
TID_SILO_FARM_PASS_EXTRA_CAPACITY_NO_PASS,Få mer lagringsplass fra gårdskortet
TID_SILO_FARM_PASS_EXTRA_CAPACITY_ACTIVE,Lagringsplass økt fra <OLD> til <NEW>
TID_SILO_FARM_PASS_EXTRA_CAPACITY_NOT_ACTIVE,Mangler <POINTS> poeng for å låse opp mer lagringsplass
TID_SILO_FARM_PASS_EXTRA_CAPACITY_LOW_LEVEL,Lås opp gårdskort ved nivå <LEVEL> for å få tilgang til mer lagringsplass
TID_SILO_FARM_PASS_EXTRA_CAPACITY_CLAIM,Hent ut mer lagringsplass fra gårdskortet
TID_SUPER_BOOSTER_FASTER_SPEED,FART
TID_SHOP_ONE_SUPER_BOOSTER,Superbooster!
TID_SHOP_MULTIPLE_SUPER_BOOSTERS,Superboostere!
TID_TASK_EVENT_NOTIFICATION_RANK_UP,Du har flyttet deg <NUMBER> plasser oppover
TID_TASK_EVENT_NOTIFICATION_RANK_UP_ONE_PLACE,Du har flyttet deg én plass oppover
TID_TASK_EVENT_NOTIFICATION_TIER_DOWN,Du er ikke lenger på topp <NUMBER>
TID_TASK_EVENT_NOTIFICATION_ENTERED_LEADERBOARD,Du har kommet inn på resultatlisten
TID_GIFT_BOX1_23,Rund gave
TID_GIFT_BOX2_23,Rød gave
TID_GIFT_BOX3_23,Gul gave
TID_GIFT_BOX4_23,Tøff-tøff-gave
TID_EVENT_LEADERBOARD_INFO_TEXT_PART1,"Med resultatlister kan du få ekstra belønninger, som spillvaluta, boostere og sesongavhengige dekorasjoner. Samle hendelsespoeng ved å fullføre oppgaver og hente ut poeng. Resultatlisten og premiene fornyes ved hver hendelse, så vær rask!"
TID_EVENT_LEADERBOARD_INFO_TEXT_PART2,"Du vil konkurrere med en samling av spillere fra hele verden, utvalgt etter gårdsnivå. Konkurransen er rettferdig og vennligsinnet."
TID_EVENT_LEADERBOARD_INFO_TEXT_PART3,Moroa fortsetter etter slutten på belønningssporet også. Resultatlistekonkurransen varer gjennom hele hendelsen. Husk å fortsette å samle hendelsespoeng!
TID_TIME_LIMITED_OFFER_BUNDLE_CONTENTS,Pakkens innhold
TID_PRODUCT_DECADENT_MILKSHAKE,Vaniljemilkshake
TID_PRODUCT_MOCHA_MILKSHAKE,Mochamilkshake
TID_PRODUCT_FRUITY_MILKSHAKE,Fruktmilkshake
TID_MILKSHAKE_BAR_PRODUCT_DESCRIPTION,Produseres i milkshakebaren
TID_MILKSHAKE_BAR,Milkshakebar
TID_MILKSHAKE_BAR_DESCRIPTION,Produserer milkshaker
TID_DECO_SLIPPERY_SLOPE,Utforbakke
TID_DECO_LOVE_LETTERS,Kjærlighetsbrev
TID_DECO_GETAWAY,Feriested
TID_DECO_PRANKSTERS,Glade rakkere
TID_DECO_RIGHT_WAY,Rett vei
TID_DECO_LOVELY_PICNIC,Koselig piknik
TID_DECO_BAKEOFF,Bakekalas
TID_DECO_EGGSHELL_BED,Eggstra god seng
TID_DECO_VALLEY_CUBA,Ta-med-kaffe
TID_DECO_VALLEY_NZ,Rugbyfans
TID_DECO_VALLEY_LATVIA,Folkedans
TID_DECO_VALLEY_UGANDA,Fruktselgere
TID_DECO_VALLEY_PAKISTAN,Tuk-tuk-bod
TID_DECO_VALLEY_GREENLAND,Ullete tvillinger
TID_DECO_SHORE_FLOWERS,Strandblomster
TID_DECO_ROCKY_SHORE,Steinstrand
TID_DECO_MARSHMALLOW_MOMENT,Marshmallow-øyeblikk
TID_DECO_WINTER_HOTTUB,Vinterbadestamp
TID_DECO_YULE_GOAT,Julegeit
TID_DECO_SWEET_BOOTH,Godteribod
TID_DECO_WRAPPING_BOOTH,Innpakningsbod
TID_DECO_HOT_CHOCOLATE_BOOTH,Varm sjokolade-bod
TID_DECO_SNOWFIGHT,Snøballkamp
TID_DECO_HOLIDAY_CAROLS,Julesanger
TID_DECO_CHESTNUT_BOOTH,Varme kastanjer-bod
TID_DECO_MARKET_GATE,Markedsport
TID_DECO_MARKET_TABLE,Markedsbord
TID_DECO_SNOWMOBILE,Snøscooter
TID_DECO_TREE_DELIVERY,Trelevering
TID_DECO_MARKET_GAME,Markedsspill
TID_DECO_MARKET_CART,Markedsvogn
TID_DECO_GIFT_LAMP,Gavelampe
