TID,SV
TID_FARM_PASS_TASK_FEED_DONKEY_ONE,Mata en åsna
TID_FARM_PASS_TASK_FEED_DONKEY,Mata <NUMBER> åsnor
TID_FARM_PASS_TASK_FEED_KITTEN_ONE,Mata en kattunge
TID_FARM_PASS_TASK_FEED_KITTEN,Mata <NUMBER> kattungar
TID_FARM_PASS_TASK_FEED_DOG_ONE,Mata en vuxen hund
TID_FARM_PASS_TASK_FEED_DOG,Mata <NUMBER> vuxna hundar
TID_FARM_PASS_TASK_FEED_PUPPY_ONE,Mata en hundvalp
TID_FARM_PASS_TASK_FEED_PUPPY,Mata <NUMBER> hundvalpar
TID_FARM_PASS_TASK_FEED_BUNNY_ONE,Mata en kanin
TID_FARM_PASS_TASK_FEED_BUNNY,Mata <NUMBER> kaniner
TID_FARM_PASS_TASK_COLLECT_FRUIT,Samla in <NUMBER> st <FRUIT>
TID_FARM_PASS_TASK_COLLECT_TREE,Samla <NUMBER> frukter från träd
TID_FARM_PASS_TASK_COLLECT_BUSH,Samla <NUMBER> frukter från buskar
TID_FARM_PASS_TASK_OPEN_FARM_BOXES,Öppna <NUMBER> hemliga lådor på gårdar
TID_FARM_PASS_TASK_OPEN_TOWN_BOXES,Öppna hemlig låda x <NUMBER> i byar
TID_FARM_PASS_TASK_PLANT_TREE_BUSH_ANY,Plantera <NUMBER> fruktträd eller -buskar
TID_FARM_PASS_TASK_PLANT_TREE_ANY,Plantera <NUMBER> fruktträd
TID_FARM_PASS_TASK_PLANT_BUSH_ANY,Plantera <NUMBER> fruktbuskar
TID_FARM_PASS_TASK_CAST_DUCK_LOBSTER,Fånga <NUMBER> ankor eller humrar
TID_FARM_PASS_TASK_CAST_DUCK_ONE,Sätt ut en ankfälla
TID_FARM_PASS_TASK_CAST_LOBSTER_ONE,Sätt ut en hummerfälla
TID_FARM_PASS_TASK_CAST_DUCK,Sätt ut <NUMBER> ankfällor
TID_FARM_PASS_TASK_CAST_LOBSTER,Sätt ut <NUMBER> hummerfällor
TID_FARM_PASS_TASK_CAST_NET_ONE,Lägg ut ett fiskenät eller hemligt nät
TID_FARM_PASS_TASK_CAST_NET,Lägg ut <NUMBER> fiskenät eller hemliga nät
TID_FARM_PASS_TASK_CATCH_NET,Fånga <NUMBER> fiskar med fiskenät eller hemliga nät
TID_FARM_PASS_TASK_USE_LURE_ONE,"Använd ett grönt, blått, lila eller gyllene drag för att fånga en fisk"
TID_FARM_PASS_TASK_USE_LURE,"Använd <NUMBER> gröna, blåa, lila eller gyllene drag för att fånga fisk"
TID_FARM_PASS_TASK_ACTIVATE_BOOSTER_ONE,Aktivera en booster
TID_FARM_PASS_TASK_ACTIVATE_BOOSTER,Aktivera <NUMBER> boosters
TID_FARM_PASS_TASK_SELL_FARM_VISITORS_ONE,Sälj varor till en gårdsbesökare
TID_FARM_PASS_TASK_SELL_FARM_VISITORS,Sälj varor till <NUMBER> gårdsbesökare
TID_FARM_PASS_TASK_SELL_RSS,Ställ ut <NUMBER> varor till försäljning i din vägbutik
TID_FARM_PASS_TASK_HELP_OTHERS,Hjälp andra spelare <NUMBER> gånger
TID_FARM_PASS_TASK_SERVE_TOWNIES_ONE,Börja betjäna en besökare
TID_FARM_PASS_TASK_SERVE_TOWNIES,Börja betjäna <NUMBER> besökare
TID_FARM_PASS_TASK_FEED_SANCTUARY_ONE,Mata ett djur i djurreservatet
TID_FARM_PASS_TASK_FEED_SANCTUARY,Mata <NUMBER> djur i djurreservatet
TID_FARM_PASS_TASK_WAKE_SANCTUARY_ONE,Väck ett djur i djurreservatet
TID_FARM_PASS_TASK_WAKE_SANCTUARY,Väck <NUMBER> djur i djurreservatet
TID_FARM_PASS_TASK_PICK_UP_VISITORS_ONE,Plocka upp en besökare med ditt privattåg
TID_FARM_PASS_TASK_PICK_UP_VISITORS,Plocka upp <NUMBER> besökare med ditt privattåg
TID_FARM_PASS_TASK_RECEIVE_VISITORS,Få <NUMBER> besökare från valfritt tåg
TID_FARM_PASS_TASK_RECEIVE_VISITORS_EGGSPRESS,Få <NUMBER> besökare från äggspresståget
TID_FARM_PASS_TASK_SPIN_WHEEL,Snurra på lyckohjulet <NUMBER> gånger
TID_FARM_PASS_TASK_COLLECT_HONEYCOMB,Samla in <NUMBER> honungskakor från bikupor
TID_FARM_PASS_TASK_COLLECT_PEANUT,Samla in <NUMBER> jordnötter från ekorrträd
TID_FARM_PASS_TASK_COLLECT_FARM_ANIMALS,Samla in <NUMBER> produkter från bondgårdsdjur
TID_FARM_PASS_TASK_VISIT_SANCTUARY_ONE,Få besök i djurreservatet av en bybesökare
TID_FARM_PASS_TASK_VISIT_SANCTUARY,Få besök i djurreservatet av <NUMBER> bybesökare
TID_FARM_PASS_TASK_DERBY_ONE,Slutför ett derbyuppdrag
TID_FARM_PASS_TASK_DERBY,Slutför <NUMBER> derbyuppdrag
TID_FARM_PASS_PERK_REACTIVATE_DERBY_TASK,Omaktivera derbyuppdrag
TID_FARM_PASS_PERK_REACTIVATE_DERBY_TASK_DESC,Du kan återaktivera ett utgånget uppdrag en gång per derby. Fungerar bara på uppdrag som går ut efter att förmånen låsts upp. Förbrukar inte ett uppdrag från din totalsumma!
TID_FARM_PASS_DERBYTASK_POPUP_TITLE,Derbyuppdrag utgånget!
TID_FARM_PASS_DERBYTASK_POPUP_DESCRIPTION_PERK_ACTIVE,Uppdrag utgånget! Vill du använda gårdspassförmånen för att omaktivera det här uppdraget?\n\nDina framsteg på uppdraget kvarstår och du får mer tid att klara det.\n\nDu kan bara omaktivera ETT uppdrag per derby.
TID_FARM_PASS_DERBYTASK_POPUP_DESCRIPTION_GET_PASS,Uppdrag utgånget! Med gårdspassförmånen Omaktivera derbyuppdrag kan du omaktivera ett utgånget uppdrag per derby! Skaffa gårdspasset nu!
TID_FARM_PASS_DERBYTASK_POPUP_REACTIVATE_TASK,Omaktivera!
TID_FARM_PASS_DERBYTASK_POPUP_TRASH_TASK,Släng
TID_FARM_PASS_DERBYTASK_POPUP_GET_FARM_PASS,Skaffa gårdspasset!
TID_FARM_PASS,Gårdspass
TID_FEATURE_FARM_PASS,Gårdspass!
TID_FARM_PASS_GET_FARM_PASS_POPUP_TITLE_PLAY,Välkommen till gårdspasset!
TID_FARM_PASS_GET_FARM_PASS_POPUP_PLAY_BUTTON,Spela gårdspasset
TID_FARM_PASS_GET_FARM_PASS_POPUP_MUCH_MORE_LABEL,och mycket mer!
TID_FARM_PASS_UI_PREMIUM_REWARD_LOCKED,Skaffa gårdspasset för att få den här belöningen
TID_FARM_PASS_PERK_EXTRA_HELP_TRUCK,Extra varubilshjälp
TID_FARM_PASS_PERK_EXTRA_HELP_TRUCK_DESC,Du kan be om hjälp med en varubilsbeställning till. Varar till gårdspassäsongens slut.
TID_FARM_PASS_PERK_EXTRA_HELP_BOAT,Extra båthjälp
TID_FARM_PASS_PERK_EXTRA_HELP_BOAT_DESC,Du kan be om hjälp med en båtlår till. Varar till gårdspassäsongens slut.
TID_FARM_PASS_PERK_EXTRA_HELP_VISITORS,Extra besökarhjälp
TID_FARM_PASS_PERK_EXTRA_HELP_VISITORS_DESC,Du kan be om hjälp med en besökarbeställning till. Varar till gårdspassäsongens slut.
TID_FARM_PASS_PERK_MUST_JOIN_NEIGHBORHOOD_TO_USE_PERK,Du måste vara med i ett kvarter för att nyttja den här förmånen!
TID_FARM_PASS_TASK_TITLE_COMPLETE,Avklarade mål
TID_FARM_PASS_TASK_PLANT_CROP_ANY,Plantera <NUMBER> av någon gröda
TID_FARM_PASS_TASK_COLLECT_HONEYCOMB_ONE,Samla in en honungskaka
TID_FARM_PASS_TASK_COLLECT_PEANUT_ONE,Samla in en jordnöt
TID_FARM_PASS_TASK_COLLECT_EGG,Samla in <NUMBER> ägg
TID_FARM_PASS_TASK_COLLECT_MILK,Samla in <NUMBER> mjölk
TID_FARM_PASS_TASK_COLLECT_WOOL,Samla in <NUMBER> ull
TID_FARM_PASS_TASK_COLLECT_BACON,Samla in <NUMBER> bacon
TID_FARM_PASS_TASK_COLLECT_GOAT_MILK,Samla in <NUMBER> getmjölk
TID_FARM_PASS_TASK_RECEIVE_PASSENGER_TRAIN,Få besök av äggspresståget <NUMBER> gånger
TID_FARM_PASS_TASK_RECEIVE_PERSONAL_TRAIN,Få besök av privattåget <NUMBER> gånger
TID_FARM_PASS_TASK_SERVE_GROCERYSTORE_ONE,Börja betjäna en besökare i mataffären
TID_FARM_PASS_TASK_SERVE_MOVIETHEATER_ONE,Börja betjäna en besökare på bion
TID_FARM_PASS_TASK_SERVE_DINER_ONE,Börja betjäna en besökare på krogen
TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST_ONE,Börja betjäna en besökare på ditt B&B
TID_FARM_PASS_TASK_SERVE_SPA_ONE,Börja betjäna en besökare på spat
TID_FARM_PASS_TASK_SERVE_BEACHCAFE_ONE,Börja betjäna en besökare på strandcaféet
TID_FARM_PASS_TASK_SERVE_GIFTSHOP_ONE,Börja betjäna en besökare i presentbutiken
TID_FARM_PASS_TASK_SERVE_GROCERYSTORE,Börja betjäna <NUMBER> besökare i mataffären
TID_FARM_PASS_TASK_SERVE_MOVIETHEATER,Börja betjäna <NUMBER> besökare på bion
TID_FARM_PASS_TASK_SERVE_DINER,Börja betjäna <NUMBER> besökare på krogen
TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST,Börja betjäna <NUMBER> besökare på ditt B&B
TID_FARM_PASS_TASK_SERVE_SPA,Börja betjäna <NUMBER> besökare på spat
TID_FARM_PASS_TASK_SERVE_BEACHCAFE,Börja betjäna <NUMBER> besökare på strandcaféet
TID_FARM_PASS_TASK_SERVE_GIFTSHOP,Börja betjäna <NUMBER> besökare i presentbutiken
TID_FARM_PASS_TASK_DERBYPOINTS,Få <NUMBER> derbypoäng
TID_FARM_PASS_PURCHASE_ERROR_SEASON_REVOKED,Kan inte köpas igen under den här säsongen
TID_ANIMAL_ACCESSORY_HAT_DESC,Unik accessoar till dina djur
TID_GORILLA_HOUSE_SHOP_DESCRIPTION,Hem åt <CAPACITY> gorillor
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_BUY,Du har inte köpt den här byggnaden än!
TID_XP,Erfarenhetspoäng
TID_XP_DESCRIPTION,Samla ihop erfarenhetspoäng för att nå nästa nivå!
TID_XP_TO_NEXT_LEVEL,Till nästa nivå
TID_FARM_PASS_TAB_TASKS_GOAL_REACHED,Du har slutfört gårdspassäsongen! Ha det så kul!
TID_DECO_SNOWBUNNY,Snökanin
TID_PRODUCT_STUFFEDPEPPER,Fyllda paprikor
TID_PRODUCT_GINGERBREADCOOKIE,Pepparkaka
TID_PRODUCT_CHOCOLATEROLL,Chokladrulltårta
TID_PRODUCT_FRIEDCANDYBAR,Friterad chokladkaka
TID_PRODUCT_PBMILKSHAKE,Jordnötssmörsmilkshake
TID_PRODUCT_SNACKMIX,Blandande snacks
TID_PRODUCT_CHOCOLATEPIE,Chokladpaj
TID_PRODUCT_VEGGIEBOUQUET,Grönsaksbukett
TID_PRODUCT_RICEBALL,Risboll
TID_DECO_KARIBATREE,Underbart träd
TID_DECO_KARIBATREE_DESC,Unik \qSpela för träd\q-prydnad
TID_DECO_JOLLYCLOTHES,Muntra kläder
TID_DECO_JOLLYCORNER,Muntert hörn
TID_DECO_WINTERORNAMENTS,Vinterprydnader
TID_DECO_STARTILE,Stjärnplatta
TID_DECO_STARBENCH,Stjärnbänk
TID_DECO_STARTABLE,Stjärnbord
TID_DECO_STARFOUNTAIN,Stjärnfontän
TID_TIME_D2,<D> dagar
TID_CONTENTCREATOR_SHOPPILL_TITLE,Kreatörsboost
TID_CONTENTCREATOR_SHOPPILL_DETAILS,Stöd en kreatör genom att skriva in hens kreatörskod!
TID_CONTENTCREATOR_SHOPPILL_NOSUPPORT,Du stöder inga kreatörer för närvarande.
TID_CONTENTCREATOR_SHOPPILL_SUPPORT,Du stöder nu:
TID_CONTENTCREATOR_SHOPPILL_ACTION_ENTERCODE,Skriv in kod!
TID_CONTENTCREATOR_SHOPPILL_ACTION_EDIT,Ändra
TID_CONTENTCREATOR_POPUP_ENTER_CODE,Skriv in kreatörskod:
TID_CONTENTCREATOR_POPUP_ENTER_BUTTON,Skriv in
TID_CONTENTCREATOR_POPUP_INVALID,Felaktig kreatörskod. Vänligen kontrollera den!
TID_CONTENTCREATOR_POPUP_STOP_BUTTON,Sluta
TID_CONTENTCREATOR_POPUP_SUCCESS,Du stöder nu <NAME>!
TID_CONTENTCREATOR_POPUP_SUPPORTING,Stöder:
TID_CONTENTCREATOR_POPUP_STOP_TITLE,Sluta stödja kreatören
TID_CONTENTCREATOR_POPUP_STOP_SUPPORT,Vill du sluta stödja <NAME>?
TID_CONTENTCREATOR_POPUP_CANCEL,Avbryt
TID_CONTENTCREATOR_POPUP_OK,OK
TID_DECO_HOLLYHEDGE,Järnekshäck
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_COLLECT,Gå till din gård för att samla in den här förmånen!
TID_ANIMAL_ACCESSORY_HAT_BUNNY_EARS,Kaninöron
TID_DECO_ALPINEFENCE,Vackert staket
TID_DECO_ROSE_TREE,Roshjärta
TID_DECO_CROCUS,Krokus
TID_DECO_HAYBENCH,Höbänk
TID_DECO_PIGSIGN,Grisskylt
TID_DECO_HAYSTACK,Höstack
TID_DECO_DESERTDOG,Ökenhund
TID_DECO_MOOSESHEEP,Älgfår
TID_DECO_PERFORMERGOAT,Getvirtuos
TID_DECO_PIGTOWER,Gristorn
TID_APP_TRACKING_TITLE,Uppdatering om Facebook-inloggning
TID_APP_TRACKING_PROCEED,Fortsätt
TID_APP_TRACKING_REQUEST_DESC_1,"De sociala funktionerna på Facebook kräver att Hay Day delar dina data med Facebook. Facebook använder dessa data för sina egna ändamål, däribland reklam och spårning."
TID_APP_TRACKING_REQUEST_DESC_2,Tillåt om du vill dela dina data med Facebook och få tillgång till de sociala funktionerna på Facebook.
TID_APP_TRACKING_REQUEST_DESC_3,\qBe appen att inte spåra\q om du inte vill dela dina data med Facebook. Detta tar bort de sociala Facebook-funktionerna från \qHay Day\q. Kolla in Supercell ID:s sekretessvänliga sociala funktioner!
TID_APP_TRACKING_DENIED_DESC,De sociala funktionerna på Facebook är för närvarande avaktiverade på grund av sekretessinställningarna på din enhet.\n\nGå till Inställningar -> Sekretess -> Spårning och kryssa i spårningsalternativet för Hay Day för att aktivera de sociala funktionerna på Facebook.
TID_BILLING_ERROR_PURCHASE_PENDING_TIME,Det föregående köpet behandlas fortfarande. Försök igen om <TIME>
TID_DECO_DOWNY_BIRCH,Björk
TID_DECO_LICHEN,Lavbeklädd stubbe
TID_DECO_BEEFLOWER,Biblommor
TID_DECO_BEELIGHTS,Bilampor
TID_DECO_SPRINGFENCE,Vårstaket
TID_DECO_CHICKPOOL,Kycklingbassäng
TID_FLOATER_DERBY_PUZZLE_BOOK_COMPLETE,Du kan inte samla in pussebitarna eftersom du är färdig med pusselboken!
TID_BOAT_ORDER_TOOLTIP_XP_POINTS_TITLE,Erfarenhetspoäng
TID_BOAT_ORDER_TOOLTIP_XP_POINTS_DESCRIPTION,Gör klart båtbeställningar för att höja din gårdsnivå
TID_BOAT_ORDER_TOOLTIP_BOAT_SCORE_TITLE,Båtpoäng
TID_BOAT_ORDER_TOOLTIP_BOAT_SCORE_DESCRIPTION,Gör klart båtbeställningar för att klättra på båtrankningslistan.
TID_BOAT_ORDER_TOOLTIP_VOUCHER_TITLE,Kuponger
TID_BOAT_ORDER_TOOLTIP_VOUCHER_DESCRIPTION,Gör klart båtbeställningar för att få kuponger.
TID_BOAT_ORDER_TOOLTIP_EVENT_REWARD_TITLE,Bonusbelöningar
TID_BOAT_ORDER_TOOLTIP_EVENT_REWARD_DESCRIPTION,Gör klart båtbeställningar för att få bonusbelöningar.
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_TITLE,Pusselbit
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_DESCRIPTION,Gör klart båtbeställningar för att få en pusselbit till din djurreservatsbok.
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_DESCRIPTION_BOOK_COMPLETE,Din djurreservatsbok är komplett! Du kan inte samla in pusselbitar från båtbeställningar.
TID_REINDEER01,Brun ren
TID_REINDEER02,Grå ren
TID_GORILLA_CALF01,Grå gorillaunge
TID_GORILLA_CALF02,Brun gorillaunge
TID_REINDEER_HOUSE_SHOP_DESCRIPTION,Hem åt <CAPACITY> renar
TID_REINDEER_HOUSE,Renhus
TID_DECO_SNAKEPLANT,Svärmorstunga
TID_DECO_BADMINTONTREE,Badmintonbollsträd
TID_CROP_CABBAGE,Kål
TID_PRODUCT_CABBAGESOUP,Kålsoppa
TID_PRODUCT_COLESLAW,Coleslaw
TID_PRODUCT_CABBAGEPIE,Svamppaj
TID_BATHKIOSK,Badautomat
TID_PRODUCT_FACEMASK,Honungsansiktsmask
TID_PRODUCT_HONEYSOAP,Honungstvål
TID_PRODUCT_LEMONLOTION,Citronlotion
TID_PRODUCT_EXFOLIATINGSOAP,Exfolierande tvål
TID_BATHKIOSK_PRODUCT_DESC,Produceras i badautomaten
TID_BATHKIOSK_DESCRIPTION,Tillverkar badprodukter
TID_MODULAR_PERGOLA,Gårdsprydnad
TID_CUSTOM_DECORATIONS_OPTIONS_NATURAL,Naturlig
TID_CUSTOM_DECORATIONS_OPTIONS_WOOD,Trä
TID_CUSTOM_DECORATIONS_OPTIONS_STONE,Sten
TID_CUSTOM_DECORATIONS_OPTIONS_FLOWERS,Blommor
TID_CUSTOM_DECORATIONS_OPTIONS_CURTAINS,Gardiner
TID_CUSTOM_DECORATIONS_OPTIONS_LIGHTS,Lampor
TID_CUSTOM_DECORATIONS_OPTIONS_CANDLES,Ljus
TID_CUSTOM_DECORATIONS_OPTIONS_CLEMATIS,Klematis
TID_CUSTOM_DECORATIONS_OPTIONS_ROSE,Ros
TID_CUSTOM_DECORATIONS_OPTIONS_JASMINE,Jasmin
TID_FARM_PASS_OFFER_DECOS_TITLE,Gör din gård och din by ännu finare!
TID_FARM_PASS_OFFER_DECOS_INFO,Få unika prydnader till din by och gård
TID_DECO_BARRELHORSE,Tunnhäst
TID_DECO_PAINTEDROCKS,Målade stenar
TID_DECO_BLUEPAVILION,Blå paviljong
TID_DECO_JOCKEYSCARECROW,Jockeyfågelskrämma
TID_DECO_CRESCENT_LANTERN,Halvmånelykta
TID_DECO_CRESCENT_ARCH,Halvmånevalv
TID_DECO_CRESCENT_FOUNTAIN,Halvmånefontän
TID_ANIMAL_ACCESSORY_HAT_CROWN_GOLD,Guldkrona
TID_ANIMAL_ACCESSORY_HAT_CROWN_RAINBOW,Regnbågskrona
TID_ANIMAL_ACCESSORY_HAT_BIRTHDAY_PARTYRAINBOW,Födelsedagshatt
TID_REINDEER_CALF1,Brun renkalv
TID_REINDEER_CALF2,Grå renkalv
TID_DECO_RUSTICHOSE,Rustik slang
TID_DECO_RUSTICPLANTER,Rustik kruka
TID_DECO_RUSTICBIRDHOUSE,Rustik fågelholk
TID_DONUTMAKER,Munkfritös
TID_PLAIN_DONUT,Enkel munk
TID_CREAM_DONUT,Gräddmunk
TID_BACON_DONUT,Baconmunk
TID_FILLED_DONUT,Fylld munk
TID_CRUNCHY_DONUT,Knaprig munk
TID_SPRINKLES_DONUT,Munk med strössel
TID_DONUT_MAKER_PRODUCT_DESCRIPTION,Produceras i munkfritösen
TID_DONUTMAKER_DESCRIPTION,Gör smarriga munkar
TID_DECO_BEACHHUT,Badhytt
TID_DECO_BRAZILSTATUE,Fjäderstaty
TID_DECO_FRANCETOWER,Järntorn
TID_DECO_UKCROWN,Juvelprydd krona
TID_DECO_RAINBOWCAKE,Discotårta
TID_DECO_KITESTAND,Drakstånd
TID_DECO_CLASSICCAR,Klassisk bil
TID_DECO_HOTAIRBALLOON,Luftballong
TID_DECO_CHICKBALLOON,Kycklingballong
TID_MASSGIFT_9THBIRTHDAY_ANNOUNCEMENT_TEXT,"Hay Day fyller nio år! Vi ser verkligen fram emot att fira det med er. Och vad vore väl en födelsedag utan presenter? Inte mycket, så här får ni några diamanter! Tack för att ni har varit med och spelat i alla år!"
TID_CUSTOMIZATION_BIRTHDAY2021,Födelsedag
TID_CHEETAH1,Gul gepard
TID_CHEETAH2,Orange gepard
TID_ARCTIC_FOX1,Vit fjällräv
TID_ARCTIC_FOX2,Brun fjällräv
TID_CHEETAH_HOUSE_SHOP_DESCRIPTION,Hem åt <CAPACITY> geparder
TID_ARCTIC_FOX_HOUSE_SHOP_DESCRIPTION,Hem åt <CAPACITY> fjällrävar
TID_CROP_CLAY,Lera
TID_CROP_CHICKPEA,Kikärta
TID_CROP_PASSIONFRUIT,Passionsfrukt
TID_POTTERY_STUDIO,Keramikstudio
TID_POTTERY_STUDIO_DESCRIPTION,Producerar keramik
TID_POTTERY_STUDIO_PRODUCT_DESCRIPTION,Produceras i keramikstudion
TID_TEA_POT,Tekanna
TID_PLANT_POT,Krukväxt
TID_MUG,Lermugg
TID_PRESERVATION_STATION,Konservstation
TID_PRESERVATION_STATION_DESCRIPTION,Producerar konserver
TID_PRESERVATION_STATION_PRODUCT_DESCRIPTION,Producera vid konservstationen
TID_PRODUCT_DRIED_FRUIT,Torkad frukt
TID_PRODUCT_PICKELS,Inlagd gurka
TID_PRODUCT_CANNED_FISH,Fiskkonserv
TID_PRODUCT_KIMCHI,Kimchi
TID_GUINEA_PIG1,Teddymarsvin
TID_GUINEA_PIG_DESCRIPTION,Mata för att samla poäng
TID_GUINEA_PIG2,Shebamarsvin
TID_GUINEA_PIG3,Silkiemarsvin
TID_GUINEA_PIG_HOUSE,Marsvinshus
TID_GUINEA_PIG_HOUSE_DESCRIPTION,Hem åt <CAPACITY> marsvin
TID_PRODUCT_PASSION_FRUIT_PIE,Passionsfruktspaj
TID_PASSION_FRUIT_JUICE,Passionsfruktsjuice
TID_PRODUCT_PASSION_FRUIT_JAM,Passionsfruktssylt
TID_PRODUCT_PASSION_FRUIT_SAUCE,Syrlig dressing
TID_PRODUCT_HUMMUS,Hummus
TID_PRODUCT_WRAP,Hummuswrap
TID_PRODUCT_FALAFEL,Falafel
TID_PRODUCT_SAMOSA,Samosa
TID_PRODUCT_PARTYCANDLE,Färggranna ljus
TID_COTTON_CANDY,Sockervadd
TID_HORSE6,Appaloosa
TID_DECO_PARTY_FENCE,Partystaket
TID_DECO_PARTY_BUBBLES,Partybubblor
TID_DECO_PARTY_STAGE,Partyscen
TID_ARCTIC_FOX_HOUSE,Fjällrävshus
TID_CHEETAH_HOUSE,Gepardhus
TID_CARNIVORE_FOOD,Fiskhink
TID_DECO_DISCOCAKE,Discotårta
TID_CUSTOMIZATION_HALLOWEEN2021,Halloween
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_TITLE,Varning
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_MESSAGE,Hay Day har inte installerats korrekt. Vänligen installera spelet på nytt från Google Play Store för att lösa problemet.
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_BUTTON,OK
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_YELLOW,Gul skyddshjälm
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BLUE,Blå skyddshjälm
TID_DECO_TRAIN_TRACK,Tågräls
TID_PRODUCT_BIRTHDAYBOUQUET,Födelsedagsbukett
TID_DECO_ALPINEFLOWERS,Alpblommor
TID_DECO_ALPINEPOND,Alpdamm
TID_DECO_WATERTOWER,Vattentorn
TID_DECO_LUGGAGECART,Bagagevagn
TID_DECO_COZYBLANKET,Mysig filt
TID_DECO_COLORFULFLOWERS,Färggranna blommor
TID_DECO_BUTTERFLYPOND,Fjärilsdamm
TID_DECO_FITTINGROOM,Omklädningsrum
TID_DECO_POTTEDSUCCULENTS,Suckulenter
TID_DECO_TREEHOUSE,Trädkoja
TID_DECO_PUMPKINCHICKS,Pumpakycklingar
TID_DECO_CARVEDCHICK,Snidad kyckling
TID_DECO_CANDYPOOL,Godisbassäng
TID_DECO_SANDTOYS,Sandleksaker
TID_DECO_SANDBED,Sandbädd
TID_DECO_SANDSWING,Sandgunga
TID_DECO_BEACHFENCE,Strandstaket
TID_DECO_BEACHBOARD,Strandbräda
TID_DECO_BEACHKITES,Stranddrakar
TID_DECO_FALL_HEDGE,Hösthäck
TID_DECO_FALL_WEATHERVANE,Höstig vindflöjel
TID_DECO_FALL_FOUNTAIN,Höstfontän
TID_VOUCHER5,Kycklingkupong
TID_VOUCHER5_DESCRIPTION,Byt mot specialföremål i butiken
TID_FARM_PASS_BLACK_VOUCHER_DESCRIPTION,Nu kan du få kycklingkuponger genom att spela gårdspasset!
TID_BIRD_HOUSE,Fågelhus
TID_BIRD_HOUSE_DESCRIPTION,Hem åt fåglar
TID_PEACOCK1,Blå påfågel
TID_PEACOCK_DESCRIPTION,Mata för att samla poäng
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_TITLE,Resurser saknas!
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_GENERIC_TEXT,Du har för få kycklingkuponger!\n\nDu kan få kycklingkuponger genom att spela gårdspasset!
TID_LEVEL_UP_NEW_CONTAINER_PRODUCTION_BUILDING_TEXT,NY produktionsbyggnad
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_COLLECT_VOUCHER,Samla in kupong
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_GET_FARM_PASS,Skaffa gårdspasset nu!
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_PASS_ROAD,Kontrollera gårdspasset
TID_DECO_AUTUMNVASE,Skördevas
TID_DECO_AUTUMNLANTERNS,Skördelyktor
TID_DECO_AUTUMNWHEELBARROW,Skördeskottkärra
TID_DECO_SUGARSKULL_PATH,Calavera-stigar
TID_DECO_SUGARSKULLTOMB,Calavera-grav
TID_DECO_SUGARSKULLALTAR,Calavera-altare
TID_DECO_PUMPKINSCARECROW,Pumpafågelskrämma
TID_DECO_SNOWCHICKEN,Snöhöna
TID_DECO_SKIJUMPER,Backhoppare
TID_DECO_HOCKEYPOND,Hockeydamm
TID_DECO_STOCKINGSTAND,Strumpställning
TID_DECO_SNOWCANNON,Snökanon
TID_DECO_WINTERGAZEBO,Vinterlusthus
TID_DECO_GIFTSTATION,Presentstation
TID_DECO_SHOVELSTAND,Spadställning
TID_DECO_MOVIEPROPS,Rekvisita
TID_DECO_MOVIENIGHT,Filmkväll
TID_DECO_MOVIEBENCH,Filmbänk
TID_DECO_MOVIESTARS,Filmstjärnor
TID_DECO_OLYMPIC_GNOME,Klassisk tomte
TID_DECO_OLYMPIC_OBSTACLE,Klassiskt hinder
TID_DECO_OLYMPIC_FLAME,Klassisk flamma
TID_DECO_OLYMPIC_PODIUM,Klassiskt podium
TID_DECO_ARCTIC_LUPINE,Arktisk lupin
TID_DECO_ARCTIC_POPPY,Fjällvallmo
TID_DECO_EMPTY_WELL,Tom brunn
TID_DECO_TRAIN_STOP,Tåghållplats
TID_DECO_WOODCUTTING_STATION,Sågbänk
TID_DECO_AUSTRALIA_PAINTINGS,Grottmålningar
TID_DECO_RUSSIAN_STATUE,Färggranna torn
TID_OFFER_CONTENTS_PURCHASE_TIMES_INFO,Du kan köpa det här erbjudandet <NUM_TIMES_PURCHASABLE> gånger
TID_OFFER_CONTENTS_PURCHASE_TIMES_INFO_WITH_COUNT,Du har köpt det här erbjudandet <PURCHASE_COUNT>/<NUM_TIMES_PURCHASABLE> gånger
TID_APP_TRACKING_ATT_NOT_GIVEN_FLOATER_TEXT,De sociala Facebook-funktionerna är för tillfället avaktiverade på grund av dina sekretessinställningar.
TID_ARCTIC_FOX_CUB1,Vit fjällrävsunge
