TID,PT
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_WHEEL,Ganhe flores brancas na roda da sorte.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_ADS,Assista a anúncios para ganhar flores brancas.
TID_CATALOG_INFO_FLOWER_WHITE_CONVERSION,As flores brancas remanescentes serão convertidas em moedas quando o evento do catálogo terminar.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_TRUCK,Complete pedidos do caminhão para receber flores amarelas.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_BOAT,Complete pedidos do barco para receber flores amarelas.
TID_CATALOG_INFO_FLOWER_YELLOW_EXCHANGE,Troque flores amarelas por prêmios no catálogo.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_TASK,Ganhe flores amarelas no evento de tarefas atual.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_SHOP,Compre flores amarelas na loja.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_WHEEL,Ganhe flores amarelas na roda da sorte.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_ADS,Assista a anúncios para ganhar flores amarelas.
TID_CATALOG_INFO_FLOWER_YELLOW_CONVERSION,As flores amarelas remanescentes serão convertidas em moedas quando o evento do catálogo terminar.
TID_CATALOG_INFO_PINECONE_SOURCE_TRUCK,Complete pedidos do caminhão para receber pinhas.
TID_CATALOG_INFO_PINECONE_SOURCE_BOAT,Complete pedidos do barco para receber pinhas.
TID_CATALOG_INFO_PINECONE_EXCHANGE,Troque pinhas por prêmios no catálogo.
TID_CATALOG_INFO_PINECONE_SOURCE_TASK,Ganhe pinhas no evento de tarefas atual.
TID_CATALOG_INFO_PINECONE_SOURCE_SHOP,Compre pinhas na loja.
TID_CATALOG_INFO_PINECONE_SOURCE_WHEEL,Ganhe pinhas na roda da sorte.
TID_CATALOG_INFO_PINECONE_SOURCE_ADS,Assista a anúncios para ganhar pinhas.
TID_CATALOG_INFO_PINECONE_CONVERSION,As pinhas remanescentes serão convertidas em moedas quando o evento do catálogo terminar.
TID_CATALOG_INFO_REWARDS_LIMITED,Os prêmios do catálogo ficam disponíveis por tempo limitado.
TID_CATALOG_INFO_HOLLY_SOURCE_TRUCK,Complete pedidos do caminhão para receber azevinhos.
TID_CATALOG_INFO_HOLLY_SOURCE_BOAT,Complete pedidos do barco para receber azevinhos.
TID_CATALOG_INFO_HOLLY_EXCHANGE,Troque azevinhos por prêmios no catálogo.
TID_CATALOG_INFO_HOLLY_SOURCE_TASK,Ganhe azevinhos no evento de tarefas atual.
TID_CATALOG_INFO_HOLLY_SOURCE_SHOP,Compre azevinhos na loja.
TID_CATALOG_INFO_HOLLY_SOURCE_WHEEL,Ganhe azevinhos na roda da sorte.
TID_CATALOG_INFO_HOLLY_SOURCE_ADS,Assista a anúncios para ganhar azevinhos.
TID_CATALOG_INFO_HOLLY_CONVERSION,Os azevinhos remanescentes serão convertidos em moedas quando o evento do catálogo terminar.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_TRUCK,Complete pedidos do caminhão para receber coelhinhos de chocolate.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_BOAT,Complete pedidos do barco para receber coelhinhos de chocolate.
TID_CATALOG_INFO_CHOCOBUNNY_EXCHANGE,Troque coelhinhos de chocolate por prêmios no catálogo.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_TASK,Ganhe coelhinhos de chocolate no evento de tarefas atual.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_SHOP,Compre coelhinhos de chocolate na loja.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_WHEEL,Ganhe coelhinhos de chocolate na roda da sorte.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_ADS,Assista a anúncios para ganhar coelhinhos de chocolate.
TID_CATALOG_INFO_CHOCOBUNNY_CONVERSION,Os coelhinhos de chocolate remanescentes serão convertidos em moedas quando o evento do catálogo terminar.
TID_CATALOG_INFO_MUSICNOTES_SOURCE_TRUCK,Complete pedidos do caminhão para receber notas musicais.
TID_CATALOG_INFO_MUSICNOTES_SOURCE_BOAT,Complete pedidos do barco para receber notas musicais.
TID_CATALOG_INFO_MUSICNOTES_EXCHANGE,Troque notas musicais por prêmios no catálogo.
TID_CATALOG_INFO_MUSICNOTES_SOURCE,Ganhe notas musicais participando de vários eventos do aniversário.
TID_CATALOG_INFO_MUSICNOTES_CONVERSION,As notas musicais remanescentes serão convertidas em moedas quando o evento do catálogo terminar.
TID_DECO_GAFFER_SHEEP,Técnico de luz
TID_FARMPASS_EARLY_BIRD_OFFER_ENDS,A oferta termina em <TIME>
TID_FARMPASS_EARLY_BIRD_OFFER_TITLE,Obtenha o pacote exclusivo do passe rural!
TID_ICON_EVENT_PRIDE_RAINBOW_CAKE,Bolo de aniversário
TID_ICON_EVENT_PRIDE_RAINBOW_CAKE_DESCRIPTION,Moeda especial da festa de aniversário. Consiga mais completando pedidos do caminhão. Troque por presentes especiais do catálogo!
TID_ICON_CATALOGUE_MUSICNOTE,Nota musical
TID_ICON_CATALOGUE_MUSICNOTE_DESCRIPTION,Moeda especial da festa de aniversário. Consiga mais participando dos eventos do aniversário. Troque por presentes especiais do catálogo!
TID_FEATURE_DECO_STICKER_BOOK,Catálogo de decorações
TID_CATALOG_INFO_RAINBOW_CAKE_SOURCE_TRUCK,Complete pedidos do caminhão para receber bolos de aniversário.
TID_CUSTOMIZATION_BIRTHDAY2024,Aniversário Rock & Roll
TID_GACHA_BONUS_ITEM,Bônus!
TID_CATALOG_INFO_RAINBOWCAKE_SOURCE_TRUCK,Complete pedidos do caminhão para receber bolos de aniversário.
TID_CATALOG_INFO_RAINBOWCAKE_EXCHANGE,Troque bolos de aniversário por prêmios no catálogo.
TID_CATALOG_INFO_RAINBOWCAKE_CONVERSION,Os bolos de aniversário remanescentes serão convertidos em moedas quando o evento terminar.
TID_DECO_BARRICADE_FENCE,Cerca de bétula
TID_DECO_LEAFPILE_PATH,Caminho com folhas do outono
TID_DECO_WOODEN_HEART_FENCE,Cerca de madeira de coração
TID_DECO_SAUSAGE_GRILL,Salsicha na brasa
TID_DECO_SAUERKRAUT_BARREL,Barril de chucrute
TID_DECO_PRETZEL_STATION,Barraca de pretzel
TID_DECO_GINGERBREAD_HEARTS,Corações de gengibre
TID_DECO_AUTUMN_PICNIC,Piquenique de outono
TID_DECO_RASPBERRY_REFRESHMENTS,Refrescos de framboesa
TID_DECO_AUTUMN_MAPLE_TREE,Árvore de bordo
TID_DECO_HAY_RIDE,Passeio no feno
TID_DECO_WOODEN_HEDGEHOGS,Porcos-espinhos de madeira
TID_DECO_WOODEN_TRAIN,Trem de madeira
TID_ANIMAL_ACCESSORY_HAT_STRAW_HAT,Chapéu de palha
TID_ANIMAL_ACCESSORY_HAT_GOLDEN_LEAF_TIARA,Coroa de louros
TID_FLOATER_HABITAT_NO_MORE_ANIMALS,Ainda não é possível melhorar. O próximo animal chega em breve!
TID_CUSTOMIZATION_IVY,Cabana roxa
TID_CUSTOMIZATION_IVY_SUMMER,Cabana amarela
TID_EDIT_MODE_ERASE_TUTORIAL_TITLE,Arraste para remover
TID_EDIT_MODE_ERASE_TUTORIAL_TEXT,Arraste ou toque sobre objetos para removê-los. Desative o modo borracha para mover o mapa.
TID_EDIT_MODE_ERASE_TUTORIAL_BUTTON,Ok
TID_DECO_GLOOMY_CANDLES,Velas sombrias
TID_DECO_SCARY_MAUSOLEUM,Mausoléu sinistro
TID_DECO_SCARY_ORGAN_MUSIC,Órgão assustador
TID_DECO_SCARY_TOMB,Tumba assustadora
TID_DECO_BLACK_ROSES,Rosas negras
TID_DECO_LOBSTER_RIDE,Passeio da lagosta
TID_DECO_PIG_RIDE,Passeio do porquinho
TID_DECO_TICKET_BOOTH,Bilheteria
TID_DECO_CLEANER_PIG,Porco faxineiro
TID_DECO_GHOST_PIG,Porco fantasma
TID_DECO_ABANDONED_TOMBS,Tumbas esquecidas
TID_DECO_GLASS_WALL,Cerca de vitral colorido
TID_DECO_CAT_FENCE,Cerca de gatos pretos
TID_DECO_DINOSAUR_FOOTPRINT_PATH,Pegadas de dinossauro
TID_DECO_CENTIPEDE_FENCE,Cerca de centopeia
TID_DECO_THANKSGIVING_COSPLAY,Fantasia de Ação de Graças
TID_DECO_THANKSGIVING_WAGON,Carroça de Ação de Graças
TID_DECO_THANKSGIVING_BALLOON,Balão de Ação de Graças
TID_DECO_THANKSGIVING_PAVILION,Pavilhão de Ação de Graças
TID_DECO_THANKSGIVING_PHOTO_SHOOT,Painel de fotos de Ação de Graças
TID_DECO_FAIRGROUND_FORTUNE_TELLER,Cartomante do festival
TID_DECO_THANKSGIVING_FENCE,Cerca de Ação de Graças
TID_DECO_THANKSGIVING_PATH,Caminho de Ação de Graças
TID_DECO_POND_YACHTING,Barquinho na lagoa
TID_DECO_MUSHROOM_PICKING,Colheita de cogumelos
TID_DECO_BOAT_STATUE,Barco esculpido
TID_DECO_MUSHROOM_LOG,Tronco com musgo
TID_DECO_MUSHROOM_FENCE,Cerca de cogumelos
TID_DECO_SEASONAL_GREETINGS,Entrega especial
TID_DECO_MAIL_OFFICE,Correio de inverno
TID_DECO_LUMBERJACKS,Lenhadores de inverno
TID_DECO_SKI_RENTALS,Lojinha de esqui
TID_DECO_AIRMAIL,Correio aéreo
TID_DECO_ELECTRIC_CANDLES_FENCE,Cerca de velas
TID_HALLOWEEN_CANDY_MAKER,Máquina de doces de Halloween
TID_HALLOWEEN_CANDY_MAKER_DESCRIPTION,Produz doces de Halloween.
TID_HALLOWEEN_CANDY1_24,Dentes de jujuba
TID_HALLOWEEN_CANDY2_24,Minhocas de jujuba
TID_HALLOWEEN_CANDY3_24,Caveiras de jujuba
TID_HALLOWEEN_CANDY4_24,Abóboras de jujuba
TID_HALLOWEEN_CANDY_DESCRIPTION,Produza na máquina de doces de Halloween. Produto por tempo limitado!
TID_EDIT_MODE_ERASE,Modo borracha ativado
TID_CUSTOMIZATION_HALLOWEEN_2024,Halloween 2024
TID_ICON_GACHA_CURRENCY,Chaves douradas
TID_ICON_GACHA_CURRENCY_DESCRIPTION,"Use chaves douradas para abrir caixas surpresa. Você pode obtê-las em ofertas, no passe rural, em eventos e muito mais. O número de chaves que você pode ter é limitado."
TID_DECO_STICKER_BOOK_TUTORIAL_6,"Quando uma decoração está disponível num evento em curso, o botão mostra um livro aberto."
TID_DECO_PHASE_UNKNOWN,Desconhecido: <TIME>
TID_DECO_PHASE_PREVIEW,A fase de criações começa em <TIME>
TID_DECO_PHASE_DECORATION,A fase de criações termina em <TIME>
TID_DECO_PHASE_VOTING,A fase de votação termina em <TIME>
TID_DECO_PHASE_REWARDING,O Festival de Criações termina em <TIME>.
TID_DECO_BUTTON_VOTE,Votar
TID_DECO_BUTTON_SUBMIT,Sua criação
TID_DECO_BUTTON_EXPO,Hall da Fama
TID_HAMBURGER_MENU_PHOTO_MODE_BUTTON,Modo fotografia
TID_DECO_VOTE_COUNTDOWN,Você pode votar de novo em <TIME>
TID_DECO_VOTE_TT,"Basta tocar na criação da sua preferência. Quanto mais votar, mais sua criação é divulgada a outros jogadores."
TID_DECO_VOTE_TT_TITLE,Escolha a sua criação preferida!
TID_DECO_FEATURED_TITLE,Favoritos
TID_DECO_FEATURED_PREPARE,As criações aparecerão no Hall da Fama durante a fase de votação.
TID_DECO_FEATURED_COUNTDOWN,"As criações em destaque aparecerão aqui durante a fase de votação, renovando-se regularmente."
TID_DECO_FEATURED_CATEGORY_0,Criações inspiradoras
TID_DECO_FEATURED_CATEGORY_1,Criações excepcionais
TID_DECO_FEATURED_CATEGORY_2,Melhores criações
TID_DECO_FEATURED_CLOSEUP_TITLE,Criação de <NAME>
TID_DECO_FEATURED_CLOSEUP_TASKS_COMPLETED,Tarefas concluídas: <COUNT>
TID_DECO_FEATURED_CLOSEUP_VISIT,Visitar fazenda
TID_DECO_STICKER_BOOK_COLLECTION_21,Zen e Harmonia
TID_DECO_STICKER_BOOK_COLLECTION_22,Ano da Serpente
TID_DECO_STICKER_BOOK_COLLECTION_23,Cama de rosas
TID_DECO_STICKER_BOOK_COLLECTION_24,Doces e corações
TID_DECO_STICKER_BOOK_COLLECTION_25,O Grande Carnaval
TID_DECO_STICKER_BOOK_COLLECTION_26,Embalo primaveril
TID_DECO_STICKER_BOOK_COLLECTION_27,Florada de primavera
TID_DECO_STICKER_BOOK_COLLECTION_28,Caça aos ovos de chocolate
TID_DECO_STICKER_BOOK_COLLECTION_29,Dia da Terra
TID_DECO_STICKER_BOOK_COLLECTION_30,Golden Week
TID_DECO_STICKER_BOOK_COLLECTION_31,<TODO:>Placeholder 31
TID_DECO_STICKER_BOOK_COLLECTION_32,Croac Croac
TID_DECO_STICKER_BOOK_COLLECTION_33,Floração plena
TID_DECO_STICKER_BOOK_COLLECTION_34,Topiária do Hay Day
TID_DECO_STICKER_BOOK_COLLECTION_35,Recanto Melífero
TID_DECO_STICKER_BOOK_COLLECTION_36,13º aniversário!
TID_DECO_STICKER_BOOK_COLLECTION_37,Lista da festa hippie
TID_DECO_STICKER_BOOK_COLLECTION_38,Acampando com o Greg
TID_DECO_STICKER_BOOK_COLLECTION_39,<TODO:>Placeholder 39
TID_DECO_STICKER_BOOK_COLLECTION_40,<TODO:>Placeholder 40
TID_DECO_STICKER_BOOK_COLLECTION_41,<TODO:>Placeholder 41
TID_DECO_STICKER_BOOK_COLLECTION_42,<TODO:>Placeholder 42
TID_DECO_STICKER_BOOK_COLLECTION_43,<TODO:>Placeholder 43
TID_DECO_STICKER_BOOK_COLLECTION_44,<TODO:>Placeholder 44
TID_DECO_STICKER_BOOK_COLLECTION_45,<TODO:>Placeholder 45
TID_DECO_STICKER_BOOK_COLLECTION_46,<TODO:>Placeholder 46
TID_DECO_STICKER_BOOK_COLLECTION_47,<TODO:>Placeholder 47
TID_DECO_STICKER_BOOK_COLLECTION_48,<TODO:>Placeholder 48
TID_DECO_STICKER_BOOK_COLLECTION_49,<TODO:>Placeholder 49
TID_DECO_STICKER_BOOK_COLLECTION_50,<TODO:>Placeholder 50
TID_DECO_SUBMIT_SUBMITTED,Sua criação foi enviada!
TID_DECO_SUBMIT_NAME,Criação de <NAME>
TID_DECO_SUBMIT_DATE,<DAY>/<MONTH>/<YEAR>
TID_DECO_SUBMIT_TASKS,Tarefas concluídas: <COUNT>
TID_DECO_SUBMIT_SUBMIT,Envie a sua criação
TID_DECO_SUBMIT_DETAILS,Você não pode alterar sua criação após o envio!
TID_DECO_SUBMIT_BUTTON,Enviar
TID_DECO_RESUBMIT_BUTTON,Reenviar
TID_DECO_SKIP_SUBMIT_BUTTON,Pular envio
TID_DECO_EVENT_SKIP_VOTING_COOL_DOWN,Redefinir tempo de espera
TID_DECO_VOTING_NOT_STARTED_DESC,A votação começa assim que a fase de criações terminar.
TID_DECO_VOTING_ENDED,A fase de votação terminou
TID_DECO_VOTING_ENDED_DESC,Vá ao Hall da Fama e confira as criações incríveis dos outros fazendeiros. Não deixe de usar seus rolos de filme na loja!
TID_DECO_EVENT_REPORTED,Criação denunciada
TID_DECO_PHASE_SUBMITTED,A fase de votação começa em <TIME>
TID_DECO_EVENT_REPORT_DIALOG_TEXT,Deseja mesmo denunciar essa criação como ofensiva?
TID_DECO_EVENT_REPORT_CONFIRM,Denunciar
TID_DECO_SUBMIT_TASKS_NOT_COMPLETED,Complete as tarefas necessárias para enviar a sua criação.
TID_FLOATER_INVALID_OBJECT_POSITION_MODE,Impossível colocar aqui!
TID_FLOATER_COMPLETED_DECO_EVENT_CHALLENGE_BUT_DID_NOT_SUBMIT_DESIGN,Você perdeu o prazo para enviar uma criação!
TID_DECO_EVENT_CURRENCY,Rolos de filme
TID_DECO_EVENT_CURRENCY_DESC,"Você pode usar rolos de filme na loja, mesmo após o fim do evento."
TID_EVERGREEN_OFFER_VALUE_X,<VALUE>x barganha
TID_EVERGREEN_OFFER_EXTRA_AMOUNT,+<VALUE>
TID_EDIT_MODE_ERASER_DESCRIPTION,Desative o modo borracha para mover o mapa.
TID_DECO_SUBMIT_PREVIEW,Você pode enviar a sua criação durante a fase de criações.
TID_DECO_SUBMIT_PREVIEW_TIMER,Você pode iniciar sua criação em <TIME>.
TID_DECO_ORNATE_MUSHROOM_FENCE,Cerca de cogumelos ornamentada
TID_DECO_AUTUMN_HARVEST_CART,Carrinho de colheita de outono
TID_DECO_HAY_CHICKEN,Escultura de galinha
TID_DECO_GINGERBREAD_PATH,Caminho de biscoito
TID_DECO_JOLLY_WREATH,Guirlanda natalina
TID_DECO_JOLLY_WELL,Poço natalino
TID_DECO_GIFT_DELIVERY,Entrega de presentes
TID_DECO_GINGERBREAD_WORKSHOP,Fábrica de biscoitos
TID_DECO_SKI_TRACKS,Rastros de esqui
TID_DECO_ICE_PIG,Porquinho de gelo
TID_DECO_WINTER_PARK,Parque de inverno
TID_DECO_ICY_FOUNTAIN,Fonte gelada
TID_DECO_WINTER_BENCH,Banco de inverno
TID_DECO_JOLLY_PATH,Caminho natalino
TID_DECO_COW_SANTA,Vaca natalina
TID_DECO_FIREWORKS_FENCE,Cerca de rojões
TID_DECO_DISCO_BALL,Globo de discoteca
TID_DECO_CANDLE_CHIMES,Sinos de vela
TID_DECO_HOLIDAY_BAKING,Confeitaria festiva
TID_DECO_WOODEN_SANTA,Papai Noel de madeira
TID_SUMMER_GAMES_BOTTLE,Garrafa de Olímpia
TID_SUMMER_GAMES_BOTTLE_DESCRIPTION,Item do evento Olímpia. Consiga mais completando eventos e troque por recompensas do catálogo.
TID_DECO_EVENT_LIKE_YOUR_DESIGN,<COUNT> fazendeiros gostaram da sua criação!
TID_DECO_EVENT_SHOP,Loja do Festival de Criações
TID_DECO_SUBMIT_MISSED,"Infelizmente você perdeu o prazo de envio, mas ainda pode votar nas criações de outros fazendeiros para ganhar rolos de filme durante a fase de votação!"
TID_DECO_EVENT_VOTING_GO_TO_SHOP,Abrir a loja do Festival de Criações
TID_DECO_EVENT_SUBMIT_AND_WAIT_TEXT,Muito bem! A fase de votação começa em breve. Não deixe de resgatar as recompensas pelas tarefas concluídas.
TID_ANIMAL_ACCESSORY_HAT_BAT_HEADBAND,Diadema de morcego
TID_ANIMAL_ACCESSORY_HAT_PILGRIM,Chapéu de peregrino
TID_ANIMAL_ACCESSORY_HAT_SNOWFLAKE_HEADBAND,Diadema de flocos de neve
TID_ANIMAL_ACCESSORY_HAT_PARADE,Chapéu da parada
TID_MYSTERY_BOX_DESCRIPTION_ADS,A caixa surpresa que você encontrou está trancada! Você pode abri-la assistindo a um anúncio.
TID_MYSTERY_BOX_DESCRIPTION_DIAMONDS_ADS,A caixa surpresa que você encontrou está trancada! Você pode abri-la usando diamantes ou assistindo a um anúncio.
TID_MYSTERY_CRATE_DESCRIPTION_ADS,A arca de tesouro que você encontrou está trancada! Você pode abri-la assistindo a um anúncio.
TID_MYSTERY_CRATE_DESCRIPTION_DIAMONDS_ADS,A arca de tesouro que você encontrou está trancada! Você pode abri-la usando diamantes ou assistindo a um anúncio.
TID_EVERGREEN_STARTER_OFFER,Oferta de iniciante
TID_EDIT_MODE_ERASER_UNDO_BUTTON_DISABLED_FLOATER,Não há alterações a desfazer.
TID_EDIT_MODE_ERASER_UNDO_BUTTON_TUTORIAL_TEXT,Você pode cancelar alterações com o botão de desfazer.
TID_OSTRICHCHICK1,Filhote de avestruz cinza
TID_OSTRICHCHICK2,Filhote de avestruz marrom
TID_DECO_EUPHORBIA_TRIGONA,Euphorbia trigona
TID_DECO_SICKLEBUSH,Marabu
TID_DECO_GIFTPILE_SANTA,Presentes natalinos
TID_ANDROID_NOTIFICATION_CHANNEL_DECO_EVENT,Festival de Criações
TID_NOTIFICATIONS_SETTINGS_HEADLINE_DECO_EVENT,Notificações do Festival de Criações
TID_NOTIFICATIONS_SETTINGS_DECO_EVENT_LIKES,Notificação de curtidas recebidas
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE,<LIKE_SENDER> e outros fazendeiros (<OTHER_COUNT>) curtiram sua criação!
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE_ONE_LIKE,<LIKE_SENDER> curtiu sua criação!
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE_NO_SENDER_NAME,Fazendeiros que curtiram sua criação: <COUNT>
TID_EDIT_MODE_OBJECT_CONSTRUCTION_STARTS_WHEN_LAYOUT_SAVED_AND_ACTIVE,A construção vai começar quando você salvar e ativar este layout.
TID_EDIT_MODE_OBJECT_GROWTH_STARTS_WHEN_LAYOUT_SAVED_AND_ACTIVE,O crescimento vai começar quando você salvar e ativar este layout.
TID_NOTIFICATIONS_SETTINGS_DECO_EVENT_VOTES_AVAILABLE,Notificação de votos disponíveis
TID_DECO_EVENT_VOTES_AVAILABLE_NOTIFICATION_MESSAGE,Você pode votar de novo! Escolha suas criações favoritas agora.
TID_CARVED_MUSHROOM_FENCE,Cerca de cogumelos esculpida
TID_DECO_AUTUMN_SOUP,Sopa de outono
TID_DECO_AUTUMN_POND,Lago de outono
TID_DECO_CHALLENGE_DECORATION,Decorações
TID_DECO_CHALLENGE_PLACE_DECO,Coloque <DECO>: <NUM>
TID_DECO_CHALLENGE_REMOVE_OBST,Remova obstáculos: <NUM>
TID_DECO_CHALLENGE_MOVE_DECO,Mova <DECO>: <NUM>
TID_DECO_CHALLENGE_SUBMIT,Envie a sua criação
TID_DECO_CHALLENGE_SEND_VOTE,Curta criações: <NUM>
TID_DECO_CHALLENGE_GET_VOTE,Receba curtidas: <NUM>
TID_DECO_CHALLENGE_PLACE_FENCE,Coloque <DECO>: <NUM>
TID_DECO_CHALLENGE_PLACE_PATH,Coloque <DECO>: <NUM>
TID_DECO_CHALLENGE_PLACE_FENCE_OR_PATH,Coloque <DECO>: <NUM>
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_TITLE,Não foi possível baixar o conteúdo
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_TEXT,Não foi possível baixar o novo conteúdo. Confira se o seu dispositivo tem espaço disponível e tente de novo.
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_BUTTON,Tentar de novo
TID_DECO_EVENT_MAIN_CHALLENGE_DESC,Obrigatório para o envio
TID_NO_REAL_NAME,Não use o seu nome verdadeiro.
TID_DECO_EVENT_INTRO_STEP1_CONFIRM_BUTTON,Com certeza!
TID_DECO_EVENT_INTRO_STEP1_GREETING_HEADER_NAME,"Bonjour, <NAME>!"
TID_DECO_EVENT_INTRO_STEP1_GREETING_HEADER_NONAME,Bonjour!
TID_DECO_EVENT_INTRO_STEP1_GREETING_BODY,"Eu sou Baptiste, ás da fotografia. Ando tirando umas fotos das melhores fazendas da região. Pode me ajudar a acrescentar algo especial à minha coleção?"
TID_DECO_EVENT_INTRO_STEP2_CONFIRM_BUTTON,Claro!
TID_DECO_EVENT_INTRO_STEP2_GREETING_HEADER,<THEME NAME CHRONOS>
TID_DECO_EVENT_INTRO_STEP2_GREETING_BODY,Atenha-se ao tema para se sair bem. Psiu... Essa área escondida é onde você vai criar sua obra-prima!
TID_DECO_EVENT_INTRO_STEP3_CONFIRM_BUTTON,Valeu!
TID_DECO_EVENT_INTRO_STEP3_GREETING_BODY,Você tem um tempo para se preparar antes de começar a criar. Boa sorte!
TID_DECO_EVENT_INTRO_STEP4_CONFIRM_BUTTON,Como participar?
TID_DECO_EVENT_INTRO_STEP4_GREETING_HEADER,Comece a criar agora mesmo!
TID_DECO_EVENT_INTRO_STEP4_GREETING_BODY,"Prêt, partez, mon ami! Crie algo magnífico e conclua tarefas para mais jogadores verem a sua criação."
TID_DECO_EVENT_INTRO_STEP5_CONFIRM_BUTTON,Como votar?
TID_DECO_EVENT_INTRO_STEP5_GREETING_HEADER,A votação está aberta!
TID_DECO_EVENT_INTRO_STEP5_GREETING_BODY,"Magnifique! Agora, dê seus votos. Quanto mais você votar, mais jogadores poderão ver e apreciar a sua criação!"
TID_DECO_EVENT_INTRO_STEP6_CONFIRM_BUTTON,Abrir a loja do Festival de Criações
TID_DECO_EVENT_INTRO_STEP6_HEADER,A fase de votação terminou
TID_DECO_EVENT_INTRO_STEP6_GREETING_HEADER_NONAME,Muito bem!
TID_DECO_EVENT_INTRO_STEP6_GREETING_HEADER_NAME,"Muito bem, <NAME>!"
TID_DECO_EVENT_INTRO_STEP6_LIKES_SENT,Criações curtidas por você: <COUNT>
TID_DECO_EVENT_INTRO_STEP6_LIKES_RECEIVED,Fazendeiros que curtiram sua criação: <COUNT>
TID_DECO_EVENT_INTRO_STEP6_CURRENCY_RECEIVED,Você ganhou rolos de filme: <COUNT>
TID_DECO_EVENT_DECORATION_PHASE_STARTED_NOTIFICATION_MESSAGE,A fase de criações começou!
TID_DECO_EVENT_VOTING_PHASE_STARTED_NOTIFICATION_MESSAGE,A votação começou! Vote nas suas criações preferidas.
TID_DECO_EVENT_REWARDING_PHASE_STARTED_NOTIFICATION_MESSAGE,A votação acabou. Gaste seus rolos de filme na loja!
TID_DECO_EVENT_FEATURED_GROUP_1_NOTIFICATION_MESSAGE,Sua criação é incrível!
TID_DECO_EVENT_FEATURED_GROUP_2_NOTIFICATION_MESSAGE,Sua criação é de tirar o fôlego!
TID_DECO_EVENT_FEATURED_GROUP_3_NOTIFICATION_MESSAGE,Sua criação é incomparável!
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_HOURS_MINUTES,Você tem <HOURS> horas e <MINUTES> minutos para enviar sua criação!
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_HOURS,Você tem <HOURS> horas para enviar sua criação!
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_MINUTES,Você tem <MINUTES> minutos para enviar sua criação!
TID_DECO_EVENT_SUBMISSION_CELEBRATION,Belo trabalho! Agora vou fechar a área e prepará-la para o próximo festival. Vamos voltar à sua fazenda.
TID_DECO_EVENT_INFO_TITLE_PAGE1,Fases do evento
TID_DECO_EVENT_INFO_SUBTEXT_PAGE1,O evento tem 3 fases.
TID_DECO_EVENT_INFO_PAGE1_BOX1,Familiarize-se com a nova área e comece a explorar as suas decorações armazenadas.
TID_DECO_EVENT_INFO_PAGE1_BOX2,"Exiba sua criatividade, conclua tarefas e ganhe rolos de filme."
TID_DECO_EVENT_INFO_PAGE1_BOX3,Vote nas criações de outros fazendeiros e receba curtidas em troca.
TID_DECO_EVENT_INFO_PAGE1_BOX4,"Troque rolos de filme por itens exclusivos na loja do Festival de Criações. Eles são seus, e você pode gastá-los quando quiser!"
TID_DECO_EVENT_INFO_TITLE_PAGE2,Fase de preparação
TID_DECO_EVENT_INFO_SUBTEXT_PAGE2,Explore a área e prepare-se para criar!
TID_DECO_EVENT_INFO_PAGE2_BOX1,Retire os obstáculos ou deixe a área como está. Você quem sabe!
TID_DECO_EVENT_INFO_PAGE2_BOX2,Confira o tema e comece a bolar suas ideias.
TID_DECO_EVENT_INFO_PAGE2_BOX3,Confira seu catálogo de decorações para se inspirar.
TID_DECO_EVENT_INFO_PAGE2_BOX4,Confira a loja do jogo para mais ofertas de decorações.
TID_DECO_EVENT_INFO_TITLE_PAGE3,Fase de criações
TID_DECO_EVENT_INFO_SUBTEXT_PAGE3,Dê asas à sua criatividade e complete tarefas!
TID_DECO_EVENT_INFO_PAGE3_BOX1,Você pode colocar decorações na área disponível.
TID_DECO_EVENT_INFO_PAGE3_BOX2,Crie em torno das decorações fixas.
TID_DECO_EVENT_INFO_PAGE3_BOX3,"Quanto mais tarefas você concluir, mais pessoas verão suas criações! Envie-as para ganhar rolos de filme e trocá-los por recompensas."
